idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset
0,R1-6,0.998170,0.000000,0.877838,3.369658,-50.000000,-50.000000,10.000000,198.560219,0.000000,-29.992385,-29.940893
1,R7,1.026702,0.000000,0.877838,5.747612,-50.000000,-50.000000,10.000000,198.560219,0.000000,-30.317215,-30.264040
2,R8,0.985125,0.000000,0.877838,5.904487,-50.000000,-50.000000,10.000000,198.560219,0.000000,-29.754121,-29.779911
3,L1,3.291400,0.000000,0.877838,1.716305,-25.309566,-50.000000,10.000000,198.560219,0.793916,-38.569741,-38.826016
4,L2,2.262181,0.000000,0.877838,2.990625,-22.845494,-50.000000,10.000000,198.560219,0.853797,-30.601647,-30.696912
5,L3,0.385828,0.000000,0.877838,8.878237,-45.653973,-50.000000,10.000000,198.560219,0.000000,-43.924951,-44.888925
6,L4,0.554059,0.000000,0.877838,10.000000,-49.328037,-50.000000,10.000000,198.560219,0.989109,-49.254020,-49.269256
7,L5,0.589588,0.000000,0.877838,3.207428,-47.105252,-50.000000,10.000000,198.560219,1.000000,-47.105252,-46.911364
8,Mi1,0.840941,0.000000,0.877838,3.131118,-46.539248,-50.000000,10.000000,198.560219,0.000000,-44.540800,-44.327138
9,Tm3,0.268713,0.000000,0.877838,3.173264,-46.636516,-50.000000,10.000000,198.560219,0.000000,-45.771967,-45.342192
10,Mi4,1.486250,0.000000,0.877838,9.958402,-50.000000,-50.000000,10.000000,198.560219,0.000000,-53.041850,-52.781551
11,Mi9,0.656453,0.000000,0.877838,1.936788,-48.321781,-50.000000,10.000000,198.560219,0.000000,-35.725005,-37.512502
12,T4a,1.004417,0.000000,0.877838,5.057621,-49.161158,-50.000000,10.000000,198.560219,0.000000,-46.775810,-46.261158
13,T4b,1.026068,0.000000,0.877838,4.446128,-50.000000,-50.000000,10.000000,198.560219,0.000000,-54.059538,-54.112081
14,T4c,1.012374,0.000000,0.877838,10.000000,-49.912634,-50.000000,10.000000,198.560219,0.000000,-45.527841,-44.399712
15,T4d,0.977784,0.000000,0.877838,9.723312,-38.199595,-50.000000,10.000000,198.560219,0.000000,-35.099392,-35.018599
16,Tm1,1.138869,0.000000,0.877838,1.499249,-49.916498,-50.000000,10.000000,198.560219,0.000000,-34.690245,-35.044078
17,Tm2,0.851524,0.000000,0.877838,1.778161,-50.000000,-50.000000,10.000000,198.560219,0.000000,-40.651594,-40.686579
18,Tm4,0.464731,0.000000,0.877838,4.321631,-50.000000,-50.000000,10.000000,198.560219,0.000000,-41.718476,-41.894837
19,Tm9,0.373167,0.000000,0.877838,7.687892,-48.545292,-50.000000,10.000000,198.560219,0.000000,-36.680640,-38.617948
20,T5a,0.981932,0.000000,0.877838,9.258846,-31.294073,-50.000000,10.000000,198.560219,0.000000,-7.678865,-9.925634
21,T5b,0.995724,0.000000,0.877838,6.203348,-46.642725,-50.000000,10.000000,198.560219,0.000000,-17.268754,-19.453686
22,T5c,1.007647,0.000000,0.877838,10.000000,-46.213165,-50.000000,10.000000,198.560219,0.000000,-16.314760,-19.070669
23,T5d,1.013170,0.000000,0.877838,9.998040,-50.000000,-50.000000,10.000000,198.560219,0.000000,-46.143845,-46.791790
24,T1,0.966554,0.000000,0.877838,9.842358,-40.976784,-50.000000,10.000000,198.560219,0.000000,-55.988610,-56.109236
25,T2,0.960408,0.000000,0.877838,3.255553,-46.206132,-50.000000,10.000000,198.560219,0.000000,-28.801754,-28.388437
26,T2a,1.034765,0.000000,0.877838,5.712502,-47.432970,-50.000000,10.000000,198.560219,0.000000,-31.908592,-31.535282
27,T3,0.951995,0.000000,0.877838,0.415998,-48.692733,-50.000000,10.000000,198.560219,0.000000,-43.921491,-43.479369
28,C2,1.027132,0.000000,0.877838,5.249052,-49.979724,-50.000000,10.000000,198.560219,0.000000,-50.632605,-50.485110
29,C3,1.005276,0.000000,0.877838,7.936675,-47.014969,-50.000000,10.000000,198.560219,0.000000,-39.578162,-39.971718
30,Lawf1,1.010085,0.000000,0.877838,2.970820,-49.055860,-50.000000,10.000000,198.560219,0.000000,-31.629474,-32.706417
31,Lawf2,0.956227,0.000000,0.877838,6.839669,-48.363010,-50.000000,10.000000,198.560219,0.000000,-45.903913,-45.929019
32,Dm3v,0.969559,0.000000,0.877838,10.000000,-39.753678,-50.000000,10.000000,198.560219,0.000000,-24.591766,-24.997897
33,Lai,0.998248,0.000000,0.877838,10.000000,-35.792203,-50.000000,10.000000,198.560219,0.000000,-80.858045,-81.456899
34,Mi10,1.041513,0.000000,0.877838,10.000000,-44.313393,-50.000000,10.000000,198.560219,0.000000,-48.729722,-47.993403
35,Mi13,1.009583,0.000000,0.877838,5.897743,-50.000000,-50.000000,10.000000,198.560219,0.000000,-47.617428,-47.768857
36,Mi14,0.950321,0.000000,0.877838,3.416853,-44.658539,-50.000000,10.000000,198.560219,0.000000,-24.494865,-24.894971
37,Mi15,0.990659,0.000000,0.877838,10.000000,-50.000000,-50.000000,10.000000,198.560219,0.000000,-55.679116,-54.955331
38,Mi2,0.959147,0.000000,0.877838,3.466364,-50.000000,-50.000000,10.000000,198.560219,0.000000,-48.489033,-48.619847
39,Tm16,0.956501,0.000000,0.877838,9.733647,-45.017972,-50.000000,10.000000,198.560219,0.000000,-46.094908,-46.131470
40,Tm20,1.025321,0.000000,0.877838,9.025512,-37.846718,-50.000000,10.000000,198.560219,0.000000,-41.103893,-41.280733
41,Tm21,1.009461,0.000000,0.877838,1.637886,-47.938331,-50.000000,10.000000,198.560219,0.000000,-48.842345,-48.548834
42,Tm27,1.024241,0.000000,0.877838,10.000000,-49.390059,-50.000000,10.000000,198.560219,0.000000,-49.085532,-49.033675
43,Tm5a,1.040140,0.000000,0.877838,10.000000,-34.174908,-50.000000,10.000000,198.560219,0.000000,-49.085080,-49.848025
44,Tm5b,1.016297,0.000000,0.877838,7.326690,-43.731010,-50.000000,10.000000,198.560219,0.000000,-44.229523,-44.435851
45,Tm5c,1.037450,0.000000,0.877838,10.000000,-47.222388,-50.000000,10.000000,198.560219,0.000000,-40.979836,-42.883301
46,Tm5f,0.985912,0.000000,0.877838,8.931656,-50.000000,-50.000000,10.000000,198.560219,0.000000,-47.056129,-47.487267
47,TmY10,0.972434,0.000000,0.877838,6.502050,-50.000000,-50.000000,10.000000,198.560219,0.000000,-46.642026,-47.267308
48,TmY11,0.951068,0.000000,0.877838,7.809488,-50.000000,-50.000000,10.000000,198.560219,0.000000,-46.083953,-46.028066
49,TmY14,1.018826,0.000000,0.877838,10.000000,-50.000000,-50.000000,10.000000,198.560219,0.000000,-61.317345,-66.190735
50,TmY15,0.954112,0.000000,0.877838,7.548047,-49.985270,-50.000000,10.000000,198.560219,0.000000,-42.238051,-40.656964
51,TmY3,0.978468,0.000000,0.877838,9.885240,-50.000000,-50.000000,10.000000,198.560219,0.000000,-36.210134,-36.339889
52,TmY4,1.034377,0.000000,0.877838,10.000000,-15.189085,-50.000000,10.000000,198.560219,0.000000,-14.293678,-13.060166
53,TmY5a,0.986628,0.000000,0.877838,6.439636,-50.000000,-50.000000,10.000000,198.560219,0.000000,-32.742882,-32.203530
54,TmY9q,1.023473,0.000000,0.877838,5.804912,-50.000000,-50.000000,10.000000,198.560219,0.000000,-40.285807,-40.722286
55,TmY9q__perp,0.987426,0.000000,0.877838,10.000000,-48.624460,-50.000000,10.000000,198.560219,0.000000,-36.722934,-36.258553
