idx,ctype,inp_gain,out_gain,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,C2,0.100000,0.100000,1.011735,0.000000,0.000000,-49.039922,-0.249868,-49.216383,-48.884716,-0.250119,-48.379144
1,C3,0.422689,0.332487,1.061047,0.000000,0.000000,-48.429316,-0.251369,-48.990721,-52.305354,-0.247033,-50.713774
2,L1,0.658854,0.126679,4.380540,0.000000,0.000000,-48.852800,-0.254901,-48.827802,-49.704250,-0.256374,-48.841837
3,L2,0.452488,0.556497,7.027753,0.000000,0.000000,-51.682150,-0.254379,-48.433392,-47.521835,-0.255229,-51.220398
4,L3,0.118255,0.117320,2.178682,0.000000,0.000000,-48.475553,-0.243772,-48.614964,-52.493558,-0.251829,-48.371884
5,L4,1.386118,0.128576,6.797536,0.000000,0.000000,-48.782903,-0.254054,-51.948459,-48.426187,-0.245526,-52.480417
6,L5,0.422689,0.332487,6.220263,0.000000,0.000000,-48.429316,-0.251369,-48.990721,-52.305354,-0.247033,-50.713774
7,Mi1,0.267183,0.100000,2.965013,0.000000,0.000000,-50.550044,-0.245463,-49.208115,-49.651732,-0.241776,-47.707717
8,Mi4,0.267183,0.100000,8.378483,0.000000,0.000000,-50.550044,-0.245463,-49.208115,-49.651732,-0.241776,-47.707717
9,Mi9,5.280654,2.422472,2.196842,52.413186,53.176600,-47.442020,-0.200000,-60.637551,-52.300658,-0.200000,-59.676064
10,R1-6,2.750175,1.965636,1.057792,51.939314,45.089690,-45.632945,-0.200000,-51.930460,-47.051603,-0.200000,-51.708560
11,R7,0.100000,0.100000,0.922450,0.000000,0.000000,-48.137152,-0.251463,-48.994913,-48.081642,-0.241131,-49.473907
12,R8,8.389992,2.188525,0.999426,0.000000,0.000000,-47.538546,-0.252809,-50.742787,-51.859077,-0.250493,-51.422224
13,T1,1.222283,5.566531,0.934718,0.000000,0.000000,-48.961619,-0.257874,-50.386382,-51.351182,-0.258597,-51.675775
14,T2,10.598221,1.677223,0.953504,0.000000,0.000000,-49.221004,-0.242732,-48.871349,-48.742626,-0.247851,-48.413001
15,T2a,1.665092,1.885115,0.928234,0.000000,0.000000,-51.232691,-0.257248,-50.513938,-51.447957,-0.245233,-49.886007
16,T3,1.665092,1.885115,1.015381,0.000000,0.000000,-51.232691,-0.257248,-50.513938,-51.447957,-0.245233,-49.886007
17,T4a,0.100000,0.100000,1.035387,0.000000,0.000000,-48.907524,-0.256237,-48.161233,-51.590263,-0.259599,-50.030317
18,T4b,0.550415,0.424157,1.022226,0.000000,0.000000,-48.329769,-0.248375,-51.605674,-47.534400,-0.257455,-50.043961
19,T4c,0.100000,0.314205,1.049472,0.000000,0.000000,-51.542884,-0.249678,-51.225405,-49.967278,-0.242976,-49.322579
20,T4d,0.100000,0.166955,0.981864,0.000000,0.040514,-51.631717,-0.400000,-51.106588,-58.508316,-0.400000,-58.398462
21,T5a,0.100000,0.100000,1.005050,0.000000,0.000000,-48.137152,-0.251463,-48.994913,-48.081642,-0.241131,-49.473907
22,T5b,3.645877,0.100000,0.933640,0.000000,0.000000,-50.926771,-0.257043,-49.827914,-51.036924,-0.248656,-52.361930
23,T5c,2.750175,1.965636,1.043543,51.939314,45.089690,-45.632945,-0.200000,-51.930460,-47.051603,-0.200000,-51.708560
24,T5d,0.100000,0.100000,1.089359,0.000000,0.000000,-48.137152,-0.251463,-48.994913,-48.081642,-0.241131,-49.473907
25,Tm1,0.239853,0.100000,3.576131,0.000000,0.000000,-48.791168,-0.250380,-48.980757,-51.563904,-0.254015,-52.319941
26,Tm2,0.658854,0.126679,1.553509,0.000000,0.000000,-48.852800,-0.254901,-48.827802,-49.704250,-0.256374,-48.841837
27,Tm20,10.598221,1.677223,1.059288,0.000000,0.000000,-49.221004,-0.242732,-48.871349,-48.742626,-0.247851,-48.413001
28,Tm21,1.589334,0.100000,1.043512,0.016803,1.192997,-49.189151,-0.400000,-49.514371,-58.011245,-0.200000,-40.000000
29,Tm3,0.112312,0.121051,6.940818,0.000000,0.000000,-48.643364,-0.250459,-50.553415,-48.098113,-0.241455,-48.442064
30,Tm4,10.598221,1.677223,5.970431,0.000000,0.000000,-49.221004,-0.242732,-48.871349,-48.742626,-0.247851,-48.413001
31,Tm9,0.118255,0.117320,2.545788,0.000000,0.000000,-48.475553,-0.243772,-48.614964,-52.493558,-0.251829,-48.371884
