type,root_id,n_partners,n_partners_with_column,majority_column_id,votes
R1-6,720575940631196887,3,3,223,3
R1-6,720575940613150962,4,3,224,3
R1-6,720575940621747565,4,4,224,4
R1-6,720575940624975799,5,3,224,3
R1-6,720575940625836216,4,3,224,3
R1-6,720575940638930665,6,4,224,4
R1-6,720575940641490384,5,4,224,4
R1-6,720575940625972263,5,4,226,4
R1-6,720575940629878787,5,4,226,4
R1-6,720575940618476262,2,2,227,2
R1-6,720575940621165403,2,2,227,2
R1-6,720575940625825357,3,3,227,3
R1-6,720575940632811089,2,2,227,2
R1-6,720575940634320865,3,3,227,3
R1-6,720575940636815735,3,3,227,3
R1-6,720575940611850958,2,2,228,2
R1-6,720575940620182744,2,2,228,2
R1-6,720575940623674623,2,2,228,2
R1-6,720575940628058897,2,2,228,2
R1-6,720575940628207272,2,2,228,2
R1-6,720575940628207528,2,2,228,2
R1-6,720575940629438287,2,2,228,2
R1-6,720575940635291327,2,2,228,2
R1-6,720575940617179835,5,4,229,4
R1-6,720575940618934100,5,4,229,4
R1-6,720575940622951006,4,4,229,4
R1-6,720575940624202268,6,4,229,4
R1-6,720575940631840965,6,4,229,4
R1-6,720575940633614419,7,4,229,4
R1-6,720575940639495238,3,3,229,3
R1-6,720575940618636189,4,3,230,3
R1-6,720575940621429382,3,3,230,3
R1-6,720575940621641350,6,4,230,4
R1-6,720575940631080407,5,3,230,3
R1-6,720575940639498310,5,4,230,4
R1-6,720575940627794206,3,3,232,3
R1-6,720575940627794718,3,3,232,3
R1-6,720575940632759353,4,4,232,4
R1-6,720575940632759865,3,3,232,3
R1-6,720575940641383120,3,3,232,3
R1-6,720575940622751988,6,3,234,3
R1-6,720575940630654074,5,4,234,4
R1-6,720575940633681325,5,3,234,3
R1-6,720575940638333510,5,3,234,3
R1-6,720575940640162357,5,3,234,3
R1-6,720575940615993194,6,4,235,4
R1-6,720575940619050267,6,3,235,3
R1-6,720575940619050779,5,3,235,3
R1-6,720575940625005053,7,4,235,4
R1-6,720575940635963499,5,3,235,3
R1-6,720575940661104257,5,4,235,4
R1-6,720575940616784582,3,3,236,3
R1-6,720575940622788958,5,4,236,4
R1-6,720575940628304186,6,4,236,4
R1-6,720575940631506284,4,3,236,3
R1-6,720575940632724291,4,3,236,3
R1-6,720575940638809065,4,4,236,4
R1-6,720575940619257157,3,3,237,3
R1-6,720575940627391772,3,3,237,3
R1-6,720575940617889339,2,2,239,2
R1-6,720575940619485819,3,3,239,3
R1-6,720575940620745351,2,2,239,2
R1-6,720575940620784805,3,3,239,3
R1-6,720575940631215478,3,3,239,3
R1-6,720575940636815991,3,3,239,3
R1-6,720575940606085360,3,3,240,3
R1-6,720575940614891518,3,3,240,3
R1-6,720575940624731883,3,3,240,3
R1-6,720575940630177474,4,3,240,3
R1-6,720575940631304389,4,3,240,3
R1-6,720575940633781805,4,3,240,3
R1-6,720575940641656821,3,3,240,3
R1-6,720575940615565730,3,3,242,3
R1-6,720575940621718619,4,3,242,3
R1-6,720575940628337210,3,3,242,3
R1-6,720575940631106615,3,3,242,3
R1-6,720575940631780171,5,3,242,3
R1-6,720575940635918234,3,3,242,3
R1-6,720575940605749472,4,4,246,4
R1-6,720575940610392515,3,3,246,3
R1-6,720575940621478315,3,3,246,3
R1-6,720575940622510320,3,3,246,3
R1-6,720575940624416294,3,3,246,3
R1-6,720575940624980405,3,3,246,3
R1-6,720575940609489877,3,3,248,3
R1-6,720575940623515160,3,3,248,3
R1-6,720575940623861798,4,3,248,3
R1-6,720575940626926629,3,3,248,3
R1-6,720575940630713794,4,3,248,3
R1-6,720575940632410947,3,3,248,3
R1-6,720575940632944431,3,3,248,3
R1-6,720575940647816836,3,3,248,3
R1-6,720575940612763285,4,3,250,3
R1-6,720575940617161659,3,3,250,3
R1-6,720575940618915869,3,3,250,3
R1-6,720575940620905607,3,3,250,3
R1-6,720575940621412779,3,3,250,3
R1-6,720575940624329156,4,3,250,3
R1-6,720575940631219927,3,3,250,3
R1-6,720575940656079265,3,3,250,3
R1-6,720575940613595414,4,3,252,3
R1-6,720575940617621643,5,4,252,4
R1-6,720575940624104330,3,3,252,3
R1-6,720575940625812007,3,3,252,3
R1-6,720575940629678339,3,3,252,3
R1-6,720575940611576440,3,3,253,3
R1-6,720575940631126332,4,4,253,4
R1-6,720575940635244186,3,3,253,3
R1-6,720575940647690292,3,3,253,3
R1-6,720575940622810974,3,3,257,3
R1-6,720575940624833543,3,3,257,3
R1-6,720575940629360745,4,3,257,3
R1-6,720575940611988834,3,3,260,3
R1-6,720575940613451673,3,3,260,3
R1-6,720575940621479595,3,3,260,3
R1-6,720575940629878531,3,3,260,3
R1-6,720575940640574835,3,3,260,3
R1-6,720575940605764320,4,3,261,3
R1-6,720575940609503243,5,3,261,3
R1-6,720575940612998835,4,3,261,3
R1-6,720575940624583101,4,3,261,3
R1-6,720575940632911431,5,3,261,3
R1-6,720575940617789652,5,3,263,3
R1-6,720575940621607789,4,3,263,3
R1-6,720575940621691233,4,3,263,3
R1-6,720575940626775696,4,3,263,3
R1-6,720575940626776464,4,3,263,3
R1-6,720575940633832915,4,3,263,3
R1-6,720575940615246387,4,2,265,2
R1-6,720575940623410200,4,3,265,3
R1-6,720575940624300213,3,3,265,3
R1-6,720575940628130579,3,3,265,3
R1-6,720575940628595018,3,3,265,3
R1-6,720575940628596298,3,3,265,3
R1-6,720575940632833823,3,3,265,3
R1-6,720575940634009314,4,3,265,3
R1-6,720575940637047182,4,3,265,3
R1-6,720575940607877042,3,3,267,3
R1-6,720575940612496346,3,3,267,3
R1-6,720575940612826777,3,3,267,3
R1-6,720575940613160982,3,3,267,3
R1-6,720575940626411813,3,3,267,3
R1-6,720575940629441871,3,3,267,3
R1-6,720575940632195129,3,3,267,3
R1-6,720575940632333368,3,3,267,3
R1-6,720575940612762481,4,3,271,3
R1-6,720575940621254080,3,3,271,3
R1-6,720575940623325260,3,3,271,3
R1-6,720575940629270346,4,3,271,3
R1-6,720575940633981395,4,3,271,3
R1-6,720575940606052706,3,3,272,3
R1-6,720575940618477346,4,3,272,3
R1-6,720575940619721732,5,3,272,3
R1-6,720575940629009482,4,3,272,3
R1-6,720575940634607585,6,3,272,3
R1-6,720575940642576164,4,3,272,3
R1-6,720575940646389614,4,3,272,3
R1-6,720575940661012865,4,3,272,3
R1-6,720575940611445294,4,4,274,4
R1-6,720575940612693397,6,4,274,4
R1-6,720575940613039578,5,4,274,4
R1-6,720575940618930516,6,4,274,4
R1-6,720575940628770052,4,3,274,3
R1-6,720575940643230093,4,4,274,4
R1-6,720575940624681725,3,3,275,3
R1-6,720575940627710522,4,3,275,3
R1-6,720575940631180025,4,3,275,3
R1-6,720575940632374632,2,2,275,2
R1-6,720575940647814788,3,3,275,3
R1-6,720575940613519786,5,4,276,4
R1-6,720575940613764725,4,3,276,3
R1-6,720575940627300354,4,3,276,3
R1-6,720575940629246794,4,4,276,4
R1-6,720575940632911919,4,3,276,3
R1-6,720575940618534289,3,3,277,3
R1-6,720575940627375678,3,3,277,3
R1-6,720575940640574808,3,3,277,3
R1-6,720575940624401190,2,2,278,2
R1-6,720575940625911224,3,3,278,3
R1-6,720575940628647701,3,3,278,3
R1-6,720575940629121542,3,3,278,3
R1-6,720575940634760860,3,3,278,3
R1-6,720575940622749722,3,3,279,3
R1-6,720575940624092415,3,3,279,3
R1-6,720575940634985628,3,3,279,3
R1-6,720575940639525446,3,3,279,3
R1-6,720575940646190446,3,3,279,3
R1-6,720575940620712613,4,3,281,3
R1-6,720575940631040300,3,3,281,3
R1-6,720575940640295539,4,3,281,3
R1-6,720575940645210404,2,2,281,2
R1-6,720575940618437094,4,3,282,3
R1-6,720575940618477830,3,3,282,3
R1-6,720575940621983142,3,3,282,3
R1-6,720575940624376979,3,3,282,3
R1-6,720575940628092809,4,4,282,4
R1-6,720575940606626238,3,3,283,3
R1-6,720575940619872338,3,3,283,3
R1-6,720575940620492337,3,3,283,3
R1-6,720575940622458650,3,3,283,3
R1-6,720575940628263187,3,3,283,3
R1-6,720575940638538724,3,3,283,3
R1-6,720575940618224601,3,3,284,3
R1-6,720575940620600779,3,3,284,3
R1-6,720575940623213830,5,4,284,4
R1-6,720575940628080261,4,3,284,3
R1-6,720575940629336326,5,4,284,4
R1-6,720575940635478880,4,4,284,4
R1-6,720575940606401894,3,3,287,3
R1-6,720575940621252955,3,3,287,3
R1-6,720575940622911521,3,3,287,3
R1-6,720575940633781549,3,3,287,3
R1-6,720575940639861949,3,3,287,3
R1-6,720575940610056917,6,4,289,4
R1-6,720575940618400185,3,3,289,3
R1-6,720575940624406468,4,3,289,3
R1-6,720575940640979840,4,3,289,3
R1-6,720575940612903603,4,4,291,3
R1-6,720575940618476322,3,3,291,3
R1-6,720575940622819873,3,3,291,3
R1-6,720575940623051809,3,3,291,3
R1-6,720575940623406557,4,3,291,3
R1-6,720575940644737992,5,4,291,3
R1-6,720575940645349668,4,3,291,3
R1-6,720575940645678871,4,3,291,3
R1-6,720575940618419385,5,3,292,3
R1-6,720575940621136404,4,3,292,3
R1-6,720575940622332656,3,3,292,3
R1-6,720575940625839603,4,3,292,3
R1-6,720575940626476848,3,3,292,3
R1-6,720575940634962457,5,5,292,5
R1-6,720575940633038988,3,3,295,3
R1-6,720575940636432308,3,3,295,3
R1-6,720575940612106702,3,3,298,3
R1-6,720575940618889729,3,3,298,3
R1-6,720575940628718504,3,3,298,3
R1-6,720575940630683330,3,3,298,3
R1-6,720575940631538681,3,3,298,3
R1-6,720575940634239458,3,3,298,3
R1-6,720575940612189390,3,3,299,3
R1-6,720575940621815137,3,3,299,3
R1-6,720575940633266975,3,3,299,3
R1-6,720575940634984092,3,3,299,3
R1-6,720575940630471550,3,3,301,3
R1-6,720575940630807852,3,3,301,3
R1-6,720575940631410171,3,3,302,3
R1-6,720575940631587159,4,3,302,3
R1-6,720575940632870968,5,4,302,4
R1-6,720575940637040247,5,4,302,4
R1-6,720575940611685586,3,3,303,3
R1-6,720575940613792626,3,3,303,3
R1-6,720575940618248541,3,3,303,3
R1-6,720575940618468582,3,3,303,3
R1-6,720575940631418105,4,3,303,3
R1-6,720575940613180133,5,3,304,3
R1-6,720575940624740279,3,3,304,3
R1-6,720575940628251474,4,3,304,3
R1-6,720575940613229682,3,3,305,3
R1-6,720575940619076416,3,3,305,3
R1-6,720575940629440079,3,3,305,3
R1-6,720575940640307288,3,3,305,3
R1-6,720575940645283364,3,3,305,3
R1-6,720575940645301540,3,3,305,3
R1-6,720575940621797997,4,3,306,3
R1-6,720575940630507514,3,3,306,3
R1-6,720575940637827696,5,4,306,4
R1-6,720575940640068029,4,4,306,4
R1-6,720575940646367598,5,4,306,4
R1-6,720575940606637414,2,2,308,2
R1-6,720575940613886435,4,3,308,3
R1-6,720575940622806049,2,2,308,2
R1-6,720575940629453315,3,3,308,3
R1-6,720575940632897863,2,2,308,2
R1-6,720575940622514047,2,2,309,2
R1-6,720575940622866345,4,3,309,3
R1-6,720575940625104648,3,3,309,3
R1-6,720575940626644016,3,3,309,3
R1-6,720575940628044810,4,3,309,3
R1-6,720575940619250245,4,4,310,4
R1-6,720575940624195625,5,3,310,3
R1-6,720575940627982469,5,4,310,4
R1-6,720575940630540282,4,3,310,3
R1-6,720575940635905434,4,3,310,3
R1-6,720575940616012447,3,3,311,3
R1-6,720575940620603015,3,3,311,3
R1-6,720575940633361965,3,3,311,3
R1-6,720575940634871065,4,4,311,4
R1-6,720575940609288796,4,3,313,3
R1-6,720575940623044521,7,7,313,4
R1-6,720575940627651575,3,3,313,3
R1-6,720575940614821329,3,3,314,3
R1-6,720575940615542890,3,3,314,3
R1-6,720575940629390352,2,2,314,2
R1-6,720575940614376173,4,3,316,3
R1-6,720575940615051304,4,2,316,1
R1-6,720575940618294758,4,3,316,3
R1-6,720575940624991159,3,3,316,3
R1-6,720575940625749799,4,3,316,3
R1-6,720575940627354969,4,3,316,3
R1-6,720575940633080716,4,3,316,3
R1-6,720575940610174933,4,3,319,3
R1-6,720575940610378691,4,3,319,3
R1-6,720575940624142591,3,3,319,3
R1-6,720575940627387523,4,3,319,3
R1-6,720575940632519052,5,4,319,4
R1-6,720575940632704312,4,3,319,3
R1-6,720575940604722244,4,3,321,3
R1-6,720575940640536125,4,3,321,3
R1-6,720575940615235281,4,4,322,4
R1-6,720575940621399534,3,3,322,3
R1-6,720575940622410879,3,3,322,3
R1-6,720575940631800271,4,3,322,3
R1-6,720575940642414555,4,3,322,3
R1-6,720575940621647297,4,3,324,3
R1-6,720575940629106950,3,3,324,3
R1-6,720575940634551521,4,3,324,3
R1-6,720575940655781281,3,3,324,3
R1-6,720575940612111566,4,3,325,3
R1-6,720575940622595475,5,4,325,4
R1-6,720575940624193427,4,4,325,4
R1-6,720575940625105993,4,4,325,4
R1-6,720575940631057152,5,5,325,5
R1-6,720575940645543460,4,3,325,3
R1-6,720575940600010668,4,3,326,3
R1-6,720575940605779680,5,4,326,4
R1-6,720575940616783752,5,4,326,4
R1-6,720575940625744910,5,4,326,4
R1-6,720575940627448665,6,4,326,4
R1-6,720575940632534851,5,4,326,4
R1-6,720575940603406258,6,4,327,4
R1-6,720575940604934980,5,4,327,4
R1-6,720575940625672376,5,4,327,4
R1-6,720575940632422186,5,4,327,4
R1-6,720575940617545990,3,3,329,3
R1-6,720575940618842196,3,3,329,3
R1-6,720575940619940987,4,4,329,4
R1-6,720575940625946894,3,3,329,3
R1-6,720575940608106114,5,4,330,4
R1-6,720575940612207566,5,4,330,4
R1-6,720575940622019137,4,3,330,3
R1-6,720575940624935241,6,4,330,4
R1-6,720575940625746419,6,4,330,4
R1-6,720575940613559466,4,4,335,4
R1-6,720575940622549631,4,3,335,3
R1-6,720575940624306982,5,4,335,4
R1-6,720575940627271938,5,4,335,4
R1-6,720575940628313146,4,4,335,4
R1-6,720575940632654184,4,3,335,3
R1-6,720575940617061819,3,3,336,3
R1-6,720575940618935041,4,4,336,4
R1-6,720575940630161767,3,3,336,3
R1-6,720575940637740462,4,3,336,3
R1-6,720575940637935216,3,3,336,3
R1-6,720575940620492081,3,3,338,3
R1-6,720575940621338027,3,3,338,3
R1-6,720575940624771847,5,4,338,4
R1-6,720575940628375825,4,4,338,4
R1-6,720575940632279627,3,3,338,3
R1-6,720575940634449889,4,3,338,3
R1-6,720575940637745582,3,3,338,3
R1-6,720575940661138305,4,3,338,3
R1-6,720575940622982238,3,3,339,3
R1-6,720575940625697767,3,3,339,3
R1-6,720575940628901831,4,4,339,4
R1-6,720575940635771802,4,4,339,4
R1-6,720575940609456395,3,3,340,3
R1-6,720575940622628084,3,3,340,3
R1-6,720575940627917949,4,4,340,4
R1-6,720575940633855315,3,3,340,3
R1-6,720575940640394915,4,4,340,4
R1-6,720575940632258346,3,3,343,3
R1-6,720575940637834608,3,3,343,3
R1-6,720575940613545130,4,3,348,3
R1-6,720575940615571874,5,3,348,3
R1-6,720575940626044455,4,3,348,3
R1-6,720575940630665338,5,4,348,4
R1-6,720575940640261966,5,4,348,4
R1-6,720575940640262734,5,3,348,3
R1-6,720575940613004530,5,3,350,3
R1-6,720575940613786994,6,4,350,4
R1-6,720575940620938375,6,4,350,4
R1-6,720575940623746573,5,4,350,4
R1-6,720575940629740111,5,4,350,4
R1-6,720575940633136465,4,3,350,3
R1-6,720575940614123235,3,3,352,3
R1-6,720575940645838359,3,3,352,3
R1-6,720575940611550584,5,4,353,4
R1-6,720575940612955315,4,3,353,3
R1-6,720575940624229779,4,3,353,3
R1-6,720575940628634116,4,3,353,3
R1-6,720575940653252086,4,3,353,3
R1-6,720575940621324934,4,3,356,3
R1-6,720575940626727312,4,3,356,3
R1-6,720575940630626754,4,4,356,4
R1-6,720575940635176348,3,3,356,3
R1-6,720575940638960100,3,3,356,3
R1-6,720575940640685731,3,3,356,3
R1-6,720575940624402666,5,4,357,4
R1-6,720575940630439162,6,4,357,4
R1-6,720575940630705530,4,3,357,3
R1-6,720575940636267000,5,3,357,3
R1-6,720575940645665815,3,3,357,3
R1-6,720575940622106689,3,3,358,3
R1-6,720575940627708446,3,3,358,3
R1-6,720575940630719036,3,3,358,3
R1-6,720575940630797568,4,4,358,4
R1-6,720575940644608416,3,3,358,3
R1-6,720575940613775687,4,4,359,4
R1-6,720575940622832478,3,3,359,3
R1-6,720575940624192553,4,3,359,3
R1-6,720575940626290765,4,4,359,4
R1-6,720575940634373857,5,4,359,4
R1-6,720575940622145200,3,3,360,3
R1-6,720575940623102121,3,3,360,3
R1-6,720575940624158090,3,3,360,3
R1-6,720575940638685161,3,3,360,3
R1-6,720575940616834502,3,3,363,3
R1-6,720575940616931340,3,3,363,3
R1-6,720575940621493998,3,3,363,3
R1-6,720575940621606081,3,3,363,3
R1-6,720575940636143211,3,3,363,3
R1-6,720575940611589240,4,4,364,4
R1-6,720575940611835858,3,3,364,3
R1-6,720575940621275301,4,4,364,4
R1-6,720575940627026618,4,4,364,4
R1-6,720575940628105810,3,3,364,3
R1-6,720575940629409128,3,3,364,3
R1-6,720575940606733489,4,4,365,4
R1-6,720575940618614818,3,3,365,3
R1-6,720575940621530502,3,3,365,3
R1-6,720575940630584531,4,3,365,3
R1-6,720575940636957047,3,3,365,3
R1-6,720575940630665598,3,3,370,3
R1-6,720575940631067692,3,3,370,3
R1-6,720575940645918999,3,3,370,3
R1-6,720575940611830738,4,3,372,3
R1-6,720575940612311246,3,3,372,3
R1-6,720575940616545858,5,4,372,4
R1-6,720575940618803443,3,3,372,3
R1-6,720575940624009240,3,3,372,3
R1-6,720575940624412454,5,4,372,4
R1-6,720575940626224205,4,3,372,3
R1-6,720575940640263246,3,3,372,3
R1-6,720575940617419350,4,3,374,3
R1-6,720575940622515184,4,3,374,3
R1-6,720575940632837447,4,3,374,3
R1-6,720575940636288180,4,3,374,3
R1-6,720575940644758216,5,4,374,4
R1-6,720575940616027458,3,3,375,3
R1-6,720575940618578715,3,3,375,3
R1-6,720575940623928614,3,3,375,3
R1-6,720575940627920265,3,3,375,3
R1-6,720575940628522639,3,3,375,3
R1-6,720575940632513849,3,3,375,3
R1-6,720575940615424658,4,3,377,3
R1-6,720575940618808321,4,4,377,4
R1-6,720575940622775902,3,3,377,3
R1-6,720575940631882703,5,4,377,4
R1-6,720575940633776045,4,3,377,3
R1-6,720575940646185326,5,3,377,3
R1-6,720575940611443758,3,3,378,3
R1-6,720575940612909554,3,3,378,3
R1-6,720575940620484913,3,3,378,3
R1-6,720575940633173329,2,2,380,2
R1-6,720575940614559213,3,3,383,3
R1-6,720575940631063852,2,2,383,2
R1-6,720575940635823967,4,4,383,4
R1-6,720575940645395748,3,3,383,3
R1-6,720575940611490258,3,3,384,3
R1-6,720575940612013717,3,3,384,3
R1-6,720575940619308086,3,3,384,3
R1-6,720575940620882597,3,3,384,3
R1-6,720575940630653148,3,3,384,3
R1-6,720575940635094679,3,3,384,3
R1-6,720575940636838245,3,3,384,3
R1-6,720575940608099506,3,3,386,3
R1-6,720575940615248546,3,3,386,3
R1-6,720575940627881554,4,4,386,4
R1-6,720575940627895315,3,3,386,3
R1-6,720575940634963481,3,3,386,3
R1-6,720575940612150734,4,4,388,4
R1-6,720575940616992306,5,4,388,4
R1-6,720575940621752941,4,3,388,3
R1-6,720575940626685232,5,3,388,3
R1-6,720575940605757408,5,4,391,4
R1-6,720575940618750977,5,4,391,4
R1-6,720575940621323435,4,3,391,3
R1-6,720575940624640007,6,4,391,4
R1-6,720575940629481457,3,1,391,1
R1-6,720575940631502700,6,4,391,4
R1-6,720575940633918931,5,4,391,4
R1-6,720575940645915671,4,3,391,3
R1-6,720575940608121266,3,3,392,3
R1-6,720575940618415249,2,2,392,2
R1-6,720575940622888453,4,3,392,3
R1-6,720575940634941209,3,3,392,3
R1-6,720575940636945775,3,3,392,3
R1-6,720575940650717049,4,3,392,3
R1-6,720575940613452458,4,3,393,3
R1-6,720575940624254088,5,4,393,4
R1-6,720575940632844600,4,3,393,3
R1-6,720575940634609889,3,3,393,3
R1-6,720575940612986803,4,3,396,3
R1-6,720575940616374594,4,3,396,3
R1-6,720575940616375199,4,3,396,3
R1-6,720575940618935837,5,3,396,3
R1-6,720575940622888481,4,3,396,3
R1-6,720575940623827555,3,3,396,3
R1-6,720575940623441885,3,3,398,3
R1-6,720575940623961805,3,3,398,3
R1-6,720575940626797349,3,3,398,3
R1-6,720575940629832527,3,3,398,3
R1-6,720575940614765864,4,3,402,3
R1-6,720575940615294375,3,3,402,3
R1-6,720575940635590810,4,3,402,3
R1-6,720575940607933826,4,3,404,3
R1-6,720575940611820754,5,4,404,4
R1-6,720575940613546666,3,3,404,3
R1-6,720575940625710567,4,4,404,4
R1-6,720575940627210558,3,3,404,3
R1-6,720575940661105793,5,5,404,5
R1-6,720575940611622354,5,4,405,4
R1-6,720575940618298854,5,4,405,4
R1-6,720575940622073104,4,3,405,3
R1-6,720575940624029993,4,4,405,4
R1-6,720575940632224018,3,3,405,3
R1-6,720575940640500083,3,3,405,3
R1-6,720575940617932859,3,3,409,3
R1-6,720575940620249393,3,3,409,3
R1-6,720575940622897157,3,3,409,3
R1-6,720575940625730791,3,3,409,3
R1-6,720575940633530413,3,3,409,3
R1-6,720575940633736019,3,3,409,3
R1-6,720575940639938357,3,3,409,3
R1-6,720575940615738730,3,3,410,3
R1-6,720575940615828074,3,3,410,3
R1-6,720575940618317030,3,3,410,3
R1-6,720575940621780845,3,3,410,3
R1-6,720575940624651527,4,3,410,3
R1-6,720575940625174805,3,3,410,3
R1-6,720575940632356921,3,3,410,3
R1-6,720575940637536910,3,3,410,3
R1-6,720575940611055406,3,3,412,3
R1-6,720575940625090377,3,3,412,3
R1-6,720575940625883431,3,3,412,3
R1-6,720575940628991431,3,3,412,3
R1-6,720575940623517405,4,3,414,3
R1-6,720575940629447153,6,4,414,4
R1-6,720575940632649016,4,3,414,3
R1-6,720575940638746601,4,3,414,3
R1-6,720575940621441007,4,3,415,3
R1-6,720575940623013982,4,3,415,3
R1-6,720575940633736493,5,3,415,3
R1-6,720575940635844031,5,4,415,4
R1-6,720575940638755674,4,3,415,3
R1-6,720575940607969410,3,3,418,3
R1-6,720575940615252222,3,3,418,3
R1-6,720575940618236561,3,3,418,3
R1-6,720575940634737689,5,4,418,4
R1-6,720575940617077435,4,3,420,3
R1-6,720575940622522864,4,3,420,3
R1-6,720575940625492204,4,3,420,3
R1-6,720575940626359856,6,4,420,4
R1-6,720575940627915672,4,3,420,3
R1-6,720575940629579567,4,3,420,3
R1-6,720575940620720587,4,3,421,3
R1-6,720575940625469076,3,3,421,3
R1-6,720575940629383174,3,3,421,3
R1-6,720575940633553060,4,3,421,3
R1-6,720575940633587757,4,3,421,3
R1-6,720575940626413002,3,3,424,3
R1-6,720575940627968911,3,3,424,3
R1-6,720575940628481167,3,3,424,3
R1-6,720575940630254687,3,3,424,3
R1-6,720575940633070151,3,3,424,3
R1-6,720575940633266207,3,3,424,3
R1-6,720575940636444015,3,3,424,3
R1-6,720575940644373152,3,3,424,3
R1-6,720575940611634091,4,3,425,3
R1-6,720575940625106696,3,3,425,3
R1-6,720575940626291277,3,3,425,3
R1-6,720575940628745128,3,3,425,3
R1-6,720575940633187153,4,3,425,3
R1-6,720575940612537749,4,3,426,3
R1-6,720575940620658635,4,3,426,3
R1-6,720575940621278885,4,3,426,3
R1-6,720575940623287907,4,3,426,3
R1-6,720575940628803048,5,3,426,3
R1-6,720575940629877583,3,3,426,3
R1-6,720575940633779117,4,3,426,3
R1-6,720575940642300661,4,3,426,3
R1-6,720575940606401982,3,3,428,3
R1-6,720575940613445290,4,4,428,4
R1-6,720575940630551490,4,3,428,3
R1-6,720575940633576100,5,4,428,4
R1-6,720575940639027689,5,4,428,4
R1-6,720575940613092058,3,3,429,3
R1-6,720575940624285578,3,3,429,3
R1-6,720575940626873637,3,3,429,3
R1-6,720575940627375644,4,4,429,4
R1-6,720575940628519567,3,3,429,3
R1-6,720575940615202769,3,3,432,3
R1-6,720575940622560261,3,3,432,3
R1-6,720575940622797481,3,3,432,3
R1-6,720575940622805537,3,3,432,3
R1-6,720575940630740602,3,3,432,3
R1-6,720575940640290126,2,2,432,2
R1-6,720575940612828309,3,3,434,3
R1-6,720575940618950228,3,3,434,3
R1-6,720575940620857685,4,3,434,3
R1-6,720575940623887971,4,3,434,3
R1-6,720575940640523427,4,3,434,3
R1-6,720575940625675196,3,3,437,3
R1-6,720575940625826492,4,4,437,4
R1-6,720575940617302133,3,3,438,3
R1-6,720575940624002952,3,3,438,3
R1-6,720575940626922938,3,3,438,3
R1-6,720575940617926617,3,3,440,3
R1-6,720575940624816637,3,3,440,3
R1-6,720575940628347921,3,3,440,3
R1-6,720575940630118555,5,4,440,4
R1-6,720575940633722029,3,3,440,3
R1-6,720575940618714369,3,3,442,3
R1-6,720575940631571451,3,3,442,3
R1-6,720575940631907279,3,3,442,3
R1-6,720575940610521412,3,3,443,3
R1-6,720575940615421846,3,3,443,3
R1-6,720575940621414509,3,3,443,3
R1-6,720575940623513880,3,3,443,3
R1-6,720575940630568252,3,3,443,3
R1-6,720575940635992500,3,3,443,3
R1-6,720575940616415391,3,3,445,3
R1-6,720575940616982322,4,3,445,3
R1-6,720575940631105847,5,4,445,4
R1-6,720575940633318227,3,3,445,3
R1-6,720575940633761107,4,3,445,3
R1-6,720575940639024105,2,2,445,2
R1-6,720575940606640742,3,3,447,3
R1-6,720575940608220850,4,3,447,3
R1-6,720575940618412125,4,4,447,4
R1-6,720575940638951231,3,3,447,3
R1-6,720575940624887881,3,3,451,3
R1-6,720575940625339116,3,3,451,3
R1-6,720575940625814567,4,3,451,3
R1-6,720575940634733593,4,4,451,4
R1-6,720575940636992375,5,4,451,4
R1-6,720575940642304731,3,3,451,3
R1-6,720575940614770216,3,3,453,3
R1-6,720575940618185617,3,3,453,3
R1-6,720575940650529401,3,3,453,3
R1-6,720575940606549024,3,3,456,3
R1-6,720575940617174203,4,3,456,3
R1-6,720575940624585510,3,3,456,3
R1-6,720575940626937662,3,3,456,3
R1-6,720575940628737553,4,3,456,3
R1-6,720575940613440409,3,3,457,3
R1-6,720575940618909780,4,3,457,3
R1-6,720575940619212869,5,4,457,4
R1-6,720575940620470744,4,3,457,3
R1-6,720575940638309353,4,3,457,3
R1-6,720575940611659384,5,4,458,4
R1-6,720575940613488020,3,2,458,2
R1-6,720575940614969395,6,3,458,3
R1-6,720575940618423993,4,4,458,4
R1-6,720575940626619183,3,3,458,3
R1-6,720575940629828687,5,3,458,3
R1-6,720575940635906714,3,3,458,3
R1-6,720575940618598145,4,3,459,3
R1-6,720575940620373297,5,4,459,4
R1-6,720575940621668078,3,3,459,3
R1-6,720575940624790269,4,3,459,3
R1-6,720575940628942023,4,4,459,4
R1-6,720575940640325693,4,3,459,3
R1-6,720575940644733384,5,4,459,4
R1-6,720575940609688329,2,2,461,2
R1-6,720575940633175121,2,2,461,2
R1-6,720575940606374944,4,3,462,3
R1-6,720575940625712103,5,3,462,3
R1-6,720575940626291533,4,3,462,3
R1-6,720575940628546632,5,4,462,4
R1-6,720575940628658760,4,3,462,3
R1-6,720575940630707322,5,3,462,3
R1-6,720575940609261916,4,3,463,3
R1-6,720575940619223109,3,3,463,3
R1-6,720575940620897621,4,4,463,4
R1-6,720575940640625267,4,3,463,3
R1-6,720575940615451794,6,4,464,4
R1-6,720575940616537812,4,3,464,3
R1-6,720575940618231764,5,4,464,4
R1-6,720575940622404649,4,3,464,3
R1-6,720575940624156296,5,4,464,4
R1-6,720575940625989671,3,2,464,2
R1-6,720575940631946447,6,5,464,5
R1-6,720575940611725778,4,3,465,3
R1-6,720575940616196831,5,3,465,3
R1-6,720575940621861798,5,3,465,3
R1-6,720575940624092201,5,4,465,4
R1-6,720575940631507052,5,3,465,3
