N,ref
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.632151271262393522e+01
1.295000000000000000e+03,-4.935091895167550291e+01
1.295000000000000000e+03,-8.982238050751030656e+00
1.295000000000000000e+03,-4.199918574009708294e+01
1.295000000000000000e+03,-6.027195943658178834e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.693700022756347323e+01
1.295000000000000000e+03,-5.120341304804158966e+01
1.295000000000000000e+03,-5.763264717345098376e+01
1.295000000000000000e+03,-4.583826364103271089e+01
1.295000000000000000e+03,-4.217138279889665142e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-3.247071530691346197e+01
1.295000000000000000e+03,-4.900589103033067317e+01
1.295000000000000000e+03,-5.102921041506496636e+01
1.295000000000000000e+03,-5.166629052486183582e+01
1.295000000000000000e+03,-1.198839800783872711e+01
1.295000000000000000e+03,-5.290106518706483740e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-2.916768643696785901e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.264749022419293567e+01
1.295000000000000000e+03,-3.892846588473024383e+01
1.295000000000000000e+03,-4.921822896808366465e+01
1.295000000000000000e+03,-3.514714588143122853e+01
1.295000000000000000e+03,-4.933162209451555924e+01
1.295000000000000000e+03,-3.686324754843931828e+01
1.295000000000000000e+03,-5.163610844382323251e+01
1.295000000000000000e+03,-4.629437398656200742e+01
1.295000000000000000e+03,-2.650283730314623654e+01
1.295000000000000000e+03,-2.785644581805174624e+01
1.295000000000000000e+03,-3.048896915238226057e+01
1.295000000000000000e+03,-4.196661136234659750e+01
1.295000000000000000e+03,-5.020411321711719665e+01
1.295000000000000000e+03,-4.537056582597865173e+01
1.295000000000000000e+03,-4.920728677809029250e+01
1.295000000000000000e+03,-6.005789084978633241e+01
1.295000000000000000e+03,-4.601338943759889588e+01
1.295000000000000000e+03,-3.713901904370821683e+01
1.295000000000000000e+03,-4.022412098516439016e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-4.297723708364850381e+01
1.295000000000000000e+03,-1.823650896867813032e+01
1.295000000000000000e+03,-2.622192816519693892e+01
1.295000000000000000e+03,-4.771791880609505654e+01
1.295000000000000000e+03,-4.917516817804030183e+01
1.295000000000000000e+03,-3.097890871800332135e+01
1.295000000000000000e+03,-4.999999979025150054e+01
1.295000000000000000e+03,-4.900067883644469902e+01
1.295000000000000000e+03,-3.385697608613747889e+01
1.295000000000000000e+03,-3.792767892386537909e+01
1.295000000000000000e+03,-3.504374676578766667e+01
1.295000000000000000e+03,-4.021139474804267877e+01
1.295000000000000000e+03,-3.044660088472988946e+01
1.295000000000000000e+03,-5.203684657104796685e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.004207443672745370e+01
1.295000000000000000e+03,-5.854234522799604434e+01
1.295000000000000000e+03,-4.722134315141946104e+01
1.295000000000000000e+03,-2.889451413199222074e+01
1.295000000000000000e+03,-4.805659170861489571e+01
1.295000000000000000e+03,-5.180069729720435134e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-4.385714179922082678e+01
1.295000000000000000e+03,-2.650283730314623654e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-6.306916592638183516e+01
1.295000000000000000e+03,-4.897443282266343800e+01
1.295000000000000000e+03,-2.323715700561927378e+01
1.295000000000000000e+03,-4.521976765458839509e+01
1.295000000000000000e+03,-3.608257241021964035e+01
1.295000000000000000e+03,-4.881463622992585272e+01
1.295000000000000000e+03,-3.763759455844808599e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-4.760804755061742100e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.202618178867918886e+01
1.295000000000000000e+03,-2.909204468521068421e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-3.952781063348012935e+01
1.295000000000000000e+03,-4.799300533318796624e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-4.946019464788778208e+01
1.295000000000000000e+03,-2.880939483059761841e+01
1.295000000000000000e+03,-5.166776391588213357e+01
1.295000000000000000e+03,-3.378256645599068975e+01
1.295000000000000000e+03,-5.206102306273088232e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-2.891391664927121496e+01
1.295000000000000000e+03,-5.712641768745035620e+01
1.295000000000000000e+03,-4.753993829512936742e+01
1.295000000000000000e+03,-4.780537777284154544e+01
1.295000000000000000e+03,-6.204465295144896686e+01
1.295000000000000000e+03,-4.999999790354772244e+01
1.295000000000000000e+03,-5.316345435012595999e+01
1.295000000000000000e+03,-4.162166023541292503e+01
1.295000000000000000e+03,-4.900439506324018879e+01
1.295000000000000000e+03,-4.195713869315898847e+01
1.295000000000000000e+03,-5.739780057095182286e+01
1.295000000000000000e+03,-5.554668778233379101e+01
1.295000000000000000e+03,-3.451113450764422907e+01
1.295000000000000000e+03,-5.115270842490222236e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.087576066279207510e+01
1.295000000000000000e+03,-3.964137597891518539e+01
1.295000000000000000e+03,-5.172022885393538871e+01
1.295000000000000000e+03,-4.902079514626896639e+01
1.295000000000000000e+03,-5.990889210334002968e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-1.015394294786385032e+01
1.295000000000000000e+03,-4.495114385641092980e+01
1.295000000000000000e+03,-4.260228236738276308e+01
1.295000000000000000e+03,-3.775162208211654047e+01
1.295000000000000000e+03,-3.770933065798661943e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-2.856608617459119870e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-2.807184622383225658e+01
1.295000000000000000e+03,-4.235736690245827418e+01
1.295000000000000000e+03,-4.702295300408339784e+01
1.295000000000000000e+03,-3.918162772933440152e+01
1.295000000000000000e+03,-5.760646538078923129e+01
1.295000000000000000e+03,-5.420836271380093763e+01
1.295000000000000000e+03,-5.197370478175908914e+01
1.295000000000000000e+03,-6.577530989461840250e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-6.139872682856854169e+01
1.295000000000000000e+03,-5.742767231111992032e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.672467434357693605e+01
1.295000000000000000e+03,-3.900901476803520040e+01
1.295000000000000000e+03,-4.556029123922670721e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-8.953736326758541253e+00
1.295000000000000000e+03,-3.776975227582497041e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-2.967368299307855040e+01
1.295000000000000000e+03,-4.900492186009739726e+01
1.295000000000000000e+03,-3.389365911640728513e+01
1.295000000000000000e+03,-6.270037589647719045e+01
1.295000000000000000e+03,-4.899934344613974702e+01
1.295000000000000000e+03,-4.908253876792912251e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.586495996585140489e+01
1.295000000000000000e+03,-2.742516400044116054e+01
1.295000000000000000e+03,-4.816197606693750544e+01
1.295000000000000000e+03,-5.174578220119552441e+01
1.295000000000000000e+03,-5.171891157041142861e+01
1.295000000000000000e+03,-3.783445237080599810e+01
1.295000000000000000e+03,-4.766466931158135623e+01
1.295000000000000000e+03,-1.622253652224097564e+01
1.295000000000000000e+03,-5.003928135455397097e+01
1.295000000000000000e+03,-3.646990548716966174e+01
1.295000000000000000e+03,-3.000035851615773907e+01
1.295000000000000000e+03,-9.989523832368767842e+00
1.295000000000000000e+03,-4.767305355056060989e+01
1.295000000000000000e+03,-4.127493474305939714e+01
1.295000000000000000e+03,-4.014530229316479648e+01
1.295000000000000000e+03,-5.913680251311460978e+01
1.295000000000000000e+03,-3.597816839279027334e+01
1.295000000000000000e+03,-4.975113436770837438e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.000001332297981804e+01
1.295000000000000000e+03,-2.425583530695609014e+01
1.295000000000000000e+03,-5.211626433589820095e+01
1.295000000000000000e+03,-5.349553814456317724e+01
1.295000000000000000e+03,-2.427641176535699330e+01
1.295000000000000000e+03,-4.938538430881638419e+01
1.295000000000000000e+03,-3.875335855607758617e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.000000039564109500e+01
1.295000000000000000e+03,-6.389177301258795438e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-2.562083375820404285e+01
1.295000000000000000e+03,-3.692430060120017998e+01
1.295000000000000000e+03,-3.864301863660269731e+01
1.295000000000000000e+03,-6.370502016793766131e+01
1.295000000000000000e+03,-5.670209536884069479e+01
1.295000000000000000e+03,-4.765093383663159443e+01
1.295000000000000000e+03,-3.828435036090684207e+01
1.295000000000000000e+03,-4.422468800702048952e+01
1.295000000000000000e+03,-5.277929435758945687e+01
1.295000000000000000e+03,-3.819700827748581418e+01
1.295000000000000000e+03,-4.009898128216974555e+01
1.295000000000000000e+03,-3.686382898379067541e+01
1.295000000000000000e+03,-4.799237706827794625e+01
1.295000000000000000e+03,-3.915365644458229610e+01
1.295000000000000000e+03,-3.870026493773529808e+01
1.295000000000000000e+03,-8.308499230373644906e+00
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-4.376984173408241219e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.000000245037526270e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.202907839021978020e+01
1.295000000000000000e+03,-4.337310660599337808e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.598114826490081697e+01
1.295000000000000000e+03,-4.085034177201428207e+01
1.295000000000000000e+03,-3.873378618730025380e+01
1.295000000000000000e+03,-4.848019140702416507e+01
1.295000000000000000e+03,-4.284103085262906774e+01
1.295000000000000000e+03,-1.819067946135733038e+01
1.295000000000000000e+03,-5.334782182340180157e+01
1.295000000000000000e+03,-5.168075379933625868e+01
1.295000000000000000e+03,-5.028643410756873067e+01
1.295000000000000000e+03,-3.752218471421951307e+01
1.295000000000000000e+03,-5.099991604182002192e+01
1.295000000000000000e+03,-3.808248130223913108e+01
1.295000000000000000e+03,-1.778569625134601395e+01
1.295000000000000000e+03,-6.438851833300167016e+01
1.295000000000000000e+03,-5.072008275585634607e+01
1.295000000000000000e+03,-4.761325393958969698e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-4.033520109374625662e+01
1.295000000000000000e+03,-1.053331106042253396e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.046981640638836808e+01
1.295000000000000000e+03,-5.000000162788150959e+01
1.295000000000000000e+03,-5.117303310533051786e+01
1.295000000000000000e+03,-3.298692525556407418e+01
1.295000000000000000e+03,-1.047553903520574003e+01
1.295000000000000000e+03,-3.961367940672457166e+01
1.295000000000000000e+03,-4.836205745634214992e+01
1.295000000000000000e+03,-2.650345921420704798e+01
1.295000000000000000e+03,-4.775016635587275005e+01
1.295000000000000000e+03,-3.751326595703114464e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-4.132013509341722113e+01
1.295000000000000000e+03,-3.467545445340685717e+01
1.295000000000000000e+03,-4.362152153289660106e+01
1.295000000000000000e+03,-4.804071771255252798e+01
1.295000000000000000e+03,-5.283195517302836208e+01
1.295000000000000000e+03,-5.930853666899915311e+01
1.295000000000000000e+03,-4.092901313445582900e+01
1.295000000000000000e+03,-4.930725363953492746e+01
1.295000000000000000e+03,-4.281541239827262757e+01
1.295000000000000000e+03,-3.837673541140893008e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.216369497632383201e+01
1.295000000000000000e+03,-4.771322158565532590e+01
1.295000000000000000e+03,-5.949193216383235239e+01
1.295000000000000000e+03,-3.797181555381529705e+01
1.295000000000000000e+03,-3.828435036090684207e+01
1.295000000000000000e+03,-3.795461436918693465e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-3.895484666261189943e+01
1.295000000000000000e+03,-4.251076164749942876e+01
1.295000000000000000e+03,-5.148555004000485269e+01
1.295000000000000000e+03,-6.124208721334412076e+01
1.295000000000000000e+03,-4.339678426050313931e+01
1.295000000000000000e+03,-5.799335352821497480e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-4.900536843900968620e+01
1.295000000000000000e+03,-4.105547836956453267e+01
1.295000000000000000e+03,-6.041517560489742777e+01
1.295000000000000000e+03,-6.037919798568864849e+01
1.295000000000000000e+03,-5.206442319001133257e+01
1.295000000000000000e+03,-3.761306671487188424e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-3.855432906287035166e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-3.493417490219568577e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-3.023978911572092088e+01
1.295000000000000000e+03,-3.297078475407464282e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-4.774587277960170439e+01
1.295000000000000000e+03,-5.196920562337990646e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-3.656967815975276892e+01
1.295000000000000000e+03,-5.146680904736427209e+01
1.295000000000000000e+03,-5.353184893164532809e+01
1.295000000000000000e+03,-6.101546591254258090e+01
1.295000000000000000e+03,-5.345875617098941746e+01
1.295000000000000000e+03,-4.840164696829107527e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-6.111721506769763579e+01
1.295000000000000000e+03,-4.819221893818021130e+01
1.295000000000000000e+03,-5.645336727919039532e+01
1.295000000000000000e+03,-5.955562004780126983e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-4.840098279246087287e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-4.979951461142491098e+01
1.295000000000000000e+03,-2.497814391244885712e+01
1.295000000000000000e+03,-2.794641989618436284e+01
1.295000000000000000e+03,-1.993377548462756010e+01
1.295000000000000000e+03,-5.250477408219720843e+01
1.295000000000000000e+03,-4.951528895575310685e+01
1.295000000000000000e+03,-4.412307595952823647e+01
1.295000000000000000e+03,-4.779913759712156462e+01
1.295000000000000000e+03,-5.211798702401468830e+01
1.295000000000000000e+03,-4.204903519967921710e+01
1.295000000000000000e+03,-5.653626177731433700e+01
1.295000000000000000e+03,-3.796746549974667317e+01
1.295000000000000000e+03,-4.900092551983111377e+01
1.295000000000000000e+03,-3.510920455440341215e+01
1.295000000000000000e+03,-5.168418505485493597e+01
1.295000000000000000e+03,-1.439722198103280881e+01
1.295000000000000000e+03,-4.745597803342516841e+01
1.295000000000000000e+03,-4.822329571540310411e+01
1.295000000000000000e+03,-4.076133477134261085e+01
1.295000000000000000e+03,-5.146405828723042930e+01
1.295000000000000000e+03,-3.947057066406873815e+01
1.295000000000000000e+03,-5.126281321863334028e+01
1.295000000000000000e+03,-4.053759151128146954e+01
1.295000000000000000e+03,-4.860331125142111830e+01
1.295000000000000000e+03,-4.868922207171984695e+01
1.295000000000000000e+03,-5.157447506652190583e+01
1.295000000000000000e+03,-6.019234988419022869e+01
1.295000000000000000e+03,-4.550060429918687532e+01
1.295000000000000000e+03,-3.631367278296407619e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-6.026569273940616256e+01
1.295000000000000000e+03,-4.660804829121550341e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-2.650319716815183213e+01
1.295000000000000000e+03,-4.921808933227554661e+01
1.295000000000000000e+03,-4.207662257720313193e+01
1.295000000000000000e+03,-4.999989358705403930e+01
1.295000000000000000e+03,-3.899889290996825508e+01
1.295000000000000000e+03,-4.365186471200266283e+01
1.295000000000000000e+03,-5.218933331588909397e+01
1.295000000000000000e+03,-4.005035251162185261e+01
1.295000000000000000e+03,-6.175005417500101856e+01
1.295000000000000000e+03,-3.158165692485690812e+01
1.295000000000000000e+03,-4.756559144204227607e+01
1.295000000000000000e+03,-4.762066572140899723e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-6.027025720666433983e+01
1.295000000000000000e+03,-2.623250141806233060e+01
1.295000000000000000e+03,-3.382742663994239507e+01
1.295000000000000000e+03,-5.287881096084274901e+01
1.295000000000000000e+03,-2.608742931593626224e+01
1.295000000000000000e+03,-5.666191503921950812e+01
1.295000000000000000e+03,-3.272825366962106841e+01
1.295000000000000000e+03,-4.400627058676415260e+01
1.295000000000000000e+03,-7.375513592689297404e+00
1.295000000000000000e+03,-5.189248528178068653e+01
1.295000000000000000e+03,-5.161355500165193178e+01
1.295000000000000000e+03,-5.614657437780019222e+01
1.295000000000000000e+03,-2.650283730314623654e+01
1.295000000000000000e+03,-4.899523107470222527e+01
1.295000000000000000e+03,-4.165988037000312261e+01
1.295000000000000000e+03,-4.596025173147558718e+01
1.295000000000000000e+03,-3.591098542155921791e+01
1.295000000000000000e+03,-4.999999725775745674e+01
1.295000000000000000e+03,-4.899737127452058871e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-4.035794311427093106e+01
1.295000000000000000e+03,-5.233370908277142775e+01
1.295000000000000000e+03,-2.404431250747384752e+01
1.295000000000000000e+03,-5.000000349512978914e+01
1.295000000000000000e+03,-2.906031435893477877e+01
1.295000000000000000e+03,-5.543684535527031443e+01
1.295000000000000000e+03,-5.174375318938270141e+01
1.295000000000000000e+03,-3.070456575830271717e+01
1.295000000000000000e+03,-4.131867778243707079e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-4.015317682200080185e+01
1.295000000000000000e+03,-6.159118497551674665e+01
1.295000000000000000e+03,-6.202174899654534102e+01
1.295000000000000000e+03,-5.067496035903993601e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-4.770993625029680629e+01
1.295000000000000000e+03,-6.278909785439666535e+01
1.295000000000000000e+03,-5.182721144631681653e+01
1.295000000000000000e+03,-3.468068902557766364e+01
1.295000000000000000e+03,-5.651774160556863791e+01
1.295000000000000000e+03,-4.801146447472898160e+01
1.295000000000000000e+03,-2.514601377264866855e+01
1.295000000000000000e+03,-4.855330844418855918e+01
1.295000000000000000e+03,-5.017223221238742781e+01
1.295000000000000000e+03,-5.613084046551073669e+01
1.295000000000000000e+03,-5.085850767750369528e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-4.761027605240373362e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-4.787634542321136877e+01
1.295000000000000000e+03,-4.096005090539255633e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-4.756598284094695828e+01
1.295000000000000000e+03,-4.156117010270078538e+01
1.295000000000000000e+03,-4.689867787283942135e+01
1.295000000000000000e+03,-4.141332038428907936e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-4.965730541921040953e+01
1.295000000000000000e+03,-5.102633279735859162e+01
1.295000000000000000e+03,-4.841307887711840152e+01
1.295000000000000000e+03,-5.527115199095810993e+01
1.295000000000000000e+03,-5.299321823041430690e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-4.762893448628616966e+01
1.295000000000000000e+03,-4.067576576558865042e+01
1.295000000000000000e+03,-5.543315562221334147e+01
1.295000000000000000e+03,-4.737881577166231040e+01
1.295000000000000000e+03,-4.761326841043349134e+01
1.295000000000000000e+03,-2.650283730314623654e+01
1.295000000000000000e+03,-5.984751713633415449e+01
1.295000000000000000e+03,-5.837348847732788926e+01
1.295000000000000000e+03,-4.729777541055356238e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-1.093983597936844987e+01
1.295000000000000000e+03,-5.814240627460260669e+01
1.295000000000000000e+03,-5.133310380800292450e+01
1.295000000000000000e+03,-4.390667355556764306e+01
1.295000000000000000e+03,-2.697098241915612604e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-5.857287698889664540e+01
1.295000000000000000e+03,-5.000000000000000000e+01
1.295000000000000000e+03,-4.780210779031599344e+01
1.295000000000000000e+03,-5.299967553142649024e+01
1.295000000000000000e+03,-4.532209990555595169e+01
1.295000000000000000e+03,-6.177779686041819218e+01
1.295000000000000000e+03,-5.135263794564851025e+01
