,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
Mi9,,,,,,0.100000,10.000000,,10.000000,1.281981,,,10.000000,10.000000,2.766865,5.535236,2.742952,2.842334,0.100000,,,,,4.020520,1.292450,0.100000,3.554225,2.937674,5.307663,0.100000,0.100000,,0.100000,1.431979
T1,0.459185,10.000000,0.100000,,2.951834,1.309985,,0.144752,,,1.599315,,,,,,,,,,,,,2.503856,3.353045,4.347719,,,0.100000,,,,,
T2,,,,,,,,1.017977,4.194093,,0.101226,,0.100000,0.960298,0.925207,,,,,,,,,6.377166,10.000000,,3.472321,0.604460,1.010031,,,,,0.100000
T2a,,,,,,,,,2.074733,,,,10.000000,8.006903,5.988412,,,,,,,,,6.055709,,10.000000,0.983993,0.100000,0.100000,,0.100000,,,0.100000
T3,,,,,,,,,,,,,3.300790,0.962266,0.953431,,,,0.955011,,,,,5.987473,,,1.410175,1.196232,,,,1.032683,,0.100000
T4a,,,,,,,,,,,0.100000,,,,,1.007772,1.038026,0.999927,0.991310,1.014572,,,,,,,,,,,,0.100000,,
T4b,,,,,,,,,0.100000,1.031628,0.110790,,,,,1.001745,0.259829,,1.031925,,0.100000,,,,,,,,,,,,,
T4c,,,,,,,,,,,0.100000,,0.955831,,,,,0.100000,,,,1.018674,0.984321,,,,,,,,,,,
T4d,,,,,,,,,10.000000,,,,,,,,,0.985268,10.000000,,,,0.986008,,,,,,,,,,,
T5a,,,,,,,,,,,,,0.100000,,,0.976949,,,,3.780503,0.968887,,,,0.100000,,,,,,,,,
T5b,,,,,,,,,,,,,10.000000,,,,0.100000,,,0.962101,0.100000,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,0.100000,,,,,0.961885,,,0.970615,0.128977,0.965390,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.451397,,,,,0.852785,1.006148,,,,1.025515,,,,,,,,,,,
Tm1,,,,,3.205749,,,0.100000,0.100000,0.898655,0.100000,3.220088,10.000000,8.422358,5.012316,,,1.043247,,0.187719,10.000000,0.100000,1.228123,1.733421,4.611121,8.991881,10.000000,0.682161,9.815365,5.384514,0.100000,5.169010,,4.148718
Tm2,,,,0.969914,6.484372,,,0.100000,0.100000,0.607835,1.668822,10.000000,0.753749,9.932817,2.629425,1.037627,,0.179484,,0.148484,10.000000,0.100000,1.320772,6.559966,,,3.983215,0.736292,10.000000,6.008053,,3.807398,0.100000,10.000000
Tm20,,,,,,,,,,0.696975,3.277262,8.071300,5.661119,10.000000,,,,,,,,,,2.226603,10.000000,9.338505,0.999477,,,5.196548,,0.938604,,
Tm21,,,,,,,,,5.586557,,,,10.000000,0.955905,,,,,,,,,,0.116897,,,6.245413,,,,,,,
Tm3,,,,0.971933,0.926212,,,,0.100000,1.034746,0.917410,,0.230524,0.845748,0.403775,0.956644,0.984371,1.046608,0.969295,,1.004754,,0.976247,,,,,0.100000,3.287303,,1.025636,1.038414,0.100000,0.552930
Tm4,,,,,10.000000,,,,0.100000,0.113271,,0.594406,10.000000,10.000000,0.100000,,,,,0.118009,10.000000,0.100000,1.003818,10.000000,0.100000,,7.363040,0.100000,7.795744,,0.100000,8.825508,,0.318957
Tm9,,,,,,5.964331,,,,0.973767,1.758193,,0.258668,8.235418,,,,,,0.100000,4.220828,0.100000,0.100000,4.626343,0.100000,9.002286,4.619151,,2.943076,0.100000,,,,
C2,0.100000,0.100000,0.100000,1.662098,0.100000,2.315269,0.100000,0.999654,1.366845,1.640344,,0.100000,0.100000,0.770141,0.977488,,,,,,,,,0.100000,,,,,,0.100000,10.000000,8.756813,,
C3,1.713761,,,0.435226,10.000000,0.100000,1.031096,0.976282,7.859546,1.016701,5.871558,0.100000,10.000000,2.274692,1.023284,0.772052,1.274608,1.235505,0.950424,,,,,0.100000,0.100000,1.071013,0.100000,0.986175,0.100000,4.302631,2.044986,,,
Lawf1,0.100000,,,1.041410,0.100000,0.373701,,0.958369,,,0.989523,0.298444,,,,,,,,,,,,,,,,0.961763,,,,,0.209474,
Lawf2,0.100000,,,1.045133,1.943082,0.100000,,1.032831,,,,0.100000,,,,,,,,,,,,10.000000,9.884695,,,,,0.973051,0.100000,2.940811,8.181152,
