cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp_rise,tau_hp_fall,a_h,v_pre_mean_cell,v_onset_mean_cell,v_sti_end_mean_cell,delta_v_mean_cell
0,R1-6,1.042076,18.159779,2.588864,4.435957,-1.373036,-48.218792,10.472717,198.259430,204.700150,0.000000,18.127821,18.159779,21.409096,3.249317
1,R7,1.032301,2.514272,2.588864,10.000000,-4.764966,-44.937313,10.000000,210.462677,206.872696,0.000000,2.533128,2.514272,5.309884,2.795612
2,R8,1.028232,22.177004,2.588864,10.000000,3.104252,-53.155254,37.860977,199.360870,195.349533,0.000000,22.197384,22.177004,25.308352,3.131348
3,L1,0.988346,-0.442876,2.588864,3.202136,-0.222071,-49.717266,19.490942,213.021591,212.678818,1.000000,-0.222071,-0.442876,-10.188924,-9.746048
4,L2,0.970733,-47.085785,2.588864,2.345560,-1.872387,-48.314026,10.000000,199.724884,207.325867,0.950112,-47.308300,-47.085785,-72.163933,-25.078148
5,L3,1.036530,-17.817011,2.588864,6.199988,-2.144928,-48.228874,10.000000,181.258118,188.619156,0.000000,-11.767392,-17.817011,-20.655581,-2.838570
6,L4,0.984558,-5.988157,2.588864,3.556039,1.663258,-51.174488,10.000000,210.913528,194.664139,0.000000,-6.137613,-5.988157,-12.992146,-7.003990
7,L5,1.009869,3.640384,2.588864,2.729595,4.011661,-53.625919,10.340752,175.751083,177.310196,1.000000,4.011662,3.640384,12.946331,9.305947
8,Mi1,0.961628,-43.317646,2.588864,1.237021,-3.261089,-47.186089,11.739412,208.682724,222.190323,0.699920,-37.632999,-43.317646,-22.260420,21.057226
9,Tm3,0.969131,-84.765846,2.588864,0.971376,-2.238586,-47.917961,29.525084,203.401962,192.749191,0.000000,-81.413818,-84.765846,-42.757332,42.008514
10,Mi4,1.012601,-128.905624,2.588864,2.215195,-16.934982,-33.448692,40.693665,198.195328,201.495239,0.000000,-136.513565,-128.905624,-77.241516,51.664108
11,Mi9,1.028317,41.435116,2.588864,1.357365,-3.177899,-46.557590,10.000000,192.296265,192.608566,0.000000,52.301903,41.435116,32.437271,-8.997845
12,T4a,2.000000,0.859954,2.588864,0.313767,-0.358110,-49.579411,30.778416,199.058685,223.810013,0.126661,1.465068,0.859954,4.902614,4.042660
13,T4b,2.000000,-0.085902,2.588864,0.743888,-0.810903,-49.146297,31.287907,207.258255,231.197617,0.244854,0.475167,-0.085902,3.837486,3.923387
14,T4c,2.000000,-2.520170,2.588864,0.234889,-2.205230,-47.970482,28.930632,218.556000,241.000031,0.521373,-2.114811,-2.520170,0.038281,2.558452
15,T4d,2.000000,-10.319621,2.588864,1.000812,-10.588499,-39.270615,28.797272,212.605560,225.301010,0.497222,-9.568064,-10.319621,-7.012502,3.307119
16,Tm1,1.005932,-46.652912,2.588864,0.841145,1.248387,-51.359413,10.000000,192.520340,202.227539,0.290372,-55.843014,-46.652912,-57.572163,-10.919250
17,Tm2,0.995326,-27.461454,2.588864,0.487499,-5.165299,-44.449253,17.730522,208.623611,206.885620,0.000000,-28.186832,-27.461454,-10.013469,17.447986
18,Tm4,1.024827,-32.145241,2.588864,1.394580,-14.612741,-35.527832,10.000000,223.495483,200.557205,0.775257,-49.852753,-32.145241,-35.839542,-3.694302
19,Tm9,1.036215,-7.823177,2.588864,0.100000,-1.487858,-48.331085,21.376768,202.850815,205.568085,0.000000,-8.623413,-7.823177,-13.196891,-5.373714
20,T5a,2.000000,-3.235157,2.588864,0.100000,-3.688956,-46.524963,19.530884,212.188492,191.206024,0.000000,-3.178393,-3.235157,-1.883940,1.351217
21,T5b,2.000000,-0.856007,2.588864,0.493836,-2.517764,-47.921268,18.702059,195.441391,204.676407,0.000000,-0.837543,-0.856007,0.441930,1.297937
22,T5c,1.999574,-1.501675,2.588864,1.052381,-1.691669,-48.789780,22.053385,206.711502,184.757462,0.000351,-1.432936,-1.501675,-0.088243,1.413431
23,T5d,1.999882,3.027885,2.588864,3.306239,3.264726,-53.657013,19.422407,209.778839,194.856979,0.063439,3.480917,3.027885,3.967241,0.939356
