idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset
0,R1-6,0.952786,0.000000,2.644720,2.283477,-22.776533,-50.000000,10.000000,246.451663,0.000000,-22.735014,-22.736626
1,R7,1.049766,0.000000,2.644720,4.996344,-20.277967,-50.000000,10.000000,246.451663,0.000000,-20.703385,-20.704667
2,R8,1.030897,0.000000,2.644720,3.088529,-28.101364,-50.000000,10.000000,246.451663,0.000000,-28.256518,-28.252086
3,L1,3.325026,0.000000,2.644720,1.529343,-22.673900,-50.000000,10.000000,246.451663,0.912224,-31.147502,-31.187397
4,L2,3.653943,0.000000,2.644720,1.595500,-22.766643,-50.000000,10.000000,246.451663,0.965111,-26.591277,-26.691497
5,L3,0.389506,0.000000,2.644720,0.905135,-15.562537,-50.000000,10.000000,246.451663,0.000000,-15.153059,-13.437512
6,L4,0.394317,0.000000,2.644720,1.520053,-22.833908,-50.000000,10.000000,246.451663,1.000000,-22.833908,-22.842810
7,L5,0.934307,0.000000,2.644720,0.360754,-20.819790,-50.000000,10.000000,246.451663,0.275992,-30.043767,-29.994425
8,Mi1,1.382385,0.000000,2.644720,1.261744,-21.951596,-50.000000,10.000000,246.451663,0.000000,-32.700499,-32.577865
9,Tm3,0.336451,0.000000,2.644720,2.556031,-24.459738,-50.000000,10.000000,246.451663,0.000000,-22.216825,-21.655346
10,Mi4,0.831205,0.000000,2.644720,2.704453,-27.433273,-50.000000,10.000000,246.451663,0.000000,-18.160924,-17.967994
11,Mi9,0.710564,0.000000,2.644720,4.197341,-20.033948,-50.000000,10.000000,246.451663,0.000000,-7.736590,-7.511095
12,T4a,1.004156,0.000000,2.644720,2.757691,-12.564526,-50.000000,10.000000,246.451663,0.000000,-19.994108,-19.876852
13,T4b,0.991383,0.000000,2.644720,7.664438,-15.818490,-50.000000,10.000000,246.451663,0.000000,-53.066387,-53.978914
14,T4c,1.026343,0.000000,2.644720,3.396672,-17.596966,-50.000000,10.000000,246.451663,0.000000,-15.405019,-15.164648
15,T4d,0.979401,0.000000,2.644720,5.771052,-25.268185,-50.000000,10.000000,246.451663,0.000000,-29.760262,-29.846575
16,Tm1,1.358600,0.000000,2.644720,1.885277,-25.710769,-50.000000,10.000000,246.451663,0.000000,-2.463274,-2.605116
17,Tm2,0.620006,0.000000,2.644720,2.233535,-12.153131,-50.000000,10.000000,246.451663,0.000000,-20.083378,-20.294121
18,Tm4,0.661109,0.000000,2.644720,3.849335,-12.925018,-50.000000,10.000000,246.451663,0.000000,-5.514623,-6.130967
19,Tm9,0.264686,0.000000,2.644720,5.920771,-13.488227,-50.000000,10.000000,246.451663,0.000000,-18.034973,-18.223065
20,T5a,0.964069,0.000000,2.644720,4.386140,-21.431198,-50.000000,10.000000,246.451663,0.000000,-2.010234,-3.317481
21,T5b,0.975649,0.000000,2.644720,6.954274,-18.146208,-50.000000,10.000000,246.451663,0.000000,1.231676,0.442300
22,T5c,0.984480,0.000000,2.644720,9.171432,-9.859444,-50.000000,10.000000,246.451663,0.000000,92.647856,92.457074
23,T5d,0.972441,0.000000,2.644720,9.566272,-27.036360,-50.000000,10.000000,246.451663,0.000000,-7.990450,-9.538059
24,T1,1.014218,0.000000,2.644720,3.920313,-14.692048,-50.000000,10.000000,246.451663,0.000000,-32.920135,-33.122568
25,T2,0.951352,0.000000,2.644720,2.840335,-21.410101,-50.000000,10.000000,246.451663,0.000000,47.824900,46.968149
26,T2a,0.970022,0.000000,2.644720,8.646734,-28.864076,-50.000000,10.000000,246.451663,0.000000,41.452119,40.756362
27,T3,1.007173,0.000000,2.644720,3.039063,-21.884607,-50.000000,10.000000,246.451663,0.000000,80.504692,81.624000
28,C2,1.037886,0.000000,2.644720,1.692761,-17.734352,-50.000000,10.000000,246.451663,0.000000,-21.357699,-21.342799
29,C3,1.038698,0.000000,2.644720,1.559090,-20.875085,-50.000000,10.000000,246.451663,0.000000,-9.141820,-8.752496
30,Lawf1,1.034570,0.000000,2.644720,1.889702,-27.447040,-50.000000,10.000000,246.451663,0.000000,38.525450,46.383569
31,Lawf2,0.999247,0.000000,2.644720,1.633652,-20.461947,-50.000000,10.000000,246.451663,0.000000,-15.902954,-15.141740
32,Dm3v,0.990050,0.000000,2.644720,4.187383,-22.387170,-50.000000,10.000000,246.451663,0.000000,25.501217,26.005498
33,Lai,0.969860,0.000000,2.644720,2.376738,-19.232025,-50.000000,10.000000,246.451663,0.000000,-29.398817,-28.508481
34,Mi10,0.984859,0.000000,2.644720,3.151458,-33.017373,-50.000000,10.000000,246.451663,0.000000,-26.719718,-25.112302
35,Mi13,0.962344,0.000000,2.644720,1.194802,-27.064112,-50.000000,10.000000,246.451663,0.000000,-20.409055,-19.305858
36,Mi14,1.026500,0.000000,2.644720,2.880328,-24.946289,-50.000000,10.000000,246.451663,0.000000,-2.089672,-0.952997
37,Mi15,1.012849,0.000000,2.644720,3.445747,-16.702411,-50.000000,10.000000,246.451663,0.000000,-18.624689,-18.590961
38,Mi2,1.044085,0.000000,2.644720,4.825950,-23.961835,-50.000000,10.000000,246.451663,0.000000,6.383192,7.074374
39,Tm16,0.960699,0.000000,2.644720,4.083616,-16.326720,-50.000000,10.000000,246.451663,0.000000,-33.019495,-33.351608
40,Tm20,0.990715,0.000000,2.644720,4.142023,-16.138319,-50.000000,10.000000,246.451663,0.000000,-21.488938,-21.542622
41,Tm21,0.974742,0.000000,2.644720,8.285655,-25.604534,-50.000000,10.000000,246.451663,0.000000,-15.886691,-15.989544
42,Tm27,1.042332,0.000000,2.644720,6.829165,-22.443307,-50.000000,10.000000,246.451663,0.000000,-35.748976,-36.592705
43,Tm5a,1.036200,0.000000,2.644720,10.000000,-13.320575,-50.000000,10.000000,246.451663,0.000000,-39.579951,-39.903517
44,Tm5b,0.993837,0.000000,2.644720,4.462587,-21.298232,-50.000000,10.000000,246.451663,0.000000,-38.595902,-38.320265
45,Tm5c,1.023401,0.000000,2.644720,5.292335,-16.630506,-50.000000,10.000000,246.451663,0.000000,-2.060886,-1.522963
46,Tm5f,1.036896,0.000000,2.644720,5.007182,-28.094599,-50.000000,10.000000,246.451663,0.000000,63.044779,62.915569
47,TmY10,0.992967,0.000000,2.644720,9.991267,-14.501513,-50.000000,10.000000,246.451663,0.000000,-38.966164,-39.278698
48,TmY11,0.974605,0.000000,2.644720,7.282074,-10.536960,-50.000000,10.000000,246.451663,0.000000,-21.551628,-21.528732
49,TmY14,0.994550,0.000000,2.644720,3.947632,-16.017589,-50.000000,10.000000,246.451663,0.000000,-38.615228,-44.706356
50,TmY15,1.000054,0.000000,2.644720,3.166505,-30.452125,-50.000000,10.000000,246.451663,0.000000,103.286435,106.817216
51,TmY3,0.956079,0.000000,2.644720,4.557328,-26.968495,-50.000000,10.000000,246.451663,0.000000,42.796834,42.348998
52,TmY4,0.991428,0.000000,2.644720,8.086916,-16.674600,-50.000000,10.000000,246.451663,0.000000,-30.981685,-31.541641
53,TmY5a,0.984641,0.000000,2.644720,5.266954,-32.455337,-50.000000,10.000000,246.451663,0.000000,12.373958,14.644189
54,TmY9q,0.991589,0.000000,2.644720,4.725550,-28.259257,-50.000000,10.000000,246.451663,0.000000,55.920824,57.055252
55,TmY9q__perp,1.009697,0.000000,2.644720,3.342346,-41.983778,-50.000000,10.000000,246.451663,0.000000,56.094482,57.366722
