idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,2.436088,18.935745,1.034982,0.414309,31.096868,10000.000000,0.000000,1.000000
1,R7,1.000000,10.000000,-18.080363,0.996840,0.065766,23.914538,9977.456043,0.000000,1.000000
2,R8,1.000000,0.553720,-1.021915,0.977176,-0.121588,52.109418,9999.920821,0.000000,1.000000
3,L1,1.000000,2.265050,-0.003479,2.216487,1.235571,43.585560,216.005405,0.000000,1.565416
4,L2,1.000000,1.795576,2.217997,1.033511,1.151597,33.852428,217.816887,0.000000,1.580677
5,L3,1.000000,2.877898,-1.111271,1.097228,-1.464981,33.251389,9988.261402,0.000000,1.000000
6,L4,1.000000,1.652967,0.221456,0.725615,1.353511,65.821166,219.432123,0.000000,5.596100
7,L5,1.000000,4.798349,0.268516,4.261083,-1.868017,61.519646,212.761310,0.000000,3.371481
8,Mi1,1.000000,4.920991,0.013675,1.095827,-0.394656,53.018342,9985.567954,0.000000,1.000000
9,Mi4,1.000000,1.975594,0.239074,0.582343,-0.011665,28.113934,9977.477291,0.000000,1.000000
10,Mi9,1.000000,10.000000,0.042895,0.868646,-0.200609,35.200196,9980.058584,0.000000,1.000000
11,T1,1.000000,0.100000,-1.061097,0.965800,0.086344,50.501709,9999.863476,0.000000,1.000000
12,T2,1.000000,6.091830,-0.625197,1.014323,0.409033,35.220657,9988.047479,0.000000,1.000000
13,T2a,1.000000,4.036582,-0.295468,0.953667,0.417185,29.228698,9982.304102,0.000000,1.000000
14,T3,1.000000,4.172208,-0.276704,0.985103,-0.370348,27.386728,9972.542836,0.000000,1.000000
15,T4a,1.000000,2.699255,0.045228,0.998271,-0.217274,39.731375,9987.426008,0.000000,1.000000
16,T4b,1.000000,5.030095,-0.577380,1.027655,-0.454097,32.889771,9988.108965,0.000000,1.000000
17,T4c,1.000000,1.234684,-1.673529,1.009369,0.237898,42.549919,9987.598918,0.000000,1.000000
18,T4d,1.000000,8.250606,-1.969724,0.993074,-0.132628,29.438882,9993.549713,0.000000,1.000000
19,T5a,1.000000,0.936380,-0.716116,1.035451,-0.425887,47.965917,9994.604475,0.000000,1.000000
20,T5b,1.000000,2.832804,2.827983,1.019507,-0.119345,61.730812,10000.000000,0.000000,1.000000
21,T5c,1.000000,1.222945,-0.651368,0.978182,-0.415000,51.107235,10000.000000,0.000000,1.000000
22,T5d,1.000000,4.599870,4.494929,1.008693,-0.260991,33.276200,9973.640818,0.000000,1.000000
23,Tm1,1.000000,2.424271,0.456414,0.419567,1.013368,25.176382,9998.552507,0.000000,1.000000
24,Tm2,1.000000,10.000000,-3.490184,0.631136,1.804782,22.078763,9991.376024,0.000000,1.000000
25,Tm20,1.000000,8.221953,0.232074,1.008161,-0.468505,62.189218,9991.452190,0.000000,1.000000
26,Tm21,1.000000,10.000000,-0.035556,0.953485,0.491141,25.476999,10000.000000,0.000000,1.000000
27,Tm3,1.000000,2.133415,-1.158959,0.171425,0.344562,28.328626,9982.454968,0.000000,1.000000
28,Tm4,1.000000,4.610397,-1.282623,0.217149,0.263037,23.123300,9983.252119,0.000000,1.000000
29,Tm9,1.000000,0.100000,-2.484892,1.605135,1.103936,71.811842,9977.389476,0.000000,1.000000
30,C2,1.000000,0.340272,-0.576222,1.022047,0.487651,48.823656,9990.349646,0.000000,1.000000
31,C3,1.000000,5.895583,-0.059306,1.002686,0.234072,38.278228,9994.578384,0.000000,1.000000
32,Lawf1,1.000000,5.673761,0.836668,1.006684,0.170217,26.355001,9993.304798,0.000000,1.000000
33,Lawf2,1.000000,0.381065,-1.081871,1.005705,0.105218,49.778133,9993.004352,0.000000,1.000000
