N,ref
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-1.912832583320127711e+01
1.295000000000000000e+03,-5.534384910551570158e+01
1.295000000000000000e+03,-2.347284564775362270e+01
1.295000000000000000e+03,-4.895362881073711492e+01
1.295000000000000000e+03,-3.338908357151877482e+01
1.295000000000000000e+03,-1.773638011483936694e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-2.689127509134765859e+01
1.295000000000000000e+03,-3.753562648704696159e+01
1.295000000000000000e+03,-2.831967659980550422e+01
1.295000000000000000e+03,-1.836889870875156561e+01
1.295000000000000000e+03,-4.897535661850604072e+01
1.295000000000000000e+03,-1.972686898285031276e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-4.532786897041925300e+01
1.295000000000000000e+03,-4.429834048590286244e+01
1.295000000000000000e+03,-5.583486028020367797e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-3.215866367780446922e+01
1.295000000000000000e+03,-3.154976055958570669e+01
1.295000000000000000e+03,-3.150339283510620092e+01
1.295000000000000000e+03,-1.958467085542473640e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-2.700110313328783107e+01
1.295000000000000000e+03,-3.542840851696301741e+01
1.295000000000000000e+03,-3.104913933839674911e+01
1.295000000000000000e+03,-2.263310440307721905e+01
1.295000000000000000e+03,-4.861382375957435187e+01
1.295000000000000000e+03,-5.301345005599768712e+01
1.295000000000000000e+03,-5.445882250679678549e+01
1.295000000000000000e+03,-5.217373092529336986e+01
1.295000000000000000e+03,-4.355607234108856574e+01
1.295000000000000000e+03,-4.137019860833714802e+01
1.295000000000000000e+03,-2.784122536807357662e+01
1.295000000000000000e+03,-5.094922703599839764e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-1.778939765313031174e+01
1.295000000000000000e+03,-3.405718826659931153e+01
1.295000000000000000e+03,-4.173771957306452407e+01
1.295000000000000000e+03,-3.315851847451011025e+01
1.295000000000000000e+03,-2.910158538499130643e+01
1.295000000000000000e+03,-1.472857744334710439e+01
1.295000000000000000e+03,-3.129438472971866503e+01
1.295000000000000000e+03,-2.591258994210244282e+01
1.295000000000000000e+03,-1.282945131174781750e+01
1.295000000000000000e+03,-5.653928269108656224e+01
1.295000000000000000e+03,-1.791676292384742553e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-2.922839071504852626e+01
1.295000000000000000e+03,-4.802445062220641603e+01
1.295000000000000000e+03,-5.608206620421712785e+01
1.295000000000000000e+03,-2.117981118928698336e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-4.503459726671152197e+01
1.295000000000000000e+03,-2.757833008100042349e+01
1.295000000000000000e+03,-1.055273646671063048e+01
1.295000000000000000e+03,-2.259695563646706162e+01
1.295000000000000000e+03,-5.732678156860449548e+01
1.295000000000000000e+03,-5.853139433991994167e+01
1.295000000000000000e+03,-3.400468818152329931e+01
1.295000000000000000e+03,-3.589012906632361677e+01
1.295000000000000000e+03,-3.964393034072976718e+01
1.295000000000000000e+03,-2.460767962093078509e+01
1.295000000000000000e+03,-3.349844270675425406e+01
1.295000000000000000e+03,-2.748760568734104126e+01
1.295000000000000000e+03,-1.214771984263409976e+01
1.295000000000000000e+03,-4.896663273276744377e+01
1.295000000000000000e+03,-3.098219838433191597e+01
1.295000000000000000e+03,-3.059069468586809037e+01
1.295000000000000000e+03,-1.578765160035259285e+01
1.295000000000000000e+03,-3.747171623028280152e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-2.958429018482021178e+01
1.295000000000000000e+03,-2.539068959185306085e+01
1.295000000000000000e+03,-3.280231248829170454e+01
1.295000000000000000e+03,-2.420441829575546322e+01
1.295000000000000000e+03,-2.704929903682395320e+01
1.295000000000000000e+03,-2.436786408573418683e+01
1.295000000000000000e+03,-2.729007753312739837e+01
1.295000000000000000e+03,-2.015812079649314725e+01
1.295000000000000000e+03,-3.234543083340434322e+01
1.295000000000000000e+03,-4.013428114441074257e+01
1.295000000000000000e+03,-2.911337917445203871e+01
1.295000000000000000e+03,-7.451633010506836463e+00
1.295000000000000000e+03,-2.487330731084268010e+01
1.295000000000000000e+03,-2.066455607249332971e+01
1.295000000000000000e+03,-3.110097273445148858e+01
1.295000000000000000e+03,-2.127401032503336253e+01
1.295000000000000000e+03,-2.771726642826181575e+01
1.295000000000000000e+03,-5.687530731233391634e+01
1.295000000000000000e+03,-2.858704968487488429e+01
1.295000000000000000e+03,-2.493490319420759249e+01
1.295000000000000000e+03,-2.585550894144540024e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-2.272581837892543533e+01
1.295000000000000000e+03,-2.174610074196093379e+01
1.295000000000000000e+03,-2.252024025953128472e+01
1.295000000000000000e+03,-4.896048341769704848e+01
1.295000000000000000e+03,-2.596403689581091001e+01
1.295000000000000000e+03,-1.661516029710848841e+01
1.295000000000000000e+03,-2.889542308393536629e+01
1.295000000000000000e+03,-4.897436058866092168e+01
1.295000000000000000e+03,-2.382021630570435633e+01
1.295000000000000000e+03,-1.949912472943793773e+01
1.295000000000000000e+03,-1.525075597287425566e+01
1.295000000000000000e+03,-1.935689054450071112e+01
1.295000000000000000e+03,-1.094349318736206023e+01
1.295000000000000000e+03,-3.365163530373472867e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-3.000035767483064930e+01
1.295000000000000000e+03,-3.008994851062141151e+01
1.295000000000000000e+03,-5.309500709005189378e+01
1.295000000000000000e+03,-2.056849270598856094e+01
1.295000000000000000e+03,-9.400782951832972856e+00
1.295000000000000000e+03,-2.812745698944710782e+01
1.295000000000000000e+03,-3.191319866740786182e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-4.747646152609037529e+01
1.295000000000000000e+03,-4.342240516938176143e+01
1.295000000000000000e+03,-2.608642583897250589e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-5.476030511815742585e+01
1.295000000000000000e+03,-4.893296301081693400e+01
1.295000000000000000e+03,-5.734321144797962511e+00
1.295000000000000000e+03,-2.007631192095162120e+01
1.295000000000000000e+03,-1.505497930503346993e+01
1.295000000000000000e+03,-2.412788787625338927e+01
1.295000000000000000e+03,-3.267064208246047485e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-4.847363670701430749e+01
1.295000000000000000e+03,-5.524172095877636224e+01
1.295000000000000000e+03,-3.300930155271725397e+01
1.295000000000000000e+03,-3.658884699956519171e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-3.322371037270478666e+01
1.295000000000000000e+03,-4.911219538743415569e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-2.842370850641757940e+01
1.295000000000000000e+03,-1.118153570139338449e+01
1.295000000000000000e+03,-3.152309291418325543e+01
1.295000000000000000e+03,-2.572096470719510819e+01
1.295000000000000000e+03,-3.448867141368938860e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-1.142106487593749620e+01
1.295000000000000000e+03,-4.253722722802822176e+01
1.295000000000000000e+03,-4.866475445969890501e+01
1.295000000000000000e+03,-4.880304767244474107e+01
1.295000000000000000e+03,-3.740897338911685210e+01
1.295000000000000000e+03,-2.513261787810168002e+01
1.295000000000000000e+03,-3.815590381327010761e+01
1.295000000000000000e+03,-3.598217307093807449e+01
1.295000000000000000e+03,-4.898120414439119941e+01
1.295000000000000000e+03,-2.180290153094727756e+01
1.295000000000000000e+03,-3.757804385539051850e+01
1.295000000000000000e+03,-4.105109611003457815e+01
1.295000000000000000e+03,-1.368425660329545401e+01
1.295000000000000000e+03,-3.098430914207887810e+01
1.295000000000000000e+03,-2.932607465649485334e+01
1.295000000000000000e+03,-3.312903943662118422e+01
1.295000000000000000e+03,-5.101910689306470914e+01
1.295000000000000000e+03,-3.335737128949827479e+01
1.295000000000000000e+03,-4.898668717648940429e+01
1.295000000000000000e+03,-5.623670324428704248e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-2.373851614700583212e+01
1.295000000000000000e+03,-1.944833290114220503e+01
1.295000000000000000e+03,-3.746083145247558122e+01
1.295000000000000000e+03,-1.794761014617380823e+01
1.295000000000000000e+03,-2.493736246979660010e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-1.641067983341225656e+01
1.295000000000000000e+03,-3.000035851229529982e+01
1.295000000000000000e+03,-2.815717867792983853e+01
1.295000000000000000e+03,-3.626931108900715373e+01
1.295000000000000000e+03,-2.571681952201753774e+01
1.295000000000000000e+03,-3.283409939513033038e+01
1.295000000000000000e+03,-4.192898035344975227e+01
1.295000000000000000e+03,-3.728230053680994871e+01
1.295000000000000000e+03,-3.543046351446776754e+01
1.295000000000000000e+03,-6.041853175465397641e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-4.008378322035534325e+01
1.295000000000000000e+03,-3.947892695571844257e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-4.582106943102747465e+01
1.295000000000000000e+03,-2.528263107545078370e+01
1.295000000000000000e+03,-2.253831881607796106e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-1.619105477112348623e+01
1.295000000000000000e+03,-1.706693330134664066e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-3.204509494232241451e+01
1.295000000000000000e+03,-4.896896175540594243e+01
1.295000000000000000e+03,-2.312779562619811102e+01
1.295000000000000000e+03,-4.485910810520118019e+01
1.295000000000000000e+03,-2.870137221279992090e+01
1.295000000000000000e+03,-2.734854226527504295e+01
1.295000000000000000e+03,-5.332893682002725910e+01
1.295000000000000000e+03,-3.776953662498767983e+01
1.295000000000000000e+03,-1.383401544868757860e+01
1.295000000000000000e+03,-2.596832601006741115e+01
1.295000000000000000e+03,-3.274213507777083265e+01
1.295000000000000000e+03,-3.118475717934747848e+01
1.295000000000000000e+03,-2.546412453965712785e+01
1.295000000000000000e+03,-4.840633332193015548e+01
1.295000000000000000e+03,-2.070203577596830158e+01
1.295000000000000000e+03,-3.000036224108810501e+01
1.295000000000000000e+03,-3.179625728141871477e+01
1.295000000000000000e+03,-3.000035851615773907e+01
1.295000000000000000e+03,-1.792707453531007999e+01
1.295000000000000000e+03,-4.864759306833242647e+01
1.295000000000000000e+03,-2.130836448513572989e+01
1.295000000000000000e+03,-2.692585140239233255e+01
1.295000000000000000e+03,-5.643702854623965948e+01
1.295000000000000000e+03,-1.735991055481295220e+01
1.295000000000000000e+03,-2.985849581462642632e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-2.911736760410495606e+01
1.295000000000000000e+03,-5.995228343445960562e+00
1.295000000000000000e+03,-3.382598713546173030e+01
1.295000000000000000e+03,-3.409347378394942041e+01
1.295000000000000000e+03,-7.637716327397304994e+00
1.295000000000000000e+03,-3.564335945013279172e+01
1.295000000000000000e+03,-2.396062191019380805e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-2.888733407676367904e+01
1.295000000000000000e+03,-5.324626771412378190e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-3.003875174660857184e+01
1.295000000000000000e+03,-1.457354452909147291e+01
1.295000000000000000e+03,-2.046552203530952241e+01
1.295000000000000000e+03,-2.528559923224867134e+01
1.295000000000000000e+03,-5.118279822132463153e+01
1.295000000000000000e+03,-3.833985566733473860e+01
1.295000000000000000e+03,-4.886076506315750834e+01
1.295000000000000000e+03,-2.550598172574195388e+01
1.295000000000000000e+03,-2.617377809931984700e+01
1.295000000000000000e+03,-3.405765583088621895e+01
1.295000000000000000e+03,-1.720679695515589813e+01
1.295000000000000000e+03,-1.854709459614334577e+01
1.295000000000000000e+03,-3.069366003709787094e+01
1.295000000000000000e+03,-2.779478765693316689e+01
1.295000000000000000e+03,-1.846949331820835027e+01
1.295000000000000000e+03,-3.671205314129981900e+01
1.295000000000000000e+03,-2.456610964183094836e+01
1.295000000000000000e+03,-3.000036184400767070e+01
1.295000000000000000e+03,-2.274274691171842377e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-1.551609746224221986e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-3.178379980275876804e+01
1.295000000000000000e+03,-3.997235254860809306e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-3.482320640007451829e+01
1.295000000000000000e+03,-3.963310384273456322e+01
1.295000000000000000e+03,-2.509532366007561777e+01
1.295000000000000000e+03,-2.766040365410851720e+01
1.295000000000000000e+03,-1.987417887306343900e+01
1.295000000000000000e+03,-2.518059163546049106e+01
1.295000000000000000e+03,-3.353907540153682731e+01
1.295000000000000000e+03,-3.262569444508871186e+01
1.295000000000000000e+03,-3.209774182287155497e+01
1.295000000000000000e+03,-1.611044311366433845e+01
1.295000000000000000e+03,-3.230289801615704448e+01
1.295000000000000000e+03,-1.783738412169186560e+01
1.295000000000000000e+03,-3.626538719584309511e+00
1.295000000000000000e+03,-5.382282520538290527e+01
1.295000000000000000e+03,-5.993893842460297350e+01
1.295000000000000000e+03,-4.828866904383642833e+01
1.295000000000000000e+03,-3.001746998768846453e+01
1.295000000000000000e+03,-2.642191578494682602e+01
1.295000000000000000e+03,-1.637710016091154586e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-3.235551320598755609e+01
1.295000000000000000e+03,-2.799261029990429606e+01
1.295000000000000000e+03,-3.241547021916792914e+01
1.295000000000000000e+03,-1.381074053175777827e+01
1.295000000000000000e+03,-1.748816543400790735e+01
1.295000000000000000e+03,-3.766405807532758132e+01
1.295000000000000000e+03,-2.805653884310703461e+01
1.295000000000000000e+03,-2.344742551888711546e+01
1.295000000000000000e+03,-4.838923394656473675e+01
1.295000000000000000e+03,-2.341237955630041512e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-3.671908574363304467e+01
1.295000000000000000e+03,-1.767351874820582580e+01
1.295000000000000000e+03,-2.160421044361642728e+01
1.295000000000000000e+03,-2.766083515346178601e+01
1.295000000000000000e+03,-3.273648650700357621e+01
1.295000000000000000e+03,-5.353343747481913084e+01
1.295000000000000000e+03,-1.925222071380372313e+01
1.295000000000000000e+03,-2.906146118326324057e+01
1.295000000000000000e+03,-2.283878149131699331e+01
1.295000000000000000e+03,-1.789445911042481541e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-3.361616425022816657e+01
1.295000000000000000e+03,-4.864103070745080259e+01
1.295000000000000000e+03,-5.668454272955121098e+01
1.295000000000000000e+03,-2.500791245294099596e+01
1.295000000000000000e+03,-2.550598172574195388e+01
1.295000000000000000e+03,-2.880073099593602493e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-2.419108558178414370e+01
1.295000000000000000e+03,-3.435288111210294204e+01
1.295000000000000000e+03,-3.198390303769265230e+01
1.295000000000000000e+03,-4.298543030760205141e+01
1.295000000000000000e+03,-2.163143021690718371e+01
1.295000000000000000e+03,-5.544557444318119366e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-4.897096854811941569e+01
1.295000000000000000e+03,-2.063820196245474747e+01
1.295000000000000000e+03,-5.685440517199142363e+01
1.295000000000000000e+03,-5.459273455474024672e+01
1.295000000000000000e+03,-3.316499446240297289e+01
1.295000000000000000e+03,-1.753289335852338127e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-3.193194040994035632e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-2.894009116270581927e+01
1.295000000000000000e+03,-3.000035763028787983e+01
1.295000000000000000e+03,-3.459772950983995798e+01
1.295000000000000000e+03,-2.470785204737899576e+01
1.295000000000000000e+03,-2.954479634027232393e+01
1.295000000000000000e+03,-2.794582355476175195e+01
1.295000000000000000e+03,-3.189470352191251479e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-2.970208231835350787e+01
1.295000000000000000e+03,-3.464879407172880832e+01
1.295000000000000000e+03,-3.758068414438064053e+01
1.295000000000000000e+03,-3.656852196674176980e+01
1.295000000000000000e+03,-3.492552112005724041e+01
1.295000000000000000e+03,-2.610386901315249020e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-5.789857586745552709e+01
1.295000000000000000e+03,-2.475093311911060923e+01
1.295000000000000000e+03,-4.100461648979339202e+01
1.295000000000000000e+03,-5.635897288428769514e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-2.831126204811861058e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-3.243741568948480847e+01
1.295000000000000000e+03,-1.373000351253419282e+01
1.295000000000000000e+03,-1.051509542158550659e+01
1.295000000000000000e+03,-2.995175407738613771e+01
1.295000000000000000e+03,-3.320555355062391101e+01
1.295000000000000000e+03,-3.009801576386697874e+01
1.295000000000000000e+03,-2.080520013182582417e+01
1.295000000000000000e+03,-2.704468895817917584e+01
1.295000000000000000e+03,-3.112627258177104395e+01
1.295000000000000000e+03,-3.630957360692213598e+01
1.295000000000000000e+03,-4.973906725507514182e+01
1.295000000000000000e+03,-1.635164492615498943e+01
1.295000000000000000e+03,-4.896068017000716566e+01
1.295000000000000000e+03,-2.437988557309131465e+01
1.295000000000000000e+03,-3.110796800032675691e+01
1.295000000000000000e+03,-1.510071075703271681e+01
1.295000000000000000e+03,-4.866893065022723874e+01
1.295000000000000000e+03,-2.313769560402725034e+01
1.295000000000000000e+03,-2.658590014195825546e+01
1.295000000000000000e+03,-3.350535639081113715e+01
1.295000000000000000e+03,-1.934811541339194818e+01
1.295000000000000000e+03,-3.178319323449587230e+01
1.295000000000000000e+03,-2.486201805913248108e+01
1.295000000000000000e+03,-4.405173401480188744e+01
1.295000000000000000e+03,-2.364490552333449358e+01
1.295000000000000000e+03,-3.046965703966556305e+01
1.295000000000000000e+03,-5.680713241698131100e+01
1.295000000000000000e+03,-2.554950962175860241e+01
1.295000000000000000e+03,-1.581706188202262986e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-4.388994954860883269e+01
1.295000000000000000e+03,-2.172132598924788383e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-2.649293695976789920e+01
1.295000000000000000e+03,-4.006578834539889300e+01
1.295000000000000000e+03,-3.878644250768865476e+01
1.295000000000000000e+03,-3.000020031172292079e+01
1.295000000000000000e+03,-3.360947117588288791e+01
1.295000000000000000e+03,-2.412502904917722546e+01
1.295000000000000000e+03,-3.756620590753515643e+01
1.295000000000000000e+03,-1.731131485531187408e+01
1.295000000000000000e+03,-5.046383390174681693e+01
1.295000000000000000e+03,-1.651639586646953717e+01
1.295000000000000000e+03,-4.794235974119556687e+01
1.295000000000000000e+03,-4.819026791398152909e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-5.626822464559232628e+01
1.295000000000000000e+03,-9.586935038207000659e+00
1.295000000000000000e+03,-1.705883134143473612e+01
1.295000000000000000e+03,-3.764675654551302841e+01
1.295000000000000000e+03,-3.015811432687914717e+01
1.295000000000000000e+03,-3.828655758389107433e+01
1.295000000000000000e+03,-1.694745019138833086e+01
1.295000000000000000e+03,-2.490058112160986070e+01
1.295000000000000000e+03,-2.072119354718166662e+01
1.295000000000000000e+03,-3.014211436856014004e+01
1.295000000000000000e+03,-3.073130302318779528e+01
1.295000000000000000e+03,-4.263360391306740382e+01
1.295000000000000000e+03,-2.468576136053041736e+01
1.295000000000000000e+03,-4.896302789535121747e+01
1.295000000000000000e+03,-2.039989005861827920e+01
1.295000000000000000e+03,-2.417637408726650250e+01
1.295000000000000000e+03,-3.152230443512605262e+01
1.295000000000000000e+03,-2.643363500721560300e+01
1.295000000000000000e+03,-4.896150017997246806e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-2.769615758075548939e+01
1.295000000000000000e+03,-2.663144779508134619e+01
1.295000000000000000e+03,-3.313363515478500432e+01
1.295000000000000000e+03,-1.139502760613017429e+01
1.295000000000000000e+03,-2.691381826097643426e+01
1.295000000000000000e+03,-1.437413661946836108e+01
1.295000000000000000e+03,-5.683453518233115176e+01
1.295000000000000000e+03,-3.177571016250832869e+01
1.295000000000000000e+03,-1.635609605044148296e+01
1.295000000000000000e+03,-2.085015457292956143e+01
1.295000000000000000e+03,-3.001049557048734684e+01
1.295000000000000000e+03,-1.977626916470660134e+01
1.295000000000000000e+03,-3.839728146461526137e+01
1.295000000000000000e+03,-3.325585539772480104e+01
1.295000000000000000e+03,-3.059575416441348850e+01
1.295000000000000000e+03,-2.743085895567505617e+01
1.295000000000000000e+03,-2.618284785792805636e+01
1.295000000000000000e+03,-5.889636735650802279e+01
1.295000000000000000e+03,-3.233504738099583165e+01
1.295000000000000000e+03,-3.110351433866800619e+01
1.295000000000000000e+03,-4.883547225919203782e+01
1.295000000000000000e+03,-3.574601506167680753e+01
1.295000000000000000e+03,-1.274129800078525143e+01
1.295000000000000000e+03,-2.571248610497718090e+01
1.295000000000000000e+03,-3.363587297186844438e+01
1.295000000000000000e+03,-3.451203367733289440e+01
1.295000000000000000e+03,-3.160060440011240246e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-2.209896955096046511e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-2.690730006152487519e+01
1.295000000000000000e+03,-2.074846279540783911e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-2.952913093923445231e+01
1.295000000000000000e+03,-4.791996425565185547e+01
1.295000000000000000e+03,-2.215325647906500706e+01
1.295000000000000000e+03,-2.659331245741877225e+01
1.295000000000000000e+03,-1.960462700664506741e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-3.248078260910309467e+01
1.295000000000000000e+03,-3.198365895069431275e+01
1.295000000000000000e+03,-2.367371114724254255e+01
1.295000000000000000e+03,-3.154613892621290105e+01
1.295000000000000000e+03,-3.217868456280886136e+01
1.295000000000000000e+03,-1.775339503383350248e+01
1.295000000000000000e+03,-4.819886721723226231e+01
1.295000000000000000e+03,-3.849600957546006441e+01
1.295000000000000000e+03,-4.134290493726258120e+01
1.295000000000000000e+03,-4.802711858369620757e+01
1.295000000000000000e+03,-4.875475602773327211e+01
1.295000000000000000e+03,-2.132382195238751876e+01
1.295000000000000000e+03,-5.461526840086825985e+01
1.295000000000000000e+03,-3.561679169043436843e+01
1.295000000000000000e+03,-2.739799207683674709e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-1.987535658406031658e+01
1.295000000000000000e+03,-4.866119566869662094e+01
1.295000000000000000e+03,-3.236448212028712135e+01
1.295000000000000000e+03,-2.420021679014791616e+01
1.295000000000000000e+03,-2.914697882232704629e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-5.604244281818755269e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-5.624026872357996609e+01
1.295000000000000000e+03,-3.000035681192317583e+01
1.295000000000000000e+03,-4.865384703137080891e+01
1.295000000000000000e+03,-3.120343078474340714e+01
1.295000000000000000e+03,-2.181542960086656890e+01
1.295000000000000000e+03,-3.826793489005383719e+01
1.295000000000000000e+03,-3.273637836070729179e+01
