idx,ctype,inp_gain,out_gain,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,C2,0.740017,1.306782,0.929357,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
1,C3,0.100000,1.575334,1.009432,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
2,L1,1.868487,0.127967,0.950234,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
3,L2,0.526326,0.544544,0.906578,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
4,L3,1.119826,0.104224,1.023454,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
5,L4,0.100000,2.474211,0.901606,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
6,L5,0.100000,1.575334,0.913551,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
7,Mi1,0.100000,1.698761,1.094729,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
8,Mi4,0.100000,1.698761,0.928787,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
9,Mi9,0.578331,1.540067,1.007990,52.376233,44.174049,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
10,R1-6,0.100000,1.488159,1.069319,53.249414,52.803497,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
11,R7,1.511087,1.480020,0.990517,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
12,R8,1.612504,1.975014,1.032138,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
13,T1,0.100000,1.784425,1.034894,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
14,T2,1.219043,0.100000,0.951141,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
15,T2a,1.405941,0.332113,1.056519,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
16,T3,1.405941,0.332113,1.047527,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
17,T4a,0.100000,2.043694,0.100000,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
18,T4b,0.578066,0.486797,0.100000,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
19,T4c,1.335531,0.100000,0.100000,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
20,T4d,0.100000,1.630931,0.100000,0.840799,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
21,T5a,1.511087,1.480020,0.958762,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
22,T5b,1.555541,1.740177,1.054381,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
23,T5c,0.100000,1.488159,1.081463,53.249414,52.803497,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
24,T5d,1.511087,1.480020,0.942233,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
25,Tm1,1.390347,1.504010,1.097860,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
26,Tm2,1.868487,0.127967,1.034051,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
27,Tm20,1.219043,0.100000,1.070701,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
28,Tm21,0.100000,1.771161,1.039694,0.910490,0.011619,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
29,Tm3,1.107001,0.100000,1.018261,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
30,Tm4,1.219043,0.100000,0.951045,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
31,Tm9,1.119826,0.104224,0.920485,0.000000,0.000000,-47.380487,-0.200000,-47.094187,-48.185354,-0.200000,-49.172868
