cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_th_ca,a_ca,tau_ca,v_pre,v_onset,v_spot_end,delta_v,v_ca_pre,v_ca_onset,v_ca_spot_end,delta_v_ca,ca_pre,ca_onset,ca_spot_end,delta_ca
13,T4b,1.005905,48.691933,0.085385,0.336577,-0.481467,-49.354240,11.420436,205.248245,0.000000,-50.000000,0.987525,350.348663,-0.692933,-0.693523,-0.693900,-0.000377,48.691936,48.691353,48.690983,-0.000370,48.691936,48.691929,48.691879,-0.000050
14,T4c,0.957760,50.000000,0.085385,0.346383,-0.145130,-49.365879,10.394646,194.008484,0.000000,-50.000000,1.028263,347.762115,-0.291187,-0.291616,-0.291861,-0.000246,51.113739,51.113300,51.113045,-0.000256,51.113739,51.113735,51.113697,-0.000038
15,T4d,0.994391,49.264687,0.085385,2.045727,1.347140,-51.182865,10.000000,193.711090,0.000000,-50.000000,0.958211,347.534058,1.413167,1.413373,1.413492,0.000119,49.264687,49.264885,49.264999,0.000114,49.264687,49.264687,49.264698,0.000011
16,Tm1,1.710068,17.454020,0.085385,0.389131,-0.459422,-49.383785,10.000000,201.492050,0.000000,-49.403511,0.360618,347.727173,-1.003221,-1.004919,-1.005872,-0.000952,17.454031,17.453419,17.453075,-0.000343,17.454031,17.454020,17.453964,-0.000055
17,Tm2,1.583925,19.106180,0.085385,0.369892,-0.370262,-49.393517,10.000000,208.565323,0.000000,-49.403511,0.390380,350.921600,-0.461010,-0.461291,-0.461450,-0.000159,19.106180,19.106070,19.106009,-0.000061,19.106180,19.106180,19.106174,-0.000006
18,Tm4,1.681676,20.637724,0.085385,0.207102,-0.317131,-49.213902,10.000000,190.251129,0.000000,-49.403511,0.424366,351.109283,-0.771630,-0.773067,-0.773877,-0.000810,20.637733,20.637123,20.636780,-0.000343,20.637733,20.637724,20.637669,-0.000055
19,Tm9,1.642728,20.831329,0.085385,0.387888,-0.775333,-49.358284,10.000000,194.714111,0.000000,-49.403511,0.430270,346.546631,-0.988960,-0.989598,-0.989939,-0.000340,20.831329,20.831055,20.830908,-0.000147,20.831329,20.831329,20.831299,-0.000031
20,T5a,0.958858,50.000000,0.085385,0.377726,-0.997344,-49.378277,10.918295,190.528152,0.000000,-50.000000,1.041241,350.983337,-0.960734,-0.960629,-0.960565,0.000064,51.061703,51.061813,51.061878,0.000065,51.061703,51.061703,51.061703,0.000000
21,T5b,1.015164,47.755337,0.085385,0.284710,-0.452398,-49.328838,10.986781,203.514343,0.000000,-50.000000,0.963211,348.912079,-0.420700,-0.420610,-0.420553,0.000056,47.755329,47.755421,47.755474,0.000053,47.755329,47.755329,47.755329,0.000000
22,T5c,0.981009,46.887592,0.085385,0.100000,-0.970458,-48.650909,11.263456,202.775467,0.000000,-50.000000,0.956149,350.023010,-0.962068,-0.962045,-0.962031,0.000014,46.887592,46.887611,46.887627,0.000015,46.887592,46.887592,46.887592,0.000000
23,T5d,1.033280,50.000000,0.085385,1.438117,0.670507,-50.361538,10.122165,201.033463,0.000000,-50.000000,1.042131,349.176208,0.816344,0.816790,0.817043,0.000253,52.957302,52.957767,52.958031,0.000263,52.957302,52.957302,52.957344,0.000042
24,T1,0.961089,46.390934,0.085385,0.356633,-1.005700,-49.387363,10.784336,203.657913,0.000000,-50.000000,0.962034,350.339661,-1.778255,-1.780586,-1.782036,-0.001450,46.390968,46.388729,46.387333,-0.001396,46.390968,46.390930,46.390720,-0.000210
25,T2,0.971814,48.133621,0.085385,0.769467,-0.476544,-49.648514,10.000000,209.446625,0.000000,-50.000000,0.970608,350.333130,-0.408797,-0.408596,-0.408484,0.000111,48.133614,48.133812,48.133919,0.000107,48.133614,48.133614,48.133621,0.000008
26,T2a,0.960361,48.345745,0.085385,0.382616,-0.173277,-49.333614,10.097405,203.977844,0.000000,-50.000000,0.970780,350.735962,-0.199087,-0.199178,-0.199232,-0.000054,48.345741,48.345654,48.345604,-0.000050,48.345741,48.345741,48.345737,-0.000004
27,T3,1.007190,49.790123,0.085385,0.320281,-0.873721,-49.337658,11.248012,205.579041,0.000000,-50.000000,1.012623,350.788239,-0.830555,-0.830436,-0.830361,0.000076,49.790119,49.790241,49.790314,0.000072,49.790119,49.790119,49.790119,0.000000
28,C2,1.013431,48.208897,0.085385,0.314295,-0.323725,-49.316635,11.751534,192.331726,0.000000,-50.000000,0.978564,352.077850,-0.735034,-0.736225,-0.737034,-0.000808,48.208912,48.207745,48.206955,-0.000790,48.208912,48.208893,48.208786,-0.000107
29,C3,1.041120,48.427067,0.085385,1.540503,0.770669,-50.509327,10.143577,190.019287,0.000000,-50.000000,0.956437,350.189026,0.632807,0.632365,0.632112,-0.000253,48.427071,48.426651,48.426407,-0.000244,48.427071,48.427071,48.427040,-0.000031
30,Lawf1,1.006984,48.096802,0.085385,1.399002,-0.224788,-50.232609,11.730995,194.774750,0.000000,-50.000000,0.959420,350.878540,0.131105,0.132041,0.132662,0.000621,48.096786,48.097687,48.098278,0.000591,48.096786,48.096802,48.096886,0.000084
31,Lawf2,0.979404,49.077301,0.085385,0.170468,-1.006858,-49.167679,10.000000,201.852051,0.000000,-50.000000,1.001971,351.310547,-1.019225,-1.019269,-1.019487,-0.000218,49.077297,49.077255,49.077038,-0.000217,49.077297,49.077297,49.077293,-0.000004
32,Dm3v,0.991454,50.000000,0.085385,1.243213,-0.129329,-50.248066,10.000000,198.639542,0.000000,-50.000000,1.019393,349.123108,-0.034331,-0.034039,-0.033874,0.000165,50.934666,50.934959,50.935131,0.000172,50.934666,50.934666,50.934673,0.000008
33,Lai,0.974925,48.086761,0.085385,0.138717,-0.841574,-49.142773,10.000000,207.597305,0.000000,-50.000000,0.994384,351.262543,-1.641594,-1.645856,-1.656099,-0.010243,48.086834,48.082592,48.072418,-0.010174,48.086834,48.086761,48.086121,-0.000641
34,Mi10,1.047155,50.000000,0.085385,0.408160,-0.463739,-49.374378,10.000000,190.635681,0.000000,-50.000000,1.042344,349.512177,-1.095286,-1.097163,-1.098335,-0.001172,50.975555,50.973606,50.972389,-0.001217,50.975555,50.975521,50.975338,-0.000183
35,Mi13,0.974404,50.000000,0.085385,1.504641,0.344430,-50.485008,11.359669,204.399719,0.000000,-50.000000,1.029400,351.834106,0.366450,0.366513,0.366554,0.000041,51.847221,51.847286,51.847328,0.000042,51.847221,51.847221,51.847221,0.000000
36,Mi14,1.009983,48.555771,0.085385,1.493418,0.149144,-50.475857,10.000000,191.197006,0.000000,-50.000000,0.964982,351.393799,0.317775,0.318275,0.318551,0.000276,48.555767,48.556248,48.556515,0.000267,48.555767,48.555767,48.555809,0.000042
37,Mi15,0.994574,47.408737,0.085385,0.308886,-0.993239,-49.309948,10.000000,209.866135,0.000000,-50.000000,0.975399,350.878174,-1.395523,-1.397853,-1.404112,-0.006259,47.408779,47.406506,47.400394,-0.006111,47.408779,47.408737,47.408375,-0.000362
38,Mi2,0.987321,50.000000,0.085385,1.480937,0.162395,-50.406952,10.090952,198.008118,0.000000,-50.000000,1.046690,347.523590,0.246524,0.246781,0.246926,0.000145,52.592522,52.592793,52.592945,0.000153,52.592522,52.592522,52.592525,0.000004
39,Tm16,0.992405,50.000000,0.085385,0.367096,-0.247556,-49.398121,10.000000,198.237640,0.000000,-50.000000,1.048673,348.439117,-1.207596,-1.210469,-1.212002,-0.001533,51.167267,51.164261,51.162643,-0.001617,51.167267,51.167217,51.166939,-0.000278
40,Tm20,1.002204,48.682129,0.085385,0.362737,-0.254327,-49.386509,10.000000,197.277069,0.000000,-50.000000,0.987853,349.663086,-0.719221,-0.721459,-0.726624,-0.005165,48.682163,48.679955,48.674850,-0.005104,48.682163,48.682121,48.681793,-0.000328
41,Tm21,1.032740,49.759583,0.085385,1.336941,0.760763,-50.329792,10.000000,192.602325,0.000000,-50.000000,0.981611,349.415100,0.691756,0.691541,0.691423,-0.000119,49.759583,49.759373,49.759254,-0.000118,49.759583,49.759583,49.759563,-0.000019
42,Tm27,1.044068,47.803272,0.085385,0.417979,-0.737926,-49.408611,10.750688,202.918243,0.000000,-50.000000,0.973738,352.010895,-0.907476,-0.907978,-0.908293,-0.000315,47.803276,47.802784,47.802479,-0.000305,47.803276,47.803272,47.803223,-0.000050
43,Tm5a,1.019713,46.399948,0.085385,0.405444,-1.120970,-49.361122,10.000000,192.391113,0.000000,-50.000000,0.953614,348.716461,-1.343051,-1.344358,-1.349432,-0.005074,46.399975,46.398724,46.393883,-0.004841,46.399975,46.399952,46.399704,-0.000248
44,Tm5b,1.029532,48.691914,0.085385,0.999226,0.102460,-49.951130,10.047329,201.133789,0.000000,-50.000000,0.976148,352.445709,-0.118307,-0.119502,-0.122215,-0.002713,48.691936,48.690765,48.688118,-0.002647,48.691936,48.691914,48.691746,-0.000168
45,Tm5c,1.029073,49.138474,0.085385,0.959511,-0.310073,-49.899811,10.587272,191.272842,0.000000,-50.000000,0.988224,351.604950,-0.275959,-0.276104,-0.278203,-0.002099,49.138470,49.138329,49.136250,-0.002079,49.138470,49.138470,49.138390,-0.000080
46,Tm5f,0.969358,50.000000,0.085385,0.656674,0.045775,-49.555546,11.392548,206.252991,0.000000,-50.000000,1.030682,348.020111,0.020322,0.020251,0.020206,-0.000044,51.555023,51.554955,51.554909,-0.000046,51.555023,51.555023,51.555023,0.000000
47,TmY10,1.036195,50.000000,0.085385,0.458387,-0.267708,-49.446331,10.000610,204.679611,0.000000,-50.000000,1.011850,349.818268,-0.486925,-0.487580,-0.487927,-0.000347,50.099777,50.099117,50.098766,-0.000351,50.099777,50.099773,50.099709,-0.000065
48,TmY11,1.024084,47.559799,0.085385,0.367830,-0.954527,-49.373772,10.519464,201.853256,0.000000,-50.000000,1.018317,348.037109,-3.295579,-3.302260,-3.306091,-0.003832,47.559914,47.553112,47.549210,-0.003902,47.559914,47.559795,47.559166,-0.000629
49,TmY14,0.963223,49.888741,0.085385,0.438066,-0.717689,-49.443211,10.515485,208.971924,0.000000,-50.000000,1.016131,348.635345,-0.903239,-0.903879,-0.904272,-0.000393,49.888744,49.888096,49.887691,-0.000404,49.888744,49.888737,49.888672,-0.000065
50,TmY15,1.028123,49.653748,0.085385,1.157100,-0.156575,-50.060799,10.927032,205.695358,0.000000,-50.000000,0.988495,349.349823,0.231666,0.232759,0.233431,0.000672,49.653732,49.654812,49.655476,0.000664,49.653732,49.653751,49.653843,0.000092
51,TmY3,0.963685,50.000000,0.085385,0.663869,-0.207600,-49.664818,10.642626,191.294617,0.000000,-50.000000,1.031157,348.441620,-0.882443,-0.884351,-0.885450,-0.001099,50.647919,50.645954,50.644817,-0.001137,50.647919,50.647884,50.647697,-0.000187
52,TmY4,1.040143,50.000000,0.085385,0.388371,-1.048445,-49.422276,10.567109,201.285553,0.000000,-50.000000,1.040582,348.905731,-1.206008,-1.206505,-1.206807,-0.000302,50.774166,50.773651,50.773335,-0.000317,50.774166,50.774162,50.774105,-0.000057
53,TmY5a,1.032203,50.000000,0.085385,1.561589,0.293144,-50.511635,10.000000,196.414352,0.000000,-50.000000,0.994040,350.887207,0.586108,0.587015,0.587524,0.000510,50.284641,50.285538,50.286049,0.000511,50.284641,50.284657,50.284740,0.000084
54,TmY9q,0.953734,50.000000,0.085385,0.220599,-0.791652,-49.241154,10.310812,198.191025,0.000000,-50.000000,1.019223,350.862793,-0.764264,-0.764184,-0.764139,0.000046,50.182186,50.182274,50.182316,0.000042,50.182186,50.182186,50.182186,0.000000
55,TmY9q__perp,1.017267,47.945442,0.085385,0.501840,-0.326548,-49.454086,10.330106,209.738571,0.000000,-50.000000,0.964267,350.212891,-0.277851,-0.277705,-0.277621,0.000084,47.945442,47.945583,47.945667,0.000084,47.945442,47.945442,47.945442,0.000000
