idx,ctype,inp_gain,out_gain,Ih_gmax,out_scale,Ih_midv,Ih_slope,tau_midv
0,R1,0.606382,0.601081,0.000000,1.000000,-49.044043,-0.200000,-50.703140
1,R2,0.612219,0.677913,0.000000,1.000000,-49.044043,-0.200000,-50.703140
2,R3,0.652001,0.791100,0.000000,1.000000,-49.044043,-0.200000,-50.703140
3,R4,0.702469,0.704798,0.000000,1.000000,-49.044043,-0.200000,-50.703140
4,R5,0.553276,0.771115,0.000000,1.000000,-49.044043,-0.200000,-50.703140
5,R6,0.600394,0.791242,0.000000,1.000000,-49.044043,-0.200000,-50.703140
6,R7,0.326627,0.640611,0.000000,1.000000,-49.044043,-0.200000,-50.703140
7,R8,0.241685,0.699984,0.000000,1.000000,-49.044043,-0.200000,-50.703140
8,L1,0.682110,0.418938,52.082309,0.801689,-49.044043,-0.200000,-50.703140
9,L2,0.401916,0.209537,49.675975,0.834389,-49.044043,-0.200000,-50.703140
10,L3,0.605776,0.617092,0.000000,1.199361,-49.044043,-0.200000,-50.703140
11,L4,0.631771,0.617230,0.159156,1.198206,-49.044043,-0.200000,-50.703140
12,L5,0.678686,0.611202,48.107957,1.199270,-49.044043,-0.200000,-50.703140
13,Lawf1,0.391652,0.352159,0.000000,1.000000,-49.044043,-0.200000,-50.703140
14,Lawf2,0.343461,0.340931,0.000000,1.000000,-49.044043,-0.200000,-50.703140
15,Am,0.257366,0.411040,0.000000,1.000000,-49.044043,-0.200000,-50.703140
16,C2,0.315367,0.382993,0.000000,1.000000,-49.044043,-0.200000,-50.703140
17,C3,0.643854,0.693144,0.000000,1.000000,-49.044043,-0.200000,-50.703140
18,CT1(Lo1),0.335792,0.299704,0.000000,1.000000,-49.044043,-0.200000,-50.703140
19,CT1(M10),0.317206,0.264999,0.000000,1.000000,-49.044043,-0.200000,-50.703140
20,Mi1,0.611420,0.692596,0.000000,1.197630,-49.044043,-0.200000,-50.703140
21,Mi2,0.266217,0.273092,0.000000,1.000000,-49.044043,-0.200000,-50.703140
22,Mi3,0.429472,0.308107,0.000000,1.000000,-49.044043,-0.200000,-50.703140
23,Mi4,0.624904,0.599798,0.000000,1.198186,-49.044043,-0.200000,-50.703140
24,Mi9,0.659671,0.689633,0.000000,1.199814,-49.044043,-0.200000,-50.703140
25,Mi10,0.477395,0.501598,0.000000,1.000000,-49.044043,-0.200000,-50.703140
26,Mi11,0.597989,0.594346,0.000000,1.000000,-49.044043,-0.200000,-50.703140
27,Mi12,0.409421,0.299194,0.000000,1.000000,-49.044043,-0.200000,-50.703140
28,Mi13,0.323538,0.431552,0.000000,1.000000,-49.044043,-0.200000,-50.703140
29,Mi14,0.701362,0.776530,0.000000,1.000000,-49.044043,-0.200000,-50.703140
30,Mi15,0.760456,0.714340,0.000000,1.000000,-49.044043,-0.200000,-50.703140
31,T1,0.285615,0.335536,0.000000,1.000000,-49.044043,-0.200000,-50.703140
32,T2,0.690728,0.560453,0.000000,1.000000,-49.044043,-0.200000,-50.703140
