idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,1.000000,2.464450,-20.000000,1.042164,-0.331700,10.000000,205.855214,0.000000,0.000000,20.036821,20.036821
1,R7,1.000000,7.417892,-20.000000,0.972558,-0.350165,45.020571,209.482011,0.000000,0.000000,19.999128,19.999128
2,R8,1.000000,2.772742,-19.999980,1.021228,-0.099088,10.000000,203.549764,0.000000,0.000000,19.991786,19.991786
3,L1,1.000000,4.675208,4.402643,0.634342,0.030906,10.000000,206.863401,0.000000,0.600000,-0.035361,-0.035363
4,L2,1.000000,4.779525,5.327554,0.697720,-0.016896,10.000000,170.140613,0.000000,0.600000,-0.053199,-0.053201
5,L3,1.000000,10.000000,0.808849,1.363089,-2.077715,40.515191,205.240018,0.000000,0.000000,-0.028307,-0.028306
6,L4,1.000000,10.000000,-2.811326,0.201324,0.219064,10.000000,244.010042,0.000000,1.000000,0.000000,-0.000001
7,L5,1.000000,5.387052,1.300605,1.006333,-0.468756,10.000000,178.497693,0.000000,1.000000,0.000000,-0.000004
8,Mi1,1.000000,6.546344,-6.837797,0.860070,-5.712936,24.608428,203.781284,0.000000,0.000000,-5.632932,-5.632785
9,Tm3,1.000000,6.364178,1.581388,0.827135,-2.286367,10.000000,207.459201,0.000000,0.000000,-2.747455,-2.747704
10,Mi4,1.000000,4.617149,1.277773,1.689427,-2.213899,14.238825,191.980260,0.000000,0.000000,-2.848004,-2.811374
11,Mi9,1.000000,4.654881,3.182038,0.841867,2.433058,21.644463,207.677627,0.000000,0.000000,2.194816,2.196001
12,T4a,1.000000,0.197333,-0.767654,0.970564,0.374061,49.460656,192.922939,0.000000,0.000000,-0.403771,-0.403734
13,T4b,1.000000,0.100000,-1.225386,0.965265,-0.024685,50.226261,202.982022,0.000000,0.000000,-0.263022,-0.262731
14,T4c,1.000000,0.100000,-0.820389,1.040134,-0.254568,53.115897,197.326237,0.000000,0.000000,-0.368360,-0.368187
15,T4d,1.000000,0.176432,-0.548498,1.014604,-0.322084,48.755864,193.567184,0.000000,0.000000,-0.090389,-0.090188
16,Tm1,1.000000,1.023123,8.256998,0.824193,4.903397,10.000000,204.952109,0.000000,0.000000,4.267963,4.267123
17,Tm2,1.000000,9.139283,-7.256884,0.660367,5.266458,10.000000,202.686432,0.000000,0.000000,4.267954,4.267492
18,Tm4,1.000000,6.436863,0.319367,0.392781,0.914002,10.000000,206.990517,0.000000,0.000000,0.309908,0.309326
19,Tm9,1.000000,0.100000,-1.756931,0.686094,2.950348,17.526983,190.626462,0.000000,0.000000,2.179698,2.180441
20,T5a,1.000000,0.100000,-1.714473,1.007716,0.449385,52.464117,204.954277,0.000000,0.000000,0.031268,0.031278
21,T5b,1.000000,3.579129,-2.648440,0.985868,-0.473977,31.483288,191.401921,0.000000,0.000000,0.711734,0.711805
22,T5c,1.000000,9.963519,9.538089,1.035545,0.205633,10.000000,195.084389,0.000000,0.000000,4.536293,4.536682
23,T5d,1.000000,7.825713,-0.717819,1.044858,-0.407672,41.718509,191.188817,0.000000,0.000000,1.955219,1.955398
24,T1,1.000000,2.576889,2.037005,1.020964,-0.267903,10.000000,191.632696,0.000000,0.000000,0.472751,0.472065
25,T2,1.000000,3.686484,1.954884,0.987511,0.195741,25.589406,208.811092,0.000000,0.000000,1.221753,1.228117
26,T2a,1.000000,2.773707,5.332062,0.998501,0.397392,61.065056,196.327518,0.000000,0.000000,2.968040,2.969106
27,T3,1.000000,2.665597,1.875687,0.969405,-0.415017,88.878302,205.694260,0.000000,0.000000,5.838488,5.838944
28,C2,1.000000,7.558250,1.195365,0.979900,-0.024568,10.000000,208.490780,0.000000,0.000000,1.188473,1.188472
29,C3,1.000000,6.540035,4.793296,1.046751,0.229837,10.000000,202.844160,0.000000,0.000000,-6.766928,-6.766922
30,Lawf1,1.000000,4.889224,-0.003065,1.035980,0.389102,10.000000,203.238731,0.000000,0.000000,-0.047389,-0.047579
31,Lawf2,1.000000,0.100000,-1.621983,0.978198,0.383073,49.631723,196.472890,0.000000,0.000000,0.088364,0.088880
32,Dm3v,1.000000,6.293157,2.870897,0.990365,0.274982,83.509988,209.065036,0.000000,0.000000,0.349952,0.350529
33,Lai,1.000000,0.100000,-1.433420,0.955522,0.090838,50.207700,193.687998,0.000000,0.000000,-0.279781,-0.279781
34,Mi10,1.000000,0.353090,-0.563269,0.993784,-0.044131,51.816519,194.108949,0.000000,0.000000,-2.351685,-2.353164
35,Mi13,1.000000,10.000000,1.018689,0.981950,0.498637,62.652639,194.225825,0.000000,0.000000,0.403577,0.403679
36,Mi14,1.000000,6.330774,0.331927,0.979594,-0.278980,31.891468,200.815459,0.000000,0.000000,0.177533,0.189921
37,Mi15,1.000000,0.100000,-1.056975,0.992294,-0.423211,50.287866,201.402250,0.000000,0.000000,-0.281638,-0.281790
38,Mi2,1.000000,10.000000,0.112487,0.988594,0.088790,10.000000,197.078550,0.000000,0.000000,-0.064208,-0.064146
39,Tm16,1.000000,0.202076,-0.713208,1.046249,0.218379,50.503711,202.667274,0.000000,0.000000,-1.038580,-1.032371
40,Tm20,1.000000,0.100000,-2.259158,0.978582,0.074486,52.384987,201.029975,0.000000,0.000000,0.604950,0.606030
41,Tm21,1.000000,6.780314,1.152588,0.971796,-0.316777,10.000000,209.854304,0.000000,0.000000,2.002736,2.002742
42,Tm27,1.000000,10.000000,1.939185,1.020807,0.178911,77.499283,190.901576,0.000000,0.000000,-0.318531,-0.315779
43,Tm5a,1.000000,0.950057,-0.216964,0.966183,0.445905,50.664507,193.022426,0.000000,0.000000,-0.006485,-0.006411
44,Tm5b,1.000000,0.839974,-0.934772,1.037414,-0.294955,50.411306,209.033098,0.000000,0.000000,-0.152048,-0.151371
45,Tm5c,1.000000,10.000000,-2.869959,1.036720,0.446666,95.172278,205.861927,0.000000,0.000000,2.918295,2.918322
46,Tm5f,1.000000,0.100000,-1.136326,1.005208,-0.367443,48.627940,209.031761,0.000000,0.000000,-0.001768,-0.001518
47,TmY10,1.000000,10.000000,0.836960,0.960091,-0.416572,10.000000,207.389216,0.000000,0.000000,0.303813,0.306061
48,TmY11,1.000000,10.000000,2.494567,0.991613,-0.479836,50.206590,205.862392,0.000000,0.000000,-1.224646,-1.192146
49,TmY14,1.000000,10.000000,-2.458942,1.021320,-0.117883,67.447038,200.415709,0.000000,0.000000,1.152123,1.159914
50,TmY15,1.000000,3.883153,-0.234635,0.959685,-0.468579,10.000000,201.648709,0.000000,0.000000,-2.457493,-2.463559
51,TmY3,1.000000,10.000000,0.352798,1.014576,0.317153,73.342723,190.297371,0.000000,0.000000,-0.805610,-0.805512
52,TmY4,1.000000,0.240596,-1.308288,1.004092,0.413435,52.093339,200.675327,0.000000,0.000000,-0.052882,-0.052276
53,TmY5a,1.000000,8.869510,4.317285,1.029174,0.136714,48.554145,208.713348,0.000000,0.000000,7.968193,7.972432
54,TmY9q,1.000000,0.100000,-1.960836,0.996326,-0.436956,48.554453,199.422424,0.000000,0.000000,0.126303,0.128326
55,TmY9q__perp,1.000000,0.120882,-1.430767,1.043263,0.317364,46.402013,202.300098,0.000000,0.000000,0.665857,0.669805
