,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
Mi9,,,,,,5.000000,1.078382,,0.553707,1.420209,,,2.151308,0.500000,0.500000,5.000000,5.000000,0.500000,1.665979,,,,,0.500000,5.000000,4.277291,5.000000,0.500000,0.974968,0.500000,2.712432,,2.861123,3.293680
T1,1.897115,0.905649,0.707157,,0.500000,0.500000,,0.709128,,,0.500000,,,,,,,,,,,,,2.275629,2.492445,0.500000,,,2.755353,,,,,
T2,,,,,,,,5.000000,3.409530,,0.500000,,0.793143,1.037612,1.253422,,,,,,,,,0.500000,0.500000,,5.000000,0.990472,0.500000,,,,,5.000000
T2a,,,,,,,,,1.469335,,,,0.500000,0.599300,5.000000,,,,,,,,,2.566858,,0.500000,1.017343,4.524347,0.551899,,1.489909,,,0.500000
T3,,,,,,,,,,,,,5.000000,0.967832,0.986979,,,,0.988951,,,,,5.000000,,,5.000000,5.000000,,,,0.962925,,5.000000
T4a,,,,,,,,,,,3.139677,,,,,0.722682,0.989274,0.983446,0.996475,1.001005,,,,,,,,,,,,0.500000,,
T4b,,,,,,,,,5.000000,3.324126,3.950137,,,,,0.500000,4.316055,,0.972244,,5.000000,,,,,,,,,,,,,
T4c,,,,,,,,,,,5.000000,,1.030001,,,,,5.000000,,,,0.987778,0.976003,,,,,,,,,,,
T4d,,,,,,,,,0.500000,,,,,,,,,1.011049,0.916146,,,,1.048974,,,,,,,,,,,
T5a,,,,,,,,,,,,,5.000000,,,0.500000,,,,5.000000,1.021041,,,,2.854633,,,,,,,,,
T5b,,,,,,,,,,,,,5.000000,,,,1.081349,,,0.973717,4.713734,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,5.000000,,,,,0.500000,,,1.045940,5.000000,0.985097,,,,,,,,,,,
T5d,,,,,,,,,,,,,5.000000,,,,,0.500000,0.975203,,,,5.000000,,,,,,,,,,,
Tm1,,,,,0.500000,,,5.000000,5.000000,5.000000,0.500000,0.500000,0.605938,5.000000,0.500000,,,0.963694,,5.000000,0.500000,5.000000,4.700628,1.650530,0.500000,0.500000,5.000000,0.500000,0.500000,0.500000,0.500000,0.500000,,1.175343
Tm2,,,,0.500000,0.500000,,,4.978167,5.000000,0.500000,5.000000,0.500000,0.654984,0.500000,5.000000,1.000824,,0.500000,,5.000000,5.000000,5.000000,5.000000,0.500000,,,5.000000,5.000000,0.500000,0.500000,,0.500000,0.500000,0.500000
Tm20,,,,,,,,,,0.500000,0.950197,0.500000,4.466457,5.000000,,,,,,,,,,0.500000,4.532226,0.500000,0.971162,,,5.000000,,0.500000,,
Tm21,,,,,,,,,5.000000,,,,4.941269,0.999350,,,,,,,,,,0.500000,,,0.500000,,,,,,,
Tm3,,,,4.939022,0.500000,,,,0.840788,3.065317,5.000000,,1.918718,1.797925,0.500000,5.000000,3.639822,4.866657,0.500000,,0.991209,,0.996231,,,,,4.630131,0.500000,,0.500000,0.998690,5.000000,0.500000
Tm4,,,,,0.572383,,,,0.500000,1.468173,,1.004841,0.522046,5.000000,5.000000,,,,,5.000000,5.000000,5.000000,5.000000,5.000000,4.318863,,5.000000,0.500000,5.000000,,0.500000,0.500000,,0.500000
Tm9,,,,,,0.500000,,,,0.500000,2.717460,,0.500000,0.500000,,,,,,5.000000,2.774608,5.000000,5.000000,1.311393,0.500000,0.500000,1.049036,,0.500000,5.000000,,,,
C2,2.854913,0.550755,3.377992,0.500000,0.500000,0.505387,4.760059,0.500000,0.500000,2.401456,,2.581981,0.500000,1.431090,0.501993,,,,,,,,,0.531331,,,,,,0.500000,0.500000,1.031811,,
C3,0.979750,,,0.500000,0.500000,0.500000,0.978876,5.000000,5.000000,1.028913,0.500000,1.433286,0.874999,0.985268,1.006489,0.500000,0.500000,0.734145,1.021492,,,,,0.500000,1.007408,0.500000,0.970325,0.972110,0.500000,1.755935,1.515472,,,
Lawf1,0.500000,,,0.500000,0.500000,4.999429,,4.703026,,,0.500000,0.500000,,,,,,,,,,,,,,,,5.000000,,,,,3.137432,
Lawf2,0.500000,,,0.694926,4.106788,0.500000,,5.000000,,,,0.500000,,,,,,,,,,,,0.500000,0.500000,,,,,5.000000,0.500000,0.500000,4.987246,
