idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,1.012088,0.000000,1.399413,1.538016,0.851300,-100.000000,-50.000000,0.994755,51.838326,10.000000,209.326752,0.000000,120.062675,120.069847,122.374527,2.304680
1,R7,0.953592,0.000000,1.399413,1.589442,0.279945,-100.000000,-50.000000,1.035805,51.838326,10.000000,209.326752,0.000000,121.952766,121.958618,124.346878,2.388260
2,R8,1.015850,0.000000,1.399413,1.397569,0.542207,-100.000000,-50.000000,0.979366,51.838326,10.000000,209.326752,0.000000,116.972794,116.979164,119.248154,2.268990
3,L1,1.508250,0.000000,1.399413,1.417374,-0.465250,-100.000000,-50.000000,0.602557,51.838326,10.000000,209.326752,0.055398,19.886953,19.864155,19.421371,-0.442783
4,L2,1.478972,0.000000,1.399413,0.419104,-0.959514,-100.000000,-50.000000,0.522741,51.838326,10.000000,209.326752,0.000000,2.336350,2.332718,2.276541,-0.056177
5,L3,1.546086,0.000000,1.399413,0.444492,-0.912686,-100.000000,-50.000000,0.416446,51.838326,10.000000,209.326752,0.000000,18.803720,18.791735,18.558662,-0.233072
6,L4,1.517741,0.000000,1.399413,0.407468,-0.633903,-100.000000,-50.000000,0.369889,51.838326,10.000000,209.326752,0.707426,36.529045,36.528862,36.527699,-0.001163
7,L5,1.502244,0.000000,1.399413,0.610799,-0.368468,-100.000000,-50.000000,0.438545,51.838326,10.000000,209.326752,0.074639,32.736732,32.755962,32.894512,0.138550
8,Mi1,1.561800,0.000000,1.399413,0.380303,-0.893335,-100.000000,-50.000000,0.614473,51.838326,10.000000,209.326752,0.000000,46.977650,47.009216,47.198910,0.189693
9,Tm3,1.628971,0.000000,1.399413,0.423984,-0.281187,-100.000000,-50.000000,0.541496,51.838326,10.000000,209.326752,0.000000,50.580704,50.601498,50.737511,0.136013
10,Mi4,1.595816,0.000000,1.399413,1.588056,-0.325278,-100.000000,-50.000000,0.526185,51.838326,10.000000,209.326752,0.000000,45.741192,45.740723,45.698120,-0.042603
11,Mi9,1.482432,0.000000,1.399413,1.654249,-1.051433,-100.000000,-50.000000,0.401583,51.838326,10.000000,209.326752,0.000000,29.431351,29.426960,29.400190,-0.026770
12,T4a,0.960201,0.000000,1.399413,0.522506,-0.410034,-100.000000,-50.000000,0.973704,51.838326,10.000000,209.326752,0.000000,91.892578,91.893547,91.901649,0.008102
13,T4b,0.955209,0.000000,1.399413,0.434737,-1.040080,-100.000000,-50.000000,1.012881,51.838326,10.000000,209.326752,0.000000,94.090134,94.090508,94.095779,0.005272
14,T4c,0.963494,0.000000,1.399413,0.489672,-0.543349,-100.000000,-50.000000,1.004708,51.838326,10.000000,209.326752,0.000000,95.922974,95.924332,95.934097,0.009766
15,T4d,0.972023,0.000000,1.399413,0.438511,-0.118628,-100.000000,-50.000000,1.010304,51.838326,10.000000,209.326752,0.000000,99.496353,99.498222,99.509300,0.011078
16,Tm1,1.487858,0.000000,1.399413,0.381048,-0.980106,-100.000000,-50.000000,0.410633,51.838326,10.000000,209.326752,0.000000,30.672359,30.667202,30.643152,-0.024050
17,Tm2,1.542437,0.000000,1.399413,0.412733,-1.035707,-100.000000,-50.000000,0.395167,51.838326,10.000000,209.326752,0.000000,36.850609,36.849342,36.843586,-0.005756
18,Tm4,1.474286,0.000000,1.399413,0.469131,-0.074177,-100.000000,-50.000000,0.386789,51.838326,10.000000,209.326752,0.000000,32.120964,32.116440,32.094337,-0.022102
19,Tm9,1.432728,0.000000,1.399413,0.404309,-0.137281,-100.000000,-50.000000,0.553866,51.838326,10.000000,209.326752,0.000000,51.493591,51.491943,51.484413,-0.007530
20,T5a,0.984834,0.000000,1.399413,0.456498,-0.899958,-100.000000,-50.000000,0.960410,51.838326,10.000000,209.326752,0.000000,96.170906,96.170593,96.168900,-0.001694
21,T5b,0.951916,0.000000,1.399413,0.586813,-0.940687,-100.000000,-50.000000,0.962357,51.838326,10.000000,209.326752,0.000000,97.234589,97.234627,97.234398,-0.000229
22,T5c,1.000221,0.000000,1.399413,1.531865,0.798631,-100.000000,-50.000000,1.011616,51.838326,10.000000,209.326752,0.000000,108.290733,108.291191,108.292107,0.000916
23,T5d,1.016985,0.000000,1.399413,1.653851,0.636547,-100.000000,-50.000000,1.038835,51.838326,10.000000,209.326752,0.000000,110.973053,110.973564,110.974648,0.001083
24,T1,1.008977,0.000000,1.399413,0.412817,-0.222825,-100.000000,-50.000000,1.022056,51.838326,10.000000,209.326752,0.000000,61.634228,61.607872,61.435459,-0.172413
25,T2,0.973762,0.000000,1.399413,0.351744,-1.045724,-100.000000,-50.000000,0.993236,51.838326,10.000000,209.326752,0.000000,95.870285,95.869812,95.869652,-0.000160
26,T2a,1.029340,0.000000,1.399413,0.372498,-0.318264,-100.000000,-50.000000,1.017656,51.838326,10.000000,209.326752,0.000000,100.951530,100.951759,100.954353,0.002594
27,T3,1.013753,0.000000,1.399413,0.368408,-0.365124,-100.000000,-50.000000,1.021008,51.838326,10.000000,209.326752,0.000000,103.808296,103.809738,103.818092,0.008354
28,C2,1.047155,0.000000,1.399413,1.573184,0.670677,-100.000000,-50.000000,1.010365,51.838326,10.000000,209.326752,0.000000,104.644196,104.655632,104.726494,0.070862
29,C3,1.013805,0.000000,1.399413,1.584508,0.136578,-100.000000,-50.000000,1.035372,51.838326,10.000000,209.326752,0.000000,106.015839,106.032066,106.134285,0.102219
30,Lawf1,1.006985,0.000000,1.399413,0.459548,-0.328091,-100.000000,-50.000000,1.010836,51.838326,10.000000,209.326752,0.000000,101.827209,101.829620,101.840591,0.010971
31,Lawf2,1.013542,0.000000,1.399413,0.357786,-0.412799,-100.000000,-50.000000,1.017944,51.838326,10.000000,209.326752,0.000000,101.728638,101.728912,101.729874,0.000961
32,Dm3v,0.956476,0.000000,1.399413,1.614540,0.328965,-100.000000,-50.000000,0.991238,51.838326,10.000000,209.326752,0.000000,102.629044,102.627884,102.620758,-0.007126
33,Lai,0.961109,0.000000,1.399413,1.476247,0.444787,-100.000000,-50.000000,1.005723,51.838326,10.000000,209.326752,0.000000,65.501099,65.475204,64.928932,-0.546272
34,Mi10,1.008951,0.000000,1.399413,0.487069,-0.549656,-100.000000,-50.000000,1.016970,51.838326,10.000000,209.326752,0.000000,85.337814,85.342850,85.369637,0.026787
35,Mi13,1.027339,0.000000,1.399413,1.646523,0.681811,-100.000000,-50.000000,0.989733,51.838326,10.000000,209.326752,0.000000,100.436935,100.436684,100.434814,-0.001869
36,Mi14,0.960313,0.000000,1.399413,1.544593,0.787238,-100.000000,-50.000000,0.954896,51.838326,10.000000,209.326752,0.000000,103.795029,103.798172,103.814247,0.016075
37,Mi15,1.020373,0.000000,1.399413,0.581105,-0.582881,-100.000000,-50.000000,0.960674,51.838326,10.000000,209.326752,0.000000,83.661186,83.656624,83.570175,-0.086449
38,Mi2,1.036135,0.000000,1.399413,1.617075,0.605587,-100.000000,-50.000000,1.028389,51.838326,10.000000,209.326752,0.000000,106.400215,106.401726,106.409424,0.007698
39,Tm16,1.011168,0.000000,1.399413,0.465026,-0.460744,-100.000000,-50.000000,1.007250,51.838326,10.000000,209.326752,0.000000,70.690826,70.685837,70.676544,-0.009293
40,Tm20,0.988674,0.000000,1.399413,0.402302,-0.157918,-100.000000,-50.000000,1.023637,51.838326,10.000000,209.326752,0.000000,86.389313,86.380989,86.277672,-0.103317
41,Tm21,1.015951,0.000000,1.399413,0.423489,-1.079932,-100.000000,-50.000000,1.014681,51.838326,10.000000,209.326752,0.000000,92.528290,92.527115,92.524803,-0.002312
42,Tm27,1.040903,0.000000,1.399413,0.596054,-0.127706,-100.000000,-50.000000,0.951775,51.838326,10.000000,209.326752,0.000000,91.131561,91.132515,91.139053,0.006538
43,Tm5a,0.978145,0.000000,1.399413,0.511819,-0.811052,-100.000000,-50.000000,0.962336,51.838326,10.000000,209.326752,0.000000,86.783310,86.778999,86.695160,-0.083839
44,Tm5b,1.028293,0.000000,1.399413,0.391544,-0.409952,-100.000000,-50.000000,0.962899,51.838326,10.000000,209.326752,0.000000,82.304283,82.298973,82.198021,-0.100952
45,Tm5c,1.012078,0.000000,1.399413,1.397807,0.437919,-100.000000,-50.000000,1.034683,51.838326,10.000000,209.326752,0.000000,104.922432,104.918037,104.874939,-0.043098
46,Tm5f,1.029521,0.000000,1.399413,0.406466,-0.981616,-100.000000,-50.000000,1.002017,51.838326,10.000000,209.326752,0.000000,98.633736,98.633453,98.632179,-0.001274
47,TmY10,0.964728,0.000000,1.399413,0.631290,-0.077590,-100.000000,-50.000000,0.998012,51.838326,10.000000,209.326752,0.000000,93.575249,93.573601,93.567619,-0.005981
48,TmY11,1.019783,0.000000,1.399413,0.630946,-0.751209,-100.000000,-50.000000,1.007066,51.838326,10.000000,209.326752,0.000000,41.260738,41.266434,41.319515,0.053082
49,TmY14,1.013035,0.000000,1.399413,0.435545,-0.213569,-100.000000,-50.000000,0.985246,51.838326,10.000000,209.326752,0.000000,87.563431,87.556099,87.524323,-0.031776
50,TmY15,1.009483,0.000000,1.399413,1.487326,0.611892,-100.000000,-50.000000,1.005724,51.838326,10.000000,209.326752,0.000000,119.223625,119.229950,119.263634,0.033684
51,TmY3,1.036790,0.000000,1.399413,0.631116,-0.782867,-100.000000,-50.000000,1.039810,51.838326,10.000000,209.326752,0.000000,83.541611,83.547211,83.590210,0.042999
52,TmY4,1.016762,0.000000,1.399413,0.436021,-0.846114,-100.000000,-50.000000,1.031749,51.838326,10.000000,209.326752,0.000000,94.880310,94.877060,94.863518,-0.013542
53,TmY5a,1.026732,0.000000,1.399413,1.636919,0.217185,-100.000000,-50.000000,0.974039,51.838326,10.000000,209.326752,0.000000,109.498779,109.503181,109.524849,0.021667
54,TmY9q,1.037558,0.000000,1.399413,0.647648,-0.683395,-100.000000,-50.000000,1.033998,51.838326,10.000000,209.326752,0.000000,104.607407,104.607376,104.606796,-0.000580
55,TmY9q__perp,1.013545,0.000000,1.399413,0.421052,-0.321972,-100.000000,-50.000000,1.002184,51.838326,10.000000,209.326752,0.000000,101.268761,101.268890,101.269440,0.000549
