cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,1.020589,3.670856,2.768579,1.601906,-15.658552,-34.686573,10.000000,200.809296,0.000000,3.615575,3.670856,7.596289,3.925433
1,R7,0.956234,-14.222685,2.768579,10.000000,-33.141487,-17.290878,44.309429,193.215759,0.000000,-14.239389,-14.222685,-11.534470,2.688215
2,R8,0.985324,0.257321,2.768579,4.582863,-19.588791,-30.372322,44.617241,195.342072,0.000000,0.238650,0.257321,2.919905,2.662584
3,L1,2.000000,-20.572935,2.768579,3.136010,-20.534832,-29.738756,15.308513,225.542847,1.000000,-20.534834,-20.572935,-24.371859,-3.798923
4,L2,1.885499,-28.847126,2.768579,3.703809,-22.790075,-27.567158,10.000000,209.689621,0.921093,-28.798662,-28.847126,-36.576607,-7.729481
5,L3,1.502878,-28.432863,2.768579,1.339851,-20.376135,-29.772135,10.000000,194.134079,0.000000,-28.259356,-28.432863,-31.787424,-3.354561
6,L4,0.792962,-12.300451,2.768579,0.376718,-12.181270,-38.039722,10.000000,213.182007,0.755197,-12.297019,-12.300451,-12.580209,-0.279757
7,L5,1.953681,-23.062777,2.768579,1.718559,-21.092985,-28.646151,10.000000,192.401535,0.950674,-23.074894,-23.062777,-15.533401,7.529375
8,Mi1,2.000000,-34.007175,2.768579,2.304033,-14.446578,-35.506306,10.109629,196.088776,0.000000,-33.919735,-34.007175,-26.056156,7.951019
9,Tm3,1.488754,-11.317938,2.768579,1.362574,-8.480099,-41.734455,10.000000,200.979111,0.000000,-11.278852,-11.317938,-0.315831,11.002107
10,Mi4,2.000000,-18.812973,2.768579,2.913211,-20.364656,-29.941963,10.000000,209.492188,0.000000,-18.563774,-18.812973,-11.932435,6.880538
11,Mi9,2.000000,-33.319744,2.768579,6.804593,-23.799820,-26.611532,17.462439,205.529251,0.000000,-33.596413,-33.319744,-36.882019,-3.562275
12,T4a,0.999744,-25.771891,2.768579,2.134696,-20.200310,-29.739752,11.141569,207.365570,0.000000,-25.861822,-25.771891,-24.190104,1.581787
13,T4b,0.965774,-2.254622,2.768579,1.040200,-2.284302,-47.232727,10.000000,196.167496,0.000000,-2.823752,-2.254622,-0.303286,1.951337
14,T4c,0.977149,-11.770598,2.768579,0.100000,-4.490722,-45.427662,10.746813,204.520798,0.000000,-11.928552,-11.770598,-12.955937,-1.185339
15,T4d,0.991362,26.628302,2.768579,8.375482,21.098080,-70.641479,10.000000,207.726868,0.000000,26.564093,26.628302,28.974373,2.346071
16,Tm1,2.000000,-25.396284,2.768579,1.428343,-24.858297,-25.363243,12.554420,206.559647,0.000000,-25.395729,-25.396284,-25.923178,-0.526894
17,Tm2,2.000000,-27.894329,2.768579,3.717905,-28.630611,-21.843777,10.000000,208.772751,0.000000,-27.885733,-27.894329,-28.183422,-0.289093
18,Tm4,1.946306,-21.506170,2.768579,2.675686,-20.759935,-29.601849,10.000000,202.723007,0.000000,-21.533323,-21.506170,-22.171495,-0.665325
19,Tm9,0.936513,-5.179613,2.768579,1.102923,0.503311,-50.795433,10.000000,201.108292,0.000000,-5.406674,-5.179613,-8.328744,-3.149131
20,T5a,1.017617,54.931351,2.768579,3.198248,0.756406,-50.857929,25.238232,202.415436,0.000000,54.433399,54.931351,55.623234,0.691883
21,T5b,1.045348,200.000000,2.768579,8.514243,3.594065,-53.347416,11.795287,208.092834,0.000000,208.235245,235.324829,442.112122,206.787292
22,T5c,0.984794,23.095795,2.768579,4.865999,0.705833,-50.449062,10.000000,196.761261,0.000000,22.943493,23.095795,22.699211,-0.396584
23,T5d,0.993723,20.689091,2.768579,6.973355,-0.749467,-48.953003,36.754246,204.044876,0.000000,20.638220,20.689091,20.114262,-0.574829
24,T1,0.994281,-66.944633,2.768579,0.538082,-9.370466,-40.740395,10.000000,209.349915,0.000000,-68.152832,-66.944633,-82.691589,-15.746956
25,T2,0.977948,-0.475885,2.768579,1.066539,-6.612237,-42.993122,22.726524,203.537354,0.000000,-0.709228,-0.475885,1.096724,1.572609
26,T2a,0.969491,-24.079121,2.768579,1.515731,-15.228369,-34.645187,18.047449,190.384354,0.000000,-23.906132,-24.079121,-23.498070,0.581051
27,T3,0.984678,-9.428612,2.768579,1.776197,-8.179185,-41.465553,37.097446,196.119659,0.000000,-9.410050,-9.428612,-9.824308,-0.395697
