cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
28,C2,0.980805,-23.195156,2.768579,1.684253,-1.809127,-48.343163,29.997606,195.208801,0.000000,-23.139273,-23.195156,-18.240055,4.955101
29,C3,1.002975,-27.341698,2.768579,1.041396,-1.281331,-48.758476,10.000000,199.138229,0.000000,-27.220791,-27.341698,-20.768032,6.573666
30,Lawf1,1.036109,95.673424,2.768579,0.338368,-7.100492,-42.501808,10.000000,204.788956,0.000000,90.174713,95.673424,111.594711,15.921288
31,Lawf2,0.970982,-16.433342,2.768579,1.740961,-2.947398,-47.408390,16.925694,209.818649,0.000000,-15.463909,-16.433342,-22.712284,-6.278942
32,Dm3v,0.988607,-6.896425,2.768579,1.521219,-6.327362,-43.812725,10.010346,207.794098,0.000000,-7.488142,-6.896425,-8.348809,-1.452384
33,Lai,0.966614,-122.206230,2.768579,0.100000,-0.562793,-48.972107,10.324039,207.468842,0.000000,-120.949600,-122.206230,-136.912155,-14.705925
34,Mi10,1.003239,32.510712,2.768579,1.485993,-10.682658,-39.601009,10.000000,193.277664,0.000000,29.990870,32.510712,39.886345,7.375633
35,Mi13,0.996048,-44.496506,2.768579,0.421964,-6.780976,-43.095867,12.795941,205.032852,0.000000,-41.884068,-44.496506,-55.793530,-11.297024
36,Mi14,1.020463,21.266943,2.768579,3.233346,-1.878456,-47.867859,25.735060,205.582642,0.000000,21.377357,21.266943,20.076580,-1.190363
37,Mi15,0.989774,-22.196407,2.768579,0.612664,-2.314060,-47.421089,36.067860,207.144653,0.000000,-22.166676,-22.196407,-22.270258,-0.073851
38,Mi2,1.032129,-10.133054,2.768579,2.491140,-9.526675,-40.750603,10.000000,195.185211,0.000000,-9.971382,-10.133054,1.383763,11.516816
39,Tm16,1.047037,-36.053604,2.768579,0.559451,-7.116019,-43.162151,10.000000,197.628677,0.000000,-37.357254,-36.053604,-50.517174,-14.463570
40,Tm20,1.022482,-38.937012,2.768579,1.343481,-11.434485,-38.680729,10.000000,193.124329,0.000000,-38.820526,-38.937012,-43.519569,-4.582558
41,Tm21,0.978738,-22.521952,2.768579,0.995409,-0.481411,-49.575588,10.000000,205.524323,0.000000,-22.626001,-22.521952,-26.848513,-4.326561
42,Tm27,0.960033,-2.090956,2.768579,0.618034,-8.590305,-41.097233,10.000000,207.197418,0.000000,-2.349236,-2.090956,-1.075257,1.015699
43,Tm5a,1.049318,-47.300907,2.768579,8.396992,6.988761,-57.381786,15.057636,192.369949,0.000000,-47.826801,-47.300907,-53.584515,-6.283607
44,Tm5b,1.046301,-10.526983,2.768579,4.064711,-0.308420,-49.507000,10.064301,203.026871,0.000000,-11.920285,-10.526983,-6.987136,3.539847
45,Tm5c,1.026258,-3.617624,2.768579,6.222596,4.116683,-54.263290,10.000000,205.455734,0.000000,-3.290873,-3.617624,-5.897316,-2.279692
46,Tm5f,0.973461,15.498688,2.768579,5.535300,-0.132120,-49.517876,24.993160,196.048340,0.000000,15.600213,15.498688,14.150556,-1.348132
47,TmY10,0.992746,-2.786913,2.768579,0.366765,-10.036950,-39.798149,13.635223,197.926956,0.000000,-3.142759,-2.786913,-8.297987,-5.511074
48,TmY11,1.010211,-51.902603,2.768579,7.193969,1.925838,-52.338989,27.450136,200.544357,0.000000,-53.883133,-51.902603,-71.842735,-19.940132
49,TmY14,0.994142,39.688438,2.768579,2.547750,-11.170486,-38.434082,10.000000,203.382202,0.000000,38.166111,39.688438,66.768005,27.079567
50,TmY15,0.955659,32.176014,2.768579,0.972260,-11.833054,-37.816463,18.577002,191.676636,0.000000,30.588381,32.176014,31.291908,-0.884106
51,TmY3,1.032210,-18.014515,2.768579,4.516561,-8.049970,-41.595936,10.000000,207.139282,0.000000,-18.690779,-18.014515,-16.861685,1.152830
52,TmY4,0.965688,200.000000,2.768579,5.605446,-0.438664,-49.607262,12.245319,206.599579,0.000000,625.128418,1313.995239,29168.132812,27854.137573
53,TmY5a,1.018122,15.036435,2.768579,5.122627,-9.098849,-41.378910,10.000000,194.934860,0.000000,13.391815,15.036435,54.784344,39.747909
54,TmY9q,1.033995,-3.632486,2.768579,0.116023,-3.070227,-46.595371,10.000000,203.376984,0.000000,-3.686012,-3.632486,-3.577344,0.055142
55,TmY9q__perp,0.993971,101.533646,2.768579,4.135561,-13.959931,-35.543182,16.233900,206.436310,0.000000,91.899704,101.533646,143.157730,41.624084
