idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,1.587263,1.988753,-30.000000,1.009197,0.000000,14.507311,196.511663,-1.155399,0.000000,17.413794,17.448735
1,R7,1.587263,5.156021,-30.650000,1.003758,0.000000,12.351553,190.104814,-0.952309,0.000000,5.363714,5.837497
2,R8,1.587263,5.114580,-30.000000,0.963835,0.000000,27.755130,205.748031,-3.388941,0.000000,-3.504989,-4.240684
3,L1,1.587263,2.590580,-43.825920,1.093597,0.000000,19.265910,181.825298,-6.019989,0.600000,-21.814320,-22.347232
4,L2,1.587263,3.580564,-46.239010,1.215874,0.000000,10.000000,175.547956,-0.018793,0.600000,-24.720346,-25.257559
5,L3,1.587263,3.300675,-48.928933,7.557391,0.000000,20.028086,197.044799,0.614118,0.000000,-13.857713,-10.110898
6,L4,1.587263,0.171662,-48.616008,0.432959,0.000000,10.000000,182.377158,-0.909375,1.000000,-0.909375,-1.018790
7,L5,1.587263,1.625680,-46.751421,1.607264,0.000000,17.990476,199.729695,-2.932630,1.000000,-2.932630,-4.050771
8,Mi1,1.587263,3.836519,-45.362738,0.663686,0.000000,25.396850,194.244874,1.705037,0.000000,-9.839743,-10.752324
9,Tm3,1.587263,2.378954,-41.319255,0.293538,0.000000,11.233721,203.944527,6.575651,0.000000,-6.596888,-6.353036
10,Mi4,1.587263,1.627598,-55.820946,0.188572,0.000000,42.404598,209.293182,2.732188,0.000000,2.613800,-0.382331
11,Mi9,1.587263,2.973380,-44.319739,0.267012,0.000000,27.755419,192.421937,-7.079178,0.000000,1.144441,5.734598
12,T4a,1.587263,1.720137,-48.349057,0.958044,0.000000,56.264633,204.721968,-0.783401,0.000000,22.678068,24.137099
13,T4b,1.587263,3.229976,-49.912367,1.000788,0.000000,61.098928,195.383353,0.320555,0.000000,51.172331,51.009468
14,T4c,1.587263,0.100000,-43.058601,1.028849,0.000000,55.496351,209.615821,-5.021381,0.000000,47.706012,49.072403
15,T4d,1.587263,1.067120,-47.924246,0.993070,0.000000,46.677770,206.469125,-1.644854,0.000000,34.362924,36.179398
16,Tm1,1.587263,2.074849,-47.600040,0.875579,0.000000,11.165321,205.460321,1.389047,0.000000,17.608301,14.869714
17,Tm2,1.587263,2.848951,-45.510727,0.177155,0.000000,10.000000,208.318331,6.234594,0.000000,0.687490,-2.032200
18,Tm4,1.587263,1.661755,-47.525539,0.147352,0.000000,10.000000,199.973673,1.366684,0.000000,-16.234763,-18.740695
19,Tm9,1.587263,0.100000,-47.363689,0.290849,0.000000,17.638479,205.564345,-10.521189,0.000000,-2.790352,-0.195776
20,T5a,1.587263,0.510676,-47.801634,0.974724,0.000000,35.180395,195.776029,-3.483964,0.000000,-8.964098,-11.220563
21,T5b,1.587263,7.842809,-56.822297,1.030343,0.000000,27.758109,190.208187,5.385000,0.000000,61.139347,56.679698
22,T5c,1.587263,0.100000,-45.492521,0.980948,0.000000,33.783553,193.646315,-3.806603,0.000000,-6.378523,-6.489336
23,T5d,1.587263,0.100000,-48.473449,0.978620,0.000000,39.599680,190.951544,-0.318288,0.000000,-2.014492,-2.565138
24,T1,1.587263,6.504927,-48.936732,0.958784,0.000000,58.564036,198.646236,-1.445901,0.000000,-77.878169,-79.540808
25,T2,1.587263,1.937620,-48.132385,0.970026,0.000000,29.255071,204.989743,-1.094883,0.000000,177.518060,172.098983
26,T2a,1.587263,5.115942,-49.410872,1.027602,0.000000,36.811904,197.006848,3.410194,0.000000,184.304474,178.006511
27,T3,1.587263,0.100000,-51.801684,1.027397,0.000000,48.433123,201.101399,3.348235,0.000000,31.971253,31.261020
28,C2,1.587263,0.559508,-49.140570,0.988717,0.000000,46.689005,195.241760,0.871749,0.000000,8.590935,8.391661
29,C3,1.587263,1.824493,-49.119079,0.958150,0.000000,33.976454,208.360287,0.284990,0.000000,7.802528,10.315522
30,Lawf1,1.587263,1.275026,-44.964130,1.001633,0.000000,46.168463,200.104021,-3.943715,0.000000,159.029562,200.030810
31,Lawf2,1.587263,1.457591,-49.209156,0.983805,0.000000,47.591314,209.624995,-0.042021,0.000000,-14.656544,-12.060569
32,Dm3v,1.587263,2.408095,-49.461350,1.030305,0.000000,22.635292,201.896107,0.652857,0.000000,54.983289,53.794649
33,Lai,1.587263,2.226575,-51.325936,0.968205,0.000000,31.322114,200.849386,1.617978,0.000000,0.866867,1.292753
34,Mi10,1.587263,2.974066,-44.250564,1.035416,0.000000,38.141583,206.311224,-2.589131,0.000000,78.042670,92.670368
