idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
35,Mi13,1.587263,2.901565,-49.733239,1.022911,0.000000,30.602399,203.581996,1.108417,0.000000,-31.012939,-24.017689
36,Mi14,1.587263,0.800489,-48.051074,1.046391,0.000000,48.910606,209.942316,-1.579145,0.000000,34.885784,36.084650
37,Mi15,1.587263,4.579679,-47.971188,1.023890,0.000000,67.092722,205.103871,-1.993824,0.000000,-35.461749,-35.297992
38,Mi2,1.587263,1.550238,-47.418889,1.008538,0.000000,54.155347,192.151106,0.032078,0.000000,14.170106,16.109428
39,Tm16,1.587263,2.546139,-51.330854,0.952914,0.000000,52.377189,190.414821,1.989575,0.000000,-19.168396,-17.446536
40,Tm20,1.587263,3.608286,-47.239520,0.965917,0.000000,25.512547,206.733112,-1.097683,0.000000,-29.609414,-28.505718
41,Tm21,1.587263,3.469664,-48.353030,0.960983,0.000000,45.205248,200.748120,0.689567,0.000000,35.652739,36.268360
42,Tm27,1.587263,4.257991,-45.080194,1.004041,0.000000,48.141788,206.111356,-2.128472,0.000000,87.897128,90.835351
43,Tm5a,1.587263,5.131916,-55.046004,1.021567,0.000000,19.372171,208.281325,6.634882,0.000000,43.778385,46.809086
44,Tm5b,1.587263,3.874770,-48.147330,1.032628,0.000000,35.811474,200.955218,0.807463,0.000000,65.103100,71.523984
45,Tm5c,1.587263,2.605199,-46.998688,0.964665,0.000000,45.008014,202.879250,-1.078579,0.000000,3.552324,3.884697
46,Tm5f,1.587263,7.050754,-51.915522,1.026463,0.000000,10.000000,196.706721,5.418597,0.000000,102.236721,103.841769
47,TmY10,1.587263,3.022400,-51.668934,0.992475,0.000000,18.236533,204.410792,-1.696431,0.000000,-2.524691,-2.511758
48,TmY11,1.587263,3.953310,-44.830786,0.997099,0.000000,30.748975,198.173828,-1.692350,0.000000,111.420234,125.582997
49,TmY14,1.587263,5.939463,-51.473839,1.010624,0.000000,28.062729,190.801880,0.668921,0.000000,52.613158,40.520371
50,TmY15,1.587263,2.210802,-45.520795,1.042338,0.000000,52.366506,202.200963,-3.058273,0.000000,108.578609,124.203665
51,TmY3,1.587263,6.131249,-42.968815,1.005301,0.000000,28.123596,207.536303,-3.206837,0.000000,88.593841,78.039655
52,TmY4,1.587263,4.397415,-49.004279,1.001658,0.000000,51.621367,202.521493,-4.695355,0.000000,-21.364080,-22.473094
53,TmY5a,1.587263,1.471663,-48.331265,1.002628,0.000000,71.408917,196.845175,-0.985543,0.000000,129.897912,135.650686
54,TmY9q,1.587263,2.976164,-51.654987,0.989947,0.000000,35.844013,207.579016,1.733600,0.000000,35.554179,34.992866
55,TmY9q__perp,1.587263,3.874881,-47.862423,1.026210,0.000000,19.383656,193.879178,-3.287453,0.000000,39.168935,37.300962
