pre_idx,post_idx,pre_type,post_type,pre_root_id,post_root_id,syn_count,gS_mS_cm2,e_syn_mV,v_th_mV,k_minus,delta_mV,pre_baseline_mV,post_baseline_mV,s_inf_baseline,tau_s_baseline_ms,pair,is_r16_output
30571,20459,R1-6,L3,720575940628765770,720575940623375692,18.0,0.74999994,-72.0,-56.0,0.1,3.0,-6.2532396,-18.323782,0.999999937133627,6.286637205945782e-07,"('R1-6', 'L3')",True
356,27446,L1,Tm3,720575940605032364,720575940627226895,16.0,0.3000001,-70.0,-45.0,0.1,4.0,-0.47832417,-1.525633,0.9999853406682488,0.00014659331532713464,"('L1', 'Tm3')",False
3969,25325,R8,L1,720575940611742818,720575940626150448,9.0,0.14999998,-72.0,-60.0,0.1,3.0,-67.983116,-39.432415,0.0653118985481068,9.346880875239552,"('R8', 'L1')",False
12452,2202,L3,Mi1,720575940618871297,720575940608927534,22.0,0.3000001,0.0,-45.0,0.14,3.0,-56.832428,-57.320683,0.018999830110161674,7.0071440408089645,"('L3', 'Mi1')",False
25678,33552,Tm3,T4a,720575940626381564,720575940630520407,9.0,0.3000001,0.0,-44.0,0.3,3.2,-57.329277,-60.423996,0.015286221886032325,3.282379129949864,"('Tm3', 'T4a')",False
41289,16856,Mi1,T4a,720575940636988813,720575940621540544,11.0,0.39999995,0.0,-48.0,0.18,3.8,-58.345192,-60.42292,0.06166334898573054,5.212981187378458,"('Mi1', 'T4a')",False
23109,30787,L3,Mi1,720575940624765959,720575940628877161,7.0,0.3000001,0.0,-45.0,0.14,3.0,-40.659576,-55.379745,0.8095066714563188,1.3606666266618619,"('L3', 'Mi1')",False
43808,20006,L5,Tm3,720575940640211389,720575940623144141,11.0,0.49999997,0.0,-45.0,0.1,4.0,-20.65094,-58.510265,0.9977335351927263,0.022664647735007034,"('L5', 'Tm3')",False
26670,23561,R1-6,L3,720575940626903696,720575940625028536,33.0,0.74999994,-72.0,-56.0,0.1,3.0,-71.98575,-32.24935,0.004827521943030438,9.951724632277442,"('R1-6', 'L3')",True
35345,11498,Tm3,T4a,720575940631530282,720575940618214685,12.0,0.3000001,0.0,-44.0,0.3,3.2,-58.51021,-60.423946,0.010618943640656606,3.297936723482913,"('Tm3', 'T4a')",False
19152,41047,L1,Tm3,720575940622705946,720575940636686734,25.0,0.3000001,-70.0,-45.0,0.1,4.0,-38.58713,-56.51924,0.8324675429229503,1.6753245458062156,"('L1', 'Tm3')",False
23947,16767,Mi1,T4a,720575940625276958,720575940621488922,8.0,0.39999995,0.0,-48.0,0.18,3.8,-58.229668,-50.33299,0.06344601298996996,5.203077498859554,"('Mi1', 'T4a')",False
4677,592,L3,Mi1,720575940612488089,720575940605581024,23.0,0.3000001,0.0,-45.0,0.14,3.0,-40.65451,-58.234188,0.8097669270095519,1.3588076584323974,"('L3', 'Mi1')",False
35829,5497,R1-6,L3,720575940631873743,720575940613154739,11.0,0.74999994,-72.0,-56.0,0.1,3.0,-77.649765,-51.567276,0.0007337644318798432,9.992662206778931,"('R1-6', 'L3')",True
6519,23211,L5,L1,720575940614210978,720575940624825271,50.0,0.20000006,0.0,-45.0,0.1,4.0,-41.89411,-39.048077,0.6849192696046686,3.1508072570026266,"('L5', 'L1')",False
28285,38715,L5,L1,720575940627629114,720575940633914579,30.0,0.20000006,0.0,-45.0,0.1,4.0,-61.645283,-39.008373,0.015347734402416444,9.846522509251217,"('L5', 'L1')",False
29438,5913,Mi1,T4a,720575940628177738,720575940613565849,7.0,0.39999995,0.0,-48.0,0.18,3.8,-57.803135,-60.423996,0.07045163041542957,5.164157403597991,"('Mi1', 'T4a')",False
40718,8198,L5,Mi1,720575940636247732,720575940615649366,8.0,0.49999997,0.0,-45.0,0.1,4.0,-65.179596,-57.35128,0.0064008757448162585,9.935991094494032,"('L5', 'Mi1')",False
40179,28961,L5,Tm3,720575940635604671,720575940627963934,27.0,0.49999997,0.0,-45.0,0.1,4.0,-41.894108,-56.2761,0.6849194793152142,3.1508051598972022,"('L5', 'Tm3')",False
19486,1004,R1-6,L1,720575940622886780,720575940606364262,43.0,1.1999998,-72.0,-56.0,0.1,3.0,-57.1721,-0.94923675,0.4035487976026667,5.964511935095179,"('R1-6', 'L1')",True
1662,44331,Mi1,T4a,720575940607787138,720575940641000181,15.0,0.39999995,0.0,-48.0,0.18,3.8,-55.022938,-58.757706,0.13609124941531078,4.799492868089117,"('Mi1', 'T4a')",False
22469,23522,Mi1,T4a,720575940624402761,720575940625009131,16.0,0.39999995,0.0,-48.0,0.18,3.8,-58.584175,-60.821075,0.058123212501244415,5.232648611510757,"('Mi1', 'T4a')",False
33946,42349,L1,Tm3,720575940630747452,720575940638333749,17.0,0.3000001,-70.0,-45.0,0.1,4.0,-39.048084,-57.84985,0.8157747319862348,1.8422526526859477,"('L1', 'Tm3')",False
11978,19701,L5,Tm3,720575940618538565,720575940622993131,9.0,0.49999997,0.0,-45.0,0.1,4.0,-41.89409,-55.265102,0.6849204999083696,3.150794953965801,"('L5', 'Tm3')",False
34767,25841,L5,Tm3,720575940631194821,720575940626476184,17.0,0.49999997,0.0,-45.0,0.1,4.0,-61.99592,-51.97212,0.014077782886673697,9.859222024219406,"('L5', 'Tm3')",False
10490,18500,L1,Tm3,720575940617537117,720575940622351137,29.0,0.3000001,-70.0,-45.0,0.1,4.0,-28.566444,-58.510284,0.9838314871471587,0.16168512611911653,"('L1', 'Tm3')",False
2603,19278,L5,Tm3,720575940609638923,720575940622763288,9.0,0.49999997,0.0,-45.0,0.1,4.0,-41.8941,-55.137684,0.6849198847559665,3.1508011054897396,"('L5', 'Tm3')",False
16450,22785,R1-6,L3,720575940621331182,720575940624585959,23.0,0.74999994,-72.0,-56.0,0.1,3.0,-41.635353,-45.6867,0.9917414678490282,0.08258532027910115,"('R1-6', 'L3')",True
18500,42720,Tm3,T4a,720575940622351137,720575940638814286,5.0,0.3000001,0.0,-44.0,0.3,3.2,-58.510284,-60.423996,0.0106186924373898,3.2979375608271027,"('Tm3', 'T4a')",False
2183,12475,L3,Mi9,720575940608906179,720575940618894494,73.0,0.3000001,0.0,-45.0,0.12,3.0,-40.490482,-49.40104,0.8180471646366133,1.5162736619195798,"('L3', 'Mi9')",False
41876,28787,Mi1,T4a,720575940637746493,720575940627870151,24.0,0.39999995,0.0,-48.0,0.18,3.8,-57.460396,-1.8181868,0.0765920533231968,5.130043944354831,"('Mi1', 'T4a')",False
23305,32789,R1-6,L1,720575940624882173,720575940630089115,41.0,1.1999998,-72.0,-56.0,0.1,3.0,-78.001076,-53.96481,0.0006527312684173282,9.99347253840148,"('R1-6', 'L1')",True
40646,39827,L1,Mi1,720575940636124084,720575940635225495,140.0,0.49999997,-70.0,-45.0,0.08,4.0,-2.5135376,-58.36619,0.9999756173762664,0.00030478280348254875,"('L1', 'Mi1')",False
38238,38888,R1-6,L3,720575940633516371,720575940634132380,19.0,0.74999994,-72.0,-56.0,0.1,3.0,-30.309599,-13.294253,0.9998090803612204,0.0019091963593467212,"('R1-6', 'L3')",True
34679,26663,L3,Mi9,720575940631144143,720575940626901348,9.0,0.3000001,0.0,-45.0,0.12,3.0,-13.398645,-56.01519,0.9999733790347982,0.0002218413816400795,"('L3', 'Mi9')",False
3875,34093,Mi1,T4a,720575940611625238,720575940630812231,16.0,0.39999995,0.0,-48.0,0.18,3.8,-58.366505,-60.423985,0.061339629437214445,5.2147796292431945,"('Mi1', 'T4a')",False
38053,29241,R1-6,L3,720575940633358796,720575940628082793,31.0,0.74999994,-72.0,-56.0,0.1,3.0,-1.6414145,-40.6544,0.9999999864858407,1.3514159145762178e-07,"('R1-6', 'L3')",True
41295,33099,L5,Tm3,720575940636992686,720575940630266619,22.0,0.49999997,0.0,-45.0,0.1,4.0,-41.44984,-56.61574,0.7083822300570982,2.9161776559745847,"('L5', 'Tm3')",False
517,228,L1,Mi1,720575940605423532,720575940604607678,46.0,0.49999997,-70.0,-45.0,0.08,4.0,-38.532352,-58.36656,0.8343687982711377,2.0703900678876024,"('L1', 'Mi1')",False
20709,28383,R8,L1,720575940623506909,720575940627686942,14.0,0.14999998,-72.0,-60.0,0.1,3.0,-0.24500309,-3.237251,0.9999999977634539,2.2365460261370846e-08,"('R8', 'L1')",False
15064,16792,L5,Mi1,720575940620666962,720575940621505718,7.0,0.49999997,0.0,-45.0,0.1,4.0,-41.894108,-53.700626,0.6849194793152142,3.1508051598972022,"('L5', 'Mi1')",False
3782,10339,Mi1,T4a,720575940611524835,720575940617416660,5.0,0.39999995,0.0,-48.0,0.18,3.8,-1.0436841,-59.619644,0.9999957001453629,2.3888080368129827e-05,"('Mi1', 'T4a')",False
24574,33489,Tm3,T4a,720575940625686672,720575940630484311,9.0,0.3000001,0.0,-44.0,0.3,3.2,-44.246616,-58.547207,0.48074263278635726,1.7308578219340318,"('Tm3', 'T4a')",False
354,46167,Mi1,T4a,720575940605029856,720575940646718004,6.0,0.39999995,0.0,-48.0,0.18,3.8,-55.806953,-50.43222,0.11360235114363058,4.924431186856071,"('Mi1', 'T4a')",False
24144,40386,Mi4,T4a,720575940625419412,720575940635806772,9.0,7.9999995,-72.0,-55.0,0.03,3.2,-60.48145,-60.423996,0.15278110669613568,28.240630408022756,"('Mi4', 'T4a')",False
30951,8886,L3,Mi9,720575940628964849,720575940616255500,59.0,0.3000001,0.0,-45.0,0.12,3.0,-33.3603,-56.01522,0.9797650349066365,0.1686247128804188,"('L3', 'Mi9')",False
11340,6259,R1-6,L1,720575940618115801,720575940613905891,42.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.10363,-39.04808,0.000880144837115725,9.991198402748385,"('R1-6', 'L1')",True
20998,16155,L1,Mi1,720575940623664664,720575940621181424,144.0,0.49999997,-70.0,-45.0,0.08,4.0,-37.53657,-59.369644,0.8659781814968468,1.6752727687346793,"('L1', 'Mi1')",False
1662,31309,Mi1,T4a,720575940607787138,720575940629178923,7.0,0.39999995,0.0,-48.0,0.18,3.8,-55.022938,-60.423996,0.13609124941531078,4.799492868089117,"('Mi1', 'T4a')",False
12452,15033,L3,Mi9,720575940618871297,720575940620652882,74.0,0.3000001,0.0,-45.0,0.12,3.0,-56.832428,-56.015152,0.018999830110161674,8.175001598474177,"('L3', 'Mi9')",False
1171,27850,R1-6,L3,720575940606631089,720575940627406930,10.0,0.74999994,-72.0,-56.0,0.1,3.0,-0.28961566,-0.022566801,0.9999999913881573,8.611842555088296e-08,"('R1-6', 'L3')",True
20823,7925,R8,L1,720575940623572445,720575940615385403,4.0,0.14999998,-72.0,-60.0,0.1,3.0,-14.79998,-39.046574,0.9999997138282277,2.861717680147841e-06,"('R8', 'L1')",False
44746,8401,L5,Mi1,720575940642275725,720575940615811807,42.0,0.49999997,0.0,-45.0,0.1,4.0,-64.53333,-58.365868,0.007514833643603831,9.924851515672149,"('L5', 'Mi1')",False
5940,39806,R8,L1,720575940613590642,720575940635205783,10.0,0.14999998,-72.0,-60.0,0.1,3.0,-38.321217,-60.917168,0.9992732936704306,0.007267063187406252,"('R8', 'L1')",False
38984,39728,L1,Tm3,720575940634252700,720575940635144372,29.0,0.3000001,-70.0,-45.0,0.1,4.0,-55.10936,-51.452938,0.07396363369091706,9.26036352510066,"('L1', 'Tm3')",False
13303,39895,R1-6,L3,720575940619610782,720575940635270751,34.0,0.74999994,-72.0,-56.0,0.1,3.0,-78.001076,-13.629936,0.0006527312684173282,9.99347253840148,"('R1-6', 'L3')",True
37526,9256,R1-6,L3,720575940632919855,720575940616570299,29.0,0.74999994,-72.0,-56.0,0.1,3.0,-78.001076,-41.00938,0.0006527312684173282,9.99347253840148,"('R1-6', 'L3')",True
43096,43400,L1,Tm3,720575940639337781,720575940639687283,15.0,0.3000001,-70.0,-45.0,0.1,4.0,-58.41874,-57.033867,0.03374208767583068,9.662578979258047,"('L1', 'Tm3')",False
20331,24157,L1,Tm3,720575940623304230,720575940625431652,27.0,0.3000001,-70.0,-45.0,0.1,4.0,-2.6299274,-39.155243,0.9999748974959028,0.00025102503723095523,"('L1', 'Tm3')",False
8980,16512,L5,Tm3,720575940616332338,720575940621354888,32.0,0.49999997,0.0,-45.0,0.1,4.0,-41.894108,-57.575455,0.6849194793152142,3.1508051598972022,"('L5', 'Tm3')",False
30080,30258,R1-6,L1,720575940628505416,720575940628594408,36.0,1.1999998,-72.0,-56.0,0.1,3.0,-6.1868005,-14.834221,0.9999999385104597,6.148953943208177e-07,"('R1-6', 'L1')",True
18767,19375,Mi9,T4a,720575940622487322,720575940622817549,8.0,1.9999999,-70.0,-40.0,0.03,3.5,-56.0151,-60.43354,0.010193671356446101,32.99354502558166,"('Mi9', 'T4a')",False
23089,40642,R1-6,L1,720575940624755453,720575940636117359,37.0,1.1999998,-72.0,-56.0,0.1,3.0,-52.025845,-39.04848,0.7899656583366943,2.100343385335502,"('R1-6', 'L1')",True
4975,42180,L5,Tm3,720575940612731541,720575940638140132,6.0,0.49999997,0.0,-45.0,0.1,4.0,-41.894108,-58.510284,0.6849194793152142,3.1508051598972022,"('L5', 'Tm3')",False
17459,47236,L5,Tm3,720575940621805238,720575940660865409,23.0,0.49999997,0.0,-45.0,0.1,4.0,-41.89411,-55.8552,0.6849192696046686,3.1508072570026266,"('L5', 'Tm3')",False
35206,7577,Mi1,T4a,720575940631433487,720575940615088894,14.0,0.39999995,0.0,-48.0,0.18,3.8,-17.82698,-60.423954,0.9996440159382904,0.001977689153133459,"('Mi1', 'T4a')",False
14373,16778,L5,Tm3,720575940620305867,720575940621496959,12.0,0.49999997,0.0,-45.0,0.1,4.0,-60.459053,-56.748096,0.020537262058249756,9.794627233466183,"('L5', 'Tm3')",False
22799,9082,L5,Tm3,720575940624593738,720575940616412219,17.0,0.49999997,0.0,-45.0,0.1,4.0,-41.386997,-58.510284,0.7116170679943115,2.8838292770844807,"('L5', 'Tm3')",False
16739,43984,R1-6,L1,720575940621475163,720575940640409203,47.0,1.1999998,-72.0,-56.0,0.1,3.0,-52.110985,-38.912857,0.785218095765561,2.1478190103393926,"('R1-6', 'L1')",True
33348,33865,Mi1,T4a,720575940630407751,720575940630705995,7.0,0.39999995,0.0,-48.0,0.18,3.8,-58.33222,-57.15213,0.061861193778459764,5.211882049684749,"('Mi1', 'T4a')",False
11466,45564,R8,L1,720575940618197433,720575940644883479,6.0,0.14999998,-72.0,-60.0,0.1,3.0,-3.3408902,-38.2947,0.9999999937229749,6.277025028368573e-08,"('R8', 'L1')",False
14718,13024,Mi1,T4a,720575940620500801,720575940619354539,5.0,0.39999995,0.0,-48.0,0.18,3.8,-56.405487,-60.423996,0.09868069195513737,5.007329290164736,"('Mi1', 'T4a')",False
13162,18752,Mi9,T4a,720575940619481408,720575940622478972,5.0,1.9999999,-70.0,-40.0,0.03,3.5,-56.015205,-60.423336,0.010193362975318471,32.993555304952814,"('Mi9', 'T4a')",False
41059,41217,R1-6,L1,720575940636701551,720575940636892590,45.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.92275,-39.035328,0.0006699855158160583,9.993299995930064,"('R1-6', 'L1')",True
12004,45177,Tm3,T4a,720575940618551120,720575940643758280,6.0,0.3000001,0.0,-44.0,0.3,3.2,-58.51017,-60.423996,0.010619068386421248,3.2979363076637145,"('Tm3', 'T4a')",False
11869,36799,R8,L1,720575940618467985,720575940632457320,6.0,0.14999998,-72.0,-60.0,0.1,3.0,-67.731346,-38.914074,0.07062584104161153,9.293741451096345,"('R8', 'L1')",False
15801,27552,L1,Mi1,720575940621003611,720575940627273274,121.0,0.49999997,-70.0,-45.0,0.08,4.0,-43.872765,-58.366425,0.5699896256904542,5.375129799012836,"('L1', 'Mi1')",False
45817,8762,R1-6,L3,720575940645551383,720575940616155458,29.0,0.74999994,-72.0,-56.0,0.1,3.0,-77.996475,-60.383068,0.0006537323633111225,9.993462527452692,"('R1-6', 'L3')",True
42697,15208,L5,Tm3,720575940638794037,720575940620723905,6.0,0.49999997,0.0,-45.0,0.1,4.0,-54.171944,-12.071799,0.09170553192218792,9.082944545431701,"('L5', 'Tm3')",False
21780,45053,Mi4,T4a,720575940624074436,720575940643322509,7.0,7.9999995,-72.0,-55.0,0.03,3.2,-0.73169565,-60.423954,0.9999999568612933,1.4379569227376599e-06,"('Mi4', 'T4a')",False
35231,15253,L5,Mi1,720575940631452923,720575940620739494,5.0,0.49999997,0.0,-45.0,0.1,4.0,-41.89411,-58.147736,0.6849192696046686,3.1508072570026266,"('L5', 'Mi1')",False
28029,7357,L1,Tm3,720575940627489874,720575940614898850,48.0,0.3000001,-70.0,-45.0,0.1,4.0,-40.557858,-56.472862,0.7522289601775735,2.477710361303504,"('L1', 'Tm3')",False
11325,12741,Tm3,T4a,720575940618101917,720575940619120037,8.0,0.3000001,0.0,-44.0,0.3,3.2,-32.64938,-60.423985,0.9719977548876109,0.09334081333226643,"('Tm3', 'T4a')",False
20155,26121,L5,Tm3,720575940623206024,720575940626641640,18.0,0.49999997,0.0,-45.0,0.1,4.0,-12.03357,-42.250908,0.9997366090342408,0.0026339096183439366,"('L5', 'Tm3')",False
31985,25833,R1-6,L1,720575940629626923,720575940626470146,44.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.55374,-39.196804,0.000757612750385835,9.992423723597424,"('R1-6', 'L1')",True
8198,38341,Mi1,T4a,720575940615649366,720575940633605345,24.0,0.39999995,0.0,-48.0,0.18,3.8,-57.35128,-44.033077,0.07864775567124725,5.1186233762083635,"('Mi1', 'T4a')",False
33399,46986,L3,Mi9,720575940630434048,720575940655097505,52.0,0.3000001,0.0,-45.0,0.12,3.0,-39.894325,-56.0152,0.8457816195473511,1.2851531991641534,"('L3', 'Mi9')",False
37113,6934,Mi9,T4a,720575940632661388,720575940614580689,20.0,1.9999999,-70.0,-40.0,0.03,3.5,-59.4724,-60.42393,0.0038205124019746154,33.205983662145755,"('Mi9', 'T4a')",False
3399,15589,L1,Tm3,720575940610982242,720575940620901759,20.0,0.3000001,-70.0,-45.0,0.1,4.0,-16.083298,-18.189947,0.9992754069723984,0.007245930168043615,"('L1', 'Tm3')",False
28097,26494,R1-6,L1,720575940627514969,720575940626833957,41.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.97434,-39.048412,0.0006585700283751071,9.993414150802774,"('R1-6', 'L1')",True
21048,26776,Mi4,T4a,720575940623692179,720575940626951877,6.0,7.9999995,-72.0,-55.0,0.03,3.2,-60.481544,-60.423965,0.1527772556870253,28.24075877499597,"('Mi4', 'T4a')",False
12580,8768,Mi1,T4a,720575940618995028,720575940616158366,22.0,0.39999995,0.0,-48.0,0.18,3.8,-33.828613,-39.447742,0.9765535950054149,0.13025780034949258,"('Mi1', 'T4a')",False
39293,9256,R1-6,L3,720575940634645273,720575940616570299,25.0,0.74999994,-72.0,-56.0,0.1,3.0,-78.001076,-41.00938,0.0006527312684173282,9.99347253840148,"('R1-6', 'L3')",True
43654,21269,R1-6,L1,720575940640017461,720575940623829197,47.0,1.1999998,-72.0,-56.0,0.1,3.0,-42.817696,-39.23057,0.9878006904756863,0.1219930934252982,"('R1-6', 'L1')",True
45806,15699,L5,Tm3,720575940645526068,720575940620950694,25.0,0.49999997,0.0,-45.0,0.1,4.0,-12.411713,-56.686523,0.9997105017681893,0.0028949822749682113,"('L5', 'Tm3')",False
33294,24559,Mi9,T4a,720575940630373623,720575940625678862,5.0,1.9999999,-70.0,-40.0,0.03,3.5,-56.014805,-60.423985,0.010194518113174147,32.993516800356765,"('Mi9', 'T4a')",False
5064,36557,Mi4,T4a,720575940612815346,720575940632336941,12.0,7.9999995,-72.0,-55.0,0.03,3.2,-55.94413,-21.94221,0.42677029425988755,19.107657285093172,"('Mi4', 'T4a')",False
3850,2022,R1-6,L1,720575940611600504,720575940608522761,49.0,1.1999998,-72.0,-56.0,0.1,3.0,-33.04441,-33.304474,0.999525067626128,0.004749323667949287,"('R1-6', 'L1')",True
33490,443,R1-6,L3,720575940630484606,720575940605268140,28.0,0.74999994,-72.0,-56.0,0.1,3.0,-58.572655,-14.02943,0.29785113919448253,7.021488503426843,"('R1-6', 'L3')",True
38973,46632,Mi4,T4a,720575940634233881,720575940649994361,8.0,7.9999995,-72.0,-55.0,0.03,3.2,-50.095684,-60.423996,0.8223862245978106,5.920459312405557,"('Mi4', 'T4a')",False
21156,23417,R1-6,L1,720575940623756824,720575940624948553,30.0,1.1999998,-72.0,-56.0,0.1,3.0,-78.001076,-52.9115,0.0006527312684173282,9.99347253840148,"('R1-6', 'L1')",True
43582,25833,R1-6,L1,720575940639919413,720575940626470146,47.0,1.1999998,-72.0,-56.0,0.1,3.0,-5.2883124,-39.196804,0.9999999544245369,4.5575462391030385e-07,"('R1-6', 'L1')",True
24732,32137,L1,Tm3,720575940625803620,720575940629716730,33.0,0.3000001,-70.0,-45.0,0.1,4.0,-61.51835,-43.15881,0.015834746100057105,9.841652392347381,"('L1', 'Tm3')",False
46490,12915,L1,Tm3,720575940648243076,720575940619259806,10.0,0.3000001,-70.0,-45.0,0.1,4.0,-1.8488766,-44.999374,0.9999793501273055,0.00020649872386748874,"('L1', 'Tm3')",False
45283,35119,Mi9,T4a,720575940644087496,720575940631382851,10.0,1.9999999,-70.0,-40.0,0.03,3.5,-56.01523,-51.404415,0.010193295593751381,32.9935575510051,"('Mi9', 'T4a')",False
1757,4915,R1-6,L1,720575940607988914,720575940612680817,37.0,1.1999998,-72.0,-56.0,0.1,3.0,-6.224341,-35.5117,0.9999999377362595,6.226373956897983e-07,"('R1-6', 'L1')",True
38373,570,R1-6,L1,720575940633637459,720575940605541822,30.0,1.1999998,-72.0,-56.0,0.1,3.0,-76.64331,-38.93579,0.0010259564347988844,9.989740286793282,"('R1-6', 'L1')",True
45749,40768,L1,Mi1,720575940645377828,720575940636304218,134.0,0.49999997,-70.0,-45.0,0.08,4.0,-39.0254,-4.5010815,0.8166255460979174,2.2921807250102644,"('L1', 'Mi1')",False
21151,37152,R1-6,L1,720575940623749645,720575940632680100,44.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.9827,-12.052764,0.0006567398366664296,9.993432452719587,"('R1-6', 'L1')",True
44747,25682,L3,Mi9,720575940642277773,720575940626384134,50.0,0.3000001,0.0,-45.0,0.12,3.0,-39.04896,-56.01519,0.87907284447585,1.007726318559022,"('L3', 'Mi9')",False
10088,39087,Mi1,T4a,720575940617246395,720575940634355993,7.0,0.39999995,0.0,-48.0,0.18,3.8,-53.865265,-59.06049,0.17602839886873228,4.577619824386551,"('Mi1', 'T4a')",False
29003,10654,L5,Tm3,720575940627983336,720575940617654365,21.0,0.49999997,0.0,-45.0,0.1,4.0,-48.282173,-50.66649,0.30564834216374887,6.943516474896054,"('L5', 'Tm3')",False
40740,11610,L1,Tm3,720575940636273520,720575940618277917,6.0,0.3000001,-70.0,-45.0,0.1,4.0,-39.074112,-58.510265,0.8147948165982499,1.8520518064197782,"('L1', 'Tm3')",False
23373,18352,R1-6,L3,720575940624929288,720575940622275542,40.0,0.74999994,-72.0,-56.0,0.1,3.0,-27.650461,-1.2619781,0.9999213045319136,0.0007869546691371113,"('R1-6', 'L3')",True
18031,4093,L3,Mi1,720575940622108225,720575940611882725,24.0,0.3000001,0.0,-45.0,0.14,3.0,-61.937424,-57.853012,0.003519860821128274,7.117715249545592,"('L3', 'Mi1')",False
45960,28683,L5,Tm3,720575940646012695,720575940627824458,5.0,0.49999997,0.0,-45.0,0.1,4.0,-7.21792,-55.782646,0.999920963394248,0.0007903660457429923,"('L5', 'Tm3')",False
20004,10553,R1-6,L3,720575940623142476,720575940617582941,26.0,0.74999994,-72.0,-56.0,0.1,3.0,-75.81743,-40.621727,0.0013506608790935931,9.986493242398717,"('R1-6', 'L3')",True
45263,36172,L5,Tm3,720575940644033646,720575940632073612,6.0,0.49999997,0.0,-45.0,0.1,4.0,-41.89302,-8.386449,0.6849781334049291,3.1502186190087937,"('L5', 'Tm3')",False
21843,30510,L3,Mi1,720575940624107460,720575940628729617,18.0,0.3000001,0.0,-45.0,0.14,3.0,-40.4819,-58.36656,0.8184726363964563,1.296624020219254,"('L3', 'Mi1')",False
41655,10777,R8,L1,720575940637513390,720575940617734976,3.0,0.14999998,-72.0,-60.0,0.1,3.0,-63.344746,-39.040543,0.24695567060738685,7.530443181713784,"('R8', 'L1')",False
39095,21961,Mi1,T4a,720575940634360546,720575940624163253,31.0,0.39999995,0.0,-48.0,0.18,3.8,-57.557266,-60.423897,0.07480843010281366,5.139952961852099,"('Mi1', 'T4a')",False
10218,39095,L5,Mi1,720575940617331345,720575940634360546,5.0,0.49999997,0.0,-45.0,0.1,4.0,-13.864813,-57.557266,0.9995837452566112,0.0041625473718612084,"('L5', 'Mi1')",False
23458,3852,L5,Tm3,720575940624971353,720575940611602090,10.0,0.49999997,0.0,-45.0,0.1,4.0,-41.894108,-58.510284,0.6849194793152142,3.1508051598972022,"('L5', 'Tm3')",False
2587,13756,L3,Mi9,720575940609607435,720575940619895679,80.0,0.3000001,0.0,-45.0,0.12,3.0,-43.019257,-53.34884,0.6593160508321926,2.8390329731890604,"('L3', 'Mi9')",False
4819,3215,R1-6,L3,720575940612596954,720575940610708600,10.0,0.74999994,-72.0,-56.0,0.1,3.0,-23.724855,-40.654503,0.9999787340450481,0.0002126595463500046,"('R1-6', 'L3')",True
4350,2167,R1-6,L3,720575940612193230,720575940608846275,20.0,0.74999994,-72.0,-56.0,0.1,3.0,-77.50331,-40.64291,0.0007704458767414503,9.99229539233578,"('R1-6', 'L3')",True
27392,14407,R1-6,L1,720575940627204610,720575940620320472,42.0,1.1999998,-72.0,-56.0,0.1,3.0,-38.77222,-39.09352,0.9968038060684876,0.03196193883885381,"('R1-6', 'L1')",True
36327,1651,R1-6,L1,720575940632182058,720575940607755721,30.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.95213,-29.451294,0.000663460480934339,9.99336524627791,"('R1-6', 'L1')",True
16114,13565,L3,Mi9,720575940621155905,720575940619766033,80.0,0.3000001,0.0,-45.0,0.12,3.0,-39.4123,-56.015152,0.8655958197063531,1.1200348608151205,"('L3', 'Mi9')",False
14069,28341,L5,Tm3,720575940620095623,720575940627667794,6.0,0.49999997,0.0,-45.0,0.1,4.0,-41.89411,-38.815014,0.6849192696046686,3.1508072570026266,"('L5', 'Tm3')",False
41117,43379,L5,Tm3,720575940636776037,720575940639658880,11.0,0.49999997,0.0,-45.0,0.1,4.0,-41.89411,-55.91424,0.6849192696046686,3.1508072570026266,"('L5', 'Tm3')",False
40642,33409,L1,Tm3,720575940636117359,720575940630439016,47.0,0.3000001,-70.0,-45.0,0.1,4.0,-39.04848,-56.725616,0.8157598177675253,1.8424017948708213,"('L1', 'Tm3')",False
18412,20612,Mi9,T4a,720575940622305449,720575940623458348,5.0,1.9999999,-70.0,-40.0,0.03,3.5,-59.29124,-60.423965,0.004022651969648423,33.199245676406015,"('Mi9', 'T4a')",False
42776,19028,R1-6,L1,720575940638881252,720575940622641321,49.0,1.1999998,-72.0,-56.0,0.1,3.0,-41.589596,-39.038483,0.9918654598264673,0.08134540052318563,"('R1-6', 'L1')",True
45159,45114,L3,Mi1,720575940643709344,720575940643572334,6.0,0.3000001,0.0,-45.0,0.14,3.0,-38.366283,-58.366127,0.9012542364937326,0.705326879184713,"('L3', 'Mi1')",False
9047,21385,Tm3,T4a,720575940616388831,720575940623890685,6.0,0.3000001,0.0,-44.0,0.3,3.2,-57.051807,-53.08145,0.016647794712084676,3.2778405540433697,"('Tm3', 'T4a')",False
32885,41796,L5,Mi1,720575940630154041,720575940637651034,33.0,0.49999997,0.0,-45.0,0.1,4.0,-41.163918,-58.584503,0.7229256787935668,2.770743170777041,"('L5', 'Mi1')",False
