pre_idx,post_idx,pre_type,post_type,pre_root_id,post_root_id,syn_count,gS_mS_cm2,e_syn_mV,v_th_mV,k_minus,delta_mV,pre_baseline_mV,post_baseline_mV,s_inf_baseline,tau_s_baseline_ms,pair,is_r16_output
11340,18673,R1-6,Lai,720575940618115801,720575940622438516,41.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.10363,-53.568256,0.0002321540895563873,9.997678310127421,"('R1-6', 'Lai')",True
12247,24503,R1-6,L1,720575940618715393,720575940625652272,49.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.78591,-39.143635,0.0007012318380140759,9.99298753271274,"('R1-6', 'L1')",True
46008,15314,R1-6,L2,720575940646165102,720575940620767937,66.0,0.7999999,-72.0,-52.0,0.1,3.0,-33.302963,-39.044662,0.9980390152385824,0.01960984732196645,"('R1-6', 'L2')",True
7873,6211,R1-6,L3,720575940615339006,720575940613847249,44.0,0.74999994,-72.0,-56.0,0.1,3.0,-0.14576647,-50.657364,0.9999999917913575,8.208642421154119e-08,"('R1-6', 'L3')",True
20254,24456,R1-6,L1,720575940623265757,720575940625623795,48.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.910225,-38.826496,0.0006727874004133799,9.99327197708451,"('R1-6', 'L1')",True
29255,36860,R1-6,L2,720575940628089682,720575940632494184,56.0,0.7999999,-72.0,-52.0,0.1,3.0,-77.76666,-20.79152,0.0001861284839107921,9.998138566177017,"('R1-6', 'L2')",True
11015,4514,R1-6,L3,720575940617902548,720575940612345038,22.0,0.74999994,-72.0,-56.0,0.1,3.0,-77.91995,-37.775745,0.000670610871492882,9.99329374237339,"('R1-6', 'L3')",True
5187,14079,R1-6,L3,720575940612910997,720575940620103558,20.0,0.74999994,-72.0,-56.0,0.1,3.0,-77.66184,-40.645817,0.0007308187944969131,9.992691663152321,"('R1-6', 'L3')",True
34023,39353,R1-6,Lai,720575940630782764,720575940634717153,10.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.183205,-28.774883,0.00022607863407881512,9.99773906468129,"('R1-6', 'Lai')",True
34026,43096,R1-6,L1,720575940630784000,720575940639337781,42.0,1.1999998,-72.0,-56.0,0.1,3.0,-78.001,-58.41874,0.0006527480677716957,9.99347237040794,"('R1-6', 'L1')",True
22056,11137,R1-6,L3,720575940624202692,720575940617994811,18.0,0.74999994,-72.0,-56.0,0.1,3.0,-78.00095,-40.654434,0.0006527580541754124,9.993472270543904,"('R1-6', 'L3')",True
24709,29044,R1-6,L2,720575940625787175,720575940628001352,66.0,0.7999999,-72.0,-52.0,0.1,3.0,-50.90082,-39.058697,0.5905870638632993,4.094129300359726,"('R1-6', 'L2')",True
14350,35263,R1-6,L3,720575940620284038,720575940631477315,11.0,0.74999994,-72.0,-56.0,0.1,3.0,-37.750626,-40.50746,0.9977241532026464,0.022758467634408384,"('R1-6', 'L3')",True
7527,24546,R1-6,Lai,720575940615052241,720575940625671660,30.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.91198,-47.969707,0.0001773290367985459,9.99822656064683,"('R1-6', 'Lai')",True
20876,1219,R1-6,Lai,720575940623603224,720575940606711910,20.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.81095,-41.924995,0.0001834013700476369,9.998165837315243,"('R1-6', 'Lai')",True
21508,30608,R1-6,Lai,720575940623944141,720575940628783176,11.0,0.70000017,-72.0,-52.0,0.1,3.0,-78.001076,-16.010187,0.0001721408088281338,9.998278442925761,"('R1-6', 'Lai')",True
2356,13436,R1-6,L1,720575940609229835,720575940619699183,33.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.94041,-38.8637,0.0006660570358494305,9.993339280729145,"('R1-6', 'L1')",True
38342,29509,R1-6,L2,720575940633605459,720575940628223802,60.0,0.7999999,-72.0,-52.0,0.1,3.0,-77.441536,-39.047623,0.0002074294798006935,9.997925556221293,"('R1-6', 'L2')",True
40727,25659,R1-6,Lai,720575940636262030,720575940626373709,23.0,0.70000017,-72.0,-52.0,0.1,3.0,-52.769054,-53.57312,0.436260818879384,5.637391727202478,"('R1-6', 'Lai')",True
44968,12606,R1-6,Lai,720575940642956941,720575940619021057,13.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.79837,-25.011236,0.00018417190000832731,9.998158132015751,"('R1-6', 'Lai')",True
40264,31900,R1-6,T1,720575940635682495,720575940629562609,16.0,0.70000017,-72.0,-52.0,0.1,3.0,-5.2264214,-58.264393,0.9999998306322342,1.6936776328833543e-06,"('R1-6', 'T1')",True
4278,31972,R1-6,T1,720575940612108494,720575940629614833,6.0,0.70000017,-72.0,-52.0,0.1,3.0,-73.52223,-46.41431,0.0007656056162854184,9.99234379493962,"('R1-6', 'T1')",True
14227,26427,R1-6,Lai,720575940620207921,720575940626801712,23.0,0.70000017,-72.0,-52.0,0.1,3.0,-78.001076,-51.762596,0.0001721408088281338,9.998278442925761,"('R1-6', 'Lai')",True
34005,25124,R1-6,Lai,720575940630776108,720575940626023608,39.0,0.70000017,-72.0,-52.0,0.1,3.0,-24.246296,-50.470543,0.9999040161880243,0.0009598381054546035,"('R1-6', 'Lai')",True
16951,35204,R1-6,L3,720575940621586414,720575940631433027,20.0,0.74999994,-72.0,-56.0,0.1,3.0,-77.59746,-39.681625,0.0007466609208775489,9.992533241890877,"('R1-6', 'L3')",True
1720,20765,R1-6,L2,720575940607908226,720575940623537373,57.0,0.7999999,-72.0,-52.0,0.1,3.0,-77.84253,-33.535397,0.00018148123959839122,9.998185038619448,"('R1-6', 'L2')",True
38856,31175,R1-6,L2,720575940634084051,720575940629099719,54.0,0.7999999,-72.0,-52.0,0.1,3.0,-52.135513,-39.04771,0.48870914923873104,5.112908431424417,"('R1-6', 'L2')",True
7874,25619,R1-6,Lai,720575940615339170,720575940626350157,21.0,0.70000017,-72.0,-52.0,0.1,3.0,-78.00033,-50.47072,0.0001721838213626483,9.998278012800421,"('R1-6', 'Lai')",True
20168,27655,R1-6,L1,720575940623211852,720575940627311491,28.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.260124,-39.047585,0.0008354468513739848,9.991645382599142,"('R1-6', 'L1')",True
18601,7553,R1-6,L3,720575940622393357,720575940615071122,14.0,0.74999994,-72.0,-56.0,0.1,3.0,-53.891415,-39.796024,0.6688219622406487,3.3117803282441405,"('R1-6', 'L3')",True
20342,9768,R1-6,L2,720575940623312135,720575940616988884,56.0,0.7999999,-72.0,-52.0,0.1,3.0,-33.743187,-39.045597,0.9977297764884439,0.022702234777271804,"('R1-6', 'L2')",True
28121,10636,R1-6,Lai,720575940627522078,720575940617642613,23.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.74388,-50.261402,0.000187546903896406,9.998124381977373,"('R1-6', 'Lai')",True
12240,22335,R1-6,L3,720575940618712660,720575940624335880,9.0,0.74999994,-72.0,-56.0,0.1,3.0,-75.068825,-40.697212,0.0017328126434403776,9.982671724812196,"('R1-6', 'L3')",True
1262,19484,R1-6,Lai,720575940606770865,720575940622886388,16.0,0.70000017,-72.0,-52.0,0.1,3.0,-0.040222872,-53.580933,0.9999999699356374,3.0064362107043955e-07,"('R1-6', 'Lai')",True
28173,36603,R1-6,L1,720575940627543582,720575940632362809,52.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.99106,-39.048084,0.0006549131396665427,9.993450719689314,"('R1-6', 'L1')",True
18876,3755,R1-6,L3,720575940622551045,720575940611493347,35.0,0.74999994,-72.0,-56.0,0.1,3.0,-64.841736,-3.0071473,0.049866864883193494,9.501331209587198,"('R1-6', 'L3')",True
43178,25254,R1-6,L2,720575940639440454,720575940626095504,59.0,0.7999999,-72.0,-52.0,0.1,3.0,-77.97938,-42.227436,0.0001733901490858961,9.998265949523368,"('R1-6', 'L2')",True
5949,32373,R1-6,L2,720575940613598322,720575940629861419,62.0,0.7999999,-72.0,-52.0,0.1,3.0,-78.001076,-21.91793,0.0001721408088281338,9.998278442925761,"('R1-6', 'L2')",True
1405,5288,R1-6,L2,720575940607124707,720575940612977834,54.0,0.7999999,-72.0,-52.0,0.1,3.0,-77.831024,-39.148502,0.00018217856025208958,9.998178065413017,"('R1-6', 'L2')",True
26667,35380,R1-6,L3,720575940626902846,720575940631550539,49.0,0.74999994,-72.0,-56.0,0.1,3.0,-0.13392907,-62.926884,0.999999991823672,8.176327826191694e-08,"('R1-6', 'L3')",True
33631,45495,R1-6,Lai,720575940630563454,720575940644722592,36.0,0.70000017,-72.0,-52.0,0.1,3.0,-0.04085845,-38.375717,0.999999969929271,3.00707285698615e-07,"('R1-6', 'Lai')",True
30846,40241,R1-6,Lai,720575940628903430,720575940635664279,16.0,0.70000017,-72.0,-52.0,0.1,3.0,-39.261574,-27.620987,0.9858827764984919,0.14117223291145106,"('R1-6', 'Lai')",True
2667,44298,R1-6,L3,720575940609748181,720575940640913571,25.0,0.74999994,-72.0,-56.0,0.1,3.0,-28.119757,-4.7890472,0.9999079801410893,0.0009201985753951634,"('R1-6', 'L3')",True
7217,39239,R1-6,L1,720575940614772399,720575940634583959,47.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.90512,-18.347343,0.0006739322796779473,9.993260528292035,"('R1-6', 'L1')",True
5452,4201,R1-6,L1,720575940613121765,720575940612019150,44.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.98053,-61.342495,0.000657214132510639,9.993427709761216,"('R1-6', 'L1')",True
33494,38149,R1-6,L2,720575940630486142,720575940633440813,59.0,0.7999999,-72.0,-52.0,0.1,3.0,-44.092857,-38.945713,0.9331250194838857,0.6687497951959944,"('R1-6', 'L2')",True
12253,10903,R1-6,L2,720575940618719060,720575940617822438,53.0,0.7999999,-72.0,-52.0,0.1,3.0,-37.23018,-39.58689,0.9927772714567435,0.07222728435629411,"('R1-6', 'L2')",True
15877,35641,R1-6,Lai,720575940621043109,720575940631721721,13.0,0.70000017,-72.0,-52.0,0.1,3.0,-76.76001,-48.717873,0.00026032042419009746,9.99739664678528,"('R1-6', 'Lai')",True
9656,44235,R1-6,Lai,720575940616902587,720575940640823203,19.0,0.70000017,-72.0,-52.0,0.1,3.0,-75.018196,-53.759937,0.0004651283741821502,9.99534856731588,"('R1-6', 'Lai')",True
24337,10398,R1-6,L2,720575940625538964,720575940617462233,56.0,0.7999999,-72.0,-52.0,0.1,3.0,-78.00104,-39.04714,0.00017214310942569258,9.998278419919785,"('R1-6', 'L2')",True
44286,46092,R1-6,T1,720575940640896128,720575940646479982,7.0,0.70000017,-72.0,-52.0,0.1,3.0,-78.001076,-45.268085,0.0001721408088281338,9.998278442925761,"('R1-6', 'T1')",True
18762,34078,R1-6,L2,720575940622485744,720575940630805778,53.0,0.7999999,-72.0,-52.0,0.1,3.0,-77.98705,-39.862743,0.0001729473084103989,9.998270377930057,"('R1-6', 'L2')",True
5892,21036,R1-6,L1,720575940613547798,720575940623686792,41.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.87175,-60.01799,0.0006814655835756146,9.99318519525418,"('R1-6', 'L1')",True
5487,45430,R1-6,L2,720575940613146866,720575940644555168,46.0,0.7999999,-72.0,-52.0,0.1,3.0,-77.92389,-39.048084,0.0001766265315646187,9.998233585699063,"('R1-6', 'L2')",True
37146,5853,R1-6,L1,720575940632675129,720575940613516054,53.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.88549,-38.393173,0.0006783533568471541,9.993216317521002,"('R1-6', 'L1')",True
15706,19734,R1-6,Lai,720575940620954477,720575940623010309,30.0,0.70000017,-72.0,-52.0,0.1,3.0,-69.536064,-53.59896,0.002884961626876066,9.971150235149523,"('R1-6', 'Lai')",True
11785,7888,R1-6,Lai,720575940618398498,720575940615348945,30.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.98409,-52.395145,0.00017311790072905629,9.998268672006896,"('R1-6', 'Lai')",True
581,24462,R1-6,L2,720575940605560288,720575940625626092,63.0,0.7999999,-72.0,-52.0,0.1,3.0,-77.86897,-12.073254,0.00017988900637499233,9.998200960951445,"('R1-6', 'L2')",True
44304,35994,R1-6,L1,720575940640926592,720575940631966777,37.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.9721,-28.60688,0.0006590622426040939,9.993409228660557,"('R1-6', 'L1')",True
37995,17413,R1-6,L3,720575940633315748,720575940621789445,39.0,0.74999994,-72.0,-56.0,0.1,3.0,-47.95213,-40.653473,0.9359934827195013,0.6400651632672725,"('R1-6', 'L3')",True
41357,14977,R1-6,Lai,720575940637087095,720575940620622641,25.0,0.70000017,-72.0,-52.0,0.1,3.0,-56.28,-51.994946,0.19361865502860076,8.06381332955381,"('R1-6', 'Lai')",True
19541,37297,R1-6,L3,720575940622914917,720575940632777420,46.0,0.74999994,-72.0,-56.0,0.1,3.0,-0.06360167,-1.1275676,0.9999999920131214,7.986878483914253e-08,"('R1-6', 'L3')",True
14168,19028,R1-6,L1,720575940620158379,720575940622641321,42.0,1.1999998,-72.0,-56.0,0.1,3.0,-78.00084,-39.038483,0.0006527829174870281,9.993472021910792,"('R1-6', 'L1')",True
14809,27949,R1-6,T1,720575940620548299,720575940627456649,5.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.946686,-55.800655,0.0001752896987516429,9.998246954026994,"('R1-6', 'T1')",True
47041,12645,R1-6,L1,720575940655753633,720575940619056413,41.0,1.1999998,-72.0,-56.0,0.1,3.0,-78.001076,-14.487523,0.0006527312684173282,9.99347253840148,"('R1-6', 'L1')",True
39432,45502,R1-6,Lai,720575940634805667,720575940644733344,19.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.15679,-25.503067,0.00022807744743917358,9.997719076547986,"('R1-6', 'Lai')",True
38492,10178,R1-6,Lai,720575940633723812,720575940617301691,20.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.87881,-53.58044,0.00017930027367805444,9.998206848278327,"('R1-6', 'Lai')",True
11059,42722,R1-6,L2,720575940617939003,720575940638817087,48.0,0.7999999,-72.0,-52.0,0.1,3.0,-40.62482,-39.061367,0.9779409505841304,0.22059049087164112,"('R1-6', 'L2')",True
20288,27600,R1-6,L2,720575940623281885,720575940627291198,63.0,0.7999999,-72.0,-52.0,0.1,3.0,-39.556625,-38.135517,0.9844464617878514,0.15553537980382778,"('R1-6', 'L2')",True
28515,32630,R1-6,Lai,720575940627752600,720575940629986832,27.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.66343,-53.560966,0.00019264346529473416,9.99807341636415,"('R1-6', 'Lai')",True
608,36509,R1-6,L1,720575940605623776,720575940632304146,29.0,1.1999998,-72.0,-56.0,0.1,3.0,-59.04832,-28.321465,0.2657864033176661,7.342135857416989,"('R1-6', 'L1')",True
16436,45797,R1-6,L2,720575940621324635,720575940645491748,64.0,0.7999999,-72.0,-52.0,0.1,3.0,-57.25631,-39.048126,0.14778212166061805,8.522178656403462,"('R1-6', 'L2')",True
14696,38715,R1-6,L1,720575940620481483,720575940633914579,29.0,1.1999998,-72.0,-56.0,0.1,3.0,-75.65296,-39.008373,0.0014266661883248133,9.985733189317733,"('R1-6', 'L1')",True
9479,32389,R1-6,L3,720575940616764859,720575940629869059,15.0,0.74999994,-72.0,-56.0,0.1,3.0,-77.57559,-42.854042,0.0007521186849160725,9.992478664251303,"('R1-6', 'L3')",True
29048,15812,R1-6,L1,720575940628001673,720575940621010196,52.0,1.1999998,-72.0,-56.0,0.1,3.0,-78.001076,-39.048084,0.0006527312684173282,9.99347253840148,"('R1-6', 'L1')",True
43557,21283,R1-6,L2,720575940639891133,720575940623835389,50.0,0.7999999,-72.0,-52.0,0.1,3.0,-78.001076,-37.93242,0.0001721408088281338,9.998278442925761,"('R1-6', 'L2')",True
34076,43838,R1-6,L2,720575940630805303,720575940640249934,51.0,0.7999999,-72.0,-52.0,0.1,3.0,-30.74543,-7.497866,0.9991630061755571,0.008369938119707312,"('R1-6', 'L2')",True
2677,17820,R1-6,L2,720575940609769941,720575940622006881,47.0,0.7999999,-72.0,-52.0,0.1,3.0,-77.37333,-39.035,0.00021219851336705576,9.99787786588634,"('R1-6', 'L2')",True
36123,4353,R1-6,L2,720575940632053835,720575940612196194,47.0,0.7999999,-72.0,-52.0,0.1,3.0,-78.001076,-39.04653,0.0001721408088281338,9.998278442925761,"('R1-6', 'L2')",True
37056,33796,R1-6,Lai,720575940632619832,720575940630663930,24.0,0.70000017,-72.0,-52.0,0.1,3.0,-24.904133,-53.5632,0.9998804857849917,0.0011951421322743115,"('R1-6', 'Lai')",True
29971,10143,R1-6,L2,720575940628446888,720575940617281141,43.0,0.7999999,-72.0,-52.0,0.1,3.0,-76.41161,-48.353355,0.0002923682117807972,9.997076168914148,"('R1-6', 'L2')",True
1725,39336,R1-6,L2,720575940607929730,720575940634694496,55.0,0.7999999,-72.0,-52.0,0.1,3.0,-78.001076,-39.044315,0.0001721408088281338,9.998278442925761,"('R1-6', 'L2')",True
8162,2479,R1-6,L1,720575940615616935,720575940609405963,18.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.966354,-39.04808,0.0006603247440334799,9.993396603646453,"('R1-6', 'L1')",True
7146,15205,R1-6,Lai,720575940614721199,720575940620721624,20.0,0.70000017,-72.0,-52.0,0.1,3.0,-78.001076,-55.94207,0.0001721408088281338,9.998278442925761,"('R1-6', 'Lai')",True
33597,21269,R1-6,L1,720575940630545090,720575940623829197,39.0,1.1999998,-72.0,-56.0,0.1,3.0,-40.534687,-39.23057,0.9942632214272088,0.0573677848730654,"('R1-6', 'L1')",True
21925,21830,R1-6,L1,720575940624149128,720575940624102397,58.0,1.1999998,-72.0,-56.0,0.1,3.0,-67.56741,-52.72333,0.02071825016522027,9.792817352423448,"('R1-6', 'L1')",True
9279,20273,R1-6,L2,720575940616590860,720575940623275278,46.0,0.7999999,-72.0,-52.0,0.1,3.0,-77.86115,-39.04804,0.00018035839008648838,9.998196267114402,"('R1-6', 'L2')",True
15673,12782,R1-6,L3,720575940620939028,720575940619152549,37.0,0.74999994,-72.0,-56.0,0.1,3.0,-30.901527,-44.2187,0.9997674464727216,0.002325535238130388,"('R1-6', 'L3')",True
992,39944,R1-6,Lai,720575940606319648,720575940635322268,18.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.97078,-15.483394,0.00017388783742030602,9.998260972640098,"('R1-6', 'Lai')",True
9390,30259,R1-6,L1,720575940616690444,720575940628594664,45.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.750755,-50.12273,0.0007094919052360624,9.992904932041752,"('R1-6', 'L1')",True
39595,11628,R1-6,L2,720575940635005347,720575940618289113,57.0,0.7999999,-72.0,-52.0,0.1,3.0,-62.781326,-39.04778,0.026758619478822236,9.732413660187513,"('R1-6', 'L2')",True
36946,37365,R1-6,L2,720575940632544579,720575940632811880,49.0,0.7999999,-72.0,-52.0,0.1,3.0,-76.31589,-39.047943,0.0003018446570032161,9.996981404463336,"('R1-6', 'L2')",True
30643,1849,R1-6,L3,720575940628793768,720575940608163849,28.0,0.74999994,-72.0,-56.0,0.1,3.0,-7.2184963,-45.303917,0.9999999132729518,8.672704691733344e-07,"('R1-6', 'L3')",True
7828,2183,R1-6,L3,720575940615302306,720575940608906179,30.0,0.74999994,-72.0,-56.0,0.1,3.0,-74.82613,-40.490482,0.00187854448575418,9.981214406410773,"('R1-6', 'L3')",True
31370,16396,R1-6,L1,720575940629222761,720575940621304001,59.0,1.1999998,-72.0,-56.0,0.1,3.0,-0.41656962,-0.041284904,0.9999999910159137,8.984086118843535e-08,"('R1-6', 'L1')",True
32435,11137,R1-6,L3,720575940629894443,720575940617994811,19.0,0.74999994,-72.0,-56.0,0.1,3.0,-39.34614,-40.654434,0.9961325549058715,0.038674450364990856,"('R1-6', 'L3')",True
38035,45055,R1-6,T1,720575940633348516,720575940643345096,5.0,0.70000017,-72.0,-52.0,0.1,3.0,-67.30644,-58.302906,0.006046879927691363,9.939531052612532,"('R1-6', 'T1')",True
16412,45979,R1-6,L3,720575940621313216,720575940646073879,17.0,0.74999994,-72.0,-56.0,0.1,3.0,-76.92324,-40.18235,0.0009346406436789792,9.990653444690873,"('R1-6', 'L3')",True
44089,36909,R1-6,Lai,720575940640570200,720575940632522538,24.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.759254,-40.791035,0.00018658853029006954,9.998133965713293,"('R1-6', 'Lai')",True
16649,40636,R1-6,Lai,720575940621423855,720575940636113247,30.0,0.70000017,-72.0,-52.0,0.1,3.0,-73.571365,-55.897194,0.000753178413825752,9.992468066962365,"('R1-6', 'Lai')",True
40440,16101,R1-6,T1,720575940635893867,720575940621148654,5.0,0.70000017,-72.0,-52.0,0.1,3.0,-73.643486,-58.346527,0.0007353009155268321,9.99264684194269,"('R1-6', 'T1')",True
18857,17224,R1-6,L2,720575940622536197,720575940621702497,54.0,0.7999999,-72.0,-52.0,0.1,3.0,-77.69794,-39.047287,0.00019044074851769124,9.998095443531591,"('R1-6', 'L2')",True
13479,30232,R1-6,L1,720575940619719547,720575940628586728,53.0,1.1999998,-72.0,-56.0,0.1,3.0,-70.520294,-38.912483,0.007844260969618929,9.921557242461088,"('R1-6', 'L1')",True
16881,4198,R1-6,L2,720575940621548891,720575940612012714,49.0,0.7999999,-72.0,-52.0,0.1,3.0,-0.24008425,-39.25602,0.9999999678645298,3.2135469694921677e-07,"('R1-6', 'L2')",True
12535,45192,R1-6,L1,720575940618950913,720575940643788960,36.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.93953,-38.779697,0.0006662516690856785,9.993337334396813,"('R1-6', 'L1')",True
44453,39533,R1-6,L1,720575940641326288,720575940634924444,40.0,1.1999998,-72.0,-56.0,0.1,3.0,-78.001076,-39.233177,0.0006527312684173282,9.99347253840148,"('R1-6', 'L1')",True
16562,15370,R1-6,T1,720575940621375983,720575940620793792,7.0,0.70000017,-72.0,-52.0,0.1,3.0,-63.46638,-55.150936,0.021412672442734187,9.785873129751785,"('R1-6', 'T1')",True
38513,41734,R1-6,L1,720575940633744045,720575940637602990,45.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.21676,-58.10002,0.00084760090247975,9.991523842089896,"('R1-6', 'L1')",True
15686,41084,R1-6,L1,720575940620941588,720575940636727726,58.0,1.1999998,-72.0,-56.0,0.1,3.0,-78.001076,-16.930283,0.0006527312684173282,9.99347253840148,"('R1-6', 'L1')",True
5546,6289,R1-6,L2,720575940613210265,720575940613935400,58.0,0.7999999,-72.0,-52.0,0.1,3.0,-77.44611,-38.92852,0.0002071132688106733,9.997928718331146,"('R1-6', 'L2')",True
24532,38329,R1-6,Lai,720575940625662707,720575940633596876,25.0,0.70000017,-72.0,-52.0,0.1,3.0,-23.89125,-60.92261,0.9999147283410931,0.0008527165763628018,"('R1-6', 'Lai')",True
46657,20650,R1-6,Lai,720575940650377849,720575940623477628,27.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.99108,-52.790245,0.00017271527128525968,9.998272698301275,"('R1-6', 'Lai')",True
33371,12094,R1-6,L3,720575940630420311,720575940618607188,43.0,0.74999994,-72.0,-56.0,0.1,3.0,-77.50378,-40.624474,0.0007703266271410369,9.992296584831767,"('R1-6', 'L3')",True
8839,30385,R1-6,L2,720575940616213314,720575940628656401,46.0,0.7999999,-72.0,-52.0,0.1,3.0,-31.98293,-0.024900455,0.9987361866994431,0.012638132817246298,"('R1-6', 'L2')",True
22106,19497,R1-6,L1,720575940624227268,720575940622892947,34.0,1.1999998,-72.0,-56.0,0.1,3.0,-78.001076,-39.046947,0.0006527312684173282,9.99347253840148,"('R1-6', 'L1')",True
32639,14126,R1-6,Lai,720575940629995623,720575940620129950,8.0,0.70000017,-72.0,-52.0,0.1,3.0,-18.233631,-36.96339,0.9999870636438617,0.00012936355945537736,"('R1-6', 'Lai')",True
43763,35204,R1-6,L3,720575940640155709,720575940631433027,29.0,0.74999994,-72.0,-56.0,0.1,3.0,-77.54501,-39.681625,0.0007598183002868333,9.992401668098744,"('R1-6', 'L3')",True
33810,44696,R1-6,L2,720575940630674170,720575940642090459,38.0,0.7999999,-72.0,-52.0,0.1,3.0,-76.78209,-38.365356,0.0002584121318944101,9.997415729707953,"('R1-6', 'L2')",True
37185,24069,R1-6,L3,720575940632704327,720575940625365996,15.0,0.74999994,-72.0,-56.0,0.1,3.0,-62.672665,-40.6423,0.09759638049312151,9.024036060600169,"('R1-6', 'L3')",True
13095,18846,R1-6,L3,720575940619420480,720575940622526708,40.0,0.74999994,-72.0,-56.0,0.1,3.0,-77.980995,-2.6504333,0.0006571123346049377,9.993428727740257,"('R1-6', 'L3')",True
40601,12711,R1-6,Lai,720575940636076280,720575940619093761,19.0,0.70000017,-72.0,-52.0,0.1,3.0,-77.85199,-53.58044,0.00018091006596680618,9.99819075035568,"('R1-6', 'Lai')",True
5641,7784,R1-6,L1,720575940613306610,720575940615257767,59.0,1.1999998,-72.0,-56.0,0.1,3.0,-77.99954,-39.214367,0.0006530648167627836,9.993469202918076,"('R1-6', 'L1')",True
38719,31638,R1-6,Lai,720575940633915603,720575940629400394,25.0,0.70000017,-72.0,-52.0,0.1,3.0,-76.587776,-50.470634,0.00027569883698303356,9.997242862659641,"('R1-6', 'Lai')",True
39307,1821,R1-6,L2,720575940634667289,720575940608093106,50.0,0.7999999,-72.0,-52.0,0.1,3.0,-77.109825,-0.928693,0.00023167538748783225,9.997683097148034,"('R1-6', 'L2')",True
35926,3602,R1-6,L3,720575940631929807,720575940611260821,17.0,0.74999994,-72.0,-56.0,0.1,3.0,-77.99345,-31.874702,0.0006543924937857876,9.993455926148044,"('R1-6', 'L3')",True
14572,9494,R1-6,L2,720575940620413400,720575940616780731,44.0,0.7999999,-72.0,-52.0,0.1,3.0,-64.66217,-0.2550635,0.014475397170035115,9.855245881445041,"('R1-6', 'L2')",True
13572,4956,R1-6,L3,720575940619768734,720575940612717461,16.0,0.74999994,-72.0,-56.0,0.1,3.0,-23.197823,-59.136124,0.9999821601704173,0.00017839829316865634,"('R1-6', 'L3')",True
14095,1611,R1-6,L3,720575940620114334,720575940607638723,26.0,0.74999994,-72.0,-56.0,0.1,3.0,-48.667606,-13.43781,0.9201312109299672,0.7986878787989513,"('R1-6', 'L3')",True
3753,4896,R1-6,L1,720575940611491960,720575940612661683,45.0,1.1999998,-72.0,-56.0,0.1,3.0,-66.4779,-39.666786,0.02952258250520303,9.704774030335567,"('R1-6', 'L1')",True
7880,43857,R1-6,L2,720575940615343250,720575940640266584,61.0,0.7999999,-72.0,-52.0,0.1,3.0,-75.01692,-39.044205,0.0004653257348306764,9.995346593709423,"('R1-6', 'L2')",True
38373,10193,R1-6,L3,720575940633637459,720575940617312729,7.0,0.74999994,-72.0,-56.0,0.1,3.0,-76.64331,-46.334316,0.0010259564347988844,9.989740286793282,"('R1-6', 'L3')",True
39099,46254,R1-6,L2,720575940634367970,720575940647104291,34.0,0.7999999,-72.0,-52.0,0.1,3.0,-78.001076,-38.944675,0.0001721408088281338,9.998278442925761,"('R1-6', 'L2')",True
31032,34030,R1-6,L1,720575940629014858,720575940630785730,54.0,1.1999998,-72.0,-56.0,0.1,3.0,-0.079831444,-50.9113,0.9999999919698014,8.030198497511188e-08,"('R1-6', 'L1')",True
7753,3990,R1-6,L2,720575940615229182,720575940611760994,40.0,0.7999999,-72.0,-52.0,0.1,3.0,-77.92904,-46.919697,0.0001763236434250351,9.998236614580414,"('R1-6', 'L2')",True
16998,31920,R1-6,Lai,720575940621605485,720575940629574385,18.0,0.70000017,-72.0,-52.0,0.1,3.0,-78.001076,-53.580425,0.0001721408088281338,9.998278442925761,"('R1-6', 'Lai')",True
44651,6188,R1-6,L3,720575940641939252,720575940613818134,23.0,0.74999994,-72.0,-56.0,0.1,3.0,-68.301506,-31.504717,0.01629445079047144,9.837055345511738,"('R1-6', 'L3')",True
