idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
25,T2,2.498023,2.405576,-48.919281,0.982764,0.000000,32.553012,201.959823,-50.000000,0.000000,-50.025985,-49.997172
26,T2a,2.498023,2.912285,-50.841330,1.031981,0.000000,30.713815,192.805335,-49.158670,0.000000,-49.890975,-49.892325
27,T3,2.498023,0.100000,-48.326974,1.049378,0.000000,39.958578,204.705808,-50.000000,0.000000,-50.055462,-50.055612
28,C2,2.498023,0.100000,-49.284083,1.027405,0.000000,35.718890,201.436071,-50.000000,0.000000,-49.930232,-49.932694
29,C3,2.498023,2.579638,-51.621652,0.951923,0.000000,34.164560,198.980217,-47.956737,0.000000,-46.152205,-46.152403
30,Lawf1,2.498023,1.263228,-50.345004,0.974879,0.000000,28.659039,200.959881,-49.172721,0.000000,-50.252594,-50.247665
31,Lawf2,2.498023,1.053289,-50.718566,1.001888,0.000000,45.634199,201.296936,-49.281434,0.000000,-49.242355,-49.241649
32,Dm3v,2.498023,1.866995,-51.282764,1.022772,0.000000,26.968087,207.544685,-48.717236,0.000000,-48.488187,-48.488986
33,Lai,2.498023,2.121939,-50.301389,1.033894,0.000000,36.771548,195.372383,-49.438490,0.000000,-48.932123,-48.931022
34,Mi10,2.498023,1.602460,-49.608727,0.967883,0.000000,37.435945,207.402077,-50.000000,0.000000,-53.455227,-53.452273
35,Mi13,2.498023,2.204157,-51.035972,0.964819,0.000000,29.011771,207.792740,-48.964028,0.000000,-47.793946,-47.794146
36,Mi14,2.498023,1.336607,-50.543309,1.001143,0.000000,54.703977,195.022805,-49.072209,0.000000,-49.048257,-49.047496
37,Mi15,2.498023,0.396357,-49.311215,1.022083,0.000000,39.555185,194.411399,-50.000000,0.000000,-51.227049,-51.225860
38,Mi2,2.498023,1.974782,-50.999015,1.024377,0.000000,31.799342,192.961249,-49.000985,0.000000,-48.240663,-48.240771
39,Tm16,2.498023,0.423778,-49.399467,1.044059,0.000000,40.438041,205.414883,-50.000000,0.000000,-50.419737,-50.421646
40,Tm20,2.498023,2.473445,-51.764600,0.955863,0.000000,33.062257,206.932377,-48.004780,0.000000,-47.910594,-47.910809
41,Tm21,2.498023,3.254462,-50.280307,1.039605,0.000000,41.412714,203.773755,-49.363925,0.000000,-49.370464,-49.346226
42,Tm27,2.498023,1.724860,-49.789517,1.011287,0.000000,37.512502,199.372894,-49.489912,0.000000,-49.374596,-49.388027
43,Tm5a,2.498023,0.511487,-49.444308,1.036800,0.000000,40.095465,195.938625,-50.000000,0.000000,-50.127814,-50.128196
44,Tm5b,2.498023,0.141086,-48.960812,0.950873,0.000000,40.022035,209.512419,-50.000000,0.000000,-50.893285,-50.892555
45,Tm5c,2.498023,2.303071,-51.482651,0.963269,0.000000,30.861998,191.810714,-48.428777,0.000000,-44.854483,-44.855716
46,Tm5f,2.498023,0.100000,-49.404141,1.017298,0.000000,40.914454,191.547717,-50.000000,0.000000,-49.973230,-49.973263
47,TmY10,2.498023,0.227122,-49.152970,1.047020,0.000000,38.611680,198.985161,-50.000000,0.000000,-49.944538,-49.945214
48,TmY11,2.498023,0.971288,-50.000000,0.958430,0.000000,40.358130,200.164750,-50.000000,0.000000,-54.943599,-54.938595
49,TmY14,2.498023,0.396836,-49.265243,0.990135,0.000000,41.933822,201.612699,-49.999710,0.000000,-51.234899,-51.248633
50,TmY15,2.498023,1.993833,-50.931461,0.993698,0.000000,43.945654,203.271265,-48.869047,0.000000,-47.529715,-47.544558
51,TmY3,2.498023,1.235426,-49.413502,0.970356,0.000000,39.251581,190.198522,-50.000000,0.000000,-53.216950,-53.213399
52,TmY4,2.498023,0.215886,-49.153652,1.024062,0.000000,39.291116,205.535842,-50.000000,0.000000,-50.373499,-50.376543
53,TmY5a,2.498023,3.211086,-51.594533,0.959587,0.000000,44.002118,204.938491,-48.424862,0.000000,-46.366692,-46.349529
54,TmY9q,2.498023,0.100000,-49.111059,1.049071,0.000000,42.174445,195.378130,-49.983879,0.000000,-49.891144,-49.891816
55,TmY9q__perp,2.498023,0.339688,-49.153020,1.008694,0.000000,39.589588,204.964619,-50.000000,0.000000,-49.924952,-49.925389
