idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow
0,R1-6,1.000000,1.297227,-10.669179,1.009908,0.498780,26.697523,196.797612,0.000000,0.000000
1,R7,1.000000,6.462344,-19.917135,1.030175,0.039338,17.927110,204.649317,0.000000,0.000000
2,R8,1.000000,0.519937,-1.772933,1.015965,0.295283,43.950406,207.346965,0.000000,0.000000
3,L1,1.000000,2.640186,2.187910,1.357444,-0.884648,25.460437,214.783768,0.000000,0.600000
4,L2,1.000000,0.239110,-0.392250,0.923101,-1.598624,22.768874,221.323346,0.000000,0.600000
5,L3,1.000000,0.308637,-0.658813,0.708047,-1.456476,26.800423,209.526874,0.000000,0.000000
6,L4,1.000000,2.733127,2.145848,2.015394,0.875267,39.553589,201.350080,0.000000,0.000000
7,L5,1.000000,1.787125,0.818598,2.161145,-0.480103,51.748389,207.719623,0.000000,0.000000
8,Mi1,1.000000,0.480155,-0.555866,2.402251,-0.480225,53.951026,198.129586,0.000000,0.000000
9,Tm3,1.000000,0.293407,-0.036528,0.312011,-1.558849,24.690934,193.970214,0.000000,0.000000
10,Mi4,1.000000,0.318427,-0.621469,3.060657,0.608969,48.083043,201.356850,0.000000,0.000000
11,Mi9,1.000000,10.000000,0.423143,2.029099,-0.548578,26.959893,208.708314,0.000000,0.000000
12,T4a,1.000000,1.033821,-0.210257,1.038481,-0.251523,50.124676,198.872099,0.000000,0.000000
13,T4b,1.000000,3.333691,1.466549,0.973556,0.449455,26.248519,193.146728,0.000000,0.000000
14,T4c,1.000000,0.744833,0.407651,1.005507,-0.152136,49.056356,193.868093,0.000000,0.000000
15,T4d,1.000000,0.100000,-0.684971,1.023379,-0.037472,49.923226,208.666971,0.000000,0.000000
16,Tm1,1.000000,0.915438,-0.648641,1.203281,0.469038,75.125686,200.306740,0.000000,0.000000
17,Tm2,1.000000,0.100000,-1.249688,2.342963,0.171750,73.671486,206.099388,0.000000,0.000000
18,Tm4,1.000000,0.426332,-0.290619,1.975556,1.339481,68.105684,194.196753,0.000000,0.000000
19,Tm9,1.000000,0.437122,0.045651,1.328260,0.819579,47.834424,209.720369,0.000000,0.000000
20,T5a,1.000000,0.469005,-0.553643,1.039727,-0.139870,48.318515,197.681956,0.000000,0.000000
21,T5b,1.000000,10.000000,6.846881,1.020580,0.458434,51.279254,203.461878,0.000000,0.000000
22,T5c,1.000000,0.445159,-0.026108,1.001048,0.027255,51.951449,206.844080,0.000000,0.000000
23,T5d,1.000000,1.034529,-0.072637,0.998799,0.124625,48.374677,207.860322,0.000000,0.000000
24,T1,1.000000,0.100000,-0.330482,1.032811,0.424028,47.342306,207.622728,0.000000,0.000000
25,T2,1.000000,0.661040,0.264121,1.042759,0.153572,48.128958,206.068455,0.000000,0.000000
26,T2a,1.000000,0.452513,0.051852,0.951551,0.275433,49.265878,207.349099,0.000000,0.000000
27,T3,1.000000,1.725441,1.046091,1.048960,0.407634,49.998214,203.895180,0.000000,0.000000
28,C2,1.000000,0.246529,-0.524497,1.049870,-0.209858,52.392104,190.336700,0.000000,0.000000
29,C3,1.000000,1.039928,-0.492762,1.038619,0.093838,48.244051,204.786654,0.000000,0.000000
30,Lawf1,1.000000,3.566474,-0.297417,0.962813,0.442886,66.101228,203.007192,0.000000,0.000000
31,Lawf2,1.000000,0.374693,-0.668640,1.040944,0.410502,48.420741,193.390314,0.000000,0.000000
32,Dm3v,1.000000,0.991642,-0.175955,1.012266,0.435925,50.603610,190.692200,0.000000,0.000000
33,Lai,1.000000,0.100000,-0.834784,1.043963,-0.472948,48.271568,205.052631,0.000000,0.000000
34,Mi10,1.000000,3.539224,0.335128,0.985976,0.129026,60.478113,191.530086,0.000000,0.000000
35,Mi13,1.000000,0.132958,-0.298850,1.018750,0.356142,48.831321,190.375446,0.000000,0.000000
36,Mi14,1.000000,0.968829,-0.333250,0.981604,-0.349394,48.064677,192.744031,0.000000,0.000000
37,Mi15,1.000000,0.240559,-0.556917,1.043307,-0.207842,49.547723,197.564974,0.000000,0.000000
38,Mi2,1.000000,1.027801,-0.231251,0.993710,-0.474906,48.632165,201.563182,0.000000,0.000000
39,Tm16,1.000000,2.304958,1.224032,0.961529,-0.467023,44.995382,193.657873,0.000000,0.000000
40,Tm20,1.000000,1.045559,-0.361686,0.962419,-0.068499,47.780706,191.893952,0.000000,0.000000
41,Tm21,1.000000,2.125017,0.970320,0.985894,0.410632,52.100077,192.355087,0.000000,0.000000
42,Tm27,1.000000,0.100000,-0.860184,0.978772,0.498398,52.553366,196.419457,0.000000,0.000000
43,Tm5a,1.000000,1.015930,-0.097194,1.047574,-0.466581,50.812323,204.307494,0.000000,0.000000
44,Tm5b,1.000000,1.004950,-0.156405,1.032360,-0.462409,48.079510,200.556184,0.000000,0.000000
45,Tm5c,1.000000,0.499564,0.260290,1.001256,-0.247803,41.847109,209.570677,0.000000,0.000000
46,Tm5f,1.000000,0.214709,-0.355863,0.952513,-0.429961,50.729297,207.026922,0.000000,0.000000
47,TmY10,1.000000,0.163487,-0.778814,0.983962,-0.045830,49.354737,203.281558,0.000000,0.000000
48,TmY11,1.000000,0.100000,-0.842581,1.026021,0.129459,47.774213,192.973020,0.000000,0.000000
49,TmY14,1.000000,10.000000,4.475951,1.029409,-0.189586,50.716232,198.566037,0.000000,0.000000
50,TmY15,1.000000,4.561604,2.811389,1.035710,-0.461170,50.312336,194.890631,0.000000,0.000000
51,TmY3,1.000000,0.107551,-0.510509,1.002934,0.371491,48.335572,206.220509,0.000000,0.000000
52,TmY4,1.000000,0.319998,-0.670815,0.990288,-0.330144,52.055123,199.938771,0.000000,0.000000
53,TmY5a,1.000000,0.220146,-0.753273,0.987391,0.165778,50.398576,193.247471,0.000000,0.000000
54,TmY9q,1.000000,0.995124,-0.194529,0.950843,-0.107097,49.008087,204.644407,0.000000,0.000000
55,TmY9q__perp,1.000000,0.358415,-0.516344,0.956599,-0.133848,48.214661,202.000942,0.000000,0.000000
