idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,10.000000,-0.283325,0.968263,-0.412143,10.000000,497.747649,0.000000,1.000000
1,R7,1.000000,10.000000,0.000000,0.981933,0.460265,10.000000,200.897475,0.000000,1.000000
2,R8,1.000000,9.506240,0.000006,0.953650,-0.404584,100.000000,1100.000000,0.000000,0.994667
3,L1,1.000000,10.000000,18.339220,1.868745,0.410613,10.000000,1100.000000,0.000000,0.759911
4,L2,1.000000,10.000000,20.000000,2.119661,0.635191,10.000000,1100.000000,0.000000,0.943209
5,L3,1.000000,10.000000,3.203144,0.824564,-1.461224,100.000000,1100.000000,0.000000,1.000000
6,L4,1.000000,4.788664,5.030534,0.854763,0.344782,10.000000,1010.845954,0.000000,0.466819
7,L5,1.000000,2.053407,20.000000,1.109055,-0.131475,12.577214,146.782056,0.000000,0.101251
8,Mi1,1.000000,3.960652,-3.149898,2.087570,-0.341152,13.968259,1100.000000,0.000000,0.981116
9,Mi4,1.000000,7.252548,-2.230340,1.364350,1.509943,10.000000,1100.000000,0.000000,0.923036
10,Mi9,1.000000,10.000000,3.367876,1.777652,-0.563812,25.962238,1100.000000,0.000000,1.000000
11,T1,1.000000,0.100000,-0.826513,0.950393,-0.039444,50.785009,1008.701817,0.000000,0.010000
12,T2,1.000000,1.001756,-0.545354,0.974155,-0.040411,49.958478,997.247714,0.000000,0.080637
13,T2a,1.000000,10.000000,0.494272,0.950412,-0.177472,10.000000,177.274250,0.000000,1.000000
14,T3,1.000000,9.249424,3.892919,1.001930,-0.451334,100.000000,1100.000000,0.000000,0.827293
15,T4a,1.000000,8.457360,0.583741,0.977267,-0.447509,10.000000,230.025535,0.000000,0.986140
16,T4b,1.000000,10.000000,0.282227,1.009331,0.233163,10.000000,290.686385,0.000000,1.000000
17,T4c,1.000000,10.000000,0.335393,1.042226,0.098106,10.000000,343.514318,0.000000,1.000000
18,T4d,1.000000,0.888292,-0.822127,0.988651,-0.151834,50.721234,1003.047873,0.000000,0.010000
19,T5a,1.000000,10.000000,6.720310,1.010935,-0.101574,10.000000,748.108051,0.000000,1.000000
20,T5b,1.000000,0.100000,0.029781,1.007302,-0.329967,51.794833,998.743528,0.000000,0.010000
21,T5c,1.000000,9.718514,14.668510,0.987741,0.297413,13.412678,374.736551,0.000000,0.781914
22,T5d,1.000000,6.911579,12.416048,1.021567,-0.368322,10.000000,1100.000000,0.000000,0.831817
23,Tm1,1.000000,2.590455,2.434688,1.381070,0.574075,20.466661,1100.000000,0.000000,1.000000
24,Tm2,1.000000,3.389652,2.094028,0.667927,0.184161,10.000000,112.090742,0.000000,0.981223
25,Tm20,1.000000,0.920447,-0.865825,0.994652,-0.377985,47.890232,993.225662,0.000000,0.010000
26,Tm21,1.000000,0.770459,-0.924106,1.016849,-0.121035,50.279464,992.361837,0.000000,0.010000
27,Tm3,1.000000,4.598058,0.450900,0.246227,-0.362275,10.000000,241.423172,0.000000,0.995867
28,Tm4,1.000000,7.862564,20.000000,0.864861,0.790014,10.000000,334.431550,0.000000,0.569038
29,Tm9,1.000000,0.100000,-4.923128,0.756432,0.425262,34.348459,1100.000000,0.000000,0.990011
30,C2,1.000000,0.440260,-0.818413,1.041125,-0.460045,49.962693,1005.329406,0.000000,0.010000
31,C3,1.000000,0.388039,-0.595366,0.964206,-0.486477,48.490647,1004.316708,0.000000,0.010000
32,Lawf1,1.000000,0.737381,-0.842855,1.030782,0.423729,48.816899,1009.637435,0.000000,0.010000
33,Lawf2,1.000000,0.831635,-0.837269,0.964028,0.113468,51.860612,1001.805370,0.000000,0.010000
