cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
20,T5a,1.033749,50.000000,2.278976,5.104421,0.796187,-100.000000,27.363159,209.095428,0.000000,376.675262,380.226715,387.665955,7.439240
21,T5b,1.028708,50.000000,2.278976,7.083050,-0.601418,-100.000000,13.623785,203.636581,0.000000,161.671280,168.957565,189.993500,21.035934
22,T5c,1.040029,50.000000,2.278976,5.991216,-1.005706,-100.000000,10.000000,199.518295,0.000000,217.683517,218.981277,216.685211,-2.296066
23,T5d,1.037295,50.000000,2.278976,10.000000,10.466531,-100.000000,25.245874,208.329163,0.000000,211.702911,212.136963,211.107224,-1.029739
24,T1,1.046093,-15.813871,2.278976,0.510994,-8.914705,-100.000000,24.789631,195.146744,0.000000,-16.851242,-15.813871,-51.176590,-35.362719
25,T2,0.952526,50.000000,2.278976,1.369782,-1.502264,-100.000000,10.000000,201.607147,0.000000,412.457458,413.933960,427.948212,14.014252
26,T2a,1.024473,38.332596,2.278976,10.000000,9.364207,-100.000000,10.000000,202.001740,0.000000,38.377190,38.332596,39.885120,1.552525
27,T3,1.024494,43.546925,2.278976,1.743422,-2.009022,-100.000000,10.000000,192.746780,0.000000,43.538761,43.546925,47.582043,4.035118
28,C2,0.984403,-50.000000,2.278976,1.688610,-1.677503,-100.000000,10.000000,191.398804,0.000000,-115.051224,-115.300613,-88.786972,26.513641
29,C3,1.005440,-50.000000,2.278976,1.442921,-4.969527,-100.000000,10.000000,197.668503,0.000000,-120.972176,-121.333214,-80.562248,40.770966
30,Lawf1,0.965345,2.015080,2.278976,0.738803,-1.114206,-100.000000,22.117790,190.718536,0.000000,2.431330,2.015080,1.353164,-0.661915
31,Lawf2,0.952046,-27.875034,2.278976,0.434878,-2.851535,-100.000000,10.000000,191.174515,0.000000,-27.039322,-27.875034,-29.115364,-1.240330
32,Dm3v,1.017337,26.198048,2.278976,0.573063,-4.345909,-100.000000,23.517857,208.699280,0.000000,26.043980,26.198048,25.796240,-0.401808
33,Lai,1.004401,-50.000000,2.278976,0.100000,-1.042026,-100.000000,10.267919,196.622162,0.000000,-349.048370,-350.947327,-371.607056,-20.659729
34,Mi10,1.027863,13.692940,2.278976,0.141786,-2.210471,-100.000000,14.787864,190.210785,0.000000,13.485344,13.692940,14.525052,0.832112
35,Mi13,1.036852,14.969493,2.278976,0.142779,-1.546320,-100.000000,26.537075,195.132080,0.000000,14.960046,14.969493,15.395527,0.426034
36,Mi14,1.040691,50.000000,2.278976,3.426463,-3.541007,-100.000000,10.000000,192.958069,0.000000,152.078918,153.468842,149.893707,-3.575134
37,Mi15,1.021746,-28.582222,2.278976,0.527798,-1.100147,-100.000000,13.937287,201.465485,0.000000,-28.319481,-28.582222,-29.131411,-0.549189
38,Mi2,0.985559,2.967143,2.278976,0.745798,-4.941630,-100.000000,10.000000,192.542694,0.000000,3.313795,2.967143,4.892132,1.924989
39,Tm16,1.041942,-50.000000,2.278976,1.607312,-1.777011,-100.000000,10.000000,194.838028,0.000000,-108.294792,-109.386063,-112.204712,-2.818649
40,Tm20,1.046801,-50.000000,2.278976,3.441673,-4.998604,-100.000000,33.896072,192.508789,0.000000,-67.451485,-67.385895,-73.339172,-5.953278
41,Tm21,0.984646,27.036469,2.278976,0.577125,-1.458090,-100.000000,11.130397,197.943436,0.000000,26.863401,27.036469,27.524136,0.487667
42,Tm27,0.970491,50.000000,2.278976,1.408661,-2.155701,-100.000000,10.000000,195.111893,0.000000,64.870636,65.791451,71.360504,5.569054
43,Tm5a,1.046662,50.000000,2.278976,6.166275,19.082975,-100.000000,10.000000,201.537521,0.000000,127.692711,143.921631,199.711136,55.789505
44,Tm5b,0.951439,-33.590172,2.278976,10.000000,18.681828,-100.000000,12.476620,201.871704,0.000000,-34.166073,-33.590172,-30.148289,3.441883
45,Tm5c,0.979912,33.485062,2.278976,4.336092,0.693192,-100.000000,10.000000,207.299240,0.000000,32.729202,33.485062,35.159565,1.674503
46,Tm5f,0.957497,50.000000,2.278976,10.000000,14.868143,-100.000000,10.000000,197.102570,0.000000,185.120163,193.701614,222.416290,28.714676
47,TmY10,1.004203,37.111317,2.278976,0.649379,-5.690882,-100.000000,10.000000,205.715195,0.000000,34.698994,37.111317,43.674652,6.563335
48,TmY11,0.978049,50.000000,2.278976,0.635383,-1.229682,-100.000000,10.000000,194.737442,0.000000,97.625572,97.765419,104.187836,6.422417
49,TmY14,0.957623,50.000000,2.278976,0.900054,-2.473267,-100.000000,36.188011,197.241592,0.000000,315.872284,316.735687,328.365540,11.629852
50,TmY15,1.040727,50.000000,2.278976,3.048123,-17.254232,-100.000000,17.973803,206.936371,0.000000,94.161858,95.184502,97.754906,2.570404
51,TmY3,1.008653,50.000000,2.278976,10.000000,11.605329,-100.000000,12.089138,209.773300,0.000000,222.889679,221.036865,239.142075,18.105209
52,TmY4,1.019852,24.188551,2.278976,0.617499,-3.845001,-100.000000,25.058758,204.399185,0.000000,23.813951,24.188551,25.087372,0.898821
53,TmY5a,1.011069,50.000000,2.278976,1.015602,-9.150186,-100.000000,10.000000,203.054733,0.000000,133.220459,140.569809,163.287445,22.717636
54,TmY9q,0.980491,28.324099,2.278976,0.100000,-1.806044,-100.000000,10.000000,202.077438,0.000000,27.606247,28.324099,29.076849,0.752750
55,TmY9q__perp,1.020258,50.000000,2.278976,2.168459,-4.829452,-100.000000,30.861959,194.683167,0.000000,141.428238,142.270386,144.277512,2.007126
