cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,1.049115,16.423306,2.278976,1.851154,-4.654988,-100.000000,18.965723,207.090485,0.000000,16.381189,16.423306,21.689064,5.265759
1,R7,1.022494,-50.000000,2.278976,3.679431,-8.337502,-100.000000,10.000000,197.307724,0.000000,-65.609917,-66.543709,-65.137199,1.406509
2,R8,0.977948,-0.712032,2.278976,3.614516,-13.655851,-100.000000,24.630671,193.573959,0.000000,-0.956870,-0.712032,4.625680,5.337712
3,L1,2.000000,-20.499508,2.278976,2.008607,-17.864407,-100.000000,10.000000,218.386414,0.995206,-20.375437,-20.499508,-35.352470,-14.852962
4,L2,2.000000,-18.235636,2.278976,2.084577,-18.194847,-100.000000,12.487133,216.133270,1.000000,-18.194849,-18.235636,-30.361376,-12.125740
5,L3,2.000000,-4.128905,2.278976,0.564573,-1.595679,-100.000000,10.000000,195.313477,0.000000,-4.159928,-4.128905,-5.925102,-1.796197
6,L4,0.799512,-1.580929,2.278976,0.287120,-1.882552,-100.000000,10.000000,215.486389,0.992544,-1.576938,-1.580929,-6.790322,-5.209393
7,L5,2.000000,-19.714132,2.278976,1.959760,-16.197773,-100.000000,10.000000,201.752502,0.947297,-19.747818,-19.714132,-7.477031,12.237101
8,Mi1,2.000000,-26.990335,2.278976,1.390652,-9.019497,-100.000000,10.000000,190.893768,0.000000,-26.987526,-26.990335,-19.187693,7.802643
9,Tm3,2.000000,-2.488604,2.278976,4.173191,2.006138,-100.000000,10.000000,208.497635,0.000000,-2.460964,-2.488604,7.566551,10.055155
10,Mi4,2.000000,-0.733447,2.278976,0.846827,-4.142947,-100.000000,10.000000,200.480042,0.000000,-0.715712,-0.733447,0.724452,1.457899
11,Mi9,1.922079,-15.120233,2.278976,0.434120,-20.259476,-100.000000,17.768404,198.203735,0.000000,-15.100336,-15.120233,-18.271547,-3.151315
12,T4a,1.024522,50.000000,2.278976,2.834026,-1.751802,-100.000000,10.000000,206.591034,0.000000,60.067059,59.859158,68.041260,8.182102
13,T4b,1.024734,19.749790,2.278976,0.560914,-1.987365,-100.000000,10.000000,196.777130,0.000000,19.746292,19.749790,21.989679,2.239889
14,T4c,1.002963,-37.651249,2.278976,1.212493,-9.035281,-100.000000,10.000000,195.292404,0.000000,-36.662300,-37.651249,-37.002720,0.648529
15,T4d,1.033863,-23.451826,2.278976,9.441200,10.069679,-100.000000,24.265173,205.701202,0.000000,-23.100199,-23.451826,-24.234344,-0.782518
16,Tm1,2.000000,17.961084,2.278976,0.457296,-2.952492,-100.000000,10.000000,200.797150,0.000000,17.822401,17.961084,12.116073,-5.845012
17,Tm2,2.000000,20.752504,2.278976,0.356459,-2.997826,-100.000000,10.000000,203.449554,0.000000,20.683554,20.752504,17.477791,-3.274714
18,Tm4,1.433004,4.743797,2.278976,1.732430,-0.929972,-100.000000,10.000000,194.697968,0.000000,4.530004,4.743797,-0.660458,-5.404255
19,Tm9,0.819815,1.031348,2.278976,2.656172,0.345424,-100.000000,23.991125,196.986618,0.000000,1.022578,1.031348,0.372128,-0.659220
