idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
39,Tm16,1.041839,0.000000,0.827903,0.640619,-0.166288,-100.000000,-50.000000,1.031237,350.852966,10.000000,207.736542,0.000000,89.397141,89.396629,89.394547,-0.002083
40,Tm20,0.972499,0.000000,0.827903,0.674783,-0.392639,-100.000000,-50.000000,0.972193,347.930725,10.000000,207.736542,0.000000,92.124611,92.124008,92.115700,-0.008308
41,Tm21,1.007729,0.000000,0.827903,0.674594,-0.634274,-100.000000,-50.000000,1.026227,348.240082,10.000000,207.736542,0.000000,101.510094,101.510002,101.509521,-0.000481
42,Tm27,1.005414,0.000000,0.827903,0.651298,0.080270,-100.000000,-50.000000,0.986490,348.827820,10.000000,207.736542,0.000000,97.862648,97.862679,97.862900,0.000221
43,Tm5a,1.026466,0.000000,0.827903,0.743707,-0.615680,-100.000000,-50.000000,1.040293,351.537201,10.000000,207.736542,0.000000,98.274818,98.274414,98.266121,-0.008293
44,Tm5b,0.986452,0.000000,0.827903,0.681320,-0.721865,-100.000000,-50.000000,0.994895,352.435822,10.000000,207.736542,0.000000,92.872879,92.872459,92.864792,-0.007668
45,Tm5c,0.992652,0.000000,0.827903,1.379436,0.563753,-100.000000,-50.000000,0.995391,349.732941,10.000000,207.736542,0.000000,101.907837,101.907661,101.904312,-0.003349
46,Tm5f,0.987021,0.000000,0.827903,0.729283,-0.213907,-100.000000,-50.000000,1.028532,350.664062,10.000000,207.736542,0.000000,103.524963,103.524994,103.525063,0.000069
47,TmY10,1.041862,0.000000,0.827903,0.708710,-0.243370,-100.000000,-50.000000,0.980398,350.934998,10.000000,207.736542,0.000000,95.071022,95.070869,95.070107,-0.000763
48,TmY11,0.969042,0.000000,0.827903,0.649620,0.163849,-100.000000,-50.000000,1.038173,348.540253,10.000000,207.736542,0.000000,71.843529,71.842583,71.839050,-0.003532
49,TmY14,0.977966,0.000000,0.827903,0.663989,-0.294537,-100.000000,-50.000000,0.988287,348.329102,10.000000,207.736542,0.000000,100.881577,100.881363,100.880264,-0.001099
50,TmY15,1.045318,0.000000,0.827903,1.328501,0.071186,-100.000000,-50.000000,0.998587,350.389954,10.000000,207.736542,0.000000,116.757919,116.758698,116.762672,0.003975
51,TmY3,1.000328,0.000000,0.827903,0.685584,-0.243947,-100.000000,-50.000000,0.990386,348.463379,10.000000,207.736542,0.000000,93.269737,93.269653,93.269592,-0.000061
52,TmY4,0.997068,0.000000,0.827903,0.677760,-0.639521,-100.000000,-50.000000,1.026605,348.915833,10.000000,207.736542,0.000000,100.427040,100.426880,100.425957,-0.000923
53,TmY5a,1.027622,0.000000,0.827903,1.290095,0.036153,-100.000000,-50.000000,1.027351,351.770386,10.000000,207.736542,0.000000,111.783989,111.784462,111.787003,0.002541
54,TmY9q,0.956492,0.000000,0.827903,0.633883,-0.297011,-100.000000,-50.000000,0.995271,347.970459,10.000000,207.736542,0.000000,101.347046,101.347084,101.347237,0.000153
55,TmY9q__perp,0.972459,0.000000,0.827903,0.660871,-0.646613,-100.000000,-50.000000,1.032292,347.904999,10.000000,207.736542,0.000000,104.803375,104.803421,104.803604,0.000183
