idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,0.995347,0.000000,0.827903,1.335291,-0.128694,-100.000000,-50.000000,1.021606,348.748322,10.000000,207.736542,0.000000,122.344376,122.345535,122.741669,0.396133
1,R7,1.023374,0.000000,0.827903,1.312512,0.614856,-100.000000,-50.000000,0.962276,349.010010,10.000000,207.736542,0.000000,113.804558,113.805428,114.176918,0.371490
2,R8,1.019633,0.000000,0.827903,1.352379,0.115077,-100.000000,-50.000000,1.001849,351.464355,10.000000,207.736542,0.000000,119.566986,119.568031,119.954300,0.386269
3,L1,1.323208,0.000000,0.827903,1.275307,0.128791,-100.000000,-50.000000,0.701880,347.818481,10.000000,207.736542,0.000892,40.680424,40.677345,40.612858,-0.064487
4,L2,1.405444,0.000000,0.827903,0.676679,-0.505394,-100.000000,-50.000000,0.559395,347.887024,10.000000,207.736542,0.154215,27.439917,27.437220,27.381668,-0.055552
5,L3,1.490147,0.000000,0.827903,0.677461,0.070212,-100.000000,-50.000000,0.660620,348.131195,10.000000,207.736542,0.000000,51.026295,51.024864,50.994171,-0.030693
6,L4,1.307513,0.000000,0.827903,0.680651,-0.602707,-100.000000,-50.000000,0.648045,350.353546,10.000000,207.736542,0.799776,64.356300,64.356277,64.355896,-0.000381
7,L5,1.326871,0.000000,0.827903,0.665405,0.017321,-100.000000,-50.000000,0.631258,348.257538,10.000000,207.736542,0.532846,59.188847,59.189323,59.195377,0.006054
8,Mi1,1.240420,0.000000,0.827903,0.636712,0.137820,-100.000000,-50.000000,0.484818,351.452454,10.000000,207.736542,0.000000,42.034641,42.035664,42.042763,0.007099
9,Tm3,1.355769,0.000000,0.827903,0.651370,-0.529794,-100.000000,-50.000000,0.645365,352.687836,10.000000,207.736542,0.000000,61.764641,61.765831,61.775257,0.009426
10,Mi4,1.335211,0.000000,0.827903,1.392496,-0.457413,-100.000000,-50.000000,0.673779,350.485413,10.000000,207.736542,0.000000,63.348621,63.348343,63.342117,-0.006226
11,Mi9,1.369551,0.000000,0.827903,1.386306,-0.155835,-100.000000,-50.000000,0.683800,350.087921,10.000000,207.736542,0.000000,62.580070,62.579586,62.575817,-0.003769
12,T4a,0.964096,0.000000,0.827903,0.493841,-0.506399,-100.000000,-50.000000,0.989097,349.259033,10.000000,207.736542,0.000000,96.502220,96.502174,96.502167,-0.000008
13,T4b,1.005187,0.000000,0.827903,0.693982,0.087624,-100.000000,-50.000000,0.983059,350.475616,10.000000,207.736542,0.000000,97.144707,97.144714,97.144974,0.000259
14,T4c,1.011857,0.000000,0.827903,0.667821,-0.279748,-100.000000,-50.000000,0.969530,350.186401,10.000000,207.736542,0.000000,96.301353,96.301407,96.301933,0.000526
15,T4d,1.046874,0.000000,0.827903,0.568035,0.021070,-100.000000,-50.000000,0.997294,351.404297,10.000000,207.736542,0.000000,99.870575,99.870644,99.871201,0.000557
16,Tm1,1.458506,0.000000,0.827903,0.676124,-0.791143,-100.000000,-50.000000,0.510667,350.103058,10.000000,207.736542,0.000000,46.242825,46.242027,46.236607,-0.005421
17,Tm2,1.340722,0.000000,0.827903,0.709341,-0.592221,-100.000000,-50.000000,0.597077,349.820923,10.000000,207.736542,0.000000,59.883236,59.882641,59.878124,-0.004517
18,Tm4,1.346477,0.000000,0.827903,0.694882,-0.425372,-100.000000,-50.000000,0.621600,351.027008,10.000000,207.736542,0.000000,59.028351,59.027664,59.022911,-0.004753
19,Tm9,1.314458,0.000000,0.827903,0.631196,-0.718720,-100.000000,-50.000000,0.616805,351.602692,10.000000,207.736542,0.000000,59.532310,59.532185,59.531475,-0.000710
20,T5a,1.007520,0.000000,0.827903,0.651706,-0.026014,-100.000000,-50.000000,1.015985,352.142426,10.000000,207.736542,0.000000,104.505814,104.505882,104.506187,0.000305
21,T5b,1.046232,0.000000,0.827903,0.545416,-0.844505,-100.000000,-50.000000,0.986261,350.589081,10.000000,207.736542,0.000000,99.877220,99.877274,99.877502,0.000229
22,T5c,0.995186,0.000000,0.827903,1.397811,0.210269,-100.000000,-50.000000,0.973551,348.680573,10.000000,207.736542,0.000000,103.099991,103.100166,103.100891,0.000725
23,T5d,0.981803,0.000000,0.827903,1.376450,0.622254,-100.000000,-50.000000,0.969212,350.134430,10.000000,207.736542,0.000000,102.418243,102.418404,102.418999,0.000595
24,T1,1.008667,0.000000,0.827903,0.692660,-0.589352,-100.000000,-50.000000,1.041305,350.379944,10.000000,207.736542,0.000000,89.011757,89.009453,88.990845,-0.018608
25,T2,1.021268,0.000000,0.827903,0.702082,-0.218111,-100.000000,-50.000000,1.012887,347.628113,10.000000,207.736542,0.000000,104.658333,104.658501,104.659340,0.000839
26,T2a,0.962476,0.000000,0.827903,0.750066,-0.246471,-100.000000,-50.000000,0.963787,349.693115,10.000000,207.736542,0.000000,99.132294,99.132385,99.132919,0.000534
27,T3,1.001537,0.000000,0.827903,0.665140,-0.349756,-100.000000,-50.000000,0.991154,351.641388,10.000000,207.736542,0.000000,103.902992,103.903244,103.904549,0.001305
28,C2,1.038178,0.000000,0.827903,1.303381,0.037627,-100.000000,-50.000000,1.016270,347.690826,10.000000,207.736542,0.000000,102.891342,102.892067,102.897568,0.005501
29,C3,1.020509,0.000000,0.827903,1.361335,0.001515,-100.000000,-50.000000,1.024261,348.759918,10.000000,207.736542,0.000000,102.352989,102.354126,102.362877,0.008751
30,Lawf1,0.972315,0.000000,0.827903,0.657046,-0.321562,-100.000000,-50.000000,1.043604,348.401337,10.000000,207.736542,0.000000,108.117477,108.117668,108.118462,0.000793
31,Lawf2,1.046877,0.000000,0.827903,0.729113,-0.013248,-100.000000,-50.000000,0.994599,350.629883,10.000000,207.736542,0.000000,100.415627,100.415665,100.415779,0.000114
32,Dm3v,1.001384,0.000000,0.827903,1.319382,0.294385,-100.000000,-50.000000,1.016032,348.760254,10.000000,207.736542,0.000000,105.291534,105.291557,105.291473,-0.000084
33,Lai,0.986160,0.000000,0.827903,1.451933,0.679711,-100.000000,-50.000000,0.978616,349.019226,10.000000,207.736542,0.000000,71.498253,71.495125,71.421371,-0.073753
34,Mi10,0.971819,0.000000,0.827903,0.666287,0.081222,-100.000000,-50.000000,1.040677,351.529236,10.000000,207.736542,0.000000,96.213005,96.212837,96.211891,-0.000946
35,Mi13,0.951393,0.000000,0.827903,1.356727,0.061081,-100.000000,-50.000000,1.004275,350.826935,10.000000,207.736542,0.000000,101.069107,101.069099,101.068985,-0.000114
36,Mi14,1.048477,0.000000,0.827903,1.306346,-0.013187,-100.000000,-50.000000,1.002414,348.325348,10.000000,207.736542,0.000000,106.812431,106.812744,106.814362,0.001617
37,Mi15,0.987226,0.000000,0.827903,0.637240,-0.085980,-100.000000,-50.000000,1.026124,347.669159,10.000000,207.736542,0.000000,96.058250,96.057755,96.048965,-0.008789
38,Mi2,0.969557,0.000000,0.827903,1.357853,0.770942,-100.000000,-50.000000,1.037436,349.123322,10.000000,207.736542,0.000000,107.481773,107.481857,107.482254,0.000397
