idx,ctype,in_gain,out_gain,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
11,R7,0.100000,1.937317,1.044298,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
12,R8,0.100000,1.012905,0.901646,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
13,T1,0.331632,0.231322,0.994120,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
14,T2,0.100000,0.100000,0.948231,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
15,T2a,0.100000,0.100000,0.944901,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
16,T3,0.100000,0.100000,0.955939,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
17,T4a,0.747990,0.645737,0.976788,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
18,T4b,0.100000,0.100000,0.996365,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
19,T4c,1.019609,0.942686,0.952404,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
20,T4d,0.564811,0.466407,1.003881,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
21,T5a,0.100000,0.100000,1.037656,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
22,T5b,0.100000,0.100000,0.941209,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
23,T5c,0.428303,0.321424,0.998633,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
24,T5d,0.198262,0.184831,0.980600,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
25,Tm1,0.722199,0.616184,0.898752,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
26,Tm2,0.617464,0.755681,0.961795,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
27,Tm20,0.775502,0.654213,1.087840,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
28,Tm21,0.304591,0.407239,0.930431,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
29,Tm3,1.804027,0.937714,2.552535,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
30,Tm4,0.559401,0.445561,1.375954,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
31,Tm9,1.764189,0.286141,2.365449,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
