idx,ctype,in_gain,out_gain,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,C2,0.418296,0.423787,0.941943,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
1,C3,1.432712,1.406993,1.062878,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
2,L1,2.150606,1.533668,2.816828,53.897319,50.208402,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
3,L2,1.741933,0.602836,2.770402,53.095511,52.080031,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
4,L3,2.191188,0.474264,2.350457,0.000000,50.354356,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
5,L4,2.007656,0.985808,2.516145,46.330328,50.121470,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
6,L5,0.100000,1.184757,0.143798,47.145787,48.835956,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
7,Mi1,0.756088,0.892385,1.080783,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
8,Mi4,0.100000,0.100000,0.185873,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
9,Mi9,1.081660,0.701691,1.133505,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
10,R1-6,0.117046,2.127844,1.014825,0.000000,0.000000,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097,-48.593197,-0.307453,-50.064109,-50.616191,-0.246915,-50.217097
