idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow
0,R1-6,1.000000,2.697729,-20.000000,1.003116,-0.111264,20.541783,196.271928,0.000000,0.000000
1,R7,1.000000,4.768633,-20.000000,1.048358,-0.452395,20.885394,200.094925,0.000000,0.000000
2,R8,1.000000,2.493054,-19.787986,1.032122,0.414621,21.821020,202.982783,0.000000,0.000000
3,L1,1.000000,9.360440,1.535640,2.807244,3.355313,19.030007,211.305282,0.000000,0.600000
4,L2,1.000000,8.584382,1.867521,1.380804,1.980935,39.342507,225.558730,0.000000,0.600000
5,L3,1.000000,2.561136,3.355223,0.280806,-1.902591,17.168492,206.998041,0.000000,0.000000
6,L4,1.000000,7.117533,0.658366,0.288007,1.096735,53.388485,215.284122,0.000000,1.000000
7,L5,1.000000,3.411965,0.006989,0.862140,-0.393585,13.948846,185.977591,0.000000,1.000000
8,Mi1,1.000000,6.892926,4.655850,0.684599,-4.709443,22.714099,201.744833,0.000000,0.000000
9,Tm3,1.000000,4.483977,-0.131880,0.389607,-1.546874,20.722680,190.981981,0.000000,0.000000
10,Mi4,1.000000,3.264217,2.644668,0.596238,-1.608137,56.798210,205.898870,0.000000,0.000000
11,Mi9,1.000000,7.647358,3.071661,0.535259,2.472594,39.155608,197.753120,0.000000,0.000000
12,T4a,1.000000,0.100000,-0.886492,0.997603,-0.091414,50.758440,203.923917,0.000000,0.000000
13,T4b,1.000000,8.734180,-5.770057,1.003677,0.173869,58.602362,198.540851,0.000000,0.000000
14,T4c,1.000000,7.874625,-3.492606,1.019936,-0.354212,37.419385,204.562725,0.000000,0.000000
15,T4d,1.000000,6.533072,-0.070030,0.967209,0.149702,60.322189,194.051186,0.000000,0.000000
16,Tm1,1.000000,2.947299,-0.931044,0.798319,1.942523,16.867944,193.221148,0.000000,0.000000
17,Tm2,1.000000,7.053911,-0.741061,0.560263,2.104265,29.124337,202.139808,0.000000,0.000000
18,Tm4,1.000000,10.000000,-0.639974,0.428307,1.965471,10.000000,206.818953,0.000000,0.000000
19,Tm9,1.000000,1.573071,10.592257,0.345174,2.720296,62.883934,199.712378,0.000000,0.000000
