idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow
20,T5a,1.000000,0.100000,-1.492884,0.961076,-0.428484,50.611674,208.877963,0.000000,0.000000
21,T5b,1.000000,0.324029,-0.656578,0.981177,-0.405346,49.198801,205.703596,0.000000,0.000000
22,T5c,1.000000,2.898441,-1.125263,1.003060,-0.287335,44.081085,196.629361,0.000000,0.000000
23,T5d,1.000000,0.330982,-0.747879,1.041259,0.282919,51.200153,198.103736,0.000000,0.000000
24,T1,1.000000,8.090205,-9.484131,1.045555,-0.403162,30.354713,191.417263,0.000000,0.000000
25,T2,1.000000,5.873081,-1.660577,1.017447,0.412438,62.339951,196.561966,0.000000,0.000000
26,T2a,1.000000,0.100000,-2.326035,1.034030,-0.141207,46.072156,209.218888,0.000000,0.000000
27,T3,1.000000,0.100000,-1.672007,0.988584,-0.467301,51.576316,203.136079,0.000000,0.000000
28,C2,1.000000,7.739031,6.798210,1.012706,-0.370235,41.745542,204.574029,0.000000,0.000000
29,C3,1.000000,3.687413,1.057481,0.986115,0.182739,17.479832,206.613840,0.000000,0.000000
30,Lawf1,1.000000,4.984368,-0.372867,1.044901,-0.412385,85.972437,194.976528,0.000000,0.000000
31,Lawf2,1.000000,9.989479,4.011406,0.972061,-0.022006,30.596205,195.666890,0.000000,0.000000
32,Dm3v,1.000000,4.404216,-2.804772,1.018576,-0.358297,49.996821,194.047472,0.000000,0.000000
33,Lai,1.000000,0.100000,-1.796036,1.020685,-0.086303,51.499965,201.936710,0.000000,0.000000
34,Mi10,1.000000,0.100000,-0.814502,0.995295,0.396160,49.013442,201.371755,0.000000,0.000000
35,Mi13,1.000000,0.214910,-1.043005,0.976816,0.300456,49.009713,200.731751,0.000000,0.000000
36,Mi14,1.000000,6.976211,-0.103496,0.972576,0.376618,23.919322,203.993962,0.000000,0.000000
37,Mi15,1.000000,9.983431,6.044789,1.023049,-0.297279,62.446571,205.536217,0.000000,0.000000
38,Mi2,1.000000,0.100000,-1.633995,0.984192,-0.217242,49.869396,196.690150,0.000000,0.000000
39,Tm16,1.000000,0.404528,-0.584469,1.027147,-0.332328,49.943406,207.270469,0.000000,0.000000
40,Tm20,1.000000,5.875002,1.051420,0.986133,0.022002,39.392543,191.048014,0.000000,0.000000
41,Tm21,1.000000,8.309080,6.568962,0.964948,-0.468171,16.171879,202.303450,0.000000,0.000000
42,Tm27,1.000000,5.593814,0.870831,0.968788,-0.294297,52.030933,197.107135,0.000000,0.000000
43,Tm5a,1.000000,10.000000,14.011697,1.007335,0.087383,47.183080,197.411867,0.000000,0.000000
44,Tm5b,1.000000,0.278089,-0.573720,0.968916,0.032773,49.619962,209.974128,0.000000,0.000000
45,Tm5c,1.000000,10.000000,-0.970399,1.034315,0.445893,70.000066,198.820601,0.000000,0.000000
46,Tm5f,1.000000,6.727310,1.831563,1.018797,-0.322525,83.617273,202.733407,0.000000,0.000000
47,TmY10,1.000000,3.885200,2.766120,0.951467,0.156058,34.297105,194.856854,0.000000,0.000000
48,TmY11,1.000000,6.644291,5.761907,1.026308,-0.240947,10.999315,206.886069,0.000000,0.000000
49,TmY14,1.000000,10.000000,-2.582279,1.045019,-0.025521,48.153929,198.636785,0.000000,0.000000
50,TmY15,1.000000,10.000000,-0.455141,0.981114,0.382362,43.859293,205.995982,0.000000,0.000000
51,TmY3,1.000000,4.240793,2.614074,0.963139,0.178966,42.120596,204.082396,0.000000,0.000000
52,TmY4,1.000000,10.000000,-0.382581,0.967903,-0.486610,56.758453,202.445057,0.000000,0.000000
53,TmY5a,1.000000,10.000000,2.834048,1.031027,0.341515,12.167184,208.747005,0.000000,0.000000
54,TmY9q,1.000000,4.262838,-1.262254,1.009079,-0.491068,53.057967,193.028951,0.000000,0.000000
55,TmY9q__perp,1.000000,1.699235,-1.271701,0.965904,-0.086228,50.081671,194.230559,0.000000,0.000000
