cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,1.025847,12.924138,2.534873,1.546628,-7.621531,-100.000000,-100.000000,1.010703,352.320007,20.545229,206.339890,0.000000,12.886989,12.924138,17.937458,5.013320
1,R7,0.995050,-43.209591,2.534873,5.816688,-17.372293,-100.000000,-100.000000,1.025997,349.303345,10.000000,193.214462,0.000000,-42.889080,-43.209591,-39.899254,3.310337
2,R8,0.961918,-16.939678,2.534873,4.377673,-25.100834,-100.000000,-100.000000,0.973246,351.104584,25.706102,203.002640,0.000000,-17.033491,-16.939678,-12.355212,4.584466
3,L1,2.000000,-29.259848,2.534873,2.031365,-29.175259,-100.000000,-100.000000,1.020725,350.013092,10.000000,228.378937,1.000000,-29.175262,-29.259848,-43.691986,-14.432138
4,L2,2.000000,-31.407309,2.534873,2.122756,-31.273441,-100.000000,-100.000000,0.968871,350.449249,10.000000,230.898209,1.000000,-31.273441,-31.407309,-43.662495,-12.255186
5,L3,2.000000,-4.270627,2.534873,0.471940,-2.502676,-100.000000,-100.000000,1.012410,347.718384,10.822673,194.926773,0.000000,-4.162756,-4.270627,-6.023112,-1.752485
6,L4,0.943669,-1.806532,2.534873,0.234566,-2.245367,-100.000000,-100.000000,0.964978,351.586365,10.000000,223.376755,0.988643,-1.791310,-1.806532,-7.956483,-6.149951
7,L5,2.000000,-23.943041,2.534873,1.761703,-23.818508,-100.000000,-100.000000,0.967285,348.437225,10.000000,202.286911,0.995099,-23.974174,-23.943041,-12.369956,11.573085
8,Mi1,2.000000,-40.443825,2.534873,1.370889,-17.758860,-100.000000,-100.000000,0.985176,350.432556,10.000000,197.708511,0.000000,-40.388332,-40.443825,-31.874580,8.569244
9,Tm3,2.000000,-6.093233,2.534873,3.209315,1.231289,-100.000000,-100.000000,1.048792,349.658844,10.000000,194.660294,0.000000,-5.986898,-6.093233,4.903368,10.996600
10,Mi4,2.000000,-6.165036,2.534873,0.803570,-8.455429,-100.000000,-100.000000,1.006693,352.110901,10.000000,196.798126,0.000000,-6.124022,-6.165036,-4.356562,1.808474
11,Mi9,2.000000,-32.424557,2.534873,0.753949,-37.974277,-100.000000,-100.000000,0.958042,351.871552,18.281769,207.951675,0.000000,-32.419674,-32.424557,-35.373859,-2.949303
12,T4a,0.978675,-0.985636,2.534873,4.001663,-12.248845,-100.000000,-100.000000,1.004302,350.779175,10.000000,192.464218,0.000000,-2.342285,-0.985636,10.695794,11.681430
13,T4b,1.021613,25.660952,2.534873,0.529324,-1.288652,-100.000000,-100.000000,1.033789,352.221985,10.000000,201.226227,0.000000,25.710495,25.660952,29.108217,3.447266
14,T4c,1.048394,-50.000000,2.534873,2.698592,-11.222781,-100.000000,-100.000000,0.982049,348.262421,10.000000,202.315674,0.000000,-51.199566,-52.567852,-49.990711,2.577141
15,T4d,1.030028,-50.000000,2.534873,10.000000,7.236707,-100.000000,-100.000000,0.967364,348.044250,44.592690,201.321198,0.000000,-74.224014,-74.638596,-75.730034,-1.091438
16,Tm1,2.000000,15.950326,2.534873,0.642751,-5.279348,-100.000000,-100.000000,0.985049,348.087708,10.000000,208.339905,0.000000,15.845382,15.950326,10.085059,-5.865267
17,Tm2,2.000000,16.887236,2.534873,0.638169,-5.431937,-100.000000,-100.000000,0.985898,352.146149,10.000000,209.107742,0.000000,16.826464,16.887236,13.068276,-3.818959
18,Tm4,1.688348,6.998153,2.534873,1.373893,-0.948641,-100.000000,-100.000000,0.964700,349.041962,10.000000,200.687271,0.000000,6.742034,6.998153,1.039505,-5.958648
19,Tm9,0.805104,1.792165,2.534873,3.109876,0.811628,-100.000000,-100.000000,0.951236,348.769501,32.527855,207.728851,0.000000,1.788563,1.792165,1.270128,-0.522037
20,T5a,0.985783,50.000000,2.534873,6.805368,-9.091235,-100.000000,-100.000000,1.002515,347.691376,12.708228,190.042267,0.000000,859.924194,927.582581,1256.145508,328.562927
21,T5b,1.028097,50.000000,2.534873,7.666804,-5.803530,-100.000000,-100.000000,1.003053,351.402924,23.131863,193.903824,0.000000,473.831451,493.935577,579.667114,85.731537
22,T5c,0.990066,50.000000,2.534873,7.618562,-7.167933,-100.000000,-100.000000,0.998897,347.774078,10.000000,190.707382,0.000000,450.132446,455.556213,454.656830,-0.899384
23,T5d,0.975349,50.000000,2.534873,10.000000,12.406066,-100.000000,-100.000000,0.954566,352.489594,42.464539,196.885788,0.000000,201.187500,200.813263,197.755066,-3.058197
24,T1,0.977936,-5.806848,2.534873,0.728991,-17.235538,-100.000000,-100.000000,0.955449,348.878082,35.588490,197.690506,0.000000,-6.120260,-5.806848,-29.915724,-24.108876
25,T2,1.044335,50.000000,2.534873,1.743089,-3.369111,-100.000000,-100.000000,1.037893,351.176666,10.000000,206.262650,0.000000,322.825073,322.964905,332.577362,9.612457
26,T2a,0.972606,26.033955,2.534873,10.000000,13.643668,-100.000000,-100.000000,1.043980,351.900604,10.000000,193.278503,0.000000,26.301699,26.033955,26.753885,0.719931
27,T3,1.006366,26.642271,2.534873,1.666962,-4.040452,-100.000000,-100.000000,1.024648,350.427948,10.000000,209.617599,0.000000,26.762981,26.642271,30.841375,4.199104
28,C2,0.963761,-50.000000,2.534873,1.246212,-2.080557,-100.000000,-100.000000,0.972348,348.228271,10.000000,200.932175,0.000000,-122.822617,-123.276817,-94.528862,28.747955
29,C3,1.048901,-50.000000,2.534873,1.074388,-4.825747,-100.000000,-100.000000,0.999274,347.810333,10.000000,194.140320,0.000000,-125.020630,-125.634583,-81.802551,43.832031
30,Lawf1,1.017770,25.199379,2.534873,2.134315,-5.903785,-100.000000,-100.000000,1.026977,351.976532,10.000000,200.894028,0.000000,29.184521,25.199379,20.331339,-4.868040
31,Lawf2,1.004298,0.875016,2.534873,1.439359,-5.696890,-100.000000,-100.000000,1.026108,349.319946,10.000000,193.961777,0.000000,3.550086,0.875016,-9.297191,-10.172206
32,Dm3v,0.979352,50.000000,2.534873,0.485179,-7.027596,-100.000000,-100.000000,0.962814,350.806915,12.264885,209.161804,0.000000,77.513832,79.840523,82.722763,2.882240
33,Lai,0.981869,-50.000000,2.534873,0.100000,-0.699905,-100.000000,-100.000000,0.955297,348.533569,10.256749,207.386414,0.000000,-311.562469,-313.357178,-331.736237,-18.379059
34,Mi10,0.974521,38.663662,2.534873,0.100000,-3.317062,-100.000000,-100.000000,1.013359,348.379761,13.261486,207.434006,0.000000,38.126732,38.663662,40.892025,2.228363
35,Mi13,0.970758,-0.179800,2.534873,0.156232,-2.798589,-100.000000,-100.000000,0.952167,351.549286,28.301727,190.781387,0.000000,0.393603,-0.179800,-2.547005,-2.367205
36,Mi14,1.036151,50.000000,2.534873,3.342120,-4.382535,-100.000000,-100.000000,0.988828,348.711639,10.000000,199.721756,0.000000,127.577652,128.980209,125.403023,-3.577187
37,Mi15,1.034381,-27.521631,2.534873,0.631660,-0.608821,-100.000000,-100.000000,0.954097,351.054199,10.000000,207.571075,0.000000,-27.187513,-27.521631,-26.983984,0.537647
