cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
38,Mi2,0.972859,-38.924427,2.534873,2.574313,-21.570944,-100.000000,-100.000000,1.039213,349.575989,10.000000,205.496689,0.000000,-39.153164,-38.924427,-38.675346,0.249081
39,Tm16,1.022747,-50.000000,2.534873,4.968374,-0.686391,-100.000000,-100.000000,0.995543,348.765350,10.000000,190.664139,0.000000,-101.837257,-104.022331,-109.580269,-5.557938
40,Tm20,0.964991,-50.000000,2.534873,4.039999,-11.216321,-100.000000,-100.000000,0.961114,347.765442,45.121120,203.978867,0.000000,-74.149742,-74.094582,-81.007103,-6.912521
41,Tm21,0.987638,50.000000,2.534873,3.702450,-13.425399,-100.000000,-100.000000,1.013867,350.685242,10.000000,204.826202,0.000000,336.553131,382.020996,651.372681,269.351685
42,Tm27,1.035447,50.000000,2.534873,1.238515,-4.565318,-100.000000,-100.000000,0.974036,350.334076,10.000000,198.301437,0.000000,95.842918,98.642883,111.938896,13.296013
43,Tm5a,0.996120,50.000000,2.534873,7.397701,30.545183,-100.000000,-100.000000,1.033891,351.106049,10.000000,208.736725,0.000000,58.089188,65.048187,87.929176,22.880989
44,Tm5b,0.995289,-50.000000,2.534873,9.689499,22.044827,-100.000000,-100.000000,1.016499,348.968872,12.830507,191.020752,0.000000,-53.097706,-52.713375,-50.746628,1.966747
45,Tm5c,1.028940,21.181431,2.534873,4.737333,-1.097515,-100.000000,-100.000000,1.006996,350.781433,10.000000,206.379883,0.000000,20.762926,21.181431,21.911156,0.729725
46,Tm5f,0.983953,50.000000,2.534873,10.000000,17.345249,-100.000000,-100.000000,0.989370,349.068604,10.000000,208.234772,0.000000,212.314896,219.834763,242.640411,22.805649
47,TmY10,0.981404,35.913971,2.534873,1.166544,-12.452929,-100.000000,-100.000000,1.027965,350.031372,10.000000,193.121063,0.000000,33.403805,35.913971,42.455433,6.541462
48,TmY11,1.041225,-37.525536,2.534873,6.000445,-3.117297,-100.000000,-100.000000,0.967549,350.253967,10.000000,209.619385,0.000000,-37.093716,-37.525536,-37.024689,0.500847
49,TmY14,1.024446,50.000000,2.534873,0.790469,-5.527985,-100.000000,-100.000000,0.963980,351.674438,47.899582,203.408829,0.000000,136.043060,142.528107,206.808197,64.280090
50,TmY15,1.017248,50.000000,2.534873,6.612789,-29.459761,-100.000000,-100.000000,0.998195,347.664001,17.923794,207.268021,0.000000,84.630928,85.019089,84.910652,-0.108437
51,TmY3,1.028498,50.000000,2.534873,10.000000,13.358686,-100.000000,-100.000000,1.042321,347.893677,10.000000,207.659836,0.000000,208.561615,206.302490,221.218124,14.915634
52,TmY4,0.983863,20.675737,2.534873,0.851285,-5.051418,-100.000000,-100.000000,1.048500,348.045654,32.644608,197.099167,0.000000,20.627693,20.675737,20.746231,0.070494
53,TmY5a,0.964500,50.000000,2.534873,0.495575,-19.412697,-100.000000,-100.000000,1.004554,349.849579,10.000000,190.039383,0.000000,330.915344,356.331482,438.026123,81.694641
54,TmY9q,0.961016,6.307802,2.534873,0.100000,-2.675464,-100.000000,-100.000000,0.992292,351.443115,10.000000,204.666473,0.000000,6.024877,6.307802,7.061369,0.753567
55,TmY9q__perp,0.952106,50.000000,2.534873,2.955163,-16.846064,-100.000000,-100.000000,0.987004,352.285156,30.494314,203.435028,0.000000,602.419617,652.311401,1112.690430,460.379028
