idx,ctype,in_gain,out_gain,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,C2,1.899153,1.834506,0.980928,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
1,C3,0.662018,0.515800,1.023145,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
2,L1,3.958776,2.524219,4.059623,48.762883,53.025098,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
3,L2,3.462370,1.323462,3.935190,48.351661,51.816109,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
4,L3,3.423861,1.017882,1.673545,0.000000,52.248050,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
5,L4,3.502448,0.100000,3.998202,48.010791,54.276980,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
6,L5,0.100000,0.500071,0.100000,51.448280,48.373608,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
7,Mi1,0.266253,0.100000,0.638337,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
8,Mi4,0.181368,0.100000,0.355442,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
9,Mi9,2.332151,2.435945,1.004091,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
10,R1-6,0.100000,3.587458,1.027871,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
11,R7,0.100000,1.538839,0.972589,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
12,R8,0.164881,1.042192,0.974981,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
13,T1,0.100000,0.100000,0.968194,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
14,T2,0.100000,0.100000,0.984436,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
15,T2a,0.100000,0.100000,0.971343,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
16,T3,0.100000,0.100000,0.993573,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
17,T4a,1.401583,1.536537,1.018957,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
18,T4b,1.842704,1.796621,0.997866,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
19,T4c,1.650537,1.669267,1.041850,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
20,T4d,1.886060,1.856828,0.967557,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
21,T5a,0.100000,0.100000,1.007866,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
22,T5b,0.100000,0.100000,0.988210,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
23,T5c,0.100000,0.100000,0.988693,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
24,T5d,0.100000,0.100000,1.038385,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
25,Tm1,1.070071,0.460266,0.700109,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
26,Tm2,0.612363,0.434107,0.677527,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
27,Tm20,1.270901,0.998284,1.003824,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
28,Tm21,0.100000,0.100000,0.982108,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
29,Tm3,1.614287,0.100000,2.286963,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
30,Tm4,0.443736,0.137277,1.958597,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
31,Tm9,2.490271,0.507865,2.435640,0.000000,0.000000,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230,-50.506105,-0.200000,-51.704757,-47.889625,-0.316249,-49.937230
