cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp_rise,tau_hp_fall,a_h,v_pre_mean_cell,v_onset_mean_cell,v_sti_end_mean_cell,delta_v_mean_cell
0,R1-6,1.012901,13.179749,2.500357,1.615408,-5.713116,-18.912205,18.434353,204.147232,197.026291,0.000000,10.989406,13.179749,15.703523,2.523773
1,R7,0.952692,6.225228,2.500357,6.697537,6.366756,-31.856504,33.106033,188.864807,189.355316,1.000000,6.366756,6.225228,3.028321,-3.196908
2,R8,1.002713,-2.171976,2.500357,3.214981,-7.455684,-17.236450,27.043957,204.645706,201.764969,0.000000,-2.298652,-2.171976,1.654660,3.826637
3,L1,1.028829,-11.646883,2.500357,2.493303,1.462740,-26.346579,18.081299,204.969620,207.017258,0.643716,-10.147808,-11.646883,-13.271234,-1.624351
4,L2,0.978874,-24.632511,2.500357,1.638168,0.576210,-25.936428,26.294117,206.695724,213.787277,0.998060,0.373340,-24.632511,-31.623466,-6.990955
5,L3,1.010210,1.307246,2.500357,0.628723,-0.690331,-24.604483,10.000000,196.757584,191.641922,1.000000,-0.690331,1.307246,-0.218825,-1.526071
6,L4,1.025959,-3.095223,2.500357,2.267466,-2.236069,-22.313671,27.143461,208.450867,206.503799,1.000000,-2.236069,-3.095223,-3.534626,-0.439403
7,L5,1.020592,-41.940411,2.500357,3.692112,0.305291,-24.939062,10.000000,196.557312,219.068710,0.087193,-47.024055,-41.940411,-36.889362,5.051048
8,Mi1,0.985448,-34.125301,2.500357,1.407027,-1.389602,-23.688391,17.451942,194.703812,212.928421,0.000000,-38.874241,-34.125301,-24.557686,9.567616
9,Tm3,0.958079,-18.650768,2.500357,1.521207,-5.085125,-20.114943,29.921865,191.928680,208.575928,0.000000,-22.532585,-18.650768,-2.531892,16.118876
10,Mi4,0.969178,-56.921547,2.500357,2.328218,-3.589051,-21.009878,100.000000,210.834412,205.855652,0.000464,-57.993771,-56.921547,-49.892391,7.029156
11,Mi9,0.977156,20.084936,2.500357,2.692240,-0.593677,-24.255850,27.611820,208.489304,242.700317,0.582109,20.497593,20.084936,16.865564,-3.219372
12,T4a,1.000000,-2.241670,2.500357,0.100000,-1.703617,-22.920393,20.504301,192.987717,206.777313,0.000000,-2.574741,-2.241670,0.393923,2.635593
13,T4b,1.000000,-0.397088,2.500357,0.886010,-0.138655,-24.390991,19.788515,201.110214,207.274872,0.000000,-0.567895,-0.397088,2.195034,2.592122
14,T4c,1.000000,-1.505915,2.500357,6.354382,-2.438797,-23.713442,10.000000,175.784607,183.803574,1.000000,-2.438797,-1.505915,9.581477,11.087392
15,T4d,1.000000,-2.013098,2.500357,6.071714,6.311054,-31.188410,26.026846,208.409592,197.005478,0.000000,-2.723361,-2.013098,5.179104,7.192203
16,Tm1,1.044024,-14.899977,2.500357,2.248436,0.116266,-24.966925,17.375639,209.087387,201.554733,0.333758,-10.851105,-14.899977,-14.983100,-0.083123
17,Tm2,0.986229,-1.881701,2.500357,2.569683,0.194051,-25.213837,23.988510,188.825760,198.762131,1.000000,0.194051,-1.881701,-1.326653,0.555048
18,Tm4,0.980609,3.226362,2.500357,4.718140,-4.269586,-21.194212,31.687841,213.236160,212.376312,0.003786,37.098423,3.226362,1.507635,-1.718727
19,Tm9,0.955432,23.562368,2.500357,8.298996,4.392700,-29.176029,25.450348,200.120865,194.934097,0.005294,24.574396,23.562368,21.212341,-2.350027
20,T5a,0.956747,19.393951,2.500357,1.769061,0.471002,-25.271742,10.000000,199.880203,184.761948,0.518400,20.353022,19.393951,18.773100,-0.620852
21,T5b,1.000564,1.313136,2.500357,1.985548,0.671482,-26.028481,10.000000,180.127655,199.381943,1.000000,0.671482,1.313136,0.262068,-1.051067
22,T5c,1.048096,95.319931,2.500357,4.630847,1.203683,-26.305786,10.027539,208.835999,211.953094,0.000000,96.005501,95.319931,94.682556,-0.637375
23,T5d,0.959292,98.075676,2.500357,5.776767,10.371869,-31.422464,27.099573,212.171509,182.085434,0.007695,98.298447,98.075676,97.907410,-0.168266
24,T1,1.010803,0.209555,2.500357,2.173165,3.482444,-26.956486,24.956448,213.985199,199.536194,1.000000,3.482445,0.209555,0.732577,0.523022
25,T2,1.013321,8.947076,2.500357,2.237671,-3.753344,-21.903946,10.000000,207.421158,205.501373,0.000000,12.514190,8.947076,21.248705,12.301629
26,T2a,1.043467,-5.751580,2.500357,3.713521,-1.205625,-23.888279,31.683592,201.689453,207.498413,0.000000,2.121286,-5.751580,6.230839,11.982419
27,T3,1.039594,-17.268291,2.500357,10.000000,-18.455360,-8.706866,46.267662,194.020172,195.651169,0.000000,-18.778465,-17.268291,-4.995361,12.272931
28,C2,0.980707,0.561288,2.500357,3.393073,0.120598,-25.334978,23.976044,204.863083,214.486115,0.712079,0.022794,0.561288,6.207526,5.646238
29,C3,1.014037,-6.070947,2.500357,1.859021,-1.459994,-23.957773,10.925633,196.844696,188.026489,0.040854,-5.405342,-6.070947,-4.808936,1.262011
30,Lawf1,1.010009,38.227200,2.500357,5.129722,1.845001,-29.197050,24.784700,199.154221,201.103424,0.499425,39.428192,38.227200,42.179680,3.952480
31,Lawf2,1.000487,-0.391299,2.500357,2.477986,1.417449,-26.289982,27.887012,193.929031,196.982147,0.977312,1.838697,-0.391299,1.297779,1.689079
32,Dm3v,0.986471,54.793221,2.500357,8.559876,4.312507,-29.413553,14.963711,207.343307,195.768478,0.167695,58.163914,54.793221,54.888184,0.094963
33,Lai,1.045623,-30.872665,2.500357,9.429714,2.906136,-27.965399,28.346189,207.283920,206.873672,0.255304,-15.438702,-30.872665,-33.045876,-2.173210
34,Mi10,1.046955,-1.493653,2.500357,1.734120,-0.659116,-24.970110,23.465679,199.867935,199.292847,0.994210,-0.799134,-1.493653,-0.427440,1.066213
35,Mi13,1.015187,9.764091,2.500357,1.938090,-0.749781,-24.387474,37.322155,209.469482,210.228714,0.000000,17.252356,9.764091,9.487739,-0.276353
36,Mi14,1.027624,10.689519,2.500357,6.354470,-8.985977,-19.266354,24.124147,189.183044,237.682159,1.000000,-8.985976,10.689519,22.501984,11.812465
37,Mi15,0.966197,-76.462021,2.500357,0.110122,-1.646815,-23.370188,10.681504,207.681671,199.221878,0.000000,-75.393005,-76.462021,-77.032745,-0.570724
38,Mi2,0.966811,1.868523,2.500357,3.167378,1.718103,-26.394508,10.000000,201.214478,217.145401,0.118126,4.029675,1.868523,1.324105,-0.544418
