idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,e_leak,a_h,v_pre,v_onset
0,R1-6,1.415766,1.852163,-50.000000,1.020634,0.000000,40.000000,153.082885,-50.000000,0.000000,-29.594928,-29.573238
1,R7,1.415766,4.857163,-50.000000,0.990517,0.000000,40.000000,153.082885,-50.000000,0.000000,-30.214669,-30.192201
2,R8,1.415766,2.837971,-50.000000,0.985330,0.000000,40.000000,153.082885,-50.000000,0.000000,-40.232992,-40.280360
3,L1,1.415766,0.463845,-50.000000,1.125778,0.000000,40.000000,153.082885,-20.000000,1.000000,-20.000000,-20.087042
4,L2,1.415766,3.710270,-50.000000,0.194139,0.000000,40.000000,153.082885,-20.000000,1.000000,-20.000000,-20.111480
5,L3,1.415766,10.000000,-50.000000,1.758844,0.000000,40.000000,153.082885,-50.000000,0.000000,-58.078409,-58.104543
6,L4,1.415766,3.375954,-50.000000,0.151708,0.000000,40.000000,153.082885,-50.000000,1.000000,-50.000000,-50.033504
7,L5,1.415766,4.464482,-50.000000,10.000000,0.000000,40.000000,153.082885,-50.000000,0.578706,-28.542140,-28.497070
8,Mi1,1.415766,1.075777,-50.000000,0.163614,0.000000,40.000000,153.082885,-50.000000,0.000000,-8.792917,-8.171109
9,Tm3,1.415766,0.760475,-50.000000,0.100000,0.000000,40.000000,153.082885,-50.000000,0.000000,-3.433677,-2.735328
10,Mi4,1.415766,1.879786,-50.000000,0.149888,0.000000,40.000000,153.082885,-50.000000,0.000000,-16.940708,-16.351861
11,Mi9,1.415766,10.000000,-50.000000,1.174048,0.000000,40.000000,153.082885,-50.000000,0.000000,-57.720757,-57.960295
12,T4a,1.415766,8.287778,-50.000000,0.968333,0.000000,40.000000,153.082885,-50.000000,0.000000,-58.054533,-58.094257
13,T4b,1.415766,5.732341,-50.000000,1.007757,0.000000,40.000000,153.082885,-50.000000,0.000000,-29.086279,-28.034947
14,T4c,1.415766,10.000000,-50.000000,1.013532,0.000000,40.000000,153.082885,-50.000000,0.000000,-58.532491,-58.562079
15,T4d,1.415766,6.858604,-50.000000,0.958500,0.000000,40.000000,153.082885,-50.000000,0.000000,-26.958401,-26.112856
16,Tm1,1.415766,1.510829,-50.000000,0.561350,0.000000,40.000000,153.082885,-50.000000,0.000000,11.949015,11.725887
17,Tm2,1.415766,2.078604,-50.000000,0.655804,0.000000,40.000000,153.082885,-50.000000,0.000000,-13.391540,-13.357623
18,Tm4,1.415766,1.740840,-50.000000,0.921024,0.000000,40.000000,153.082885,-50.000000,0.000000,-8.351056,-9.101776
19,Tm9,1.415766,10.000000,-50.000000,0.780532,0.000000,40.000000,153.082885,-50.000000,0.000000,-55.417603,-55.615416
20,T5a,1.415766,4.322821,-50.000000,1.008821,0.000000,40.000000,153.082885,-50.000000,0.000000,-43.944877,-43.949425
21,T5b,1.415766,8.048254,-50.000000,1.039678,0.000000,40.000000,153.082885,-50.000000,0.000000,-17.417675,-17.423693
22,T5c,1.415766,5.147046,-50.000000,1.012624,0.000000,40.000000,153.082885,-50.000000,0.000000,-33.180074,-33.350340
23,T5d,1.415766,1.488605,-50.000000,1.023622,0.000000,40.000000,153.082885,-50.000000,0.000000,-48.864868,-48.937886
24,T1,1.415766,4.027995,-50.000000,1.004280,0.000000,40.000000,153.082885,-50.000000,0.000000,-73.368973,-74.420585
25,T2,1.415766,3.350873,-50.000000,0.991994,0.000000,40.000000,153.082885,-50.000000,0.000000,12.933966,13.542264
26,T2a,1.415766,4.933573,-50.000000,1.036335,0.000000,40.000000,153.082885,-50.000000,0.000000,15.297547,15.444836
27,T3,1.415766,2.115487,-50.000000,1.046514,0.000000,40.000000,153.082885,-50.000000,0.000000,18.719008,19.022991
28,C2,1.415766,8.174554,-50.000000,0.957779,0.000000,40.000000,153.082885,-50.000000,0.000000,-12.392475,-11.993718
29,C3,1.415766,4.394600,-50.000000,1.032561,0.000000,40.000000,153.082885,-50.000000,0.000000,-24.801105,-24.497928
30,Lawf1,1.415766,5.431571,-50.000000,0.986924,0.000000,40.000000,153.082885,-50.000000,0.000000,-48.869896,-48.827511
31,Lawf2,1.415766,2.589626,-50.000000,0.971908,0.000000,40.000000,153.082885,-50.000000,0.000000,-37.749273,-37.758878
32,Dm3v,1.415766,9.878861,-50.000000,1.029321,0.000000,40.000000,153.082885,-50.000000,0.000000,-13.357901,-13.315628
33,Lai,1.415766,0.744671,-50.000000,1.046083,0.000000,40.000000,153.082885,-50.000000,0.000000,-307.606034,-310.731791
34,Mi10,1.415766,8.019684,-50.000000,0.973937,0.000000,40.000000,153.082885,-50.000000,0.000000,-48.353882,-48.310218
35,Mi13,1.415766,10.000000,-50.000000,0.967973,0.000000,40.000000,153.082885,-50.000000,0.000000,-55.453715,-55.519730
36,Mi14,1.415766,5.972019,-50.000000,0.959637,0.000000,40.000000,153.082885,-50.000000,0.000000,-42.594355,-42.707441
37,Mi15,1.415766,7.579200,-50.000000,0.996223,0.000000,40.000000,153.082885,-50.000000,0.000000,-46.452429,-46.402846
38,Mi2,1.415766,5.229352,-50.000000,0.979394,0.000000,40.000000,153.082885,-50.000000,0.000000,-41.951282,-41.948698
39,Tm16,1.415766,2.049613,-50.000000,0.959628,0.000000,40.000000,153.082885,-50.000000,0.000000,-65.760301,-66.275645
40,Tm20,1.415766,10.000000,-50.000000,0.975278,0.000000,40.000000,153.082885,-50.000000,0.000000,-59.414351,-59.665166
41,Tm21,1.415766,10.000000,-50.000000,1.003519,0.000000,40.000000,153.082885,-50.000000,0.000000,-0.034431,-0.194621
42,Tm27,1.415766,3.229370,-50.000000,1.012062,0.000000,40.000000,153.082885,-50.000000,0.000000,-44.299309,-44.145717
43,Tm5a,1.415766,8.802546,-50.000000,1.011580,0.000000,40.000000,153.082885,-50.000000,0.000000,-65.938699,-66.184455
44,Tm5b,1.415766,9.883807,-50.000000,0.991587,0.000000,40.000000,153.082885,-50.000000,0.000000,-58.627736,-58.839189
45,Tm5c,1.415766,9.218753,-50.000000,0.967426,0.000000,40.000000,153.082885,-50.000000,0.000000,-51.123037,-51.038470
46,Tm5f,1.415766,7.241403,-50.000000,1.015193,0.000000,40.000000,153.082885,-50.000000,0.000000,-42.796989,-42.680199
47,TmY10,1.415766,7.770599,-50.000000,1.031123,0.000000,40.000000,153.082885,-50.000000,0.000000,-49.112586,-49.069638
48,TmY11,1.415766,8.641014,-50.000000,0.994231,0.000000,40.000000,153.082885,-50.000000,0.000000,-48.362351,-48.401474
49,TmY14,1.415766,3.770487,-50.000000,0.964543,0.000000,40.000000,153.082885,-50.000000,0.000000,-13.211633,-13.300004
50,TmY15,1.415766,2.967909,-50.000000,0.991149,0.000000,40.000000,153.082885,-50.000000,0.000000,0.459490,0.130597
51,TmY3,1.415766,2.164631,-50.000000,0.994754,0.000000,40.000000,153.082885,-50.000000,0.000000,-22.155157,-22.007716
52,TmY4,1.415766,10.000000,-50.000000,1.027863,0.000000,40.000000,153.082885,-50.000000,0.000000,195.155309,240.920637
53,TmY5a,1.415766,5.588413,-50.000000,0.973634,0.000000,40.000000,153.082885,-50.000000,0.000000,-16.015341,-15.843194
54,TmY9q,1.415766,7.934880,-50.000000,0.998918,0.000000,40.000000,153.082885,-50.000000,0.000000,-48.803881,-48.774306
55,TmY9q__perp,1.415766,8.753561,-50.000000,1.033061,0.000000,40.000000,153.082885,-50.000000,0.000000,-44.192408,-44.136683
