idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,0.952564,50.000000,1.346661,1.491090,0.690415,-100.000000,-100.000000,1.006612,350.358459,10.000000,195.703873,0.000000,121.255043,121.256165,121.855194,0.599030
1,R7,0.987419,50.000000,1.346661,1.915393,0.510264,-100.000000,-100.000000,1.049667,352.039032,10.000000,195.703873,0.000000,120.843147,120.843765,121.454803,0.611038
2,R8,1.003570,50.000000,1.346661,1.961379,1.236963,-100.000000,-100.000000,0.956905,349.360352,10.000000,195.703873,0.000000,115.453941,115.454994,116.030113,0.575119
3,L1,1.963162,10.761594,1.346661,1.893138,-0.759590,-100.000000,-100.000000,0.100000,349.422729,10.000000,195.703873,0.594480,7.616162,7.615932,7.602324,-0.013608
4,L2,2.000000,10.014882,1.346661,0.100000,-1.241260,-100.000000,-100.000000,0.100000,347.043579,10.000000,195.703873,0.000000,0.148869,0.148823,0.148081,-0.000742
5,L3,2.000000,10.487247,1.346661,0.100000,-1.503379,-100.000000,-100.000000,0.100000,348.662079,10.000000,195.703873,0.000000,4.872935,4.872467,4.859079,-0.013388
6,L4,1.943390,10.984410,1.346661,0.100051,-1.556350,-100.000000,-100.000000,0.100000,347.866547,10.000000,195.703873,0.998939,9.844100,9.844100,9.844092,-0.000008
7,L5,1.952210,10.346538,1.346661,0.100000,-1.476955,-100.000000,-100.000000,0.100000,342.508026,10.000000,195.703873,0.053707,3.465185,3.465365,3.470294,0.004929
8,Mi1,1.941629,10.382145,1.346661,0.100000,-0.581509,-100.000000,-100.000000,0.100000,345.054474,10.000000,195.703873,0.000000,3.821303,3.821446,3.824068,0.002622
9,Tm3,2.000000,10.653375,1.346661,0.100000,-0.721867,-100.000000,-100.000000,0.100000,352.067871,10.000000,195.703873,0.000000,6.533565,6.533738,6.537160,0.003422
10,Mi4,1.968102,10.727255,1.346661,2.011372,-0.728720,-100.000000,-100.000000,0.100000,350.435608,10.000000,195.703873,0.000000,7.272676,7.272544,7.267885,-0.004660
11,Mi9,1.956463,10.586131,1.346661,2.092565,-0.714273,-100.000000,-100.000000,0.100000,350.529877,10.000000,195.703873,0.000000,5.861309,5.861300,5.861190,-0.000110
12,T4a,1.024477,50.000000,1.346661,0.100000,-1.429433,-100.000000,-100.000000,1.027786,347.573120,10.000000,195.703873,0.000000,90.783470,90.783424,90.784019,0.000595
13,T4b,1.036443,50.000000,1.346661,0.100000,-1.084993,-100.000000,-100.000000,0.952266,348.927521,10.000000,195.703873,0.000000,84.503860,84.503853,84.504723,0.000870
14,T4c,1.014095,50.000000,1.346661,0.100000,-1.479632,-100.000000,-100.000000,1.040979,348.485809,10.000000,195.703873,0.000000,94.920685,94.920723,94.921562,0.000839
15,T4d,1.049145,50.000000,1.346661,0.412245,-0.168402,-100.000000,-100.000000,0.969166,350.904755,10.000000,195.703873,0.000000,94.522278,94.522339,94.522774,0.000435
16,Tm1,1.923490,10.647781,1.346661,0.100000,-0.845159,-100.000000,-100.000000,0.100000,350.530365,10.000000,195.703873,0.000000,6.477942,6.477813,6.477171,-0.000642
17,Tm2,2.000000,10.897114,1.346661,0.100000,-0.845902,-100.000000,-100.000000,0.100000,347.064850,10.000000,195.703873,0.000000,8.971150,8.971130,8.971033,-0.000097
18,Tm4,1.902961,10.713150,1.346661,0.100000,-1.075415,-100.000000,-100.000000,0.100000,347.089600,10.000000,195.703873,0.000000,7.131637,7.131495,7.130744,-0.000751
19,Tm9,1.924732,10.887463,1.346661,0.100581,-1.439542,-100.000000,-100.000000,0.100000,349.537079,10.000000,195.703873,0.000000,8.874613,8.874625,8.874911,0.000286
20,T5a,1.007757,50.000000,1.346661,0.100000,-0.730516,-100.000000,-100.000000,1.004694,348.426178,10.000000,195.703873,0.000000,98.611000,98.610931,98.610565,-0.000366
21,T5b,1.030041,50.000000,1.346661,0.454951,-0.332214,-100.000000,-100.000000,0.989816,349.867981,10.000000,195.703873,0.000000,98.916946,98.916916,98.916748,-0.000168
22,T5c,1.032181,50.000000,1.346661,1.020283,-0.148797,-100.000000,-100.000000,0.997787,349.156342,10.000000,195.703873,0.000000,100.491432,100.491409,100.491325,-0.000084
23,T5d,1.036165,50.000000,1.346661,1.645007,0.719975,-100.000000,-100.000000,1.001130,351.836273,10.000000,195.703873,0.000000,101.258720,101.258690,101.258446,-0.000244
24,T1,1.021522,50.000000,1.346661,0.100000,-1.200599,-100.000000,-100.000000,0.992020,352.398224,10.000000,195.703873,0.000000,42.905518,42.902489,42.874947,-0.027542
25,T2,1.046607,50.000000,1.346661,0.129215,-1.342357,-100.000000,-100.000000,0.981300,348.652008,10.000000,195.703873,0.000000,87.431862,87.431343,87.428711,-0.002632
26,T2a,0.988735,50.000000,1.346661,0.100883,-0.933118,-100.000000,-100.000000,1.012117,352.078369,10.000000,195.703873,0.000000,96.386368,96.386154,96.385094,-0.001060
27,T3,1.013565,50.000000,1.346661,0.100000,-1.263420,-100.000000,-100.000000,1.041863,347.548706,10.000000,195.703873,0.000000,101.633354,101.633270,101.632896,-0.000374
28,C2,1.044670,50.000000,1.346661,1.702521,0.172185,-100.000000,-100.000000,1.008534,349.794006,10.000000,195.703873,0.000000,95.575867,95.576118,95.582268,0.006149
29,C3,0.997833,50.000000,1.346661,2.078847,1.197926,-100.000000,-100.000000,0.976366,350.798584,10.000000,195.703873,0.000000,96.770432,96.770508,96.773163,0.002655
30,Lawf1,1.014571,50.000000,1.346661,0.288579,-0.937901,-100.000000,-100.000000,1.007087,350.822327,10.000000,195.703873,0.000000,96.422134,96.422371,96.423035,0.000664
31,Lawf2,1.034013,50.000000,1.346661,0.100000,-0.841265,-100.000000,-100.000000,1.029830,350.987915,10.000000,195.703873,0.000000,101.689751,101.689758,101.689705,-0.000053
32,Dm3v,0.970125,50.000000,1.346661,1.934360,1.101642,-100.000000,-100.000000,0.997311,350.781372,10.000000,195.703873,0.000000,101.383003,101.382965,101.382774,-0.000191
33,Lai,1.014345,50.000000,1.346661,1.020444,0.323200,-100.000000,-100.000000,1.018739,348.782043,10.000000,195.703873,0.000000,20.227461,20.224356,20.145821,-0.078535
34,Mi10,0.983090,50.000000,1.346661,0.100000,-1.251337,-100.000000,-100.000000,1.000549,349.804901,10.000000,195.703873,0.000000,78.462273,78.463234,78.467247,0.004013
35,Mi13,1.009737,50.000000,1.346661,1.960580,1.418750,-100.000000,-100.000000,1.003430,349.700287,10.000000,195.703873,0.000000,101.902412,101.902374,101.902206,-0.000168
36,Mi14,0.999942,50.000000,1.346661,1.972917,1.011936,-100.000000,-100.000000,0.991958,351.725708,10.000000,195.703873,0.000000,101.756355,101.756348,101.756325,-0.000023
