idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
37,Mi15,1.014824,50.000000,1.346661,0.100000,-1.147796,-100.000000,-100.000000,1.000349,349.903412,10.000000,195.703873,0.000000,76.375656,76.374168,76.333000,-0.041168
38,Mi2,1.029896,50.000000,1.346661,1.952369,0.986663,-100.000000,-100.000000,0.995587,349.816010,10.000000,195.703873,0.000000,100.573288,100.573189,100.572548,-0.000641
39,Tm16,1.033354,50.000000,1.346661,0.100008,-0.690270,-100.000000,-100.000000,0.967570,350.919708,10.000000,195.703873,0.000000,60.688782,60.689770,60.704865,0.015095
40,Tm20,1.047355,50.000000,1.346661,0.100000,-1.178756,-100.000000,-100.000000,0.979092,351.105286,10.000000,195.703873,0.000000,72.817139,72.816132,72.786598,-0.029533
41,Tm21,0.962864,50.000000,1.346661,0.101547,-1.127444,-100.000000,-100.000000,1.025123,349.716797,10.000000,195.703873,0.000000,87.034233,87.033768,87.031578,-0.002190
42,Tm27,0.955804,50.000000,1.346661,0.100104,-1.147132,-100.000000,-100.000000,0.968539,351.963074,10.000000,195.703873,0.000000,87.696953,87.696999,87.697891,0.000893
43,Tm5a,1.002561,50.000000,1.346661,0.100000,-1.335597,-100.000000,-100.000000,1.028212,352.038971,10.000000,195.703873,0.000000,80.709099,80.707817,80.664070,-0.043747
44,Tm5b,0.998809,50.000000,1.346661,0.109616,-0.926411,-100.000000,-100.000000,1.036790,350.069183,10.000000,195.703873,0.000000,81.353340,81.352280,81.315544,-0.036736
45,Tm5c,0.967305,50.000000,1.346661,1.969184,0.960127,-100.000000,-100.000000,1.048164,351.830231,10.000000,195.703873,0.000000,104.577988,104.577614,104.569519,-0.008095
46,Tm5f,0.975740,50.000000,1.346661,0.173579,-1.345545,-100.000000,-100.000000,0.957427,350.840820,10.000000,195.703873,0.000000,92.585960,92.585983,92.586487,0.000504
47,TmY10,0.984329,50.000000,1.346661,0.100115,-1.431224,-100.000000,-100.000000,0.982054,349.940399,10.000000,195.703873,0.000000,87.804695,87.804947,87.808815,0.003868
48,TmY11,1.029983,50.000000,1.346661,0.100000,-1.042194,-100.000000,-100.000000,1.006900,347.514099,10.000000,195.703873,0.000000,19.520321,19.522289,19.540255,0.017965
49,TmY14,1.030652,50.000000,1.346661,0.101812,-1.560255,-100.000000,-100.000000,0.950321,351.597321,10.000000,195.703873,0.000000,69.876961,69.875557,69.868248,-0.007309
50,TmY15,1.021909,50.000000,1.346661,1.982635,0.545788,-100.000000,-100.000000,0.994324,350.018311,10.000000,195.703873,0.000000,104.366066,104.365997,104.365936,-0.000061
51,TmY3,1.017498,50.000000,1.346661,0.100000,-1.254532,-100.000000,-100.000000,1.041677,350.720428,10.000000,195.703873,0.000000,64.171303,64.172470,64.185905,0.013435
52,TmY4,1.041576,50.000000,1.346661,0.100000,-0.901268,-100.000000,-100.000000,0.963759,352.268738,10.000000,195.703873,0.000000,82.582550,82.581825,82.578117,-0.003708
53,TmY5a,1.041067,50.000000,1.346661,2.019448,0.793369,-100.000000,-100.000000,0.959651,350.100708,10.000000,195.703873,0.000000,100.344429,100.344559,100.345497,0.000938
54,TmY9q,1.043409,50.000000,1.346661,0.100000,-1.150881,-100.000000,-100.000000,1.012046,347.717438,10.000000,195.703873,0.000000,100.046379,100.046379,100.046341,-0.000038
55,TmY9q__perp,1.002720,50.000000,1.346661,0.100613,-0.586889,-100.000000,-100.000000,1.030274,349.233002,10.000000,195.703873,0.000000,102.484863,102.484863,102.484863,0.000000
