idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,e_leak,a_h,v_pre,v_onset
0,R1-6,1.294333,2.020627,-50.000000,1.017335,0.000000,40.000000,137.185347,-50.000000,0.000000,-29.146965,-29.124979
1,R7,1.294333,5.014565,-50.000000,0.963825,0.000000,40.000000,137.185347,-50.000000,0.000000,-30.209381,-30.187037
2,R8,1.294333,2.522151,-50.000000,1.044649,0.000000,40.000000,137.185347,-50.000000,0.000000,-38.786896,-38.824374
3,L1,1.294333,0.894927,-50.000000,1.133353,0.000000,40.000000,137.185347,-20.000000,1.000000,-20.000000,-20.116247
4,L2,1.294333,4.115939,-50.000000,0.251284,0.000000,40.000000,137.185347,-20.000000,1.000000,-20.000000,-20.127774
5,L3,1.294333,10.000000,-50.000000,1.750905,0.000000,40.000000,137.185347,-50.000000,0.000000,-58.132786,-58.168019
6,L4,1.294333,6.188975,-50.000000,0.232220,0.000000,40.000000,137.185347,-50.000000,0.990006,-49.992327,-50.040101
7,L5,1.294333,3.900724,-50.000000,10.000000,0.000000,40.000000,137.185347,-50.000000,0.526879,-18.426346,-18.343128
8,Mi1,1.294333,1.400611,-50.000000,0.159694,0.000000,40.000000,137.185347,-50.000000,0.000000,-7.162258,-6.518456
9,Tm3,1.294333,1.267853,-50.000000,0.100000,0.000000,40.000000,137.185347,-50.000000,0.000000,-1.811854,-1.099589
10,Mi4,1.294333,1.819103,-50.000000,0.189072,0.000000,40.000000,137.185347,-50.000000,0.000000,-9.167345,-8.429309
11,Mi9,1.294333,10.000000,-50.000000,1.139231,0.000000,40.000000,137.185347,-50.000000,0.000000,-57.758925,-58.003150
12,T4a,1.294333,5.493421,-50.000000,0.981376,0.000000,40.000000,137.185347,-50.000000,0.000000,-54.890940,-54.456133
13,T4b,1.294333,1.944753,-50.000000,0.975595,0.000000,40.000000,137.185347,-50.000000,0.000000,-60.249032,-60.426070
14,T4c,1.294333,6.551705,-50.000000,0.966019,0.000000,40.000000,137.185347,-50.000000,0.000000,-64.187910,-64.258325
15,T4d,1.294333,10.000000,-50.000000,1.005380,0.000000,40.000000,137.185347,-50.000000,0.000000,-43.584580,-43.349692
16,Tm1,1.294333,1.788818,-50.000000,0.544945,0.000000,40.000000,137.185347,-50.000000,0.000000,27.890895,27.881998
17,Tm2,1.294333,2.010367,-50.000000,0.826830,0.000000,40.000000,137.185347,-50.000000,0.000000,-0.717581,-0.680572
18,Tm4,1.294333,2.404089,-50.000000,0.771759,0.000000,40.000000,137.185347,-50.000000,0.000000,-13.622009,-14.199048
19,Tm9,1.294333,10.000000,-50.000000,0.815104,0.000000,40.000000,137.185347,-50.000000,0.000000,-56.009032,-56.232333
20,T5a,1.294333,3.111994,-50.000000,0.969683,0.000000,40.000000,137.185347,-50.000000,0.000000,-38.557486,-38.450406
21,T5b,1.294333,9.989618,-50.000000,0.985129,0.000000,40.000000,137.185347,-50.000000,0.000000,4.251529,4.570940
22,T5c,1.294333,9.838269,-50.000000,0.974050,0.000000,40.000000,137.185347,-50.000000,0.000000,-38.097220,-38.276813
23,T5d,1.294333,4.007743,-50.000000,1.032497,0.000000,40.000000,137.185347,-50.000000,0.000000,-30.781755,-30.657402
24,T1,1.294333,5.767934,-50.000000,1.045194,0.000000,40.000000,137.185347,-50.000000,0.000000,-92.628759,-93.893590
25,T2,1.294333,3.277312,-50.000000,0.990514,0.000000,40.000000,137.185347,-50.000000,0.000000,13.782003,14.408308
26,T2a,1.294333,4.323648,-50.000000,1.020000,0.000000,40.000000,137.185347,-50.000000,0.000000,23.227304,23.463718
27,T3,1.294333,2.201972,-50.000000,0.962361,0.000000,40.000000,137.185347,-50.000000,0.000000,21.241564,21.600938
28,C2,1.294333,10.000000,-50.000000,1.006500,0.000000,40.000000,137.185347,-50.000000,0.000000,-6.164035,-5.673444
29,C3,1.294333,3.906879,-50.000000,1.040770,0.000000,40.000000,137.185347,-50.000000,0.000000,-18.477802,-18.141828
30,Lawf1,1.294333,5.923517,-50.000000,1.021521,0.000000,40.000000,137.185347,-50.000000,0.000000,-49.034512,-48.961469
31,Lawf2,1.294333,2.467915,-50.000000,1.048495,0.000000,40.000000,137.185347,-50.000000,0.000000,-38.097375,-37.970612
32,Dm3v,1.294333,8.073776,-50.000000,1.020096,0.000000,40.000000,137.185347,-50.000000,0.000000,-23.917217,-23.859621
33,Lai,1.294333,0.100000,-50.000000,0.995986,0.000000,40.000000,137.185347,-50.000000,0.000000,-112.267190,-112.838460
34,Mi10,1.294333,9.878697,-50.000000,0.972131,0.000000,40.000000,137.185347,-50.000000,0.000000,-48.743875,-48.719125
35,Mi13,1.294333,7.075289,-50.000000,1.047567,0.000000,40.000000,137.185347,-50.000000,0.000000,-46.260762,-46.299873
36,Mi14,1.294333,4.085422,-50.000000,1.002622,0.000000,40.000000,137.185347,-50.000000,0.000000,-15.673323,-16.188222
37,Mi15,1.294333,4.433532,-50.000000,0.999128,0.000000,40.000000,137.185347,-50.000000,0.000000,-47.362059,-47.362610
38,Mi2,1.294333,4.279994,-50.000000,1.033319,0.000000,40.000000,137.185347,-50.000000,0.000000,-31.809830,-31.702915
39,Tm16,1.294333,0.383973,-50.000000,1.040197,0.000000,40.000000,137.185347,-50.000000,0.000000,-63.286099,-63.700078
40,Tm20,1.294333,10.000000,-50.000000,0.972357,0.000000,40.000000,137.185347,-50.000000,0.000000,-58.395445,-58.573529
41,Tm21,1.294333,10.000000,-50.000000,0.989063,0.000000,40.000000,137.185347,-50.000000,0.000000,13.065920,13.019048
42,Tm27,1.294333,4.650709,-50.000000,0.982168,0.000000,40.000000,137.185347,-50.000000,0.000000,-42.951106,-42.861485
43,Tm5a,1.294333,4.935655,-50.000000,0.989485,0.000000,40.000000,137.185347,-50.000000,0.000000,-62.234530,-62.332204
44,Tm5b,1.294333,7.953148,-50.000000,1.005930,0.000000,40.000000,137.185347,-50.000000,0.000000,-55.583148,-55.676197
45,Tm5c,1.294333,10.000000,-50.000000,1.001911,0.000000,40.000000,137.185347,-50.000000,0.000000,-44.888125,-44.753668
46,Tm5f,1.294333,7.009447,-50.000000,0.985328,0.000000,40.000000,137.185347,-50.000000,0.000000,-42.008015,-41.870377
47,TmY10,1.294333,10.000000,-50.000000,0.964035,0.000000,40.000000,137.185347,-50.000000,0.000000,-48.751389,-48.697309
48,TmY11,1.294333,10.000000,-50.000000,0.961878,0.000000,40.000000,137.185347,-50.000000,0.000000,-48.876558,-48.939519
49,TmY14,1.294333,5.555570,-50.000000,1.016100,0.000000,40.000000,137.185347,-50.000000,0.000000,-38.202020,-38.219347
50,TmY15,1.294333,3.219228,-50.000000,1.045872,0.000000,40.000000,137.185347,-50.000000,0.000000,22.284086,21.589544
51,TmY3,1.294333,2.229319,-50.000000,1.031361,0.000000,40.000000,137.185347,-50.000000,0.000000,-15.625153,-15.288587
52,TmY4,1.294333,10.000000,-50.000000,0.967241,0.000000,40.000000,137.185347,-50.000000,0.000000,72.946211,79.225203
53,TmY5a,1.294333,7.665358,-50.000000,1.029051,0.000000,40.000000,137.185347,-50.000000,0.000000,-11.113620,-10.911040
54,TmY9q,1.294333,10.000000,-50.000000,0.974663,0.000000,40.000000,137.185347,-50.000000,0.000000,-19.568989,-19.293867
55,TmY9q__perp,1.294333,7.774436,-50.000000,0.955169,0.000000,40.000000,137.185347,-50.000000,0.000000,-28.337597,-28.194960
