cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_th_ca,a_ca,tau_ca,v_pre,v_onset,v_spot_end,delta_v,v_ca_pre,v_ca_onset,v_ca_spot_end,delta_v_ca,ca_pre,ca_onset,ca_spot_end,delta_ca
0,R1-6,0.979325,61.070114,2.949478,1.442445,-8.807633,-41.209217,16.071943,202.394592,0.000000,-50.000000,1.000000,350.000000,11.043086,11.085945,14.616149,3.530204,61.069382,61.112915,64.644226,3.531311,61.069382,61.070118,61.225937,0.155819
1,R7,1.017565,34.590996,2.949478,10.000000,-34.230759,-15.311942,19.197157,198.536255,0.000000,-50.000000,1.000000,350.000000,-15.409521,-15.378850,-12.022733,3.356117,34.590481,34.621147,37.977268,3.356121,34.590481,34.590996,34.732922,0.141926
2,R8,1.046883,46.492725,2.949478,6.707960,-23.410606,-26.220572,43.824986,202.385406,0.000000,-50.000000,1.000000,350.000000,-3.507608,-3.486982,-1.493815,1.993168,46.492393,46.513020,48.506187,1.993168,46.492393,46.492725,46.569862,0.077137
3,L1,1.999982,17.587679,2.949478,3.114918,-18.049862,-31.405819,11.278431,222.655609,1.000000,-70.036591,0.338315,376.563477,-18.049864,-18.103773,-27.257488,-9.153715,17.587873,17.569633,14.535184,-3.034450,17.587873,17.587677,17.501659,-0.086018
4,L2,1.999678,20.025511,2.949478,2.560873,-18.382786,-31.938932,10.718727,230.082687,1.000000,-49.536938,0.642795,373.405060,-18.382784,-18.414021,-23.355721,-4.941700,20.025730,20.005653,16.877195,-3.128458,20.025730,20.025509,19.934853,-0.090656
5,L3,1.999873,9.519775,2.949478,3.867289,-22.774353,-26.952372,20.489904,196.777527,0.000000,-56.049267,0.272703,323.757874,-21.140083,-21.159330,-23.522005,-2.362675,9.519855,9.514606,8.870296,-0.644310,9.519855,9.519774,9.502511,-0.017263
6,L4,0.761457,20.738794,2.949478,0.654694,-4.320676,-45.672874,10.925067,229.325821,0.885170,-53.660892,0.409112,377.169800,-2.968740,-2.971158,-5.111386,-2.140228,20.738789,20.737797,19.862206,-0.875591,20.738789,20.738794,20.718630,-0.020164
7,L5,1.999949,1.204534,2.949478,3.584961,-25.131483,-24.874289,10.067879,208.153229,0.897999,-32.389931,0.406471,350.946838,-29.426674,-29.397509,-17.296198,12.101311,1.204477,1.216332,6.135163,4.918830,1.204477,1.204534,1.331470,0.126936
8,Mi1,1.999911,2.604991,2.949478,0.325066,-10.106169,-40.367302,18.074308,199.635895,0.000000,-32.549004,0.213076,355.646179,-20.323011,-20.341537,-13.257457,7.084081,2.605067,2.601119,4.110567,1.509448,2.605067,2.604991,2.629991,0.025000
9,Tm3,1.669424,4.612564,2.949478,0.100000,-6.331689,-43.505287,10.000000,206.171463,0.000000,-42.418114,0.167331,335.255066,-14.852054,-14.874370,-3.981863,10.892507,4.612647,4.608912,6.431563,1.822650,4.612647,4.612564,4.645403,0.032839
