idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,1.578339,18.971789,1.010900,-0.044939,30.754353,10000.000000,0.000000,1.000000
1,R7,1.000000,10.000000,-18.253746,1.041892,0.287441,25.685207,9992.389643,0.000000,1.000000
2,R8,1.000000,0.497974,4.856167,1.031666,0.301210,66.466458,10000.000000,0.000000,1.000000
3,L1,1.000000,5.724312,0.039845,2.016553,1.632098,63.876684,214.299752,0.000000,3.348744
4,L2,1.000000,3.329544,0.099149,1.086135,2.109114,40.541490,226.458040,0.000000,1.825260
5,L3,1.000000,7.945785,-0.718770,1.096267,-1.422807,30.956937,9988.738678,0.000000,1.000000
6,L4,1.000000,1.459888,0.004575,0.536055,0.967604,68.228112,215.741387,0.000000,3.622452
7,L5,1.000000,7.794031,0.503565,4.861539,-3.152301,70.952645,213.399870,0.000000,1.836222
8,Mi1,1.000000,0.272476,-5.103653,1.547433,-0.171282,64.835702,9990.116771,0.000000,1.000000
9,Mi4,1.000000,1.852530,0.822579,0.767255,0.095939,39.392106,9972.512741,0.000000,1.000000
10,Mi9,1.000000,4.895372,0.648703,0.731852,-0.245728,29.518220,9982.359559,0.000000,1.000000
11,T1,1.000000,3.468575,0.772434,0.996770,-0.367694,70.645057,9989.638934,0.000000,1.000000
12,T2,1.000000,1.377882,-1.677635,1.024132,-0.300295,47.903583,9994.905104,0.000000,1.000000
13,T2a,1.000000,6.636889,0.006784,0.959083,0.490964,24.467496,9998.638685,0.000000,1.000000
14,T3,1.000000,3.089515,-0.291074,0.959765,0.130088,36.467751,9987.589734,0.000000,1.000000
15,T4a,1.000000,0.982886,-0.840882,1.010672,-0.397839,51.525488,9999.999977,0.000000,1.000000
16,T4b,1.000000,0.957073,-1.183136,1.006693,-0.364436,48.195337,9999.999991,0.000000,1.000000
17,T4c,1.000000,9.146480,-0.031390,0.981547,-0.386015,32.847878,9977.062754,0.000000,1.000000
18,T4d,1.000000,1.024307,-0.655287,1.013205,-0.074077,51.465286,9991.164901,0.000000,1.000000
19,T5a,1.000000,0.663896,-0.648273,0.977892,-0.036534,51.871628,9999.999997,0.000000,1.000000
20,T5b,1.000000,0.983604,0.318513,1.014890,-0.463158,48.362286,9990.882242,0.000000,1.000000
21,T5c,1.000000,5.385666,5.616965,1.045749,-0.248145,56.532525,9999.110009,0.000000,1.000000
22,T5d,1.000000,0.657186,-0.643827,1.031612,0.390697,47.673602,9994.141319,0.000000,1.000000
23,Tm1,1.000000,1.848954,0.622926,0.776391,0.902990,37.837278,9984.800105,0.000000,1.000000
24,Tm2,1.000000,2.246098,-0.094929,0.619377,1.279054,23.075538,9980.575884,0.000000,1.000000
25,Tm20,1.000000,6.776561,0.121912,0.981854,-0.359283,34.295741,9987.663913,0.000000,1.000000
26,Tm21,1.000000,10.000000,0.141974,0.954102,0.212231,60.327236,9994.726840,0.000000,1.000000
27,Tm3,1.000000,3.368045,-0.566161,0.120025,0.162854,30.294154,9980.328591,0.000000,1.000000
28,Tm4,1.000000,9.023963,-0.100343,0.316473,0.414642,21.748301,9985.437957,0.000000,1.000000
29,Tm9,1.000000,0.411597,-0.240143,0.708439,0.407287,75.450760,9970.952667,0.000000,1.000000
30,C2,1.000000,0.616372,-0.895349,1.036661,-0.247387,48.970106,9999.999708,0.000000,1.000000
31,C3,1.000000,7.792154,0.880681,0.957787,0.417222,64.416916,10000.000000,0.000000,1.000000
32,Lawf1,1.000000,0.900421,-0.999053,1.020906,-0.037499,51.832001,9999.999988,0.000000,1.000000
33,Lawf2,1.000000,4.902813,1.406418,1.015666,-0.326959,27.178458,9999.864858,0.000000,1.000000
