,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
T5a,,,,,,,,,,,,,1.030021,,,0.982173,,,,1.025248,0.975347,,,,0.710198,,,,,,,,,
T5b,,,,,,,,,,,,,1.042821,,,,0.969801,,,1.040987,1.021196,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,0.434267,,,,,4.973373,,,1.004663,8.257992,1.042953,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.040004,,,,,0.617748,1.030525,,,,0.974128,,,,,,,,,,,
Tm1,,,,,0.100000,,,0.100000,0.100000,10.000000,0.100000,9.363875,0.978579,0.100000,3.727234,,,1.034906,,0.712719,1.000422,0.100000,0.775831,1.672654,0.100000,0.100000,0.100000,0.100000,0.100000,8.890258,1.023454,0.100000,,0.100000
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.693709,0.100000,1.982920,1.024405,,0.100000,,1.402820,0.983450,0.100000,0.973000,0.100000,,,0.100000,3.267352,0.100000,6.796659,,0.100000,0.950989,0.100000
Tm20,,,,,,,,,,0.100000,9.108906,10.000000,0.958834,0.100000,,,,,,,,,,0.100000,0.100000,7.815213,0.959101,,,0.100000,,0.100000,,
Tm21,,,,,,,,,10.000000,,,,0.962309,0.989659,,,,,,,,,,0.100000,,,1.025046,,,,,,,
Tm3,,,,0.100000,0.100000,,,,9.182357,0.100000,10.000000,,0.100000,10.000000,4.678354,0.309716,0.379611,8.244189,0.771612,,0.984066,,0.967693,,,,,3.762478,0.100000,,0.957308,10.000000,0.320759,9.979439
Tm4,,,,,10.000000,,,,0.100000,5.449264,,10.000000,1.014238,0.100000,10.000000,,,,,0.557208,0.950710,0.100000,0.983965,0.100000,5.387088,,0.100000,0.100000,0.100000,,0.995925,0.100000,,0.100000
Tm9,,,,,,2.630846,,,,0.100074,0.513846,,0.985908,1.220888,,,,,,0.390777,1.027468,0.100000,0.959701,0.100002,0.100000,0.165474,0.967398,,0.100891,0.100000,,,,
C2,0.987951,0.976497,1.014291,0.573055,0.784192,1.007503,0.953448,0.978640,1.007519,1.023768,,1.004164,1.014525,1.037086,1.044243,,,,,,,,,1.039811,,,,,,1.037536,0.971043,1.049726,,
C3,0.100000,,,10.000000,4.728639,0.100000,9.499344,0.100000,10.000000,0.100000,0.100000,6.949633,2.054346,0.100000,2.845380,1.410310,0.989778,0.100000,1.049506,,,,,9.697538,0.100000,0.100000,0.978529,6.819833,9.833173,10.000000,0.981460,,,
Lawf1,0.958255,,,1.015855,0.916685,0.980658,,1.008028,,,0.956443,1.010881,,,,,,,,,,,,,,,,0.993222,,,,,1.013516,
Lawf2,0.100000,,,0.100000,0.100000,8.762411,,5.899187,,,,10.000000,,,,,,,,,,,,0.100000,0.100000,,,,,0.100000,0.626928,0.100000,0.956089,
