,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,6.009002,,,2.645847,1.783416,0.100000,5.059626,,,,,0.274874,,,,,,,,,,,,,,,,,,,0.964918,0.100000,,
R7,,,10.000000,0.315388,,9.968747,,,0.100000,0.100000,9.258559,,,,,,,,,,,,,,,1.583105,,,,,,0.478982,0.973405,
R8,,0.869815,0.711547,10.000000,0.100000,1.542989,,0.100000,0.100000,0.100000,0.100000,3.996549,,,,,,,,,,,,,,0.100000,1.030240,,,,0.975946,0.100000,0.972266,0.106340
L1,0.100000,0.100000,3.090323,0.100000,4.697616,1.390037,0.100000,3.692702,0.352930,0.100000,,8.917695,1.019152,0.686497,,,,,,,,,,0.100000,1.053494,,,0.100000,,,0.494604,10.000000,,10.000000
L2,7.370393,,0.100000,7.865262,3.037695,0.100000,3.578937,0.100000,0.100000,3.926821,0.100000,0.100000,0.982630,0.979149,,,,,,,,,,0.785863,1.281507,0.100000,,0.100000,1.063685,,0.958367,0.100000,,
L3,,0.978905,6.955835,0.991469,1.034066,,,,0.100000,1.047855,8.532162,1.058549,,,,,,,,,,,,0.992357,0.996210,0.100000,0.969526,,8.002051,0.652756,1.028731,0.100000,1.002107,
L4,0.100000,,,3.066948,0.100000,0.100000,0.100000,0.365166,0.100000,,0.100000,,0.745041,,,,,,,,,,,0.847830,1.900826,,,,0.253031,10.000000,,0.100000,0.988408,0.100000
L5,,,,0.100000,0.100000,,,9.950759,7.816991,0.100000,3.645001,10.000000,0.100000,10.000000,,,,,,,,,,5.035243,0.100000,10.000000,10.000000,9.091702,0.100000,,0.511538,0.100000,1.026695,10.000000
Mi1,,0.959273,1.006834,1.151138,0.985031,,,0.100000,0.100000,2.964668,2.324413,0.976594,0.824005,0.100000,1.404271,0.977921,0.944241,10.000000,0.958139,,,,,3.460056,1.029676,2.221276,1.047535,3.831322,0.957489,,0.972735,0.100000,0.974444,3.509373
Mi4,,,,,0.100000,10.000000,,4.657319,10.000000,8.199705,1.480892,0.100000,,4.627750,,0.953570,0.982864,10.000000,1.006485,,,,,10.000000,0.100000,7.490669,,0.100000,0.100000,0.100000,0.996675,0.100000,1.036303,7.059679
Mi9,,,,,,10.000000,8.998129,,0.100000,8.289991,,,0.962381,1.839978,0.100000,1.489314,1.297923,4.814460,1.235978,,,,,1.211285,6.342346,7.271490,10.000000,1.040222,1.830544,0.100000,1.010840,,1.553990,0.100000
T1,0.100000,10.000000,0.100000,,3.204202,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,5.335276,7.270766,0.100000,,,7.781392,,,,,
T2,,,,,,,,0.991861,1.018169,,0.967880,,0.959321,1.011322,0.999384,,,,,,,,,1.017662,0.986915,,0.999814,0.964574,1.034543,,,,,1.504445
T2a,,,,,,,,,2.048058,,,,1.021067,10.000000,2.674195,,,,,,,,,0.100000,,10.000000,0.965945,0.100000,1.006812,,1.014457,,,1.391068
T3,,,,,,,,,,,,,1.096180,1.047617,1.020140,,,,1.033175,,,,,0.100000,,,7.433377,1.663932,,,,5.328890,,0.100000
T4a,,,,,,,,,,,0.951872,,,,,1.028818,1.013983,0.956306,0.977767,1.008848,,,,,,,,,,,,0.941056,,
T4b,,,,,,,,,1.045030,0.989863,0.947917,,,,,1.041640,1.030485,,1.041472,,1.011336,,,,,,,,,,,,,
T4c,,,,,,,,,,,8.687552,,0.994635,,,,,6.401773,,,,1.012147,1.043594,,,,,,,,,,,
T4d,,,,,,,,,0.979936,,,,,,,,,1.023794,1.015654,,,,1.025569,,,,,,,,,,,
