idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow
30,Lawf1,1.000000,3.752746,-2.439525,0.952585,-0.036819,49.013729,203.298377,0.000000,0.000000
31,Lawf2,1.000000,9.562292,-0.061095,0.957658,-0.438593,20.679784,191.004307,0.000000,0.000000
32,Dm3v,1.000000,9.898993,-0.615834,1.013742,0.338107,10.000000,204.387887,0.000000,0.000000
33,Lai,1.000000,0.305694,-1.437374,1.007615,0.206973,49.240889,206.099822,0.000000,0.000000
34,Mi10,1.000000,3.116103,-1.019532,0.952855,0.035639,55.380398,194.218237,0.000000,0.000000
35,Mi13,1.000000,10.000000,2.949325,0.986258,-0.203746,15.482288,196.399938,0.000000,0.000000
36,Mi14,1.000000,8.712468,-0.459103,1.034507,-0.000515,10.000000,201.767369,0.000000,0.000000
37,Mi15,1.000000,0.853393,-1.304643,0.975052,0.431685,47.973652,208.131741,0.000000,0.000000
38,Mi2,1.000000,10.000000,-1.240710,0.997546,-0.242204,25.258732,207.946378,0.000000,0.000000
39,Tm16,1.000000,0.433988,-0.513383,0.971703,-0.029907,51.763293,197.020285,0.000000,0.000000
40,Tm20,1.000000,0.100000,-0.663386,1.048856,-0.073131,50.658754,198.444482,0.000000,0.000000
41,Tm21,1.000000,7.980441,-7.284864,0.970835,-0.301521,49.555566,201.275404,0.000000,0.000000
42,Tm27,1.000000,9.435267,-4.649542,0.968041,0.220955,100.000000,205.682422,0.000000,0.000000
43,Tm5a,1.000000,0.789913,-1.235940,0.987988,0.324877,47.794210,199.146447,0.000000,0.000000
44,Tm5b,1.000000,0.100000,-1.673672,1.043015,-0.003354,52.436808,204.427730,0.000000,0.000000
45,Tm5c,1.000000,9.699350,0.506196,1.014568,0.412934,18.012581,195.863822,0.000000,0.000000
46,Tm5f,1.000000,10.000000,-0.935446,1.035919,0.376883,83.334207,191.197673,0.000000,0.000000
47,TmY10,1.000000,3.879529,1.143789,1.039775,-0.432662,52.181319,190.981615,0.000000,0.000000
48,TmY11,1.000000,9.139655,-0.112534,1.003450,-0.138838,10.000000,197.247889,0.000000,0.000000
49,TmY14,1.000000,10.000000,-2.182833,0.990409,0.331119,11.891617,201.328026,0.000000,0.000000
50,TmY15,1.000000,8.415722,-4.830173,1.010982,-0.226094,13.522671,190.213638,0.000000,0.000000
51,TmY3,1.000000,9.773703,-0.057440,0.953065,-0.140941,10.000000,201.875070,0.000000,0.000000
52,TmY4,1.000000,9.676457,-5.241293,1.010593,-0.194905,32.243592,206.826408,0.000000,0.000000
53,TmY5a,1.000000,10.000000,-0.835656,0.992322,-0.431517,31.900318,193.999834,0.000000,0.000000
54,TmY9q,1.000000,6.418646,-1.462573,1.026859,-0.053455,55.458878,198.881634,0.000000,0.000000
55,TmY9q__perp,1.000000,0.234450,-0.666730,0.956134,-0.125563,51.904300,194.466664,0.000000,0.000000
