idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow
0,R1-6,1.000000,2.373977,-20.000000,1.046865,-0.217555,10.000000,208.926925,0.000000,0.000000
1,R7,1.000000,10.000000,-20.000000,1.005102,-0.079952,10.000000,195.852649,0.000000,0.000000
2,R8,1.000000,2.360913,-18.838218,0.963609,-0.026007,45.833104,198.110123,0.000000,0.000000
3,L1,1.000000,3.629641,7.174541,1.002017,0.086084,10.000000,238.694634,0.000000,0.600000
4,L2,1.000000,2.947575,4.274856,0.709192,0.324866,10.000000,211.333955,0.000000,0.600000
5,L3,1.000000,2.566369,0.663146,1.095960,-1.565614,48.649571,201.166368,0.000000,0.000000
6,L4,1.000000,3.762999,0.649236,0.328075,0.244027,10.000000,276.923536,0.000000,1.000000
7,L5,1.000000,4.924318,0.419453,1.166314,-0.326183,10.000000,199.045865,0.000000,1.000000
8,Mi1,1.000000,3.524009,0.778360,3.043764,-1.719712,12.654147,193.705478,0.000000,0.000000
9,Tm3,1.000000,2.511807,2.076884,0.571401,-1.367083,10.000000,190.939294,0.000000,0.000000
10,Mi4,1.000000,10.000000,-2.220309,1.474804,0.958418,10.000000,195.588058,0.000000,0.000000
11,Mi9,1.000000,10.000000,0.018107,1.742168,-0.184127,38.233564,204.053085,0.000000,0.000000
12,T4a,1.000000,8.978582,-8.576078,1.030315,-0.172152,20.170200,198.819787,0.000000,0.000000
13,T4b,1.000000,0.613793,-1.454090,1.045904,0.328296,47.640706,208.375125,0.000000,0.000000
14,T4c,1.000000,4.115414,-0.123084,0.951568,-0.297370,10.518044,206.873315,0.000000,0.000000
15,T4d,1.000000,9.603695,-4.203645,1.023062,0.373758,63.634548,193.137604,0.000000,0.000000
16,Tm1,1.000000,5.191878,-2.663288,1.204597,3.349565,10.000000,192.301140,0.000000,0.000000
17,Tm2,1.000000,1.918214,0.825667,0.626011,2.974946,10.000000,207.727614,0.000000,0.000000
18,Tm4,1.000000,7.804519,-0.927460,0.628069,2.394214,10.000000,204.309721,0.000000,0.000000
19,Tm9,1.000000,3.710306,-1.693369,1.178030,0.790692,43.135175,194.914320,0.000000,0.000000
20,T5a,1.000000,0.520386,-2.093887,1.033651,-0.346166,50.719169,199.049356,0.000000,0.000000
21,T5b,1.000000,8.618254,-8.089582,0.956591,-0.273352,83.610106,206.436913,0.000000,0.000000
22,T5c,1.000000,4.440673,-0.480636,0.956092,-0.382267,66.724833,209.002744,0.000000,0.000000
23,T5d,1.000000,10.000000,19.297574,0.998994,0.488092,89.464538,196.990701,0.000000,0.000000
24,T1,1.000000,2.268684,1.497743,0.954629,-0.338582,32.521235,203.981756,0.000000,0.000000
25,T2,1.000000,9.013199,-0.028696,1.028291,-0.070896,10.000000,194.589298,0.000000,0.000000
26,T2a,1.000000,9.766939,-0.017211,1.001434,-0.114078,16.868164,197.898460,0.000000,0.000000
27,T3,1.000000,1.519169,-2.376990,1.045123,-0.386967,47.434018,195.027350,0.000000,0.000000
28,C2,1.000000,3.860646,0.451522,1.026988,0.263987,10.000000,203.104942,0.000000,0.000000
29,C3,1.000000,9.181928,7.913019,0.983432,-0.150480,10.000000,193.019900,0.000000,0.000000
