idx,ctype,inp_gain,out_gain,Ih_gmax,out_scale,Ih_midv,Ih_slope,tau_midv
0,R1,6.052249,2.856291,0.000000,1.000000,-40.145727,-0.346272,-58.147384
1,R2,6.605449,4.169606,0.000000,1.000000,-40.145727,-0.346272,-58.147384
2,R3,0.100000,1.268456,0.000000,1.000000,-40.145727,-0.346272,-58.147384
3,R4,0.342123,1.810220,0.000000,1.000000,-40.145727,-0.346272,-58.147384
4,R5,4.765131,2.646601,0.000000,1.000000,-40.145727,-0.346272,-58.147384
5,R6,0.100000,2.932348,0.000000,1.000000,-40.145727,-0.346272,-58.147384
6,R7,0.100000,5.296659,0.000000,1.000000,-40.145727,-0.346272,-58.147384
7,R8,5.746690,6.635716,0.000000,1.000000,-40.145727,-0.346272,-58.147384
8,L1,5.684231,2.362750,47.824641,3.794008,-40.145727,-0.346272,-58.147384
9,L2,0.100000,0.273343,100.000000,6.878039,-40.145727,-0.346272,-58.147384
10,L3,0.629395,1.106817,0.388810,3.827813,-40.145727,-0.346272,-58.147384
11,L4,0.954320,0.546606,1.034332,136.353165,-40.145727,-0.346272,-58.147384
12,L5,4.569779,0.663378,77.411469,1.076857,-40.145727,-0.346272,-58.147384
13,Lawf1,0.218315,4.824557,0.000000,1.000000,-40.145727,-0.346272,-58.147384
14,Lawf2,53.514399,5.366855,0.000000,1.000000,-40.145727,-0.346272,-58.147384
15,Am,0.100000,0.100000,0.000000,1.000000,-40.145727,-0.346272,-58.147384
16,C2,0.100000,0.194240,0.000000,1.000000,-40.145727,-0.346272,-58.147384
17,C3,78.088078,0.938764,0.000000,1.000000,-40.145727,-0.346272,-58.147384
18,CT1(Lo1),3.320866,2.633379,0.000000,1.000000,-40.145727,-0.346272,-58.147384
19,CT1(M10),4.824470,6.691566,0.000000,1.000000,-40.145727,-0.346272,-58.147384
20,Mi1,78.480847,1.724076,0.000000,1.207823,-40.145727,-0.346272,-58.147384
21,Mi2,1.429065,10.138259,0.000000,1.000000,-40.145727,-0.346272,-58.147384
22,Mi3,12.789499,30.962153,0.000000,1.000000,-40.145727,-0.346272,-58.147384
23,Mi4,11.578906,0.748037,0.000000,6.513836,-40.145727,-0.346272,-58.147384
24,Mi9,59.208791,1.050913,0.000000,3.165171,-40.145727,-0.346272,-58.147384
25,Mi10,11.447802,6.170800,0.000000,1.000000,-40.145727,-0.346272,-58.147384
26,Mi11,0.438274,0.567658,0.000000,1.000000,-40.145727,-0.346272,-58.147384
27,Mi12,0.100000,0.498555,0.000000,1.000000,-40.145727,-0.346272,-58.147384
28,Mi13,0.100000,1.058941,0.000000,1.000000,-40.145727,-0.346272,-58.147384
29,Mi14,64.354623,2.631155,0.000000,1.000000,-40.145727,-0.346272,-58.147384
30,Mi15,0.353807,0.690510,0.000000,1.000000,-40.145727,-0.346272,-58.147384
31,T1,0.222277,2.705799,0.000000,1.000000,-40.145727,-0.346272,-58.147384
32,T2,27.416834,2.887286,0.000000,1.000000,-40.145727,-0.346272,-58.147384
33,T2a,0.400508,25.078251,0.000000,1.000000,-40.145727,-0.346272,-58.147384
34,T3,0.100000,0.100000,0.000000,1.000000,-40.145727,-0.346272,-58.147384
35,T4a,11.603170,0.411582,0.000000,0.922313,-40.145727,-0.346272,-58.147384
36,T4b,80.441535,0.620315,0.000000,0.864688,-40.145727,-0.346272,-58.147384
37,T4c,0.102138,14.105143,0.000000,9.170654,-40.145727,-0.346272,-58.147384
38,T4d,2.053317,0.100000,0.000000,1.232610,-40.145727,-0.346272,-58.147384
39,T5a,29.674187,2.962864,0.000000,8.001417,-40.145727,-0.346272,-58.147384
40,T5b,1.511330,2.317644,0.000000,11.652307,-40.145727,-0.346272,-58.147384
41,T5c,28.027890,0.100000,0.000000,17.627604,-40.145727,-0.346272,-58.147384
42,T5d,4.070764,0.100000,0.000000,20.769270,-40.145727,-0.346272,-58.147384
43,Tm1,80.597334,2.519385,0.000000,8.175726,-40.145727,-0.346272,-58.147384
44,Tm2,5.116823,0.100000,0.000000,7.929917,-40.145727,-0.346272,-58.147384
45,Tm3,49.118798,0.381682,0.000000,1.095103,-40.145727,-0.346272,-58.147384
46,Tm4,15.242017,0.159078,0.000000,2.170413,-40.145727,-0.346272,-58.147384
47,Tm5Y,41.418826,44.532523,0.000000,1.000000,-40.145727,-0.346272,-58.147384
48,Tm5a,1.347126,3.977074,0.000000,1.000000,-40.145727,-0.346272,-58.147384
49,Tm5b,15.311646,9.894720,0.000000,1.000000,-40.145727,-0.346272,-58.147384
50,Tm5c,0.457799,26.961164,0.000000,1.000000,-40.145727,-0.346272,-58.147384
51,Tm9,0.118547,0.154890,0.000000,27.844723,-40.145727,-0.346272,-58.147384
52,Tm16,16.415302,38.454553,0.000000,1.000000,-40.145727,-0.346272,-58.147384
53,Tm20,0.100000,0.100000,0.000000,1.000000,-40.145727,-0.346272,-58.147384
54,Tm28,21.837061,1.338744,0.000000,1.000000,-40.145727,-0.346272,-58.147384
55,Tm30,0.477201,0.408596,0.000000,1.000000,-40.145727,-0.346272,-58.147384
56,TmY3,25.742455,60.429169,0.000000,1.000000,-40.145727,-0.346272,-58.147384
57,TmY4,4.125947,5.156990,0.000000,1.000000,-40.145727,-0.346272,-58.147384
58,TmY5a,19.136688,12.889971,0.000000,1.000000,-40.145727,-0.346272,-58.147384
59,TmY9,14.981426,14.223324,0.000000,1.000000,-40.145727,-0.346272,-58.147384
60,TmY10,8.227569,8.745626,0.000000,1.000000,-40.145727,-0.346272,-58.147384
61,TmY13,0.129822,48.149432,0.000000,1.000000,-40.145727,-0.346272,-58.147384
62,TmY14,0.100000,9.504850,0.000000,1.000000,-40.145727,-0.346272,-58.147384
63,TmY15,0.100000,0.100000,0.000000,1.000000,-40.145727,-0.346272,-58.147384
64,TmY18,45.337516,1.373649,0.000000,1.000000,-40.145727,-0.346272,-58.147384
