idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset
0,R1-6,0.951977,0.000000,1.151925,2.351715,-50.000000,-50.000000,20.376971,188.051924,0.000000,-29.679117,-29.642423
1,R7,1.029742,0.000000,1.151925,4.785880,-50.000000,-50.000000,16.708316,188.051924,0.000000,-36.580982,-36.621823
2,R8,1.015545,0.000000,1.151925,1.644271,-50.000000,-50.000000,10.978123,188.051924,0.000000,-31.927650,-31.874383
3,L1,2.106843,0.000000,1.151925,0.440379,-20.000000,-50.000000,10.370120,188.051924,0.984354,-20.771383,-21.127966
4,L2,0.203571,0.000000,1.151925,3.430876,-20.000000,-50.000000,10.000000,188.051924,1.000000,-20.000000,-20.387918
5,L3,1.514635,0.000000,1.151925,10.000000,-50.000000,-50.000000,13.904578,188.051924,0.000000,-56.326464,-56.367188
6,L4,0.108208,0.000000,1.151925,6.653100,-50.000000,-50.000000,10.000000,188.051924,1.000000,-50.000000,-50.073650
7,L5,10.000000,0.000000,1.151925,4.426399,-50.000000,-50.000000,52.433846,188.051924,0.000000,-25.871523,-25.839316
8,Mi1,0.328004,0.000000,1.151925,0.893098,-50.000000,-50.000000,16.463389,188.051924,0.000000,-9.868637,-8.650535
9,Tm3,0.145112,0.000000,1.151925,0.916984,-50.000000,-50.000000,10.000000,188.051924,0.000000,-6.402091,-4.587258
10,Mi4,0.140613,0.000000,1.151925,2.453304,-50.000000,-50.000000,13.489305,188.051924,0.000000,-27.468259,-26.487914
11,Mi9,0.830245,0.000000,1.151925,5.458956,-50.000000,-50.000000,17.878193,188.051924,0.000000,-52.858486,-53.547163
12,T4a,0.971662,0.000000,1.151925,7.890978,-50.000000,-50.000000,80.867487,188.051924,0.000000,-64.116171,-64.228554
13,T4b,1.045950,0.000000,1.151925,9.845478,-50.000000,-50.000000,10.000000,188.051924,0.000000,-41.745897,-39.584407
14,T4c,1.031799,0.000000,1.151925,10.000000,-50.000000,-50.000000,58.370719,188.051924,0.000000,-62.383091,-62.483069
15,T4d,0.978534,0.000000,1.151925,6.574565,-50.000000,-50.000000,33.227683,188.051924,0.000000,-41.377963,-40.829077
16,Tm1,0.542836,0.000000,1.151925,1.643285,-50.000000,-50.000000,10.004197,188.051924,0.000000,8.131687,7.582910
17,Tm2,0.204973,0.000000,1.151925,1.719054,-50.000000,-50.000000,10.000000,188.051924,0.000000,-27.104467,-27.079241
18,Tm4,0.295337,0.000000,1.151925,3.521490,-50.000000,-50.000000,10.000000,188.051924,0.000000,4.536349,4.382961
19,Tm9,0.511351,0.000000,1.151925,10.000000,-50.000000,-50.000000,22.885204,188.051924,0.000000,-52.332462,-52.677139
20,T5a,1.035105,0.000000,1.151925,4.689366,-50.000000,-50.000000,18.338382,188.051924,0.000000,-32.479990,-32.734935
21,T5b,0.986682,0.000000,1.151925,7.923382,-50.000000,-50.000000,30.055175,188.051924,0.000000,-12.250011,-12.186087
22,T5c,0.953210,0.000000,1.151925,10.000000,-50.000000,-50.000000,10.000000,188.051924,0.000000,-34.514197,-34.809403
23,T5d,0.974341,0.000000,1.151925,2.026392,-50.000000,-50.000000,42.003773,188.051924,0.000000,-46.840601,-46.893475
