,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3
R1-6,10.426052,,,6.643892,7.259148,19.066069,50.710375,,,,,1.958054,,,,,,,,,,,,,,,,,,,4.288294,1.928942
R7,,,1.595208,19.824555,,26.992277,,,0.100000,0.100000,28.901715,,,,,,,,,,,,,,,8.492512,,,,,,0.100000
R8,,0.100000,1.078048,19.084480,0.100000,26.565915,,0.100000,0.100000,0.100000,39.927039,3.305114,,,,,,,,,,,,,,10.185873,1.042616,,,,3.363757,0.100000
L1,0.100000,0.100000,0.100000,0.100000,0.770106,0.518522,0.100000,1.516130,1.914571,2.331828,,2.569357,6.085117,0.100000,,,,,,,,,,0.100000,0.100000,,,9.346329,,,0.577600,11.571192
L2,0.856442,,0.100000,0.100000,0.100000,0.100000,8.804371,0.100000,0.100000,0.100000,3.670280,0.101012,1.859627,0.996984,,,,,,,,,,1.879538,2.317557,0.100000,,0.100000,11.011216,,2.869060,0.100000
L3,,0.112594,0.100000,1.716333,10.165292,,,,0.100000,0.100000,4.339984,0.100000,,,,,,,,,,,,8.408161,0.100000,0.100000,1.025198,,31.562682,15.814464,9.894634,1.057704
L4,3.645351,,,1.305036,1.007606,0.100000,6.470168,11.074067,25.504371,,0.894864,,53.450850,,,,,,,,,,,0.100000,0.100000,,,,0.100000,2.706524,,15.624453
L5,,,,1.476123,0.100000,,,0.100000,0.172145,9.393371,0.100000,0.745371,0.100000,0.100000,,,,,,,,,,0.100000,0.100000,28.625615,0.100000,0.665041,0.100000,,0.100000,3.155885
Mi1,,1.481707,1.776256,8.115470,19.670689,,,4.340486,5.091194,5.054901,0.100000,1.832413,0.100000,0.100000,1.958238,11.344594,0.100000,7.044093,0.511203,,,,,0.100000,0.100000,28.859612,8.579506,1.971007,0.100000,,0.398693,3.765771
Mi4,,,,,1.982470,13.054568,,2.733793,0.100000,12.040368,1.722462,3.821434,,0.100000,,0.100000,0.100000,0.100000,0.966856,,,,,6.991330,0.100000,0.100000,,9.198122,0.100000,6.485082,0.994032,1.020902
Mi9,,,,,,0.100000,3.719480,,0.100000,4.199218,,,0.732004,9.981259,0.900084,1.357964,6.291743,6.704379,3.086608,,,,,0.100000,9.503143,8.902886,1.135370,0.100000,4.945283,5.104366,4.186052,
T1,0.889656,2.339359,1.516798,,0.516433,0.186861,,0.108861,,,0.835765,,,,,,,,,,,,,1.587490,0.758659,0.121607,,,3.568556,,,
T2,,,,,,,,0.100000,3.939919,,0.100000,,0.100000,0.971283,53.701874,,,,,,,,,11.662924,0.166049,,16.097293,0.100000,0.112979,,,
T2a,,,,,,,,,0.100000,,,,0.103099,0.100000,0.100000,,,,,,,,,13.654875,,0.100000,1.024346,25.089008,0.478347,,4.912658,
T3,,,,,,,,,,,,,1.690444,0.983035,0.964904,,,,0.965695,,,,,6.550942,,,0.100000,6.541943,,,,4.423869
T4a,,,,,,,,,,,7.528325,,,,,12.102357,0.982733,1.021561,0.950023,1.011610,,,,,,,,,,,,0.100000
T4b,,,,,,,,,0.100000,2.678388,7.231318,,,,,0.100000,7.253822,,0.998429,,8.497160,,,,,,,,,,,
T4c,,,,,,,,,,,8.742002,,0.997924,,,,,0.100000,,,,1.038119,1.042998,,,,,,,,,
T4d,,,,,,,,,0.686482,,,,,,,,,1.007788,0.242193,,,,0.964776,,,,,,,,,
T5a,,,,,,,,,,,,,2.967162,,,19.705184,,,,0.100000,1.044895,,,,29.098732,,,,,,,
T5b,,,,,,,,,,,,,13.609860,,,,15.186420,,,6.227417,9.435254,,,,,,,,,,,
T5c,,,,,,,,,,,,,7.582329,,,,,0.187948,,,0.973973,6.596560,0.987355,,,,,,,,,
T5d,,,,,,,,,,,,,0.100000,,,,,11.667930,1.034757,,,,0.100000,,,,,,,,,
Tm1,,,,,0.100000,,,0.100000,1.281285,0.100000,5.590169,0.100000,20.525669,9.080526,19.441389,,,0.974807,,0.100000,2.983446,0.100000,0.100000,25.399645,0.100000,0.100000,9.520443,0.100000,0.100000,3.410310,0.197023,0.100000
Tm2,,,,0.100000,0.100000,,,2.611959,0.100000,0.100000,4.506356,0.100000,2.268202,8.189256,18.119150,0.992732,,29.606416,,2.643764,0.100000,0.100000,0.100000,0.100000,,,0.455141,53.548409,0.100000,2.598670,,0.100000
Tm20,,,,,,,,,,0.100000,1.281107,0.100000,0.100000,0.100000,,,,,,,,,,3.875765,42.437878,1.094020,1.049991,,,12.405274,,0.478467
Tm21,,,,,,,,,0.100000,,,,0.100000,0.954987,,,,,,,,,,36.284301,,,0.100000,,,,,
Tm3,,,,9.255495,0.100000,,,,0.100000,8.800928,1.943535,,0.100000,28.646951,0.107450,3.668227,0.100000,1.132837,0.100000,,0.992836,,1.034717,,,,,6.453195,0.135841,,2.150480,2.744992
Tm4,,,,,1.246456,,,,0.100000,1.485743,,0.964945,2.601041,0.100000,0.100000,,,,,0.133067,17.150384,0.623780,10.440832,28.909699,24.839946,,0.100000,0.100000,22.289007,,0.100000,0.100000
Tm9,,,,,,0.100000,,,,0.100000,0.100000,,0.100000,0.100000,,,,,,0.100000,8.846401,0.100000,0.100000,14.972401,0.100000,0.100000,1.002396,,0.100000,23.320170,,
C2,0.362808,3.632913,0.100000,0.107902,0.117318,2.828154,6.135852,2.181093,1.147155,0.100000,,3.369832,2.724763,3.437483,3.403329,,,,,,,,,0.563404,,,,,,0.100000,3.155986,6.510048
C3,6.679124,,,1.140344,0.100000,0.100000,0.715213,9.822827,13.090257,1.155721,0.100000,6.344547,5.023811,3.263407,30.227450,0.199862,0.100000,4.118553,0.999393,,,,,0.100000,0.100000,0.100000,0.838443,0.949624,0.100000,3.730926,2.161558,
