cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
35,Mi13,0.985094,-0.128756,0.968918,1.046689,-0.332363,-50.000000,9.390534,190.869431,0.000000,-0.126846,-0.128756,-0.131999,-0.003243
36,Mi14,1.016494,4.304626,0.968918,1.035527,-0.402649,-50.000000,9.805853,197.893311,0.000000,4.290494,4.304626,4.309782,0.005156
37,Mi15,0.980623,-1.422936,0.968918,1.044078,0.493591,-50.000000,9.822224,196.975800,0.000000,-1.411184,-1.422936,-1.468129,-0.045193
38,Mi2,0.970335,2.018253,0.968918,0.981052,-0.087225,-50.000000,9.382484,196.143585,0.000000,2.014756,2.018253,2.016976,-0.001277
39,Tm16,1.017761,-4.858749,0.968918,0.963035,-0.317998,-50.000000,10.582675,193.857224,0.000000,-4.843615,-4.858749,-4.865440,-0.006691
40,Tm20,0.951399,0.846507,0.968918,0.957341,-0.094900,-50.000000,10.798058,209.584244,0.000000,0.864435,0.846507,0.779107,-0.067400
41,Tm21,0.977658,4.089914,0.968918,0.975752,0.410508,-50.000000,10.702858,190.079849,0.000000,4.084894,4.089914,4.085035,-0.004879
42,Tm27,1.049361,2.266711,0.968918,0.957852,0.356552,-50.000000,10.060752,203.260071,0.000000,2.259773,2.266711,2.275054,0.008343
43,Tm5a,1.002558,-1.158278,0.968918,1.017440,0.183754,-50.000000,10.824134,207.323029,0.000000,-1.148720,-1.158278,-1.221465,-0.063187
44,Tm5b,1.033232,-1.482701,0.968918,0.986669,0.310036,-50.000000,10.149551,201.740326,0.000000,-1.471601,-1.482701,-1.525482,-0.042781
45,Tm5c,1.046577,1.395819,0.968918,1.049190,0.222107,-50.000000,10.627167,194.263428,0.000000,1.402482,1.395819,1.344633,-0.051186
46,Tm5f,0.963272,1.471820,0.968918,1.021129,-0.090371,-50.000000,9.617718,209.200989,0.000000,1.467851,1.471820,1.471927,0.000107
47,TmY10,0.970547,-0.020543,0.968918,0.956902,0.292557,-50.000000,9.323670,204.828247,0.000000,-0.016237,-0.020543,-0.026386,-0.005842
48,TmY11,0.967474,-8.887029,0.968918,1.012127,0.373742,-50.000000,9.954552,200.938431,0.000000,-8.857868,-8.887029,-8.894691,-0.007663
49,TmY14,0.986874,10.328259,0.968918,0.985515,0.018420,-50.000000,10.090856,196.541916,0.000000,10.301821,10.328259,10.338521,0.010262
50,TmY15,1.015507,11.339467,0.968918,0.996441,-0.387028,-50.000000,9.421754,193.088440,0.000000,11.304651,11.339467,11.353539,0.014072
51,TmY3,0.963777,5.783117,0.968918,0.997018,-0.446090,-50.000000,9.811704,203.353134,0.000000,5.771562,5.783117,5.782346,-0.000771
52,TmY4,1.027179,1.113775,0.968918,1.029150,-0.347042,-50.000000,10.015207,199.999695,0.000000,1.114180,1.113775,1.107659,-0.006116
53,TmY5a,1.043058,5.516308,0.968918,1.003067,-0.332196,-50.000000,10.720753,201.681213,0.000000,5.497060,5.516308,5.527404,0.011096
54,TmY9q,1.041317,2.777256,0.968918,0.979106,-0.104488,-50.000000,10.945065,202.692383,0.000000,2.773426,2.777256,2.772696,-0.004560
55,TmY9q__perp,0.979985,3.115472,0.968918,1.015971,0.071634,-50.000000,10.889832,201.907288,0.000000,3.111046,3.115472,3.111579,-0.003894
