idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,1.010693,0.000000,1.930546,1.943338,0.957869,-100.000000,-50.000000,1.002608,53.700559,10.000000,217.726837,0.000000,121.111560,121.118840,124.673810,3.554970
1,R7,1.028228,0.000000,1.930546,2.017218,1.219315,-100.000000,-50.000000,1.035936,53.700559,10.000000,217.726837,0.000000,124.285219,124.291849,127.977569,3.685720
2,R8,1.016231,0.000000,1.930546,1.951729,0.978450,-100.000000,-50.000000,1.007721,53.700559,10.000000,217.726837,0.000000,119.538487,119.544105,123.107646,3.563541
3,L1,1.836074,0.000000,1.930546,2.104022,-0.493748,-100.000000,-50.000000,0.100000,53.700559,10.000000,217.726837,0.278336,3.083089,3.079304,2.953518,-0.125786
4,L2,1.795968,0.000000,1.930546,0.100000,-1.190141,-100.000000,-50.000000,0.197183,53.700559,10.000000,217.726837,0.000069,0.014243,0.014201,0.013484,-0.000716
5,L3,1.827102,0.000000,1.930546,0.105258,-1.212817,-100.000000,-50.000000,0.100000,53.700559,10.000000,217.726837,0.000000,1.533451,1.532179,1.496640,-0.035539
6,L4,1.989158,0.000000,1.930546,0.100061,-1.551915,-100.000000,-50.000000,0.100000,53.700559,10.000000,217.726837,0.766425,9.736581,9.736500,9.735915,-0.000586
7,L5,1.943285,0.000000,1.930546,0.100000,-0.559810,-100.000000,-50.000000,0.138419,53.700559,10.000000,217.726837,0.003019,4.395801,4.413218,4.565330,0.152112
8,Mi1,1.926305,0.000000,1.930546,0.100000,-1.367041,-100.000000,-50.000000,0.241985,53.700559,10.000000,217.726837,0.000000,8.230162,8.265078,8.527528,0.262450
9,Tm3,1.892332,0.000000,1.930546,0.100000,-0.972686,-100.000000,-50.000000,0.184246,53.700559,10.000000,217.726837,0.000000,13.543478,13.561680,13.714179,0.152498
10,Mi4,1.918671,0.000000,1.930546,2.156424,-0.492347,-100.000000,-50.000000,0.100000,53.700559,10.000000,217.726837,0.000000,6.564879,6.564292,6.529044,-0.035248
11,Mi9,1.853162,0.000000,1.930546,2.084590,-0.669330,-100.000000,-50.000000,0.107169,53.700559,10.000000,217.726837,0.000000,4.594493,4.594330,4.594579,0.000249
12,T4a,1.033993,0.000000,1.930546,0.609115,-0.678506,-100.000000,-50.000000,0.989288,53.700559,10.000000,217.726837,0.000000,70.140701,70.140298,70.156599,0.016301
13,T4b,0.950422,0.000000,1.930546,0.100000,-0.770693,-100.000000,-50.000000,0.975027,53.700559,10.000000,217.726837,0.000000,82.161859,82.164888,82.192919,0.028031
14,T4c,0.953932,0.000000,1.930546,0.100000,-0.766539,-100.000000,-50.000000,1.013121,53.700559,10.000000,217.726837,0.000000,89.531558,89.534737,89.560025,0.025287
15,T4d,0.987480,0.000000,1.930546,0.100450,-0.514967,-100.000000,-50.000000,0.976874,53.700559,10.000000,217.726837,0.000000,94.335398,94.337374,94.347184,0.009810
16,Tm1,1.919708,0.000000,1.930546,0.104598,-0.611374,-100.000000,-50.000000,0.100000,53.700559,10.000000,217.726837,0.000000,4.697847,4.696399,4.690081,-0.006318
17,Tm2,1.946122,0.000000,1.930546,0.100000,-0.801924,-100.000000,-50.000000,0.100000,53.700559,10.000000,217.726837,0.000000,8.706775,8.706728,8.706691,-0.000038
18,Tm4,1.956822,0.000000,1.930546,1.948205,-1.368805,-100.000000,-50.000000,0.100000,53.700559,10.000000,217.726837,0.000000,5.747957,5.746279,5.738314,-0.007965
19,Tm9,1.999484,0.000000,1.930546,0.100000,-0.704032,-100.000000,-50.000000,0.104996,53.700559,10.000000,217.726837,0.000000,8.764019,8.764192,8.767926,0.003734
20,T5a,1.009253,0.000000,1.930546,0.100000,-1.043646,-100.000000,-50.000000,0.981820,53.700559,10.000000,217.726837,0.000000,94.872196,94.872260,94.874490,0.002230
21,T5b,1.006982,0.000000,1.930546,0.100000,-0.952156,-100.000000,-50.000000,1.024068,53.700559,10.000000,217.726837,0.000000,100.242803,100.242547,100.242473,-0.000074
22,T5c,1.003514,0.000000,1.930546,1.294618,-0.135398,-100.000000,-50.000000,1.015977,53.700559,10.000000,217.726837,0.000000,103.461924,103.460293,103.452968,-0.007325
