idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,e_leak,a_h,v_pre,v_onset
0,R1-6,1.396067,1.992700,-50.000000,1.021202,0.000000,40.000000,146.771369,-50.000000,0.000000,-29.693010,-29.671379
1,R7,1.396067,5.019084,-50.000000,1.015052,0.000000,40.000000,146.771369,-50.000000,0.000000,-30.211796,-30.189178
2,R8,1.396067,2.835436,-50.000000,0.964957,0.000000,40.000000,146.771369,-50.000000,0.000000,-40.109715,-40.156359
3,L1,1.396067,0.443495,-50.000000,1.077032,0.000000,40.000000,146.771369,-20.000000,0.996599,-20.384733,-20.468437
4,L2,1.396067,3.780417,-50.000000,0.140293,0.000000,40.000000,146.771369,-20.000000,1.000000,-20.000000,-20.076469
5,L3,1.396067,10.000000,-50.000000,1.889739,0.000000,40.000000,146.771369,-50.000000,0.000000,-58.538689,-58.582394
6,L4,1.396067,4.426935,-50.000000,0.115885,0.000000,40.000000,146.771369,-50.000000,1.000000,-50.000000,-50.025975
7,L5,1.396067,4.753314,-50.000000,10.000000,0.000000,40.000000,146.771369,-50.000000,0.723822,-32.703238,-32.660717
8,Mi1,1.396067,1.059369,-50.000000,0.155359,0.000000,40.000000,146.771369,-50.000000,0.000000,-10.953330,-10.355804
9,Tm3,1.396067,0.903331,-50.000000,0.100000,0.000000,40.000000,146.771369,-50.000000,0.000000,-4.366528,-3.673628
10,Mi4,1.396067,1.820737,-50.000000,0.154432,0.000000,40.000000,146.771369,-50.000000,0.000000,-17.599549,-17.021143
11,Mi9,1.396067,10.000000,-50.000000,1.113993,0.000000,40.000000,146.771369,-50.000000,0.000000,-57.477167,-57.709388
12,T4a,1.396067,6.808422,-50.000000,0.973417,0.000000,40.000000,146.771369,-50.000000,0.000000,-54.498317,-54.152216
13,T4b,1.396067,6.669558,-50.000000,1.047315,0.000000,40.000000,146.771369,-50.000000,0.000000,-40.134107,-39.601236
14,T4c,1.396067,9.361431,-50.000000,1.020789,0.000000,40.000000,146.771369,-50.000000,0.000000,-60.905002,-60.923600
15,T4d,1.396067,7.770989,-50.000000,1.010571,0.000000,40.000000,146.771369,-50.000000,0.000000,-41.634009,-41.326648
16,Tm1,1.396067,1.601286,-50.000000,0.403555,0.000000,40.000000,146.771369,-50.000000,0.000000,2.034300,1.747637
17,Tm2,1.396067,2.455164,-50.000000,0.510166,0.000000,40.000000,146.771369,-50.000000,0.000000,-9.642258,-9.607698
18,Tm4,1.396067,2.321491,-50.000000,0.470741,0.000000,40.000000,146.771369,-50.000000,0.000000,-25.049948,-25.542885
19,Tm9,1.396067,9.747755,-50.000000,0.717051,0.000000,40.000000,146.771369,-50.000000,0.000000,-55.241936,-55.434210
20,T5a,1.396067,2.373080,-50.000000,1.042447,0.000000,40.000000,146.771369,-50.000000,0.000000,-30.441059,-30.432593
21,T5b,1.396067,7.318059,-50.000000,1.027751,0.000000,40.000000,146.771369,-50.000000,0.000000,-25.352721,-25.484756
22,T5c,1.396067,4.490873,-50.000000,1.000314,0.000000,40.000000,146.771369,-50.000000,0.000000,-42.547104,-42.649764
23,T5d,1.396067,8.894294,-50.000000,0.987742,0.000000,40.000000,146.771369,-50.000000,0.000000,-24.035275,-23.969222
24,T1,1.396067,3.910906,-50.000000,1.018376,0.000000,40.000000,146.771369,-50.000000,0.000000,-70.866521,-71.786462
25,T2,1.396067,3.359384,-50.000000,1.030708,0.000000,40.000000,146.771369,-50.000000,0.000000,4.802385,5.318985
26,T2a,1.396067,5.395362,-50.000000,1.033940,0.000000,40.000000,146.771369,-50.000000,0.000000,13.410473,13.439198
27,T3,1.396067,2.436359,-50.000000,1.017179,0.000000,40.000000,146.771369,-50.000000,0.000000,15.621502,15.680884
28,C2,1.396067,8.352122,-50.000000,0.992417,0.000000,40.000000,146.771369,-50.000000,0.000000,-15.901369,-15.548440
29,C3,1.396067,4.072771,-50.000000,1.014977,0.000000,40.000000,146.771369,-50.000000,0.000000,-28.306152,-28.043777
30,Lawf1,1.396067,8.056454,-50.000000,1.003562,0.000000,40.000000,146.771369,-50.000000,0.000000,-48.458929,-48.444197
31,Lawf2,1.396067,3.166155,-50.000000,0.991527,0.000000,40.000000,146.771369,-50.000000,0.000000,-35.752680,-35.880359
