root_id,idx,is_LC,is_central,is_DN,is_motor,flow_type,super_class,laterality
720575940629956695,384,False,False,True,False,efferent,descending,right
720575940605282406,386,False,False,True,False,efferent,descending,left
720575940619077755,390,False,False,True,False,efferent,descending,left
720575940623468691,392,False,False,True,False,efferent,descending,right
720575940619372726,400,False,False,True,False,efferent,descending,left
720575940611016910,405,False,False,True,False,efferent,descending,left
720575940630808827,407,False,False,True,False,efferent,descending,left
720575940613998860,414,False,False,True,False,efferent,descending,left
720575940647029044,419,False,False,True,False,efferent,descending,unknown
720575940618291520,422,False,False,True,False,efferent,descending,left
720575940610001220,423,False,False,True,False,efferent,descending,right
720575940631333195,424,False,False,True,False,efferent,descending,right
720575940614588778,431,False,False,True,False,efferent,descending,left
720575940643817888,435,False,False,True,False,efferent,descending,right
720575940604103084,437,False,False,True,False,efferent,descending,right
720575940624484796,438,False,False,True,False,efferent,descending,right
720575940622027222,443,False,False,True,False,efferent,descending,left
720575940615899622,446,False,False,True,False,efferent,descending,left
720575940644801060,453,False,False,True,False,efferent,descending,left
720575940626745987,468,False,False,True,False,efferent,descending,right
720575940633201400,480,False,False,True,False,efferent,descending,left
720575940627368723,483,False,False,True,False,efferent,descending,right
720575940623338281,486,False,False,True,False,efferent,descending,left
720575940631759663,488,False,False,True,False,efferent,descending,right
720575940644473760,496,False,False,True,False,efferent,descending,right
720575940627139530,504,False,False,True,False,efferent,descending,right
720575940620749807,509,False,False,True,False,efferent,descending,unknown
720575940627827697,511,False,False,True,False,efferent,descending,left
720575940628745209,513,False,False,True,False,efferent,descending,left
720575940638084149,525,False,False,True,False,efferent,descending,left
720575940621339713,528,False,False,True,False,efferent,descending,left
720575940622486644,537,False,False,True,False,efferent,descending,left
720575940650929273,538,False,False,True,False,efferent,descending,right
720575940647586948,539,False,False,True,False,efferent,descending,left
720575940612557994,544,False,False,True,False,efferent,descending,left
720575940626877639,551,False,False,True,False,efferent,descending,left
720575940633529548,554,False,False,True,False,efferent,descending,right
720575940606856405,555,False,False,True,False,efferent,descending,right
720575940610231509,556,False,False,True,False,efferent,descending,right
720575940627500279,560,False,False,True,False,efferent,descending,right
720575940627303699,570,False,False,True,False,efferent,descending,left
720575940615671106,575,False,False,True,False,efferent,descending,right
720575940626189657,580,False,False,True,False,efferent,descending,right
720575940637101413,584,False,False,True,False,efferent,descending,right
720575940631629160,585,False,False,True,False,efferent,descending,left
720575940621667693,586,False,False,True,False,efferent,descending,unknown
720575940618947956,589,False,False,True,False,efferent,descending,right
720575940621471157,593,False,False,True,False,efferent,descending,left
720575940616293855,601,False,False,True,False,efferent,descending,right
720575940603874784,602,False,False,True,False,efferent,descending,right
720575940620815896,606,False,False,True,False,efferent,descending,right
720575940623142426,607,False,False,True,False,efferent,descending,right
720575940639428174,618,False,False,True,False,efferent,descending,left
720575940638019184,624,False,False,True,False,efferent,descending,left
720575940612427414,627,False,False,True,False,efferent,descending,right
720575940611772083,629,False,False,True,False,efferent,descending,bilateral
720575940621700789,631,False,False,True,False,efferent,descending,right
720575940639919824,634,False,False,True,False,efferent,descending,right
720575940621274845,637,False,False,True,False,efferent,descending,left
720575940628942586,643,False,False,True,False,efferent,descending,right
720575940631498563,653,False,False,True,False,efferent,descending,right
720575940627828552,654,False,False,True,False,efferent,descending,left
720575940628352850,656,False,False,True,False,efferent,descending,right
720575940630810486,661,False,False,True,False,efferent,descending,right
720575940624748419,665,False,False,True,False,efferent,descending,left
720575940648636292,666,False,False,True,False,efferent,descending,left
720575940627107721,668,False,False,True,False,efferent,descending,left
720575940612427670,670,False,False,True,False,efferent,descending,right
720575940619341744,673,False,False,True,False,efferent,descending,right
720575940605513649,677,False,False,True,False,efferent,descending,left
720575940624977847,678,False,False,True,False,efferent,descending,right
720575940642312136,680,False,False,True,False,efferent,descending,left
720575940623503318,683,False,False,True,False,efferent,descending,left
720575940604727264,684,False,False,True,False,efferent,descending,left
720575940623110123,689,False,False,True,False,efferent,descending,right
720575940607971337,692,False,False,True,False,efferent,descending,right
720575940631662648,695,False,False,True,False,efferent,descending,left
720575940636610671,704,False,False,True,False,efferent,descending,right
720575940645556334,705,False,False,True,False,efferent,descending,right
720575940660269185,710,False,False,True,False,efferent,descending,right
720575940645032068,711,False,False,True,False,efferent,descending,left
720575940628844712,714,False,False,True,False,efferent,descending,left
720575940631498925,715,False,False,True,False,efferent,descending,left
720575940630712493,716,False,False,True,False,efferent,descending,right
720575940628582607,721,False,False,True,False,efferent,descending,left
720575940610199781,723,False,False,True,False,efferent,descending,left
720575940626092302,728,False,False,True,False,efferent,descending,right
720575940633727339,744,False,False,True,False,efferent,descending,left
720575940636479863,745,False,False,True,False,efferent,descending,right
720575940639789475,750,False,False,True,False,efferent,descending,right
720575940631925156,751,False,False,True,False,efferent,descending,left
720575940625502666,756,False,False,True,False,efferent,descending,left
720575940617802187,757,False,False,True,False,efferent,descending,right
720575940631695841,761,False,False,True,False,efferent,descending,left
720575940632646114,762,False,False,True,False,efferent,descending,right
720575940629139968,766,False,False,True,False,efferent,descending,left
720575940616786433,767,False,False,True,False,efferent,descending,right
720575940620915224,768,False,False,True,False,efferent,descending,left
720575940603580960,769,False,False,True,False,efferent,descending,right
720575940637659749,782,False,False,True,False,efferent,descending,right
720575940645032580,791,False,False,True,False,efferent,descending,left
720575940621767306,792,False,False,True,False,efferent,descending,right
720575940635464343,793,False,False,True,False,efferent,descending,right
720575940616688286,798,False,False,True,False,efferent,descending,left
720575940639789731,801,False,False,True,False,efferent,descending,left
720575940622160560,802,False,False,True,False,efferent,descending,left
720575940630221509,807,False,False,True,False,efferent,descending,left
720575940614165201,808,False,False,True,False,efferent,descending,left
720575940633170643,811,False,False,True,False,efferent,descending,left
720575940629041879,812,False,False,True,False,efferent,descending,left
720575940627731176,816,False,False,True,False,efferent,descending,left
720575940630221563,821,False,False,True,False,efferent,descending,right
720575940631270162,828,False,False,True,False,efferent,descending,right
720575940629369642,830,False,False,True,False,efferent,descending,right
720575940627403578,834,False,False,True,False,efferent,descending,right
720575940626518858,836,False,False,True,False,efferent,descending,left
720575940618818395,839,False,False,True,False,efferent,descending,right
720575940608332674,842,False,False,True,False,efferent,descending,right
720575940615607207,852,False,False,True,False,efferent,descending,unknown
720575940624651189,856,False,False,True,False,efferent,descending,right
720575940617802699,857,False,False,True,False,efferent,descending,right
720575940617245652,858,False,False,True,False,efferent,descending,left
720575940623274966,859,False,False,True,False,efferent,descending,right
720575940625306603,861,False,False,True,False,efferent,descending,left
720575940644279319,867,False,False,True,False,efferent,descending,left
720575940625863728,872,False,False,True,False,efferent,descending,left
720575940647031860,873,False,False,True,False,efferent,descending,right
720575940647228468,874,False,False,True,False,efferent,descending,left
720575940631499832,875,False,False,True,False,efferent,descending,left
720575940627731599,889,False,False,True,False,efferent,descending,right
720575940609316050,905,False,False,True,False,efferent,descending,left
720575940626027752,907,False,False,True,False,efferent,descending,left
720575940626748702,919,False,False,True,False,efferent,descending,right
720575940623537485,925,False,False,True,False,efferent,descending,right
720575940629304702,931,False,False,True,False,efferent,descending,left
720575940620621190,932,False,False,True,False,efferent,descending,right
720575940642411917,933,False,False,True,False,efferent,descending,right
720575940613838289,941,False,False,True,False,efferent,descending,left
720575940622161366,943,False,False,True,False,efferent,descending,left
720575940615378399,945,False,False,True,False,efferent,descending,left
720575940631959097,960,False,False,True,False,efferent,descending,right
720575940637660733,961,False,False,True,False,efferent,descending,right
720575940625733351,981,False,False,True,False,efferent,descending,left
720575940615378700,987,False,False,True,False,efferent,descending,right
720575940628387663,995,False,False,True,False,efferent,descending,right
720575940636186463,998,False,False,True,False,efferent,descending,left
720575940618393478,1005,False,False,True,False,efferent,descending,left
720575940627732361,1006,False,False,True,False,efferent,descending,left
720575940624750480,1008,False,False,True,False,efferent,descending,right
720575940612429714,1009,False,False,True,False,efferent,descending,right
720575940613019541,1010,False,False,True,False,efferent,descending,left
720575940612429743,1016,False,False,True,False,efferent,descending,left
720575940627732423,1020,False,False,True,False,efferent,descending,right
720575940604729312,1023,False,False,True,False,efferent,descending,right
720575940634253281,1025,False,False,True,False,efferent,descending,right
720575940613347299,1026,False,False,True,False,efferent,descending,left
720575940637530084,1030,False,False,True,False,efferent,descending,left
720575940624816115,1034,False,False,True,False,efferent,descending,right
720575940621801456,1035,False,False,True,False,efferent,descending,right
720575940628125715,1040,False,False,True,False,efferent,descending,right
720575940616886301,1043,False,False,True,False,efferent,descending,right
720575940611610670,1044,False,False,True,False,efferent,descending,right
720575940630059087,1046,False,False,True,False,efferent,descending,right
720575940605450342,1052,False,False,True,False,efferent,descending,right
720575940623276168,1056,False,False,True,False,efferent,descending,left
720575940631632012,1061,False,False,True,False,efferent,descending,left
720575940639201443,1062,False,False,True,False,efferent,descending,right
720575940602534112,1074,False,False,True,False,efferent,descending,left
720575940612036837,1076,False,False,True,False,efferent,descending,right
720575940625144061,1081,False,False,True,False,efferent,descending,left
720575940629502251,1092,False,False,True,False,efferent,descending,left
720575940646443316,1093,False,False,True,False,efferent,descending,right
720575940627241321,1104,False,False,True,False,efferent,descending,left
720575940644542880,1111,False,False,True,False,efferent,descending,right
720575940625963432,1112,False,False,True,False,efferent,descending,left
720575940629240263,1116,False,False,True,False,efferent,descending,left
720575940623899082,1117,False,False,True,False,efferent,descending,left
720575940614363619,1122,False,False,True,False,efferent,descending,left
720575940624882151,1124,False,False,True,False,efferent,descending,left
720575940627044885,1136,False,False,True,False,efferent,descending,left
720575940611807795,1140,False,False,True,False,efferent,descending,left
720575940639726141,1142,False,False,True,False,efferent,descending,left
720575940631829059,1144,False,False,True,False,efferent,descending,left
720575940633041503,1152,False,False,True,False,efferent,descending,left
720575940607384242,1163,False,False,True,False,efferent,descending,unknown
720575940623637226,1169,False,False,True,False,efferent,descending,left
720575940618427156,1175,False,False,True,False,efferent,descending,left
720575940621572890,1177,False,False,True,False,efferent,descending,right
720575940623014695,1182,False,False,True,False,efferent,descending,left
720575940632877869,1184,False,False,True,False,efferent,descending,left
720575940640316238,1191,False,False,True,False,efferent,descending,right
720575940635564896,1195,False,False,True,False,efferent,descending,left
720575940620622708,1201,False,False,True,False,efferent,descending,left
720575940612692889,1206,False,False,True,False,efferent,descending,unknown
720575940617477022,1213,False,False,True,False,efferent,descending,right
720575940622195625,1214,False,False,True,False,efferent,descending,left
720575940632189900,1219,False,False,True,False,efferent,descending,right
720575940631108559,1220,False,False,True,False,efferent,descending,left
720575940611939290,1221,False,False,True,False,efferent,descending,left
720575940628487153,1225,False,False,True,False,efferent,descending,left
720575940630682618,1229,False,False,True,False,efferent,descending,left
720575940626816062,1234,False,False,True,False,efferent,descending,right
720575940627307625,1241,False,False,True,False,efferent,descending,unknown
720575940611644529,1242,False,False,True,False,efferent,descending,left
720575940648180868,1245,False,False,True,False,efferent,descending,left
720575940628225167,1246,False,False,True,False,efferent,descending,left
720575940617280657,1248,False,False,True,False,efferent,descending,left
720575940644740256,1250,False,False,True,False,efferent,descending,left
720575940638088511,1274,False,False,True,False,efferent,descending,left
720575940630289804,1285,False,False,True,False,efferent,descending,right
720575940631469452,1286,False,False,True,False,efferent,descending,right
720575940611087786,1289,False,False,True,False,efferent,descending,right
720575940612922851,1296,False,False,True,False,efferent,descending,left
720575940621082111,1300,False,False,True,False,efferent,descending,right
720575940619116061,1308,False,False,True,False,efferent,descending,left
720575940621246068,1317,False,False,True,False,efferent,descending,right
720575940622917351,1332,False,False,True,False,efferent,descending,right
720575940627799802,1338,False,False,True,False,efferent,descending,right
720575940629012227,1340,False,False,True,False,efferent,descending,left
720575940626849546,1343,False,False,True,False,efferent,descending,right
720575940622786317,1344,False,False,True,False,efferent,descending,right
720575940647755641,1358,False,False,True,False,efferent,descending,right
720575940620328828,1360,False,False,True,False,efferent,descending,right
720575940656144289,1368,False,False,True,False,efferent,descending,left
720575940625047479,1374,False,False,True,False,efferent,descending,left
720575940607451081,1377,False,False,True,False,efferent,descending,right
720575940612366322,1382,False,False,True,False,efferent,descending,right
720575940620918789,1386,False,False,True,False,efferent,descending,right
720575940629438508,1390,False,False,True,False,efferent,descending,left
720575940617904208,1399,False,False,True,False,efferent,descending,left
720575940610236514,1400,False,False,True,False,efferent,descending,unknown
720575940630290536,1401,False,False,True,False,efferent,descending,left
720575940621181066,1405,False,False,True,False,efferent,descending,right
720575940655587489,1411,False,False,True,False,efferent,descending,right
720575940639170723,1412,False,False,True,False,efferent,descending,left
720575940614660263,1413,False,False,True,False,efferent,descending,left
720575940628881576,1415,False,False,True,False,efferent,descending,left
720575940642545883,1420,False,False,True,False,efferent,descending,right
720575940625047815,1432,False,False,True,False,efferent,descending,right
720575940627210568,1442,False,False,True,False,efferent,descending,right
720575940627997050,1452,False,False,True,False,efferent,descending,left
720575940614562207,1455,False,False,True,False,efferent,descending,right
720575940615578043,1460,False,False,True,False,efferent,descending,left
720575940605714878,1462,False,False,True,False,efferent,descending,right
720575940631110095,1464,False,False,True,False,efferent,descending,unknown
720575940617249254,1470,False,False,True,False,efferent,descending,left
720575940627538434,1475,False,False,True,False,efferent,descending,left
720575940616167986,1480,False,False,True,False,efferent,descending,unknown
720575940638810677,1481,False,False,True,False,efferent,descending,left
720575940636254810,1482,False,False,True,False,efferent,descending,right
720575940621804159,1490,False,False,True,False,efferent,descending,right
720575940634583694,1493,False,False,True,False,efferent,descending,left
720575940623934096,1494,False,False,True,False,efferent,descending,right
720575940602864300,1497,False,False,True,False,efferent,descending,right
720575940612629210,1502,False,False,True,False,efferent,descending,left
720575940614759149,1506,False,False,True,False,efferent,descending,right
720575940609417995,1515,False,False,True,False,efferent,descending,right
720575940622263066,1517,False,False,True,False,efferent,descending,left
720575940624982823,1519,False,False,True,False,efferent,descending,right
720575940625376062,1521,False,False,True,False,efferent,descending,unknown
720575940659356545,1529,False,False,True,False,efferent,descending,unknown
720575940625539984,1535,False,False,True,False,efferent,descending,right
720575940609844117,1537,False,False,True,False,efferent,descending,left
720575940620231590,1540,False,False,True,False,efferent,descending,right
720575940624655285,1542,False,False,True,False,efferent,descending,right
720575940612203482,1553,False,False,True,False,efferent,descending,right
720575940628030440,1556,False,False,True,False,efferent,descending,left
720575940629472298,1563,False,False,True,False,efferent,descending,left
720575940632355885,1564,False,False,True,False,efferent,descending,right
720575940633011256,1565,False,False,True,False,efferent,descending,left
720575940632486969,1566,False,False,True,False,efferent,descending,right
720575940608402524,1574,False,False,True,False,efferent,descending,left
720575940618658974,1582,False,False,True,False,efferent,descending,left
720575940613088426,1583,False,False,True,False,efferent,descending,right
720575940621640885,1585,False,False,True,False,efferent,descending,left
720575940614235323,1587,False,False,True,False,efferent,descending,right
720575940625343761,1598,False,False,True,False,efferent,descending,left
720575940618167579,1601,False,False,True,False,efferent,descending,right
720575940606633248,1602,False,False,True,False,efferent,descending,right
720575940626982181,1603,False,False,True,False,efferent,descending,unknown
720575940615251251,1606,False,False,True,False,efferent,descending,right
720575940647560500,1607,False,False,True,False,efferent,descending,right
720575940630291767,1610,False,False,True,False,efferent,descending,right
720575940629833020,1611,False,False,True,False,efferent,descending,right
720575940621313414,1621,False,False,True,False,efferent,descending,right
720575940641793440,1622,False,False,True,False,efferent,descending,left
720575940625573322,1630,False,False,True,False,efferent,descending,left
720575940622067165,1634,False,False,True,False,efferent,descending,unknown
720575940627015196,1645,False,False,True,False,efferent,descending,right
720575940624229925,1648,False,False,True,False,efferent,descending,left
720575940620297819,1653,False,False,True,False,efferent,descending,right
720575940604470956,1670,False,False,True,False,efferent,descending,left
720575940624426680,1675,False,False,True,False,efferent,descending,right
720575940618594022,1688,False,False,True,False,efferent,descending,right
720575940625573653,1692,False,False,True,False,efferent,descending,right
720575940629866283,1695,False,False,True,False,efferent,descending,right
720575940617873201,1697,False,False,True,False,efferent,descending,right
720575940618594117,1698,False,False,True,False,efferent,descending,left
720575940624131913,1702,False,False,True,False,efferent,descending,left
720575940632422219,1703,False,False,True,False,efferent,descending,right
720575940633995181,1720,False,False,True,False,efferent,descending,right
720575940612335539,1723,False,False,True,False,efferent,descending,left
720575940630980559,1727,False,False,True,False,efferent,descending,unknown
720575940620625880,1729,False,False,True,False,efferent,descending,right
720575940645693476,1734,False,False,True,False,efferent,descending,left
720575940614236200,1736,False,False,True,False,efferent,descending,left
720575940614137907,1739,False,False,True,False,efferent,descending,right
720575940628883535,1745,False,False,True,False,efferent,descending,left
720575940626229337,1748,False,False,True,False,efferent,descending,right
720575940634617952,1749,False,False,True,False,efferent,descending,right
720575940610173048,1752,False,False,True,False,efferent,descending,left
720575940624459907,1755,False,False,True,False,efferent,descending,right
720575940608960722,1766,False,False,True,False,efferent,descending,right
720575940615219417,1768,False,False,True,False,efferent,descending,right
720575940624394498,1774,False,False,True,False,efferent,descending,right
720575940644022551,1778,False,False,True,False,efferent,descending,left
720575940623706405,1779,False,False,True,False,efferent,descending,right
720575940637501784,1786,False,False,True,False,efferent,descending,right
720575940635175263,1787,False,False,True,False,efferent,descending,right
720575940623968612,1789,False,False,True,False,efferent,descending,left
720575940604930481,1800,False,False,True,False,efferent,descending,right
720575940603980256,1809,False,False,True,False,efferent,descending,left
720575940642449909,1815,False,False,True,False,efferent,descending,right
720575940626557442,1821,False,False,True,False,efferent,descending,left
720575940620298772,1823,False,False,True,False,efferent,descending,right
720575940626524702,1824,False,False,True,False,efferent,descending,right
720575940626295396,1844,False,False,True,False,efferent,descending,left
720575940641237632,1851,False,False,True,False,efferent,descending,left
720575940640156301,1852,False,False,True,False,efferent,descending,right
720575940634782359,1855,False,False,True,False,efferent,descending,left
720575940636879534,1859,False,False,True,False,efferent,descending,left
720575940619315888,1860,False,False,True,False,efferent,descending,right
720575940620757748,1874,False,False,True,False,efferent,descending,right
720575940618398533,1885,False,False,True,False,efferent,descending,left
720575940623543117,1887,False,False,True,False,efferent,descending,left
720575940619905916,1896,False,False,True,False,efferent,descending,right
720575940617448331,1900,False,False,True,False,efferent,descending,left
720575940629965708,1901,False,False,True,False,efferent,descending,left
720575940615023535,1904,False,False,True,False,efferent,descending,left
720575940619676598,1905,False,False,True,False,efferent,descending,left
720575940608076739,1909,False,False,True,False,efferent,descending,right
720575940625345511,1913,False,False,True,False,efferent,descending,left
720575940625673196,1915,False,False,True,False,efferent,descending,right
720575940631342073,1918,False,False,True,False,efferent,descending,left
720575940628884496,1922,False,False,True,False,efferent,descending,left
720575940632161311,1923,False,False,True,False,efferent,descending,left
720575940625345584,1926,False,False,True,False,efferent,descending,right
720575940626328707,1936,False,False,True,False,efferent,descending,left
720575940620135645,1948,False,False,True,False,efferent,descending,right
720575940636454136,1954,False,False,True,False,efferent,descending,left
720575940629736720,1961,False,False,True,False,efferent,descending,left
720575940620823828,1962,False,False,True,False,efferent,descending,right
720575940617809181,1965,False,False,True,False,efferent,descending,left
720575940615679282,1970,False,False,True,False,efferent,descending,left
720575940635405719,1984,False,False,True,False,efferent,descending,left
720575940610010521,1985,False,False,True,False,efferent,descending,left
720575940611976618,1987,False,False,True,False,efferent,descending,right
720575940620561840,1990,False,False,True,False,efferent,descending,left
720575940619152856,1996,False,False,True,False,efferent,descending,left
720575940630425083,2004,False,False,True,False,efferent,descending,right
720575940616826380,2009,False,False,True,False,efferent,descending,right
720575940626296339,2010,False,False,True,False,efferent,descending,right
720575940628360723,2011,False,False,True,False,efferent,descending,right
720575940623019544,2013,False,False,True,False,efferent,descending,left
720575940603489824,2014,False,False,True,False,efferent,descending,right
720575940631309866,2015,False,False,True,False,efferent,descending,right
720575940616498742,2022,False,False,True,False,efferent,descending,left
720575940633996883,2030,False,False,True,False,efferent,descending,right
720575940621119061,2031,False,False,True,False,efferent,descending,right
720575940616400470,2032,False,False,True,False,efferent,descending,right
720575940625182341,2038,False,False,True,False,efferent,descending,right
720575940628885160,2043,False,False,True,False,efferent,descending,left
720575940642549467,2052,False,False,True,False,efferent,descending,right
720575940626165489,2055,False,False,True,False,efferent,descending,left
720575940650282742,2056,False,False,True,False,efferent,descending,right
720575940625870640,2071,False,False,True,False,efferent,descending,left
720575940616597334,2078,False,False,True,False,efferent,descending,right
720575940640747352,2080,False,False,True,False,efferent,descending,right
720575940636651376,2083,False,False,True,False,efferent,descending,left
720575940627771279,2087,False,False,True,False,efferent,descending,left
720575940634750871,2088,False,False,True,False,efferent,descending,right
720575940623052728,2095,False,False,True,False,efferent,descending,left
720575940625641402,2096,False,False,True,False,efferent,descending,right
720575940632620991,2097,False,False,True,False,efferent,descending,right
720575940620300308,2109,False,False,True,False,efferent,descending,left
720575940621021278,2121,False,False,True,False,efferent,descending,right
720575940637667443,2129,False,False,True,False,efferent,descending,right
720575940641173632,2131,False,False,True,False,efferent,descending,right
720575940622594186,2134,False,False,True,False,efferent,descending,left
720575940626919579,2141,False,False,True,False,efferent,descending,right
720575940612698287,2145,False,False,True,False,efferent,descending,right
720575940624986300,2146,False,False,True,False,efferent,descending,left
720575940637896893,2147,False,False,True,False,efferent,descending,right
720575940610863310,2150,False,False,True,False,efferent,descending,left
720575940612206810,2153,False,False,True,False,efferent,descending,right
720575940625314058,2162,False,False,True,False,efferent,descending,left
720575940627542316,2167,False,False,True,False,efferent,descending,left
720575940620169607,2175,False,False,True,False,efferent,descending,left
720575940633178508,2177,False,False,True,False,efferent,descending,left
720575940635701655,2179,False,False,True,False,efferent,descending,right
720575940614107554,2182,False,False,True,False,efferent,descending,left
720575940611813842,2186,False,False,True,False,efferent,descending,right
720575940622332403,2191,False,False,True,False,efferent,descending,right
720575940614959675,2199,False,False,True,False,efferent,descending,left
720575940618203707,2200,False,False,True,False,efferent,descending,right
720575940616401467,2201,False,False,True,False,efferent,descending,unknown
720575940638159472,2211,False,False,True,False,efferent,descending,left
720575940620038779,2215,False,False,True,False,efferent,descending,left
720575940641305229,2216,False,False,True,False,efferent,descending,right
720575940619678366,2217,False,False,True,False,efferent,descending,left
720575940620595883,2219,False,False,True,False,efferent,descending,left
720575940615385798,2223,False,False,True,False,efferent,descending,right
720575940624986919,2231,False,False,True,False,efferent,descending,right
720575940615058216,2232,False,False,True,False,efferent,descending,right
720575940629312300,2233,False,False,True,False,efferent,descending,right
720575940625642302,2237,False,False,True,False,efferent,descending,left
720575940623446860,2241,False,False,True,False,efferent,descending,left
720575940626527055,2242,False,False,True,False,efferent,descending,left
720575940635210603,2247,False,False,True,False,efferent,descending,left
720575940634915691,2248,False,False,True,False,efferent,descending,left
720575940636029807,2250,False,False,True,False,efferent,descending,left
720575940639634304,2251,False,False,True,False,efferent,descending,left
720575940628132745,2253,False,False,True,False,efferent,descending,left
720575940622037926,2255,False,False,True,False,efferent,descending,left
720575940625937340,2258,False,False,True,False,efferent,descending,left
720575940606866377,2262,False,False,True,False,efferent,descending,left
720575940606342089,2263,False,False,True,False,efferent,descending,left
720575940614075363,2266,False,False,True,False,efferent,descending,left
720575940606702601,2268,False,False,True,False,efferent,descending,right
720575940640486488,2281,False,False,True,False,efferent,descending,left
720575940626068569,2282,False,False,True,False,efferent,descending,left
720575940614403178,2283,False,False,True,False,efferent,descending,left
720575940635210859,2285,False,False,True,False,efferent,descending,right
720575940619089005,2286,False,False,True,False,efferent,descending,right
720575940611552370,2287,False,False,True,False,efferent,descending,left
720575940640978048,2288,False,False,True,False,efferent,descending,right
720575940614730914,2294,False,False,True,False,efferent,descending,right
720575940606112940,2297,False,False,True,False,efferent,descending,left
