idx,ctype,inp_gain,out_gain,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,C2,1.169661,3.061619,1.001387,51.253820,45.524406,-49.805989,-0.400000,-48.617761,-52.068440,-0.400000,-48.651381
1,C3,4.586423,0.879037,1.094294,49.957871,51.544026,-50.444865,-0.400000,-51.413674,-48.688538,-0.342001,-52.277722
2,L1,10.456348,0.338806,3.187498,35.819950,58.301540,-54.387235,-0.200000,-55.631936,-34.370791,-0.400000,-57.398328
3,L2,0.479386,0.487856,0.378129,53.842080,47.128811,-48.716325,-0.243161,-48.728930,-52.092618,-0.255226,-49.979158
4,L3,3.874335,2.653932,7.033530,53.143299,46.282558,-51.455487,-0.392138,-48.574586,-52.119214,-0.232016,-45.053200
5,L4,0.100000,0.100000,0.100000,41.389393,59.743753,-53.545508,-0.400000,-48.862110,-55.516903,-0.400000,-53.998105
6,L5,4.586423,0.879037,2.088621,49.957871,51.544026,-50.444865,-0.400000,-51.413674,-48.688538,-0.342001,-52.277722
7,Mi1,0.100000,0.100000,0.100000,54.337362,57.389503,-52.248447,-0.400000,-48.781758,-52.634969,-0.400000,-52.763552
8,Mi4,0.100000,0.100000,2.853790,54.337362,57.389503,-52.248447,-0.400000,-48.781758,-52.634969,-0.400000,-52.763552
9,Mi9,13.462354,0.166783,5.395089,38.362216,61.051047,-59.989084,-0.382672,-56.997619,-36.819427,-0.400000,-60.298575
10,R1-6,1.024287,0.915993,0.954054,51.245785,60.579413,-54.761278,-0.200000,-50.414656,-54.446007,-0.200000,-56.110528
11,R7,5.773477,3.718172,0.957817,53.822142,48.153980,-53.858470,-0.200000,-48.473033,-49.506352,-0.214539,-45.029120
12,R8,0.921357,0.988804,1.026657,47.898373,47.616167,-52.547672,-0.200000,-53.698268,-51.375380,-0.212077,-48.104539
13,T1,3.459432,2.849264,0.984030,48.505358,50.038152,-33.461183,-0.400000,-49.574583,-65.582349,-0.400000,-49.731838
14,T2,8.104899,3.627066,1.032835,55.386255,51.817477,-49.481871,-0.200000,-48.649637,-50.779952,-0.290539,-51.211377
15,T2a,0.694569,0.100000,0.974942,52.832648,52.237944,-53.337869,-0.200000,-49.977306,-53.116550,-0.299531,-46.546204
16,T3,0.694569,0.100000,0.940363,52.832648,52.237944,-53.337869,-0.200000,-49.977306,-53.116550,-0.299531,-46.546204
17,T4a,5.824833,2.947361,0.917461,43.649435,53.855206,-51.866116,-0.400000,-53.220016,-48.887788,-0.200000,-52.145955
18,T4b,0.434093,0.578170,1.015658,53.937393,49.156067,-48.603685,-0.244894,-51.122375,-48.653057,-0.246846,-52.375201
19,T4c,0.100470,12.156670,1.089075,51.474558,53.182132,-47.099326,-0.377606,-52.535973,-51.437839,-0.200000,-47.444861
20,T4d,7.871465,4.751594,1.047883,0.000000,0.012071,-51.374256,-0.244045,-48.593445,-56.403871,-0.394377,-54.958518
21,T5a,5.773477,3.718172,0.985821,53.822142,48.153980,-53.858470,-0.200000,-48.473033,-49.506352,-0.214539,-45.029120
22,T5b,5.586238,0.100000,0.904144,47.618260,50.609162,-40.179241,-0.400000,-49.567012,-67.119823,-0.400000,-47.658543
23,T5c,1.024287,0.915993,1.037628,51.245785,60.579413,-54.761278,-0.200000,-50.414656,-54.446007,-0.200000,-56.110528
24,T5d,5.773477,3.718172,1.042417,53.822142,48.153980,-53.858470,-0.200000,-48.473033,-49.506352,-0.214539,-45.029120
25,Tm1,1.530092,3.493112,6.377872,58.662646,46.370816,-46.204132,-0.400000,-48.612369,-50.182452,-0.400000,-43.843243
26,Tm2,10.456348,0.338806,0.100000,35.819950,58.301540,-54.387235,-0.200000,-55.631936,-34.370791,-0.400000,-57.398328
27,Tm20,8.104899,3.627066,1.080249,55.386255,51.817477,-49.481871,-0.200000,-48.649637,-50.779952,-0.290539,-51.211377
28,Tm21,0.100000,0.100000,1.099435,0.181255,1.141536,-51.022899,-0.400000,-51.293620,-49.752669,-0.400000,-49.477424
29,Tm3,5.687910,5.189460,1.283559,49.795485,46.613760,-51.238800,-0.362574,-49.784400,-52.637711,-0.363113,-44.033526
30,Tm4,8.104899,3.627066,0.100000,55.386255,51.817477,-49.481871,-0.200000,-48.649637,-50.779952,-0.290539,-51.211377
31,Tm9,3.874335,2.653932,6.283349,53.143299,46.282558,-51.455487,-0.392138,-48.574586,-52.119214,-0.232016,-45.053200
