idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,1.723022,-3.264372,1.045491,-0.084269,28.838648,984.901650,0.000000,1.000000
1,R7,1.000000,6.716467,-0.110322,1.042956,0.312194,42.344097,1008.510020,0.000000,1.000000
2,R8,1.000000,6.215589,-0.333039,0.958849,-0.393523,23.946180,964.739560,0.000000,1.000000
3,L1,1.000000,2.248984,4.324680,0.417972,0.028367,29.304073,187.612972,0.000000,1.352118
4,L2,1.000000,3.596404,3.331117,0.915313,0.414951,37.749674,187.277810,0.000000,1.990273
5,L3,1.000000,4.142771,1.466193,0.648210,-0.240652,55.177578,1027.510109,0.000000,1.000000
6,L4,1.000000,3.871839,2.111008,1.122127,0.666775,45.081926,197.403786,0.000000,3.929302
7,L5,1.000000,3.402610,5.399706,0.461778,-0.036198,19.114616,179.233993,0.000000,1.216374
8,Mi1,1.000000,2.792452,1.762172,1.521951,0.870398,23.596484,967.956576,0.000000,1.000000
9,Mi4,1.000000,5.476332,1.590933,3.202834,2.318281,41.977387,977.602665,0.000000,1.000000
10,Mi9,1.000000,1.213357,-2.122609,0.393206,-0.012510,53.199417,993.959708,0.000000,1.000000
11,T1,1.000000,2.721345,-0.016005,1.048187,0.084470,37.963513,974.392120,0.000000,1.000000
12,T2,1.000000,4.636473,1.679744,0.972025,-0.200403,54.780561,1007.452271,0.000000,1.000000
13,T2a,1.000000,6.154233,-2.316823,1.046644,0.471662,41.225256,1004.706978,0.000000,1.000000
14,T3,1.000000,5.848603,6.187992,1.041662,-0.394777,69.112965,989.162460,0.000000,1.000000
15,T4a,1.000000,2.758095,1.672572,0.994346,-0.212096,47.035762,999.665067,0.000000,1.000000
16,T4b,1.000000,4.392657,0.695705,1.041872,0.474388,42.254213,1004.904104,0.000000,1.000000
17,T4c,1.000000,2.864719,-2.557011,1.043896,0.356342,43.820661,998.289688,0.000000,1.000000
18,T4d,1.000000,5.803968,15.409490,0.982639,-0.176439,46.838638,1008.804487,0.000000,1.000000
19,T5a,1.000000,8.316415,2.162698,1.002017,0.206873,34.242114,992.691445,0.000000,1.000000
20,T5b,1.000000,0.825049,-1.733379,1.031582,-0.315882,48.876078,994.359323,0.000000,1.000000
21,T5c,1.000000,10.000000,-1.439462,1.043903,-0.172862,24.090729,976.690802,0.000000,1.000000
22,T5d,1.000000,10.000000,20.000000,1.003573,-0.294752,77.493626,1034.488067,0.000000,1.000000
23,Tm1,1.000000,3.410691,2.315152,0.819465,1.177187,29.076117,994.293624,0.000000,1.000000
24,Tm2,1.000000,1.799317,4.227192,0.443193,0.403956,22.061349,981.855946,0.000000,1.000000
25,Tm20,1.000000,0.776706,-1.596422,1.044847,-0.086629,47.697798,1005.945772,0.000000,1.000000
26,Tm21,1.000000,6.825166,-4.130677,0.996818,0.026580,49.037492,995.246409,0.000000,1.000000
27,Tm3,1.000000,2.730489,-3.213695,0.268753,0.583888,20.021577,979.605064,0.000000,1.000000
28,Tm4,1.000000,9.413163,3.400645,0.582228,1.871059,27.374891,978.726112,0.000000,1.000000
29,Tm9,1.000000,5.059777,-0.188849,0.800817,0.671898,25.579285,980.331583,0.000000,1.000000
30,C2,1.000000,0.389663,-1.133049,0.959797,-0.036365,49.139337,1001.613143,0.000000,1.000000
31,C3,1.000000,0.100000,-1.152092,1.001666,0.396539,51.248370,993.644068,0.000000,1.000000
32,Lawf1,1.000000,5.194942,3.282145,1.010472,0.481031,43.599447,991.495672,0.000000,1.000000
33,Lawf2,1.000000,0.137380,-1.817377,0.950184,0.474371,48.948670,1009.608030,0.000000,1.000000
