,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
T5d,,,,,,,,,,,,,10.000000,,,,,2.715245,1.048758,,,,10.000000,,,,,,,,,,,
Tm1,,,,,0.100000,,,0.100000,0.100000,10.000000,0.100000,10.000000,6.738089,0.375514,7.353681,,,1.022933,,10.000000,0.511869,10.000000,0.100000,3.443730,0.100000,0.126955,5.988348,0.100000,0.100000,7.464162,1.017665,1.027881,,0.100000
Tm2,,,,9.155005,1.070709,,,0.100000,0.821018,8.065994,0.100000,2.372704,5.362599,10.000000,10.000000,0.967919,,0.100000,,0.100000,0.200873,10.000000,0.100000,0.100000,,,6.232251,5.648318,0.100000,9.504791,,0.520645,10.000000,0.985021
Tm20,,,,,,,,,,0.985008,0.724955,0.956380,0.953367,1.039535,,,,,,,,,,1.044849,1.004733,1.014400,0.971071,,,1.031224,,0.996531,,
Tm21,,,,,,,,,0.100000,,,,7.999267,1.037063,,,,,,,,,,0.100000,,,5.474856,,,,,,,
Tm3,,,,3.652246,0.100000,,,,1.942357,0.100000,0.100000,,1.414684,8.527662,1.340091,0.100000,0.100000,2.454143,2.828826,,0.954718,,0.987493,,,,,5.472873,0.100000,,1.014370,1.046287,2.742523,0.992825
Tm4,,,,,8.199618,,,,0.100000,5.189851,,10.000000,10.000000,5.897280,2.221626,,,,,0.483650,0.425107,10.000000,0.100000,1.750986,0.525806,,0.100000,9.785462,0.100000,,1.022902,0.960797,,0.100000
Tm9,,,,,,2.596225,,,,0.100000,3.936449,,10.000000,0.100000,,,,,,3.422875,1.072899,10.000000,8.255622,10.000000,0.100000,1.037084,1.030522,,10.000000,0.862079,,,,
C2,1.000945,1.047711,0.997952,0.448763,0.562826,0.429609,0.696851,1.310837,1.225822,1.013876,,1.028421,1.035480,1.013033,0.979756,,,,,,,,,0.982765,,,,,,1.041284,1.017252,0.953560,,
C3,0.954699,,,0.994279,0.100479,1.031955,0.959940,1.010902,1.004971,0.974082,0.921000,0.983613,1.042865,0.981608,0.963323,0.984258,1.029294,0.998625,1.013119,,,,,0.864090,1.027994,1.043292,0.966193,0.989945,0.823115,0.912621,0.982423,,,
Lawf1,0.100000,,,10.000000,0.100000,4.406227,,0.100000,,,0.100000,0.100000,,,,,,,,,,,,,,,,3.016651,,,,,0.100000,
Lawf2,1.034877,,,1.045700,1.027079,0.955359,,0.229729,,,,0.955822,,,,,,,,,,,,1.018348,1.007509,,,,,1.038458,0.957097,0.971737,1.015362,
