idx,ctype,in_gain,out_gain,out_scale,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,5.000000,1.034874,13.871825,9999.374959,-0.477744,1.000000
1,R7,1.000000,5.000000,1.046768,10.000000,10000.000000,-0.232559,1.000000
2,R8,1.000000,5.000000,1.008333,41.082957,10000.000000,-0.443064,1.000000
3,L1,1.000000,4.974034,2.131361,25.184668,227.198139,5.547322,4.975350
4,L2,1.000000,3.681985,2.571803,15.572443,216.714306,4.475326,2.604684
5,L3,1.000000,5.000000,5.000000,27.294480,10000.000000,0.920515,1.000000
6,L4,1.000000,1.395363,4.471105,15.887462,168.968471,2.029195,4.406147
7,L5,1.000000,2.838599,2.191165,13.300368,183.901321,-0.085330,1.583830
8,Mi1,1.000000,4.279562,3.412450,23.486210,10000.000000,-1.665492,1.000000
9,Mi4,1.000000,5.000000,2.611490,10.250812,10000.000000,3.206530,1.000000
10,Mi9,1.000000,5.000000,5.000000,32.239998,9999.100882,0.086116,1.000000
11,T1,1.000000,1.469110,1.041847,72.534709,10000.000000,1.728636,1.000000
12,T2,1.000000,2.826949,0.979888,45.209674,9977.818550,-2.427125,1.000000
13,T2a,1.000000,5.000000,0.970421,10.000000,9962.023884,-4.964562,1.000000
14,T3,1.000000,5.000000,1.024682,83.686148,9960.352200,20.000000,1.000000
15,T4a,1.000000,5.000000,1.003518,13.632591,9974.915357,2.318111,1.000000
16,T4b,1.000000,1.939111,1.019710,52.103355,9986.316603,8.762973,1.000000
17,T4c,1.000000,5.000000,1.017595,23.601191,9981.028572,1.806527,1.000000
18,T4d,1.000000,4.993848,0.992751,54.339930,9989.864136,9.061278,1.000000
19,T5a,1.000000,4.467677,0.954517,34.587390,9992.981582,2.441775,1.000000
20,T5b,1.000000,4.979458,1.011690,78.137730,9989.595008,9.612228,1.000000
21,T5c,1.000000,2.427819,1.034364,48.687320,10000.000000,7.505840,1.000000
22,T5d,1.000000,5.000000,1.001752,67.552619,10000.000000,17.781325,1.000000
23,Tm1,1.000000,2.719303,4.968640,24.037062,10000.000000,12.406827,1.000000
24,Tm2,1.000000,3.136238,4.999144,10.000000,9974.182932,11.975730,1.000000
25,Tm20,1.000000,5.000000,1.026856,49.094152,9988.039011,18.972738,1.000000
26,Tm21,1.000000,1.931376,0.985638,61.855483,9991.505362,-1.786013,1.000000
27,Tm3,1.000000,1.775478,5.000000,10.000000,10000.000000,1.905360,1.000000
28,Tm4,1.000000,1.367997,5.000000,10.000000,10000.000000,16.420746,1.000000
29,Tm9,1.000000,0.500000,5.000000,30.214524,9978.934227,12.381374,1.000000
30,C2,1.000000,0.500000,0.991004,49.780560,9993.761510,-1.866317,1.000000
31,C3,1.000000,5.000000,1.009017,32.063991,10000.000000,-0.801844,1.000000
