idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,2.174945,2.313484,-30.000000,1.048617,0.000000,15.148627,199.521721,-10.641497,0.000000,-0.745096,-0.740379
1,R7,2.174945,5.163621,-30.000000,0.971261,0.000000,19.023320,204.632358,-2.904420,0.000000,-0.026126,-0.026072
2,R8,2.174945,3.930101,-30.000000,0.959904,0.000000,24.738976,206.500388,-7.176071,0.000000,-9.233395,-9.234137
3,L1,2.174945,2.451776,-38.749338,1.525893,0.000000,17.091646,189.830278,-7.024290,0.600000,-14.537027,-14.922293
4,L2,2.174945,3.591621,-48.449252,1.921277,0.000000,10.000000,182.573890,0.127149,0.600000,-24.371154,-24.301437
5,L3,2.174945,3.668611,-46.202125,8.327214,0.000000,12.978093,205.101842,-2.877255,0.000000,-22.835813,-22.695483
6,L4,2.174945,0.397688,-49.198511,0.595680,0.000000,10.000000,173.970908,-0.698486,1.000000,-0.698486,-0.680382
7,L5,2.174945,2.978210,-43.507867,1.231148,0.000000,30.213737,197.874690,-6.773313,1.000000,-6.773313,-6.619590
8,Mi1,2.174945,2.229043,-41.560242,0.715042,0.000000,31.539670,190.155681,2.820134,0.000000,-12.649943,-12.906578
9,Tm3,2.174945,5.367519,-37.028946,0.320938,0.000000,15.623082,209.997369,5.222651,0.000000,-9.532951,-9.965125
10,Mi4,2.174945,2.161716,-48.184614,0.572179,0.000000,10.000000,198.495699,-5.203519,0.000000,4.504425,2.862083
11,Mi9,2.174945,3.702251,-45.601873,0.494084,0.000000,34.325071,204.434532,-4.796941,0.000000,-3.073722,-2.646937
12,T4a,2.174945,2.255168,-46.766526,0.997342,0.000000,25.883097,192.440963,-3.625486,0.000000,5.312158,5.086248
13,T4b,2.174945,1.399492,-45.283488,0.984396,0.000000,26.485779,207.841001,-4.407430,0.000000,-52.110643,-52.248942
14,T4c,2.174945,1.616720,-46.094363,1.007005,0.000000,14.114132,191.917082,-3.898959,0.000000,4.293335,4.192176
15,T4d,2.174945,3.521295,-51.135796,1.011335,0.000000,57.797926,201.010737,1.270057,0.000000,-30.072943,-30.461313
16,Tm1,2.174945,1.190530,-44.606891,1.124021,0.000000,15.813910,197.637574,0.032538,0.000000,-13.677024,-12.992429
17,Tm2,2.174945,3.453976,-44.543189,0.354839,0.000000,10.000000,192.875185,0.892072,0.000000,-16.245073,-15.666177
18,Tm4,2.174945,3.111525,-42.606558,0.448133,0.000000,10.000000,194.745430,6.253625,0.000000,-1.753381,-1.216967
19,Tm9,2.174945,0.100000,-42.076111,0.408225,0.000000,21.176640,196.674409,-3.693871,0.000000,-2.134441,-2.080861
20,T5a,2.174945,0.474437,-45.149856,1.001706,0.000000,39.100037,199.156962,-4.631398,0.000000,-15.412144,-15.629056
21,T5b,2.174945,8.295547,-39.756889,1.023024,0.000000,28.029912,200.334869,-10.412884,0.000000,168.638126,169.685375
22,T5c,2.174945,0.100000,-47.021569,0.990910,0.000000,10.000000,206.974405,-2.529321,0.000000,24.767472,25.163340
23,T5d,2.174945,2.113640,-49.179177,0.994660,0.000000,20.753938,204.118106,-0.837017,0.000000,31.440995,31.649871
24,T1,2.174945,2.674732,-49.932855,1.001970,0.000000,23.419907,203.766418,-0.468692,0.000000,-82.839056,-81.475001
25,T2,2.174945,1.832262,-49.041484,0.980791,0.000000,42.316915,199.196142,-1.072031,0.000000,53.222048,53.786105
26,T2a,2.174945,2.563779,-44.538617,0.962073,0.000000,10.000000,201.195548,-5.937984,0.000000,10.638026,11.063674
27,T3,2.174945,1.848813,-44.058635,1.021578,0.000000,52.254684,198.387223,-6.825056,0.000000,52.173461,52.301041
28,C2,2.174945,1.965372,-52.799346,1.048359,0.000000,23.231559,202.785870,2.763827,0.000000,21.591851,21.660734
29,C3,2.174945,1.640457,-48.041268,1.019217,0.000000,12.811120,203.783773,-1.552831,0.000000,-0.307072,-0.362537
30,Lawf1,2.174945,1.639416,-45.259321,0.991113,0.000000,10.000000,197.575839,-4.312527,0.000000,-14.061662,-12.817430
31,Lawf2,2.174945,2.655325,-50.420674,0.999480,0.000000,38.768737,201.863153,0.531686,0.000000,12.414608,12.267924
32,Dm3v,2.174945,3.076090,-46.474668,0.962225,0.000000,12.220650,204.308275,-3.912122,0.000000,22.500343,22.630477
33,Lai,2.174945,0.860476,-50.380517,1.041076,0.000000,26.160023,196.782943,0.645116,0.000000,-7.820638,-7.173784
34,Mi10,2.174945,2.681947,-49.789860,0.999465,0.000000,14.919525,194.334303,-0.525088,0.000000,-68.398906,-66.236982
35,Mi13,2.174945,2.164782,-37.840160,0.959676,0.000000,41.953476,208.332120,-11.625902,0.000000,-7.528098,-7.536903
36,Mi14,2.174945,2.349975,-42.981134,1.013162,0.000000,26.890925,205.309037,-6.564437,0.000000,74.113349,73.974174
37,Mi15,2.174945,2.872352,-50.222575,1.018910,0.000000,39.122406,190.000380,0.232276,0.000000,-10.183467,-10.115806
38,Mi2,2.174945,1.916615,-45.343191,1.015934,0.000000,42.099035,200.985270,-4.711571,0.000000,5.199062,5.184829
39,Tm16,2.174945,1.490910,-49.245339,1.040855,0.000000,10.000000,206.051749,-1.246999,0.000000,-15.425476,-15.224938
40,Tm20,2.174945,2.966897,-49.372035,0.991232,0.000000,28.181827,205.603594,-0.649283,0.000000,-29.735932,-29.622889
41,Tm21,2.174945,3.684953,-51.435849,1.024915,0.000000,25.930416,199.784533,1.532226,0.000000,6.215029,7.273667
42,Tm27,2.174945,1.616807,-47.535705,1.003212,0.000000,19.994207,205.983938,-2.475986,0.000000,7.193747,6.603615
43,Tm5a,2.174945,5.529038,-51.430319,1.018938,0.000000,20.257834,207.756717,1.097623,0.000000,-31.729536,-31.749198
44,Tm5b,2.174945,0.307112,-49.247396,1.036909,0.000000,41.551608,203.436222,-0.556512,0.000000,-20.347334,-20.203983
45,Tm5c,2.174945,3.314236,-52.649564,0.968889,0.000000,18.003030,197.401333,2.687643,0.000000,8.821589,8.802261
46,Tm5f,2.174945,1.531787,-46.792796,1.045662,0.000000,19.860629,209.586799,-3.489787,0.000000,6.370674,6.047332
47,TmY10,2.174945,4.010382,-48.886955,1.021096,0.000000,10.000000,207.538059,-1.000927,0.000000,-16.960765,-16.552671
48,TmY11,2.174945,5.704417,-51.439546,1.006832,0.000000,28.730756,198.856758,1.769683,0.000000,-37.064236,-37.459264
49,TmY14,2.174945,0.108466,-47.605867,1.024483,0.000000,49.491845,195.494379,-1.903858,0.000000,-106.708995,-109.226424
50,TmY15,2.174945,2.350002,-45.206088,0.968434,0.000000,10.000000,198.949996,-4.452421,0.000000,155.590454,149.744294
51,TmY3,2.174945,1.602974,-45.718908,0.981512,0.000000,33.242787,190.889636,-4.366165,0.000000,-99.383950,-98.102980
52,TmY4,2.174945,3.125297,-46.031879,0.974387,0.000000,34.797347,201.643413,-3.647934,0.000000,-108.630354,-106.048335
53,TmY5a,2.174945,2.140743,-45.300650,1.015429,0.000000,10.000000,200.130401,-4.795945,0.000000,66.862840,66.138434
54,TmY9q,2.174945,3.089643,-46.498165,1.011640,0.000000,10.000000,191.522941,-3.033574,0.000000,34.107886,33.751740
55,TmY9q__perp,2.174945,1.462941,-41.705472,1.035445,0.000000,10.000000,203.872801,-8.339768,0.000000,19.101564,18.934476
