idx,ctype,in_gain,out_gain,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,C2,1.029320,1.017425,0.981311,0.000000,0.000000,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390
1,C3,0.964431,1.048232,1.034046,0.000000,0.000000,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390
2,L1,1.010188,1.018855,0.957928,50.644051,46.740822,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390
3,L2,0.969994,1.016297,1.027692,53.389328,45.034584,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390
4,L3,1.039994,1.029187,0.984967,0.000000,50.585308,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390
5,L4,0.988301,0.969386,0.988296,47.823963,54.841488,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390
6,L5,1.007800,0.993921,1.025733,52.863113,46.197250,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390
7,Mi1,0.983102,1.016043,1.040146,0.000000,0.000000,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390
8,Mi4,1.036305,0.998211,0.956029,0.000000,0.000000,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390
9,Mi9,1.012390,0.952399,0.987398,0.000000,0.000000,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390
10,R1-6,1.028823,0.981989,1.042603,0.000000,0.000000,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390,-51.112320,-0.242738,-48.077614,-49.912590,-0.242312,-50.713390
