idx,cell,a_in,a_out,v_th,a_gt,bias_gt,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,v_pre,v_onset
0,R1-6,1.090727,1.111831,-50.000000,1.040550,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-30.722215,-30.677146
1,R7,1.090727,1.550356,-50.000000,1.006437,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-31.889291,-32.011701
2,R8,1.090727,0.439928,-50.000000,1.049332,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-40.084419,-40.286893
3,L1,1.090727,1.437418,-50.000000,1.525245,0.000000,51.681594,55.458456,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,31.716831,-63.554352
4,L2,1.090727,1.618537,-50.000000,1.533664,0.000000,50.405090,54.054210,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,26.883571,-64.009737
5,L3,1.090727,1.209828,-50.000000,0.521964,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-48.340070,-49.523667
6,L4,1.090727,1.274634,-50.000000,1.612614,0.000000,49.673634,46.021824,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,47.464190,-60.933162
7,L5,1.090727,0.958932,-50.000000,1.595049,0.000000,46.184460,52.013609,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,40.420311,-63.823887
8,Mi1,1.090727,0.784214,-50.000000,1.554997,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-37.214770,-39.788365
9,Tm3,1.090727,1.168251,-50.000000,1.576587,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-30.101726,-16.699171
10,Mi4,1.090727,0.583920,-50.000000,1.441559,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-48.108147,-57.476245
11,Mi9,1.090727,1.148721,-50.000000,0.888540,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-17.167824,-20.113421
12,T4a,1.090727,0.625500,-50.000000,0.950182,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-54.186585,-41.311105
13,T4b,1.090727,1.302915,-50.000000,0.978494,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-43.348640,-22.599209
14,T4c,1.090727,1.093183,-50.000000,1.033496,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-49.283694,-28.368276
15,T4d,1.090727,1.338102,-50.000000,0.978578,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-43.049666,-23.274582
16,Tm1,1.090727,1.573084,-50.000000,1.590818,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-34.737205,-51.666447
17,Tm2,1.090727,1.531574,-50.000000,1.566362,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-40.827069,-48.579230
18,Tm4,1.090727,1.536452,-50.000000,1.630278,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-9.507248,-42.143639
19,Tm9,1.090727,1.288841,-50.000000,0.498071,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-35.753662,-36.085427
20,T5a,1.090727,0.919254,-50.000000,0.968358,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-0.850837,-25.167366
21,T5b,1.090727,0.967261,-50.000000,1.038239,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-1.717422,-25.219768
22,T5c,1.090727,1.546867,-50.000000,1.012415,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,2.779576,-17.062641
23,T5d,1.090727,1.311380,-50.000000,1.031271,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,0.188711,-21.249604
24,T1,1.090727,1.452658,-50.000000,1.042267,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-41.326123,-44.993270
25,T2,1.090727,1.210026,-50.000000,1.024313,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,1.110262,-10.908438
26,T2a,1.090727,1.219434,-50.000000,0.966031,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,1.172945,-20.272876
27,T3,1.090727,1.548201,-50.000000,0.992639,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,4.561987,-7.538984
28,C2,1.090727,1.357364,-50.000000,1.017399,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-37.322527,-32.187110
29,C3,1.090727,0.385904,-50.000000,1.045016,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-38.786291,-42.638094
30,Lawf1,1.090727,0.856747,-50.000000,1.043122,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-43.513905,-42.613797
31,Lawf2,1.090727,1.570056,-50.000000,1.041057,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-8.434421,-23.148739
32,Dm3v,1.090727,1.550848,-50.000000,0.982457,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-1.745363,-29.715691
33,Lai,1.090727,1.427915,-50.000000,0.950681,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-17.466134,-21.150416
34,Mi10,1.090727,0.719536,-50.000000,1.045884,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-62.842975,-63.589882
35,Mi13,1.090727,0.793708,-50.000000,0.984147,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-40.422949,-47.138858
36,Mi14,1.090727,0.810399,-50.000000,1.026491,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-9.318649,-13.705477
37,Mi15,1.090727,0.603037,-50.000000,0.982827,0.000000,0.000000,0.000000,-52.805441,-0.200000,-48.528314,-50.848785,-0.200000,-51.721311,-59.052320,-57.665391
