cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
29,C3,0.964589,-0.338775,0.984513,0.968125,0.442153,-50.000000,9.349792,205.380569,0.000000,-0.366219,-0.338775,-0.282086,0.056689
30,Lawf1,0.970076,7.667214,0.984513,1.004490,0.414728,-50.000000,10.411663,200.251663,0.000000,7.651297,7.667214,7.676480,0.009265
31,Lawf2,1.020513,1.868256,0.984513,0.957080,0.314298,-50.000000,10.979011,198.813034,0.000000,1.866258,1.868256,1.864502,-0.003754
32,Dm3v,1.014463,2.724226,0.984513,1.049096,0.020591,-50.000000,9.620696,190.036545,0.000000,2.722717,2.724226,2.715329,-0.008897
33,Lai,1.040421,-20.002167,0.984513,0.988297,-0.383163,-50.000000,10.240178,198.986221,0.000000,-19.835608,-20.002167,-20.745089,-0.742922
34,Mi10,0.953721,-2.271898,0.984513,0.972681,-0.336537,-50.000000,10.958742,194.869308,0.000000,-2.265467,-2.271898,-2.275296,-0.003398
35,Mi13,1.021487,0.604526,0.984513,1.010384,0.373411,-50.000000,9.744123,193.405579,0.000000,0.606380,0.604526,0.601409,-0.003117
36,Mi14,0.969675,4.502316,0.984513,1.047725,-0.349143,-50.000000,10.832782,208.168594,0.000000,4.488907,4.502316,4.507659,0.005343
37,Mi15,0.989484,-2.239932,0.984513,0.966879,-0.259295,-50.000000,9.769978,193.053680,0.000000,-2.227618,-2.239932,-2.281445,-0.041513
38,Mi2,0.986378,2.136809,0.984513,1.047061,-0.047122,-50.000000,10.368104,198.139877,0.000000,2.133581,2.136809,2.135587,-0.001223
39,Tm16,1.027898,-4.728500,0.984513,1.021113,0.264678,-50.000000,9.992064,190.745575,0.000000,-4.711830,-4.728500,-4.734883,-0.006383
40,Tm20,0.952538,0.519216,0.984513,1.030498,-0.282583,-50.000000,9.622917,197.651093,0.000000,0.538771,0.519216,0.455982,-0.063234
41,Tm21,0.977026,3.872695,0.984513,0.994765,0.115683,-50.000000,10.380072,200.215012,0.000000,3.868020,3.872695,3.867199,-0.005496
42,Tm27,0.973597,1.451797,0.984513,0.950072,-0.413845,-50.000000,10.045557,196.502365,0.000000,1.445182,1.451797,1.459432,0.007635
43,Tm5a,0.972729,-1.080013,0.984513,0.961352,0.275194,-50.000000,10.967649,200.174942,0.000000,-1.070516,-1.080013,-1.139168,-0.059155
44,Tm5b,0.972979,-2.254448,0.984513,0.953307,-0.423835,-50.000000,10.876689,204.406509,0.000000,-2.243753,-2.254448,-2.291407,-0.036960
45,Tm5c,1.041781,1.107089,0.984513,0.950519,-0.179514,-50.000000,9.056417,208.625427,0.000000,1.114272,1.107089,1.058821,-0.048268
46,Tm5f,1.007650,1.347716,0.984513,1.011278,-0.348413,-50.000000,10.591165,207.656418,0.000000,1.343669,1.347716,1.348267,0.000552
47,TmY10,1.028159,0.094958,0.984513,0.961403,0.433161,-50.000000,9.288553,194.172791,0.000000,0.099345,0.094958,0.089655,-0.005303
48,TmY11,0.963880,-10.666189,0.984513,0.953315,-0.366917,-50.000000,10.565981,200.513107,0.000000,-10.635365,-10.666189,-10.676483,-0.010294
49,TmY14,1.047525,11.384297,0.984513,0.980301,0.418309,-50.000000,9.984075,197.658173,0.000000,11.356270,11.384297,11.394171,0.009873
50,TmY15,1.029009,11.902429,0.984513,1.007374,0.110529,-50.000000,9.471471,201.732376,0.000000,11.867548,11.902429,11.916108,0.013680
51,TmY3,0.998332,5.394637,0.984513,1.011632,-0.421415,-50.000000,10.598662,203.607101,0.000000,5.385561,5.394637,5.392918,-0.001719
52,TmY4,1.002244,1.869711,0.984513,0.997410,0.393515,-50.000000,10.609511,206.483673,0.000000,1.870112,1.869711,1.863924,-0.005787
53,TmY5a,1.007049,5.729887,0.984513,0.980331,-0.300131,-50.000000,10.337558,209.074417,0.000000,5.709659,5.729887,5.740703,0.010817
54,TmY9q,0.964727,2.886123,0.984513,1.014391,-0.133614,-50.000000,9.367082,208.522018,0.000000,2.881779,2.886123,2.881257,-0.004866
55,TmY9q__perp,1.025834,2.860312,0.984513,1.030261,-0.323715,-50.000000,9.967422,196.687088,0.000000,2.855754,2.860312,2.855875,-0.004437
