cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
20,T5a,0.964568,69.600624,3.615033,7.229386,-35.921417,-14.249614,10.000000,203.654327,0.000000,44.601822,69.600624,735.940186,666.339561
21,T5b,1.037620,25.694242,3.615033,8.228602,3.479111,-53.250504,17.987219,192.365814,0.000000,25.528822,25.694242,20.791483,-4.902760
22,T5c,1.004699,39.905018,3.615033,5.217428,-6.179313,-43.477654,40.689636,206.194382,0.000000,39.468620,39.905018,32.751621,-7.153397
23,T5d,1.027673,-6.262067,3.615033,5.600756,0.694492,-50.511429,33.415333,205.722946,0.000000,-6.326513,-6.262067,-7.924265,-1.662199
24,T1,1.041854,-15.647454,3.615033,3.934354,-23.960501,-25.562841,47.750885,200.625961,0.000000,-15.473264,-15.647454,-20.611074,-4.963620
25,T2,0.999167,-0.410912,3.615033,0.870666,-11.724131,-38.608772,50.258198,190.401825,0.000000,-0.436746,-0.410912,6.593871,7.004784
26,T2a,0.959739,-9.499614,3.615033,4.204345,-12.289496,-37.918518,30.987049,194.960602,0.000000,-9.436681,-9.499614,-9.337954,0.161660
27,T3,1.009148,74.059525,3.615033,0.191493,-3.209221,-46.328857,45.559856,207.706207,0.000000,73.576309,74.059525,63.599545,-10.459980
28,C2,1.031919,-67.869957,3.615033,3.290457,-13.833268,-36.179428,10.000000,203.662598,0.000000,-67.748375,-67.869957,-45.054104,22.815853
29,C3,0.962766,-54.482651,3.615033,0.967713,-5.685988,-44.510075,10.000000,201.777756,0.000000,-54.365269,-54.482651,-32.180820,22.301830
30,Lawf1,1.002224,-10.022387,3.615033,1.027984,-25.207651,-24.625624,10.000000,195.405869,0.000000,-7.594297,-10.022387,-20.877222,-10.854836
31,Lawf2,0.987450,-6.379673,3.615033,2.405293,-21.647579,-27.981203,10.000000,201.267639,0.000000,-5.814074,-6.379673,-26.047085,-19.667412
32,Dm3v,0.992276,26.714607,3.615033,3.137908,-5.215178,-44.586842,37.219067,202.283112,0.000000,26.689587,26.714607,14.937717,-11.776890
33,Lai,0.996363,-66.699387,3.615033,0.843543,-2.292628,-47.770214,10.000000,195.440750,0.000000,-65.918846,-66.699387,-86.723328,-20.023941
34,Mi10,0.961423,-6.617220,3.615033,0.107456,-10.316629,-39.467674,10.069475,199.717422,0.000000,-6.725996,-6.617220,-5.728224,0.888997
35,Mi13,1.047786,-19.225893,3.615033,1.324404,-24.589863,-25.726427,52.177891,207.654709,0.000000,-19.160984,-19.225893,-20.832794,-1.606901
36,Mi14,0.987604,12.017756,3.615033,3.031272,-2.936988,-47.453430,10.000000,194.804047,0.000000,11.871092,12.017756,9.070782,-2.946974
37,Mi15,0.987342,-36.363045,3.615033,5.917673,-14.251544,-35.804302,10.000000,206.505020,0.000000,-36.217396,-36.363045,-32.054089,4.308956
38,Mi2,1.020933,-23.447876,3.615033,3.776826,-25.113621,-24.415487,10.000000,204.507797,0.000000,-23.447912,-23.447876,-21.373482,2.074394
39,Tm16,0.980096,-25.873184,3.615033,6.904006,-21.514610,-28.616030,48.928879,205.433014,0.000000,-25.682335,-25.873184,-130.602219,-104.729034
40,Tm20,1.009765,-15.388195,3.615033,6.388844,-20.617670,-29.629580,51.886513,200.211960,0.000000,-15.556552,-15.388195,-40.174152,-24.785957
41,Tm21,1.004144,6.125786,3.615033,3.902143,-6.491498,-43.896751,11.230062,208.737793,0.000000,5.646478,6.125786,34.513287,28.387501
42,Tm27,0.954652,0.320001,3.615033,0.761871,-16.221928,-33.596165,10.000000,193.281235,0.000000,-0.662572,0.320001,-10.422580,-10.742581
43,Tm5a,1.042006,200.000000,3.615033,9.200086,19.409037,-69.728180,20.016581,190.531769,0.000000,1164.179199,1916.167114,19280.521484,17364.354370
44,Tm5b,1.010586,14.281616,3.615033,4.604807,13.629275,-64.114586,10.000000,203.992249,0.000000,11.072865,14.281616,64.661407,50.379791
45,Tm5c,1.003587,-6.775462,3.615033,6.674226,-7.205417,-43.168255,10.000000,193.210449,0.000000,-6.852001,-6.775462,-8.422592,-1.647130
46,Tm5f,1.036302,200.000000,3.615033,1.271398,6.451678,-55.954071,20.220791,196.728424,0.000000,217.680878,307.046265,2746.907227,2439.860962
47,TmY10,1.035552,5.430727,3.615033,1.032699,-9.755567,-40.732422,10.000000,207.529266,0.000000,5.431836,5.430727,-29.220213,-34.650939
48,TmY11,0.996641,-21.166170,3.615033,3.476068,-27.241692,-22.809431,10.900613,195.024323,0.000000,-21.405491,-21.166170,-27.473015,-6.306845
49,TmY14,0.991210,141.624954,3.615033,0.415535,-25.126490,-25.324423,32.165436,207.424133,0.000000,122.996910,141.624954,672.188354,530.563400
50,TmY15,1.041455,-15.566224,3.615033,8.216775,-27.438341,-22.604221,10.000000,208.595215,0.000000,-14.635902,-15.566224,-10.193658,5.372566
51,TmY3,0.978747,-1.821210,3.615033,9.414739,-1.505635,-48.298111,10.000000,196.489578,0.000000,-1.482005,-1.821210,2.263218,4.084428
52,TmY4,1.019408,-195.272446,3.615033,6.999933,4.617822,-54.973312,23.849648,206.048111,0.000000,-193.661560,-195.272446,-176.597366,18.675079
53,TmY5a,1.010471,19.948019,3.615033,4.161450,-35.639236,-14.340527,10.000000,199.939606,0.000000,17.728138,19.948019,-12.741279,-32.689298
54,TmY9q,0.981452,-19.488165,3.615033,4.623878,-27.324535,-23.065195,55.353409,205.223770,0.000000,-19.501209,-19.488165,-20.073393,-0.585228
55,TmY9q__perp,0.964917,-16.291832,3.615033,4.192249,-33.157333,-16.731039,29.753130,209.298447,0.000000,-17.868685,-16.291832,63.095482,79.387314
