idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,v_th_ca,a_ca,tau_ca,tau_lp,tau_hp,a_h,v_pre,v_onset,v_spot_end,delta_v
0,R1-6,1.000832,0.000000,2.193314,1.999843,-7.152494,-100.000000,-50.000000,0.952285,50.080763,10.000000,235.421099,0.000000,14.155828,14.174877,18.865677,4.690801
1,R7,1.015198,0.000000,2.193314,3.353155,-25.989518,-100.000000,-50.000000,0.973651,50.080763,10.000000,235.421099,0.000000,-7.426900,-7.372227,-2.176159,5.196069
2,R8,0.959237,0.000000,2.193314,2.496354,-14.839735,-100.000000,-50.000000,1.003703,50.080763,10.000000,235.421099,0.000000,1.441223,1.479745,6.491696,5.011951
3,L1,2.000000,0.000000,2.193314,1.492490,0.118950,-100.000000,-50.000000,1.028084,50.080763,10.000000,235.421099,0.880377,-31.000941,-31.221123,-39.879364,-8.658242
4,L2,2.000000,0.000000,2.193314,3.119126,0.199050,-100.000000,-50.000000,0.974059,50.080763,10.000000,235.421099,0.898207,-31.916959,-32.209938,-40.851932,-8.641995
5,L3,0.515177,0.000000,2.193314,1.635911,10.444890,-100.000000,-50.000000,1.019282,50.080763,10.000000,235.421099,0.000000,-6.211475,-6.745662,-9.168952,-2.423291
6,L4,1.050147,0.000000,2.193314,0.631928,-3.063568,-100.000000,-50.000000,0.963884,50.080763,10.000000,235.421099,0.565136,18.628767,18.296767,10.626578,-7.670189
7,L5,1.942640,0.000000,2.193314,1.198775,1.249815,-100.000000,-50.000000,1.041763,50.080763,10.000000,235.421099,0.525130,-31.177373,-30.880231,-21.067177,9.813055
8,Mi1,1.304235,0.000000,2.193314,2.133053,0.748042,-100.000000,-50.000000,1.022110,50.080763,10.000000,235.421099,0.000000,-9.823132,-9.303080,-2.394849,6.908231
9,Tm3,0.500000,0.000000,2.193314,1.908441,8.214768,-100.000000,-50.000000,0.960347,50.080763,10.000000,235.421099,0.000000,-4.255850,-3.728732,1.145810,4.874543
