cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp_rise,tau_hp_fall,a_h,v_pre_mean_cell,v_onset_mean_cell,v_sti_end_mean_cell,delta_v_mean_cell
0,R1-6,0.995270,10.870048,2.839506,1.491800,-9.811105,-40.599445,20.821014,200.510056,190.043427,0.000000,10.812037,10.870048,30.268167,19.398120
1,R7,0.981569,-16.653704,2.839506,6.258374,-10.401900,-40.055073,27.424116,199.336044,207.226471,0.000000,-16.635719,-16.653704,-4.807115,11.846589
2,R8,0.956449,-9.609007,2.839506,2.746974,-9.611211,-40.727921,10.000000,191.587646,206.328491,1.000000,-9.611211,-9.609007,-1.863803,7.745204
3,L1,1.104884,-16.282637,2.839506,1.784959,-14.993646,-35.304226,19.097353,203.656815,220.512756,0.977182,-16.087555,-16.282637,-35.247440,-18.964804
4,L2,0.926219,-9.318510,2.839506,2.722673,-8.212118,-41.546230,19.943586,203.182251,190.228531,0.979922,-9.298140,-9.318510,-21.799919,-12.481409
5,L3,0.884793,-5.992013,2.839506,1.776552,-1.309546,-49.025711,10.000000,206.510513,179.971039,0.924853,-1.652838,-5.992013,-14.162078,-8.170064
6,L4,0.637389,3.358345,2.839506,0.590963,2.265144,-52.345699,11.534863,221.820465,186.102051,0.948116,3.380564,3.358345,-1.525140,-4.883485
7,L5,0.875624,3.452095,2.839506,2.103137,3.539309,-53.548717,10.000000,204.378448,192.061371,1.000000,3.539309,3.452095,13.670068,10.217973
8,Mi1,2.000000,-32.290867,2.839506,2.928191,-6.972293,-42.628738,24.941141,207.727661,204.385498,0.000000,-32.821358,-32.290867,-3.310264,28.980603
9,Tm3,0.983375,2.486559,2.839506,1.529686,2.481754,-52.640301,10.000000,184.671570,202.780243,1.000000,2.481754,2.486559,3.870433,1.383873
10,Mi4,1.231881,-3.852782,2.839506,10.000000,8.581789,-58.994614,10.000000,221.619507,188.061920,1.000000,8.581788,-3.852782,11.323446,15.176228
11,Mi9,1.007321,-95.776527,2.839506,1.489043,-1.111985,-48.425114,13.479360,198.814484,218.700775,0.000000,-495.910278,-95.776527,-95.883759,-0.107231
12,T4a,2.000000,-0.954407,2.839506,0.100000,-1.607418,-48.628296,22.843161,220.573715,200.488617,0.891472,-1.684964,-0.954407,19.890785,20.845192
13,T4b,0.974148,-2.238190,2.839506,7.776708,3.204050,-52.152714,24.454359,187.741852,203.969818,0.482313,17.160542,-2.238190,-4.037129,-1.798939
14,T4c,0.961997,-5.192662,2.839506,1.143963,1.154882,-50.941635,14.215800,192.790695,205.322617,1.000000,1.154882,-5.192662,9.362257,14.554919
15,T4d,1.022236,-9.682746,2.839506,0.137344,-3.270290,-46.568783,17.466057,208.084610,205.352310,1.000000,-3.270290,-9.682746,18.956938,28.639684
16,Tm1,0.994045,-15.687022,2.839506,3.120332,1.638541,-52.094662,24.681332,212.553909,179.854691,0.418122,-18.535530,-15.687022,-6.458595,9.228427
17,Tm2,0.955538,-5.349971,2.839506,3.582254,0.499337,-51.075783,22.327305,200.623703,197.583771,0.159469,-6.564468,-5.349971,5.494824,10.844796
18,Tm4,0.992738,17.291809,2.839506,2.052765,-2.279835,-49.755310,17.232502,219.272400,184.986633,0.567146,13.476076,17.291809,15.638115,-1.653694
19,Tm9,0.981968,25.064949,2.839506,9.318494,8.230525,-58.261471,24.018059,206.074799,189.574951,0.000000,24.087851,25.064949,29.062937,3.997988
20,T5a,1.015466,36.706600,2.839506,2.069787,-3.837484,-47.597195,28.042263,215.795059,175.029831,1.000000,-3.837484,36.706600,81.724449,45.017849
21,T5b,1.013258,98.573235,2.839506,3.202210,-2.779435,-45.242527,13.811599,211.773819,195.595688,0.773778,166.912064,98.573235,99.315948,0.742714
22,T5c,1.026693,-2.963141,2.839506,2.420223,-2.966176,-49.406384,19.279957,201.974350,196.287460,1.000000,-2.966175,-2.963141,-2.496398,0.466743
23,T5d,0.980492,92.168007,2.839506,6.113215,-1.734819,-51.078228,10.000000,204.109161,200.843292,1.000000,-1.734819,92.168007,94.726410,2.558403
24,T1,1.012007,-27.101124,2.839506,2.948859,5.607918,-55.514420,15.942817,204.823242,197.191452,0.000000,-27.684565,-27.101124,-25.079138,2.021986
25,T2,1.009103,-26.329229,2.839506,2.201154,-16.375366,-34.549557,31.081812,219.295761,179.766144,0.482640,-27.708252,-26.329229,49.642281,75.971510
26,T2a,1.047405,-1.562728,2.839506,3.477078,-17.612234,-33.907581,29.457848,208.455307,195.388336,1.000000,-17.612232,-1.562728,85.776581,87.339309
27,T3,0.969837,29.833832,2.839506,4.115324,-12.101922,-38.554962,23.989395,214.523605,189.823135,1.000000,-12.101922,29.833832,97.964386,68.130554
28,C2,0.959679,-14.279903,2.839506,0.269409,-4.260535,-46.104717,22.225340,207.755066,210.501740,0.000000,-13.907210,-14.279903,33.847790,48.127693
29,C3,0.966938,-2.484496,2.839506,1.480439,-0.065168,-50.085907,20.969810,201.033401,190.951767,0.000000,-0.447578,-2.484496,-5.845152,-3.360656
30,Lawf1,0.984639,90.375397,2.839506,1.960098,4.602530,-58.694672,22.062859,206.038712,201.064453,0.091209,116.489548,90.375397,91.147346,0.771950
31,Lawf2,1.006479,-1.558630,2.839506,2.171103,1.340381,-50.989723,10.000000,188.404510,193.891708,1.000000,1.340381,-1.558630,3.978109,5.536740
32,Dm3v,0.951527,1.498162,2.839506,4.265378,-9.270740,-40.602196,10.000000,207.553925,213.474564,1.000000,-9.270740,1.498162,2.632861,1.134700
33,Lai,0.968525,-93.702728,2.839506,1.872177,-1.121176,-49.214027,10.000000,193.336044,203.726242,0.015062,-219.471313,-93.702728,-95.163284,-1.460556
34,Mi10,1.011861,13.155979,2.839506,2.045343,0.058364,-50.387703,23.025715,222.930984,202.138351,0.465743,4.682941,13.155979,18.384996,5.229017
35,Mi13,0.973642,-13.208589,2.839506,2.441212,-2.082044,-47.464169,24.416132,186.273438,204.233734,1.000000,-2.082045,-13.208589,-56.367481,-43.158893
36,Mi14,1.047407,82.318550,2.839506,6.612095,7.881975,-57.878563,14.792362,204.479950,213.754929,0.042761,104.948830,82.318550,82.262321,-0.056229
37,Mi15,1.026949,-2.917413,2.839506,2.695575,-3.057768,-47.296371,15.569400,212.773804,184.102234,1.000000,-3.057768,-2.917413,-3.326045,-0.408633
38,Mi2,1.023254,-9.302468,2.839506,3.979454,2.049100,-51.734943,13.453479,175.423889,219.049606,0.000000,-9.371195,-9.302468,-8.095609,1.206860
39,Tm16,1.011509,-20.233639,2.839506,3.436635,2.550267,-52.532990,16.814857,209.158478,190.625473,0.000000,-33.074413,-20.233639,-19.527002,0.706636
40,Tm20,1.029061,7.212138,2.839506,4.185837,1.746487,-50.844425,14.639236,215.035522,194.035034,1.000000,1.746487,7.212138,19.350504,12.138366
41,Tm21,0.971941,96.591499,2.839506,7.101904,3.293822,-54.188591,17.774229,211.994720,195.100800,0.067552,2964.879883,96.591499,98.929840,2.338341
42,Tm27,0.988949,-28.050436,2.839506,3.639245,4.021081,-54.531872,15.996990,208.635681,188.801620,0.000000,-34.281860,-28.050436,-15.991246,12.059190
43,Tm5a,1.036291,-39.905243,2.839506,3.512959,0.064481,-49.880783,13.265974,209.589554,189.734283,0.086886,-42.835335,-39.905243,-47.607079,-7.701836
44,Tm5b,0.988448,-18.797419,2.839506,2.968010,1.171332,-51.468079,16.825954,210.027267,194.948853,0.222632,-20.087271,-18.797419,-19.932560,-1.135141
45,Tm5c,0.988274,7.364769,2.839506,5.167345,3.264725,-53.976597,24.824371,208.115585,197.161621,0.000000,9.635624,7.364769,4.290590,-3.074179
46,Tm5f,0.984697,63.172588,2.839506,2.870146,-0.354328,-50.253952,28.147839,220.136673,195.999680,0.080488,65.251953,63.172588,81.432854,18.260265
47,TmY10,1.042956,-90.931160,2.839506,3.324204,-4.726937,-44.928936,10.000000,208.848602,196.731140,1.000000,-4.726936,-90.931160,-93.722908,-2.791748
48,TmY11,0.961525,-97.804932,2.839506,2.266115,-0.627167,-49.733955,12.125862,214.986374,194.599350,0.089258,-753.369690,-97.804932,-97.819275,-0.014343
49,TmY14,0.971334,18.503475,2.839506,7.204768,-10.787879,-39.908077,20.937214,188.120331,191.751938,1.000000,-10.787881,18.503475,69.394684,50.891209
50,TmY15,1.013807,32.687820,2.839506,4.526655,1.407871,-46.649990,10.000000,174.090179,204.812851,1.000000,1.407871,32.687820,17.063318,-15.624502
51,TmY3,0.990158,-76.328102,2.839506,5.307340,-6.419007,-44.141300,29.138212,217.188110,187.469391,0.175974,-113.970856,-76.328102,-20.425930,55.902172
52,TmY4,1.009724,-21.401535,2.839506,2.175210,-0.674595,-49.505276,15.742890,185.405579,220.977692,1.000000,-0.674595,-21.401535,-34.249168,-12.847633
53,TmY5a,0.984991,98.407631,2.839506,3.380719,6.919009,-46.017811,10.019168,201.034271,204.549927,0.000000,1602.051880,98.407631,98.775902,0.368271
54,TmY9q,0.968597,6.283125,2.839506,4.118187,2.573518,-52.912712,10.000000,192.904434,213.678436,0.591546,11.977847,6.283125,11.410576,5.127451
55,TmY9q__perp,0.986973,60.423218,2.839506,4.266539,-0.159503,-49.700050,10.000000,225.209473,195.480377,0.539725,68.157768,60.423218,74.053673,13.630455
